Alimentos;T.ESPAÑA;TIENDA TRADICIONAL;T.T.GENERAL;T.T.ESPECIALIZADA;PESCADERIAS;TIENDA CONGELADOS;HERBORISTERIAS;FARMACIAS;CARNICERIA/CHARCUT;MERCADOS & PLAZAS;LECHERIAS;PANADERIAS;BAR/BODEGAS;VERDULERIA/FRUTERIA;DISTR ORGA/PLATAFORMA;HIPERMERCADO;SUPER+AUTO+GRAN ALMACEN;SUPER+AUTOSER;TIENDA DESCUENTO;ECONOMATO/COOPERATIVA;MERCADILLOS/AMBULANTES;VENTA A DOMICILIO;AUTOCONSUMO (C.PROPIA);COMPRA DIRECTA PRODUCTOR;E-COMMERCE;RESTO CANALES;Nivel;Hoja
.TOTAL ALIMENTACION;99.511;55.978;4.503;55.306;11.022;6.413;1.744;0.543;23.744;10.252;0.466;26.076;1.958;33.582;98.909;43.341;97.282;94.066;55.953;2.438;8.223;5.639;6.812;4.377;7.184;23.043;0.0;enero
T.HUEVOS KGS;79.238;8.157;0.831;7.622;0.0;0.169;0.174;0.0;2.05;2.199;0.328;0.678;0.106;2.551;71.059;12.942;65.611;55.212;18.672;0.388;0.808;0.493;3.85;2.469;1.942;3.137;1.0;enero
T.HUEVOS UNDS.;79.238;8.157;0.831;7.622;0.0;0.169;0.174;0.0;2.05;2.199;0.328;0.678;0.106;2.551;71.059;12.942;65.611;55.212;18.672;0.388;0.808;0.493;3.85;2.469;1.942;3.137;1.0;enero
TOTAL HUEVOS GALLINA;78.918;8.077;0.831;7.541;0.0;0.169;0.161;0.0;2.05;2.103;0.328;0.678;0.106;2.551;70.696;12.867;65.213;54.674;18.671;0.388;0.808;0.493;3.861;2.469;1.895;2.892;2.0;enero
OTRAS AVES;2.596;0.105;0.0;0.105;0.0;0.0;0.017;0.0;0.0;0.088;0.0;0.0;0.0;0.0;1.939;0.209;1.81;1.819;0.016;0.0;0.0;0.0;0.269;0.0;0.077;0.288;2.0;enero
MIEL;6.789;0.884;0.259;0.626;0.0;0.0;0.058;0.0;0.279;0.077;0.0;0.0;0.026;0.183;4.894;1.01;3.903;3.177;0.725;0.0;0.034;0.043;0.016;0.145;0.129;0.6;1.0;enero
GRANEL;1.559;0.745;0.238;0.507;0.0;0.0;0.058;0.0;0.279;0.077;0.0;0.0;0.026;0.065;0.0;0.0;0.0;0.0;0.0;0.0;0.034;0.043;0.016;0.124;0.023;0.514;2.0;enero
ENVASADA;5.257;0.143;0.024;0.119;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.119;4.894;1.01;3.903;3.177;0.725;0.0;0.0;0.0;0.0;0.018;0.109;0.088;2.0;enero
TOTAL CARNE;97.15;27.532;1.318;26.942;0.018;1.096;0.192;0.0;23.151;3.862;0.0;0.29;0.096;0.719;95.168;26.39;91.69;84.715;39.257;0.737;0.48;0.42;0.775;0.85;3.279;5.609;1.0;enero
CARNE CERTIFICADA;45.18;12.666;0.154;12.555;0.009;0.293;0.013;0.0;11.112;1.672;0.0;0.028;0.0;0.04;36.711;7.113;31.942;26.399;8.081;0.124;0.024;0.099;0.126;0.184;0.704;1.057;2.0;enero
CARNE FRESCA;90.18;24.349;0.632;23.932;0.021;0.188;0.088;0.0;21.053;3.366;0.0;0.154;0.0;0.197;84.2;18.084;79.985;71.485;28.909;0.519;0.128;0.358;0.756;0.564;2.437;3.26;2.0;enero
SALCHICHAS FRESCAS;7.427;2.813;0.049;2.761;0.012;0.0;0.006;0.0;2.51;0.393;0.0;0.046;0.0;0.0;4.483;0.628;3.974;3.607;0.368;0.021;0.049;0.031;0.0;0.029;0.156;0.097;3.0;enero
CARNE VACUNO;47.825;13.593;0.192;13.46;0.0;0.076;0.036;0.0;12.57;1.11;0.0;0.014;0.0;0.073;36.774;6.994;31.865;26.592;7.114;0.14;0.026;0.045;0.058;0.041;0.732;0.753;3.0;enero
TERNERA;38.826;12.072;0.135;11.994;0.0;0.077;0.036;0.0;11.087;1.095;0.0;0.014;0.0;0.073;27.928;4.431;24.573;20.123;5.699;0.14;0.026;0.048;0.0;0.041;0.495;0.568;4.0;enero
AÑOJO;14.301;2.782;0.09;2.682;0.0;0.0;0.0;0.0;2.614;0.061;0.0;0.0;0.0;0.0;11.759;2.5;9.56;8.563;1.198;0.0;0.0;0.007;0.058;0.0;0.281;0.145;4.0;enero
