Alimentos;T.ESPAÑA;TIENDA TRADICIONAL;T.T.GENERAL;T.T.ESPECIALIZADA;PESCADERIAS;TIENDA CONGELADOS;HERBORISTERIAS;FARMACIAS;CARNICERIA/CHARCUT;MERCADOS & PLAZAS;LECHERIAS;PANADERIAS;BAR/BODEGAS;VERDULERIA/FRUTERIA;DISTR ORGA/PLATAFORMA;HIPERMERCADO;SUPER+AUTO+GRAN ALMACEN;SUPER+AUTOSER;TIENDA DESCUENTO;ECONOMATO/COOPERATIVA;MERCADILLOS/AMBULANTES;VENTA A DOMICILIO;AUTOCONSUMO (C.PROPIA);COMPRA DIRECTA PRODUCTOR;E-COMMERCE;RESTO CANALES;Nivel;Hoja
.TOTAL ALIMENTACION;99.401;57.113;5.144;56.501;11.959;9.079;2.533;0.888;28.228;10.997;0.499;27.946;3.125;31.721;98.866;49.444;97.401;94.573;56.979;2.351;7.957;5.158;4.695;5.538;7.407;26.574;0.0;enero
T.HUEVOS KGS;80.394;8.03;0.913;7.393;0.021;0.07;0.227;0.0;2.387;1.866;0.19;0.567;0.069;2.759;73.752;14.34;67.582;57.984;17.678;0.236;0.815;0.126;2.296;2.278;1.945;2.715;1.0;enero
T.HUEVOS UNDS.;80.394;8.03;0.913;7.393;0.021;0.07;0.227;0.0;2.387;1.866;0.19;0.567;0.069;2.759;73.752;14.34;67.582;57.984;17.678;0.236;0.815;0.126;2.296;2.278;1.945;2.715;1.0;enero
TOTAL HUEVOS GALLINA;79.674;7.941;0.926;7.288;0.021;0.07;0.227;0.0;2.19;1.87;0.19;0.567;0.069;2.759;72.636;13.754;66.553;56.805;17.447;0.236;0.815;0.111;2.295;2.278;1.883;2.626;2.0;enero
OTRAS AVES;8.291;0.363;0.034;0.329;0.0;0.0;0.0;0.0;0.207;0.09;0.0;0.0;0.0;0.031;7.616;1.25;6.61;5.975;0.654;0.0;0.052;0.011;0.065;0.0;0.144;0.112;2.0;enero
MIEL;10.338;1.573;0.183;1.388;0.0;0.0;0.262;0.0;0.344;0.221;0.0;0.032;0.04;0.474;7.396;1.382;6.065;4.863;1.287;0.01;0.211;0.0;0.032;0.454;0.112;0.637;1.0;enero
GRANEL;2.379;1.149;0.091;1.058;0.0;0.0;0.169;0.0;0.334;0.116;0.0;0.032;0.04;0.337;0.032;0.0;0.032;0.032;0.0;0.0;0.211;0.0;0.032;0.454;0.0;0.531;2.0;enero
ENVASADA;8.082;0.435;0.092;0.343;0.0;0.0;0.076;0.0;0.01;0.113;0.0;0.0;0.0;0.143;7.366;1.382;6.035;4.832;1.287;0.01;0.0;0.0;0.0;0.0;0.112;0.216;2.0;enero
TOTAL CARNE;97.447;32.608;1.775;32.064;0.056;1.776;0.103;0.014;27.55;4.819;0.106;0.361;0.086;0.73;95.417;32.0;91.906;85.319;39.58;0.719;1.066;0.522;1.054;1.432;3.676;9.671;1.0;enero
CARNE CERTIFICADA;51.648;16.846;0.354;16.695;0.016;0.535;0.006;0.0;14.733;2.22;0.027;0.0;0.0;0.044;41.711;7.703;38.026;33.417;8.287;0.217;0.085;0.15;0.191;0.344;0.828;1.616;2.0;enero
