Alimentos;T.ESPAÑA;TIENDA TRADICIONAL;T.T.GENERAL;T.T.ESPECIALIZADA;PESCADERIAS;TIENDA CONGELADOS;HERBORISTERIAS;FARMACIAS;CARNICERIA/CHARCUT;MERCADOS & PLAZAS;LECHERIAS;PANADERIAS;BAR/BODEGAS;VERDULERIA/FRUTERIA;DISTR ORGA/PLATAFORMA;HIPERMERCADO;SUPER+AUTO+GRAN ALMACEN;SUPER+AUTOSER;TIENDA DESCUENTO;ECONOMATO/COOPERATIVA;MERCADILLOS/AMBULANTES;VENTA A DOMICILIO;AUTOCONSUMO (C.PROPIA);COMPRA DIRECTA PRODUCTOR;E-COMMERCE;RESTO CANALES;Nivel;Hoja
.TOTAL ALIMENTACION;99.709;56.141;4.523;55.359;10.337;5.742;2.037;0.621;26.221;9.39;0.569;26.959;1.634;33.532;99.331;43.622;97.864;94.596;58.557;2.197;7.284;5.085;5.946;4.425;7.615;23.177;0.0;enero
T.HUEVOS KGS;82.502;7.928;0.685;7.438;0.013;0.081;0.109;0.0;2.178;1.457;0.241;0.918;0.089;3.082;75.154;13.077;69.032;58.615;20.178;0.182;0.535;0.282;3.072;1.548;2.231;3.251;1.0;enero
T.HUEVOS UNDS.;82.502;7.928;0.685;7.438;0.013;0.081;0.109;0.0;2.178;1.457;0.241;0.918;0.089;3.082;75.154;13.077;69.032;58.615;20.178;0.182;0.535;0.282;3.072;1.548;2.231;3.251;1.0;enero
TOTAL HUEVOS GALLINA;82.155;7.897;0.685;7.406;0.013;0.081;0.109;0.0;2.142;1.458;0.241;0.918;0.089;3.082;74.742;12.957;68.582;58.129;20.035;0.182;0.535;0.282;3.077;1.548;2.207;3.153;2.0;enero
OTRAS AVES;2.819;0.07;0.0;0.07;0.0;0.0;0.0;0.0;0.075;0.003;0.0;0.0;0.0;0.0;2.505;0.304;2.237;1.764;0.449;0.0;0.0;0.02;0.054;0.0;0.035;0.151;2.0;enero
MIEL;8.786;1.198;0.083;1.114;0.0;0.0;0.102;0.0;0.486;0.15;0.031;0.04;0.019;0.288;6.181;0.838;5.373;3.909;1.562;0.025;0.324;0.032;0.045;0.415;0.339;0.374;1.0;enero
GRANEL;2.477;0.972;0.05;0.919;0.0;0.0;0.047;0.0;0.424;0.126;0.031;0.022;0.019;0.25;0.11;0.0;0.11;0.11;0.0;0.024;0.306;0.032;0.045;0.415;0.28;0.294;2.0;enero
ENVASADA;6.514;0.258;0.03;0.228;0.0;0.0;0.057;0.0;0.076;0.024;0.0;0.018;0.0;0.052;6.091;0.838;5.283;3.814;1.562;0.008;0.018;0.0;0.0;0.0;0.056;0.075;2.0;enero
TOTAL CARNE;97.879;29.252;1.321;28.792;0.048;1.044;0.207;0.0;25.442;3.627;0.044;0.277;0.071;0.632;96.252;28.006;93.039;85.557;41.718;0.603;0.637;0.441;0.614;0.552;3.743;5.695;1.0;enero
CARNE CERTIFICADA;48.379;14.644;0.318;14.362;0.0;0.157;0.0;0.0;12.759;1.712;0.0;0.013;0.0;0.061;39.892;8.182;35.296;28.869;10.312;0.118;0.072;0.04;0.115;0.222;0.748;0.665;2.0;enero
CARNE FRESCA;93.1;27.024;0.613;26.684;0.021;0.107;0.085;0.0;24.038;3.309;0.0;0.067;0.022;0.223;88.307;20.007;83.852;74.126;32.692;0.304;0.183;0.168;0.575;0.334;2.957;2.949;2.0;enero
SALCHICHAS FRESCAS;9.02;3.107;0.092;3.01;0.0;0.0;0.0;0.0;2.677;0.312;0.0;0.0;0.0;0.022;5.825;0.52;5.285;4.963;0.364;0.0;0.0;0.0;0.0;0.038;0.149;0.24;3.0;enero
CARNE VACUNO;54.844;16.832;0.125;16.738;0.0;0.0;0.035;0.0;15.292;1.642;0.0;0.0;0.0;0.027;43.097;8.212;38.113;31.81;9.119;0.081;0.044;0.012;0.008;0.092;0.886;0.973;3.0;enero
TERNERA;44.231;15.133;0.103;15.062;0.0;0.0;0.035;0.0;13.663;1.534;0.0;0.0;0.0;0.027;32.055;5.47;28.138;22.247;7.441;0.081;0.044;0.0;0.008;0.063;0.604;0.6;4.0;enero
AÑOJO;17.887;2.954;0.024;2.929;0.0;0.0;0.0;0.0;2.787;0.187;0.0;0.0;0.0;0.0;15.255;3.422;12.623;11.286;1.699;0.0;0.0;0.012;0.0;0.029;0.21;0.333;4.0;enero
MAYOR;7.067;0.5;0.0;0.5;0.0;0.0;0.0;0.0;0.433;0.067;0.0;0.0;0.0;0.0;6.443;1.125;5.475;4.889;0.74;0.0;0.0;0.0;0.0;0.0;0.164;0.116;4.0;enero
CARNE POLLO;81.151;16.526;0.391;16.242;0.0;0.075;0.044;0.0;14.553;1.877;0.0;0.006;0.0;0.049;74.715;11.758;69.846;58.378;23.258;0.237;0.009;0.122;0.352;0.056;2.074;1.367;3.0;enero
POLLO ENTERO;21.24;4.675;0.042;4.637;0.0;0.0;0.0;0.0;4.03;0.609;0.0;0.0;0.0;0.0;16.464;1.721;14.887;12.166;3.035;0.031;0.009;0.064;0.352;0.016;0.325;0.408;4.0;enero
POLLO FILETES;34.615;6.081;0.055;6.026;0.0;0.0;0.0;0.0;5.312;0.786;0.0;0.0;0.0;0.0;29.779;3.106;27.398;21.488;7.322;0.02;0.0;0.037;0.0;0.0;0.561;0.29;4.0;enero
POLLO POR PIEZAS;71.748;13.462;0.41;13.148;0.0;0.075;0.044;0.0;11.931;1.216;0.0;0.006;0.0;0.049;64.997;9.691;60.14;49.245;19.808;0.219;0.0;0.029;0.0;0.063;1.681;0.903;4.0;enero
CARNE CONEJO;10.035;2.501;0.038;2.462;0.0;0.0;0.0;0.0;1.958;0.471;0.0;0.022;0.022;0.0;7.485;1.185;6.238;5.0;1.292;0.005;0.0;0.017;0.156;0.033;0.17;0.19;3.0;enero
CARNE OVINO/CAPRINO;8.855;3.762;0.0;3.762;0.0;0.0;0.0;0.0;3.065;0.749;0.0;0.006;0.0;0.048;5.03;1.016;4.159;4.093;0.077;0.0;0.0;0.0;0.0;0.078;0.209;0.102;3.0;enero
CORDERO;8.195;3.417;0.0;3.417;0.0;0.0;0.0;0.0;2.722;0.749;0.0;0.006;0.0;0.048;4.741;0.847;4.026;3.96;0.077;0.0;0.0;0.0;0.0;0.042;0.209;0.102;4.0;enero
CABRITO;0.46;0.243;0.0;0.243;0.0;0.0;0.0;0.0;0.243;0.0;0.0;0.0;0.0;0.0;0.166;0.068;0.097;0.097;0.0;0.0;0.0;0.0;0.0;0.036;0.0;0.0;4.0;enero
OTRO OVINO/CAPRINO;0.388;0.194;0.0;0.194;0.0;0.0;0.0;0.0;0.194;0.0;0.0;0.0;0.0;0.0;0.195;0.117;0.08;0.08;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;enero
OVINO/CAPRINO ENTE;0.629;0.445;0.0;0.445;0.0;0.0;0.0;0.0;0.445;0.0;0.0;0.0;0.0;0.0;0.09;0.006;0.081;0.081;0.0;0.0;0.0;0.0;0.0;0.078;0.02;0.0;4.0;enero
OVINO/CAPRINO PIEZ;8.398;3.467;0.0;3.467;0.0;0.0;0.0;0.0;2.775;0.749;0.0;0.006;0.0;0.048;4.969;1.009;4.114;4.048;0.077;0.0;0.0;0.0;0.0;0.0;0.189;0.102;4.0;enero
CARNE CERDO;74.975;19.255;0.474;18.911;0.0;0.042;0.0;0.0;16.799;2.346;0.0;0.013;0.0;0.109;66.577;12.018;61.177;52.469;18.238;0.176;0.18;0.073;0.117;0.234;1.596;1.383;3.0;enero
CARNE CERDO ADOBAD;22.413;4.218;0.121;4.098;0.0;0.0;0.0;0.0;3.63;0.492;0.0;0.0;0.0;0.0;18.433;1.918;16.856;13.995;3.363;0.056;0.013;0.028;0.0;0.054;0.327;0.301;4.0;enero
CARN.CERDO IBERICO;6.185;2.332;0.011;2.321;0.0;0.0;0.0;0.0;1.999;0.317;0.0;0.0;0.0;0.075;3.861;0.736;3.226;2.949;0.279;0.05;0.0;0.0;0.0;0.0;0.061;0.071;4.0;enero
CARNE DESPOJOS;13.502;4.625;0.027;4.599;0.021;0.0;0.0;0.0;3.977;0.649;0.0;0.005;0.0;0.02;9.531;1.068;8.774;8.548;0.282;0.027;0.02;0.016;0.064;0.0;0.111;0.078;3.0;enero
DESPOJOS CERDO;7.376;2.577;0.032;2.543;0.021;0.0;0.0;0.0;2.158;0.399;0.0;0.005;0.0;0.02;4.84;0.539;4.488;4.423;0.064;0.027;0.0;0.016;0.024;0.0;0.039;0.047;4.0;enero
DESPOJOS CORDERO;0.827;0.569;0.0;0.569;0.0;0.0;0.0;0.0;0.455;0.114;0.0;0.0;0.0;0.0;0.277;0.076;0.205;0.205;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.007;4.0;enero
DESPOJOS POLLO;4.361;0.668;0.013;0.655;0.0;0.0;0.0;0.0;0.544;0.111;0.0;0.0;0.0;0.0;3.66;0.383;3.298;3.201;0.106;0.0;0.0;0.0;0.0;0.0;0.057;0.033;4.0;enero
DESPOJOS TERNERA;2.912;1.179;0.0;1.179;0.0;0.0;0.0;0.0;1.007;0.172;0.0;0.0;0.0;0.0;1.738;0.203;1.581;1.555;0.026;0.0;0.02;0.0;0.0;0.0;0.024;0.032;4.0;enero
DESPOJOS OT.PROCED;1.175;0.198;0.0;0.198;0.0;0.0;0.0;0.0;0.168;0.031;0.0;0.0;0.0;0.0;0.918;0.0;0.918;0.822;0.086;0.0;0.0;0.0;0.041;0.0;0.0;0.007;4.0;enero
OTRAS CARNES FRESCA;46.198;7.349;0.044;7.307;0.0;0.0;0.0;0.0;6.331;1.027;0.0;0.026;0.0;0.008;40.547;4.54;37.842;30.299;10.296;0.079;0.0;0.0;0.09;0.0;0.922;0.614;3.0;enero
AVESTRUZ;0.142;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.142;0.0;0.142;0.131;0.011;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;enero
PAVO;26.096;3.35;0.038;3.313;0.0;0.0;0.0;0.0;2.766;0.518;0.0;0.026;0.0;0.0;23.115;2.357;21.554;16.67;5.931;0.035;0.0;0.0;0.072;0.0;0.495;0.079;4.0;enero
OTRAS AVES;6.346;1.353;0.0;1.353;0.0;0.0;0.0;0.0;1.146;0.207;0.0;0.0;0.0;0.0;4.886;0.553;4.299;3.153;1.389;0.043;0.0;0.0;0.03;0.0;0.134;0.114;2.0;enero
