Alimentos;T.ESPAÑA;TIENDA TRADICIONAL;T.T.GENERAL;T.T.ESPECIALIZADA;PESCADERIAS;TIENDA CONGELADOS;HERBORISTERIAS;FARMACIAS;CARNICERIA/CHARCUT;MERCADOS & PLAZAS;LECHERIAS;PANADERIAS;BAR/BODEGAS;VERDULERIA/FRUTERIA;DISTR ORGA/PLATAFORMA;HIPERMERCADO;SUPER+AUTO+GRAN ALMACEN;SUPER+AUTOSER;TIENDA DESCUENTO;ECONOMATO/COOPERATIVA;MERCADILLOS/AMBULANTES;VENTA A DOMICILIO;AUTOCONSUMO (C.PROPIA);COMPRA DIRECTA PRODUCTOR;E-COMMERCE;RESTO CANALES;Nivel;Hoja
.TOTAL ALIMENTACION;99.702;57.242;4.622;56.673;10.113;6.434;2.217;1.092;24.226;9.086;0.76;28.529;1.786;35.106;99.336;45.585;97.781;94.37;57.223;2.248;8.502;5.392;4.747;4.002;7.63;22.764;0.0;enero
T.HUEVOS KGS;79.031;7.648;0.584;7.184;0.0;0.009;0.065;0.0;1.891;1.745;0.572;0.634;0.13;2.872;70.86;13.008;64.425;53.921;17.742;0.233;0.709;0.222;3.143;1.934;2.198;3.254;1.0;enero
T.HUEVOS UNDS.;79.031;7.648;0.584;7.184;0.0;0.009;0.065;0.0;1.891;1.745;0.572;0.634;0.13;2.872;70.86;13.008;64.425;53.921;17.742;0.233;0.709;0.222;3.143;1.934;2.198;3.254;1.0;enero
TOTAL HUEVOS GALLINA;78.749;7.632;0.584;7.169;0.0;0.009;0.065;0.0;1.866;1.761;0.572;0.634;0.13;2.872;70.468;12.933;64.071;53.482;17.729;0.233;0.709;0.222;3.119;1.899;2.2;3.183;2.0;enero
OTRAS AVES;2.893;0.097;0.0;0.097;0.0;0.0;0.0;0.0;0.025;0.073;0.0;0.0;0.0;0.0;2.341;0.325;2.01;1.997;0.013;0.0;0.0;0.0;0.136;0.163;0.036;0.091;2.0;enero
MIEL;6.888;0.649;0.023;0.625;0.0;0.0;0.059;0.0;0.131;0.044;0.0;0.0;0.0;0.373;4.834;0.77;4.119;3.09;1.027;0.005;0.367;0.0;0.0;0.141;0.14;0.848;1.0;enero
GRANEL;1.859;0.608;0.0;0.608;0.0;0.0;0.059;0.0;0.131;0.044;0.0;0.0;0.0;0.355;0.078;0.0;0.078;0.078;0.0;0.0;0.28;0.0;0.0;0.141;0.0;0.732;2.0;enero
ENVASADA;5.232;0.04;0.023;0.017;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.017;4.774;0.77;4.059;3.031;1.027;0.005;0.115;0.0;0.0;0.0;0.14;0.126;2.0;enero
TOTAL CARNE;97.84;27.5;1.499;26.89;0.022;0.838;0.176;0.0;23.723;3.663;0.0;0.213;0.032;0.725;96.032;28.931;92.471;84.203;40.875;0.712;0.433;0.365;0.466;0.647;3.868;5.507;1.0;enero
CARNE CERTIFICADA;46.27;13.391;0.164;13.231;0.005;0.089;0.014;0.0;11.824;1.443;0.0;0.03;0.0;0.116;38.192;6.677;34.684;29.485;8.463;0.205;0.055;0.117;0.029;0.156;0.967;0.984;2.0;enero
CARNE FRESCA;91.194;25.0;0.58;24.65;0.023;0.081;0.086;0.0;22.206;3.065;0.0;0.056;0.035;0.319;85.35;18.873;80.686;70.547;30.397;0.48;0.037;0.161;0.466;0.433;3.113;3.236;2.0;enero
SALCHICHAS FRESCAS;7.652;3.075;0.137;2.932;0.0;0.0;0.0;0.0;2.77;0.258;0.0;0.0;0.0;0.0;4.501;0.657;3.916;3.551;0.342;0.096;0.017;0.0;0.0;0.02;0.08;0.168;3.0;enero
