Alimentos;T.ESPAÑA;TIENDA TRADICIONAL;T.T.GENERAL;T.T.ESPECIALIZADA;PESCADERIAS;TIENDA CONGELADOS;HERBORISTERIAS;FARMACIAS;CARNICERIA/CHARCUT;MERCADOS & PLAZAS;LECHERIAS;PANADERIAS;BAR/BODEGAS;VERDULERIA/FRUTERIA;DISTR ORGA/PLATAFORMA;HIPERMERCADO;SUPER+AUTO+GRAN ALMACEN;SUPER+AUTOSER;TIENDA DESCUENTO;ECONOMATO/COOPERATIVA;MERCADILLOS/AMBULANTES;VENTA A DOMICILIO;AUTOCONSUMO (C.PROPIA);COMPRA DIRECTA PRODUCTOR;E-COMMERCE;RESTO CANALES;Nivel;Hoja
.TOTAL ALIMENTACION;99.659;57.52;5.131;56.948;10.77;5.93;2.522;0.993;24.452;10.392;0.513;27.104;1.571;36.499;99.207;44.368;97.67;94.19;56.748;2.44;8.683;4.764;4.624;4.009;7.618;20.286;0.0;enero
T.HUEVOS KGS;78.149;8.884;0.955;8.053;0.0;0.046;0.096;0.0;2.5;2.313;0.467;0.839;0.141;2.767;69.478;12.897;62.953;53.475;16.748;0.358;0.922;0.225;2.911;1.852;1.849;2.087;1.0;enero
T.HUEVOS UNDS.;78.149;8.884;0.955;8.053;0.0;0.046;0.096;0.0;2.5;2.313;0.467;0.839;0.141;2.767;69.478;12.897;62.953;53.475;16.748;0.358;0.922;0.225;2.911;1.852;1.849;2.087;1.0;enero
TOTAL HUEVOS GALLINA;77.897;8.887;1.02;8.008;0.0;0.046;0.096;0.0;2.465;2.314;0.461;0.839;0.141;2.765;69.186;12.792;62.698;53.18;16.724;0.358;0.922;0.224;2.91;1.852;1.813;2.057;2.0;enero
OTRAS AVES;2.285;0.14;0.035;0.133;0.0;0.0;0.0;0.0;0.039;0.012;0.042;0.0;0.0;0.035;1.811;0.275;1.522;1.456;0.066;0.0;0.0;0.061;0.116;0.0;0.065;0.054;2.0;enero
MIEL;8.149;1.032;0.178;0.854;0.0;0.0;0.142;0.0;0.204;0.179;0.0;0.0;0.0;0.325;5.855;0.863;5.035;3.987;1.06;0.076;0.163;0.019;0.0;0.253;0.074;0.826;1.0;enero
GRANEL;2.15;0.886;0.133;0.753;0.0;0.0;0.142;0.0;0.204;0.155;0.0;0.0;0.0;0.234;0.034;0.0;0.034;0.034;0.0;0.039;0.154;0.019;0.0;0.266;0.009;0.726;2.0;enero
ENVASADA;6.193;0.151;0.049;0.101;0.0;0.0;0.0;0.0;0.0;0.026;0.0;0.0;0.0;0.076;5.824;0.863;5.003;3.956;1.06;0.031;0.008;0.0;0.0;0.022;0.062;0.103;2.0;enero
TOTAL CARNE;97.484;28.819;1.72;27.962;0.096;1.055;0.07;0.021;23.63;4.453;0.0;0.267;0.071;0.935;95.297;28.069;91.415;83.905;39.239;0.595;0.434;0.282;0.719;0.871;3.669;5.88;1.0;enero
CARNE CERTIFICADA;48.681;14.132;0.338;13.963;0.009;0.154;0.014;0.0;12.249;1.729;0.0;0.0;0.0;0.157;39.654;6.621;36.083;30.921;8.197;0.081;0.071;0.04;0.017;0.203;0.604;1.583;2.0;enero
CARNE FRESCA;91.022;26.145;0.844;25.654;0.037;0.203;0.022;0.0;22.491;3.901;0.0;0.03;0.0;0.428;85.131;18.92;80.859;71.055;29.734;0.274;0.176;0.136;0.643;0.737;2.523;3.739;2.0;enero
SALCHICHAS FRESCAS;8.618;3.606;0.0;3.606;0.0;0.018;0.0;0.0;3.058;0.531;0.0;0.0;0.0;0.0;5.296;0.491;4.908;4.467;0.4;0.013;0.014;0.0;0.0;0.006;0.095;0.068;3.0;enero
CARNE VACUNO;50.167;15.472;0.208;15.349;0.009;0.046;0.008;0.0;13.866;1.56;0.0;0.0;0.0;0.045;38.425;7.513;33.42;27.71;7.766;0.081;0.062;0.027;0.017;0.063;0.96;1.52;3.0;enero
TERNERA;41.549;14.458;0.208;14.336;0.009;0.028;0.0;0.0;12.947;1.412;0.0;0.0;0.0;0.045;29.541;5.169;25.658;20.651;6.458;0.081;0.062;0.027;0.017;0.063;0.796;1.008;4.0;enero
AÑOJO;15.025;1.887;0.0;1.887;0.0;0.018;0.008;0.0;1.689;0.207;0.0;0.0;0.0;0.0;13.007;2.668;10.622;9.243;1.6;0.0;0.0;0.0;0.0;0.0;0.188;0.466;4.0;enero
MAYOR;4.693;0.879;0.0;0.879;0.0;0.0;0.0;0.0;0.77;0.173;0.0;0.0;0.0;0.0;3.689;0.84;2.908;2.653;0.254;0.0;0.0;0.0;0.0;0.0;0.027;0.157;4.0;enero
CARNE POLLO;76.908;17.323;0.532;16.856;0.018;0.046;0.029;0.0;14.73;2.423;0.0;0.03;0.0;0.152;68.9;11.0;64.175;53.585;21.031;0.146;0.091;0.055;0.418;0.262;1.644;1.668;3.0;enero
POLLO ENTERO;20.733;3.836;0.155;3.681;0.0;0.0;0.0;0.0;3.221;0.459;0.0;0.0;0.0;0.023;16.401;2.041;14.784;12.587;2.72;0.036;0.03;0.0;0.377;0.226;0.369;0.396;4.0;enero
