Alimentos;T.ESPAÑA;TIENDA TRADICIONAL;T.T.GENERAL;T.T.ESPECIALIZADA;PESCADERIAS;TIENDA CONGELADOS;HERBORISTERIAS;FARMACIAS;CARNICERIA/CHARCUT;MERCADOS & PLAZAS;LECHERIAS;PANADERIAS;BAR/BODEGAS;VERDULERIA/FRUTERIA;DISTR ORGA/PLATAFORMA;HIPERMERCADO;SUPER+AUTO+GRAN ALMACEN;SUPER+AUTOSER;TIENDA DESCUENTO;ECONOMATO/COOPERATIVA;MERCADILLOS/AMBULANTES;VENTA A DOMICILIO;AUTOCONSUMO (C.PROPIA);COMPRA DIRECTA PRODUCTOR;E-COMMERCE;RESTO CANALES;Nivel;Hoja
.TOTAL ALIMENTACION;99.427;59.107;5.589;58.387;13.071;6.609;2.716;0.861;25.534;10.72;0.499;28.63;1.651;35.798;98.719;42.323;96.8;93.664;53.769;2.113;7.662;6.036;4.297;3.265;9.301;20.667;0.0;enero
T.HUEVOS KGS;75.81;10.431;1.385;9.422;0.033;0.079;0.14;0.0;2.256;2.655;0.367;0.751;0.101;3.664;66.179;11.529;60.31;50.723;15.426;0.261;0.575;0.213;2.4;1.629;2.167;3.094;1.0;enero
T.HUEVOS UNDS.;75.81;10.431;1.385;9.422;0.033;0.079;0.14;0.0;2.256;2.655;0.367;0.751;0.101;3.664;66.179;11.529;60.31;50.723;15.426;0.261;0.575;0.213;2.4;1.629;2.167;3.094;1.0;enero
TOTAL HUEVOS GALLINA;75.393;10.27;1.385;9.262;0.033;0.079;0.108;0.0;2.101;2.628;0.367;0.751;0.101;3.619;65.697;11.406;59.865;50.184;15.399;0.257;0.575;0.213;2.401;1.629;2.124;3.037;2.0;enero
OTRAS AVES;2.931;0.328;0.0;0.328;0.0;0.0;0.044;0.0;0.136;0.082;0.0;0.0;0.0;0.071;2.359;0.391;1.986;1.895;0.095;0.019;0.0;0.0;0.046;0.0;0.098;0.06;2.0;enero
MIEL;7.455;1.093;0.336;0.758;0.018;0.0;0.147;0.0;0.045;0.299;0.0;0.064;0.0;0.184;5.182;1.072;4.139;3.194;1.006;0.028;0.205;0.0;0.0;0.414;0.2;0.409;1.0;enero
GRANEL;1.799;0.92;0.282;0.638;0.018;0.0;0.092;0.0;0.045;0.287;0.0;0.053;0.0;0.145;0.0;0.0;0.0;0.0;0.0;0.01;0.157;0.0;0.0;0.414;0.055;0.228;2.0;enero
ENVASADA;5.691;0.166;0.05;0.116;0.0;0.0;0.054;0.0;0.0;0.011;0.0;0.011;0.0;0.039;5.182;1.072;4.139;3.194;1.006;0.02;0.037;0.0;0.0;0.0;0.148;0.188;2.0;enero
TOTAL CARNE;97.285;31.112;2.005;30.233;0.087;1.414;0.135;0.037;25.071;4.725;0.016;0.201;0.035;0.93;94.945;27.808;90.927;83.94;37.23;0.626;0.505;0.712;0.724;0.577;4.201;5.464;1.0;enero
CARNE CERTIFICADA;50.771;15.463;0.391;15.229;0.0;0.233;0.0;0.0;13.39;1.972;0.0;0.021;0.0;0.098;40.381;6.437;36.696;31.193;8.643;0.184;0.062;0.208;0.215;0.239;1.026;1.291;2.0;enero
CARNE FRESCA;91.164;27.826;1.162;27.183;0.088;0.078;0.048;0.0;23.668;4.096;0.0;0.077;0.023;0.346;83.999;18.676;79.1;70.147;27.918;0.337;0.166;0.473;0.705;0.386;2.897;3.001;2.0;enero
SALCHICHAS FRESCAS;8.704;3.831;0.041;3.792;0.0;0.0;0.0;0.0;3.404;0.381;0.0;0.011;0.0;0.0;4.908;1.008;4.036;3.764;0.296;0.0;0.019;0.0;0.0;0.044;0.12;0.178;3.0;enero
CARNE VACUNO;54.385;16.194;0.105;16.093;0.025;0.052;0.007;0.0;14.36;1.988;0.0;0.015;0.014;0.082;42.263;7.712;36.979;31.948;7.394;0.099;0.066;0.158;0.143;0.1;1.052;1.127;3.0;enero
TERNERA;43.624;14.577;0.105;14.476;0.025;0.037;0.007;0.0;12.978;1.728;0.0;0.015;0.014;0.082;31.457;4.924;27.749;23.905;5.242;0.081;0.049;0.059;0.143;0.074;0.725;0.768;4.0;enero
AÑOJO;17.859;2.445;0.0;2.445;0.0;0.014;0.0;0.0;2.12;0.313;0.0;0.0;0.014;0.0;15.212;2.705;12.978;10.932;2.425;0.017;0.017;0.084;0.0;0.026;0.414;0.354;4.0;enero
MAYOR;6.313;1.438;0.0;1.438;0.0;0.018;0.0;0.0;1.148;0.271;0.0;0.0;0.0;0.0;4.702;1.011;3.834;3.106;0.728;0.0;0.0;0.012;0.0;0.0;0.138;0.117;4.0;enero
CARNE POLLO;74.12;18.592;0.626;18.034;0.082;0.0;0.049;0.0;15.58;2.433;0.0;0.059;0.024;0.024;64.432;10.497;59.592;50.725;17.585;0.232;0.055;0.164;0.369;0.151;1.903;1.338;3.0;enero
POLLO ENTERO;18.809;5.337;0.163;5.175;0.054;0.0;0.007;0.0;4.406;0.707;0.0;0.0;0.014;0.011;13.192;2.051;11.52;9.368;2.604;0.01;0.01;0.049;0.342;0.102;0.381;0.349;4.0;enero
POLLO FILETES;31.792;6.116;0.266;5.864;0.025;0.0;0.009;0.0;4.963;0.876;0.0;0.0;0.0;0.013;26.265;3.13;23.888;18.256;7.15;0.029;0.0;0.04;0.0;0.0;0.635;0.309;4.0;enero
POLLO POR PIEZAS;62.955;14.773;0.382;14.453;0.025;0.0;0.042;0.0;12.364;2.066;0.0;0.059;0.024;0.0;54.059;7.344;50.122;42.856;12.894;0.209;0.055;0.111;0.029;0.061;1.401;1.064;4.0;enero
CARNE CONEJO;12.679;2.995;0.077;2.916;0.025;0.0;0.0;0.0;2.183;0.666;0.0;0.027;0.0;0.014;9.257;1.401;7.967;6.687;1.361;0.007;0.019;0.039;0.207;0.104;0.087;0.32;3.0;enero
CARNE OVINO/CAPRINO;11.567;4.489;0.008;4.481;0.0;0.0;0.0;0.0;3.725;0.742;0.0;0.02;0.0;0.019;7.216;1.437;5.905;5.474;0.587;0.012;0.038;0.0;0.051;0.054;0.203;0.099;3.0;enero
CORDERO;10.833;4.088;0.008;4.08;0.0;0.0;0.0;0.0;3.534;0.507;0.0;0.02;0.0;0.019;6.809;1.355;5.521;5.177;0.474;0.012;0.038;0.0;0.051;0.054;0.203;0.082;4.0;enero
CABRITO;0.776;0.303;0.0;0.303;0.0;0.0;0.0;0.0;0.154;0.149;0.0;0.0;0.0;0.0;0.467;0.072;0.42;0.349;0.072;0.0;0.0;0.0;0.024;0.0;0.0;0.018;4.0;enero
OTRO OVINO/CAPRINO;0.341;0.254;0.0;0.254;0.0;0.0;0.0;0.0;0.181;0.071;0.0;0.0;0.0;0.0;0.144;0.008;0.136;0.104;0.032;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;enero
OVINO/CAPRINO ENTE;0.937;0.352;0.0;0.352;0.0;0.0;0.0;0.0;0.237;0.133;0.0;0.0;0.0;0.0;0.492;0.055;0.437;0.338;0.094;0.0;0.0;0.0;0.038;0.0;0.0;0.04;4.0;enero
OVINO/CAPRINO PIEZ;10.888;4.216;0.008;4.208;0.0;0.0;0.0;0.0;3.568;0.602;0.0;0.02;0.0;0.019;6.869;1.381;5.598;5.26;0.488;0.012;0.038;0.0;0.038;0.054;0.203;0.059;4.0;enero
CARNE CERDO;72.083;20.516;0.744;19.975;0.005;0.056;0.009;0.0;17.735;2.52;0.0;0.067;0.013;0.184;61.041;10.643;55.933;47.426;15.811;0.225;0.093;0.225;0.207;0.184;1.644;1.469;3.0;enero
CARNE CERDO ADOBAD;19.133;5.385;0.123;5.262;0.0;0.0;0.0;0.0;4.709;0.519;0.0;0.007;0.0;0.037;14.098;1.816;12.612;10.043;2.839;0.048;0.019;0.039;0.0;0.023;0.306;0.192;4.0;enero
CARN.CERDO IBERICO;6.515;2.304;0.127;2.181;0.0;0.0;0.0;0.0;1.967;0.219;0.0;0.0;0.0;0.02;4.083;0.883;3.21;2.534;0.713;0.008;0.0;0.027;0.055;0.037;0.048;0.087;4.0;enero
CARNE DESPOJOS;14.432;5.002;0.164;4.842;0.0;0.0;0.014;0.0;3.943;0.851;0.0;0.027;0.0;0.055;9.945;1.106;9.047;8.646;0.431;0.025;0.018;0.0;0.0;0.033;0.235;0.168;3.0;enero
DESPOJOS CERDO;8.048;2.867;0.144;2.721;0.0;0.0;0.0;0.0;2.314;0.368;0.0;0.016;0.0;0.055;5.271;0.713;4.643;4.449;0.187;0.025;0.018;0.0;0.0;0.008;0.059;0.117;4.0;enero
DESPOJOS CORDERO;1.584;0.945;0.0;0.945;0.0;0.0;0.0;0.0;0.768;0.156;0.0;0.02;0.0;0.0;0.59;0.046;0.543;0.504;0.037;0.0;0.0;0.0;0.0;0.0;0.035;0.028;4.0;enero
DESPOJOS POLLO;3.619;0.571;0.02;0.55;0.0;0.0;0.014;0.0;0.378;0.15;0.0;0.007;0.0;0.0;2.904;0.227;2.75;2.75;0.0;0.0;0.0;0.0;0.0;0.009;0.134;0.062;4.0;enero
DESPOJOS TERNERA;4.058;1.678;0.01;1.667;0.0;0.0;0.0;0.0;1.33;0.339;0.0;0.0;0.0;0.0;2.528;0.215;2.314;2.232;0.082;0.0;0.0;0.0;0.0;0.018;0.033;0.025;4.0;enero
DESPOJOS OT.PROCED;0.644;0.116;0.0;0.116;0.0;0.0;0.0;0.0;0.116;0.0;0.0;0.0;0.0;0.0;0.528;0.025;0.502;0.357;0.143;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;enero
OTRAS CARNES FRESCA;45.04;7.652;0.07;7.606;0.054;0.018;0.0;0.0;6.27;1.299;0.0;0.019;0.0;0.014;39.186;4.922;35.89;27.351;11.484;0.03;0.053;0.069;0.092;0.066;0.913;0.585;3.0;enero
AVESTRUZ;0.133;0.043;0.0;0.043;0.0;0.0;0.0;0.0;0.02;0.024;0.0;0.0;0.0;0.0;0.09;0.0;0.09;0.077;0.012;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;enero
PAVO;26.898;3.239;0.008;3.234;0.0;0.0;0.0;0.0;2.528;0.716;0.0;0.019;0.0;0.0;23.645;2.572;21.688;15.975;6.784;0.011;0.026;0.039;0.029;0.029;0.514;0.351;4.0;enero
OTRAS AVES;7.535;1.535;0.04;1.491;0.0;0.0;0.0;0.0;1.172;0.315;0.0;0.0;0.0;0.0;6.087;0.843;5.329;3.799;1.694;0.011;0.0;0.0;0.009;0.008;0.11;0.034;2.0;enero
CARNE CABALLO;0.992;0.699;0.0;0.699;0.0;0.0;0.0;0.0;0.53;0.167;0.0;0.0;0.0;0.0;0.256;0.062;0.194;0.194;0.0;0.0;0.0;0.0;0.0;0.0;0.01;0.011;4.0;enero
CARNE CONGELADA;11.047;2.048;0.034;2.014;0.0;1.276;0.0;0.0;0.505;0.213;0.0;0.0;0.0;0.011;8.848;0.756;8.216;7.607;0.673;0.02;0.007;0.19;0.021;0.013;0.196;0.24;2.0;enero
C.CONG.POLLO;7.123;1.273;0.014;1.258;0.0;1.046;0.0;0.0;0.184;0.03;0.0;0.0;0.0;0.0;5.669;0.604;5.165;4.72;0.458;0.02;0.007;0.106;0.0;0.0;0.132;0.178;3.0;enero
C.CONG.CERDO;2.449;0.416;0.014;0.402;0.0;0.237;0.0;0.0;0.066;0.083;0.0;0.0;0.0;0.011;2.006;0.085;1.935;1.873;0.062;0.0;0.0;0.023;0.0;0.0;0.058;0.028;3.0;enero
C.CONG.VACA;1.303;0.45;0.021;0.429;0.0;0.33;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.765;0.06;0.705;0.601;0.108;0.0;0.0;0.017;0.021;0.013;0.019;0.018;3.0;enero
RESTO CARNES CONG.;2.227;0.442;0.0;0.442;0.0;0.141;0.0;0.0;0.156;0.144;0.0;0.0;0.0;0.0;1.763;0.034;1.729;1.672;0.057;0.0;0.0;0.044;0.0;0.0;0.022;0.033;3.0;enero
C.CONG.CABALLO;0.041;0.012;0.0;0.012;0.0;0.0;0.0;0.0;0.0;0.012;0.0;0.0;0.0;0.0;0.028;0.0;0.028;0.022;0.007;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;enero
SALCHICHAS CONGELAD;0.022;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.022;0.022;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;enero
CARNE TRANSFORMADA;91.206;16.079;1.654;14.802;0.005;0.073;0.094;0.037;11.989;2.524;0.016;0.156;0.025;0.666;88.105;22.22;82.596;74.206;28.486;0.4;0.451;0.199;0.112;0.364;3.254;3.551;2.0;enero
JAMON CURADO+PALETA;46.652;6.702;0.453;6.279;0.0;0.024;0.0;0.009;4.708;1.331;0.0;0.069;0.0;0.274;41.757;6.398;37.704;32.067;8.543;0.117;0.082;0.026;0.0;0.084;1.059;0.613;3.0;enero
JAMON C.+P.ENTERO;6.236;1.486;0.132;1.356;0.0;0.024;0.0;0.0;1.062;0.246;0.0;0.0;0.0;0.027;4.612;0.821;3.771;3.598;0.177;0.038;0.043;0.0;0.0;0.0;0.11;0.116;4.0;enero
JAMON C.+P.LONCHA;44.014;5.887;0.395;5.526;0.0;0.0;0.0;0.009;4.118;1.223;0.0;0.069;0.0;0.245;39.721;5.792;36.101;30.388;8.451;0.086;0.036;0.026;0.0;0.084;1.002;0.509;4.0;enero
JAMON CURADO NORMAL;40.118;4.657;0.457;4.228;0.0;0.0;0.0;0.009;3.195;0.973;0.0;0.039;0.0;0.071;36.283;5.082;32.768;27.666;7.454;0.117;0.082;0.0;0.0;0.053;0.846;0.546;3.0;enero
JAMON C.N.ENTER/PI;4.59;1.053;0.132;0.927;0.0;0.0;0.0;0.0;0.748;0.178;0.0;0.0;0.0;0.007;3.367;0.672;2.683;2.58;0.09;0.038;0.043;0.0;0.0;0.0;0.07;0.116;4.0;enero
JAMON C.N.LONCHA;37.887;4.071;0.398;3.707;0.0;0.0;0.0;0.009;2.797;0.866;0.0;0.039;0.0;0.064;34.565;4.547;31.463;26.25;7.429;0.086;0.036;0.0;0.0;0.053;0.825;0.441;4.0;enero
JAMON IBERICO;7.572;1.913;0.042;1.858;0.0;0.0;0.0;0.0;1.405;0.408;0.0;0.03;0.0;0.083;5.78;0.904;4.919;4.474;0.55;0.0;0.0;0.026;0.0;0.036;0.126;0.035;3.0;enero
JAMON IBE.ENTER/PI;1.348;0.263;0.0;0.263;0.0;0.0;0.0;0.0;0.222;0.041;0.0;0.0;0.0;0.0;1.049;0.118;0.929;0.885;0.044;0.0;0.0;0.0;0.0;0.0;0.04;0.0;4.0;enero
JAMON IBE.LONCHA;6.625;1.758;0.042;1.703;0.0;0.0;0.0;0.0;1.273;0.384;0.0;0.03;0.0;0.083;5.024;0.835;4.227;3.817;0.515;0.0;0.0;0.026;0.0;0.036;0.087;0.035;4.0;enero
PALETA CURADA NORM.;3.625;0.501;0.0;0.501;0.0;0.024;0.0;0.0;0.362;0.026;0.0;0.0;0.0;0.083;3.143;0.476;2.766;2.106;0.656;0.0;0.0;0.0;0.0;0.008;0.07;0.028;3.0;enero
PALETA C.N.ENTR/PI;0.409;0.17;0.0;0.17;0.0;0.024;0.0;0.0;0.093;0.026;0.0;0.0;0.0;0.026;0.263;0.031;0.231;0.202;0.044;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;enero
PALETA C.N.LONCHA;3.278;0.321;0.0;0.321;0.0;0.0;0.0;0.0;0.261;0.0;0.0;0.0;0.0;0.057;2.929;0.446;2.56;1.931;0.614;0.0;0.0;0.0;0.0;0.008;0.07;0.028;4.0;enero
PALETA IBERICA;2.287;0.225;0.0;0.225;0.0;0.0;0.0;0.0;0.179;0.0;0.0;0.0;0.0;0.037;2.044;0.531;1.539;1.13;0.416;0.0;0.0;0.0;0.0;0.0;0.074;0.021;3.0;enero
PALETA IB.ENTER/PI;0.056;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.056;0.0;0.056;0.056;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;enero
PALETA IBE.LONCHA;2.229;0.225;0.0;0.225;0.0;0.0;0.0;0.0;0.179;0.0;0.0;0.0;0.0;0.037;1.987;0.531;1.483;1.071;0.416;0.0;0.0;0.0;0.0;0.0;0.074;0.021;4.0;enero
HUESOS JAMON CURADO;3.461;1.032;0.037;0.996;0.0;0.0;0.01;0.0;0.772;0.234;0.0;0.0;0.0;0.0;2.367;0.165;2.198;2.189;0.008;0.0;0.0;0.0;0.0;0.0;0.075;0.0;3.0;enero
LOMO EMBUCHADO N+IB;15.018;2.047;0.118;1.93;0.0;0.0;0.0;0.019;1.448;0.462;0.0;0.035;0.0;0.0;12.638;1.57;11.438;9.953;1.757;0.088;0.057;0.0;0.0;0.046;0.176;0.519;3.0;enero
