Alimentos;T.ESPAÑA;TIENDA TRADICIONAL;T.T.GENERAL;T.T.ESPECIALIZADA;PESCADERIAS;TIENDA CONGELADOS;HERBORISTERIAS;FARMACIAS;CARNICERIA/CHARCUT;MERCADOS & PLAZAS;LECHERIAS;PANADERIAS;BAR/BODEGAS;VERDULERIA/FRUTERIA;DISTR ORGA/PLATAFORMA;HIPERMERCADO;SUPER+AUTO+GRAN ALMACEN;SUPER+AUTOSER;TIENDA DESCUENTO;ECONOMATO/COOPERATIVA;MERCADILLOS/AMBULANTES;VENTA A DOMICILIO;AUTOCONSUMO (C.PROPIA);COMPRA DIRECTA PRODUCTOR;E-COMMERCE;RESTO CANALES;Nivel;Hoja
.TOTAL ALIMENTACION;99.538;55.872;4.114;55.496;9.769;6.578;2.156;1.099;24.163;10.339;0.435;26.247;1.808;34.503;99.03;43.504;97.455;94.195;55.481;1.896;7.924;4.711;4.039;3.802;7.378;20.6;0.0;enero
T.HUEVOS KGS;79.162;7.661;0.592;7.26;0.0;0.058;0.123;0.053;2.242;1.534;0.173;0.941;0.095;2.644;71.567;13.088;65.078;54.757;17.559;0.295;0.477;0.39;2.144;1.752;1.873;2.75;1.0;enero
T.HUEVOS UNDS.;79.162;7.661;0.592;7.26;0.0;0.058;0.123;0.053;2.242;1.534;0.173;0.941;0.095;2.644;71.567;13.088;65.078;54.757;17.559;0.295;0.477;0.39;2.144;1.752;1.873;2.75;1.0;enero
TOTAL HUEVOS GALLINA;78.787;7.514;0.592;7.114;0.0;0.058;0.123;0.053;2.245;1.384;0.173;0.941;0.095;2.644;71.175;12.905;64.694;54.342;17.517;0.276;0.477;0.39;2.16;1.752;1.868;2.75;2.0;enero
OTRAS AVES;2.717;0.159;0.0;0.159;0.0;0.0;0.0;0.0;0.007;0.151;0.0;0.0;0.0;0.0;2.404;0.515;2.006;1.934;0.084;0.025;0.0;0.0;0.091;0.0;0.004;0.0;2.0;enero
MIEL;7.56;0.943;0.169;0.749;0.0;0.0;0.103;0.0;0.136;0.326;0.0;0.04;0.0;0.13;5.95;0.839;5.113;3.899;1.186;0.021;0.059;0.0;0.007;0.238;0.082;0.385;1.0;enero
GRANEL;1.367;0.807;0.103;0.704;0.0;0.0;0.103;0.0;0.136;0.29;0.0;0.04;0.0;0.102;0.045;0.0;0.045;0.045;0.0;0.0;0.059;0.0;0.007;0.238;0.0;0.208;2.0;enero
ENVASADA;6.367;0.15;0.066;0.082;0.0;0.0;0.0;0.0;0.0;0.036;0.0;0.0;0.0;0.045;5.911;0.839;5.074;3.861;1.186;0.021;0.0;0.0;0.0;0.0;0.082;0.2;2.0;enero
TOTAL CARNE;97.402;28.676;1.461;28.06;0.141;1.261;0.17;0.0;23.701;4.616;0.0;0.102;0.083;0.663;95.194;27.759;91.398;84.016;39.645;0.585;0.632;0.338;0.751;0.395;3.49;5.242;1.0;enero
CARNE CERTIFICADA;48.362;14.622;0.312;14.343;0.12;0.283;0.01;0.0;12.721;1.758;0.0;0.005;0.0;0.041;39.886;6.673;36.217;31.004;8.204;0.205;0.047;0.03;0.192;0.047;0.818;1.094;2.0;enero
CARNE FRESCA;91.366;25.938;0.745;25.468;0.12;0.161;0.066;0.0;22.378;3.862;0.0;0.017;0.03;0.316;85.381;18.978;80.744;70.887;29.813;0.44;0.295;0.138;0.609;0.331;2.884;3.286;2.0;enero
SALCHICHAS FRESCAS;7.543;3.882;0.066;3.816;0.0;0.0;0.009;0.0;3.417;0.406;0.0;0.0;0.0;0.007;3.564;0.449;3.125;2.922;0.238;0.013;0.036;0.0;0.0;0.048;0.085;0.195;3.0;enero
CARNE VACUNO;51.818;15.838;0.12;15.752;0.121;0.104;0.011;0.0;13.996;2.074;0.0;0.005;0.0;0.007;40.027;7.991;34.634;29.353;7.111;0.159;0.031;0.03;0.092;0.086;0.946;1.242;3.0;enero
TERNERA;42.495;14.316;0.099;14.225;0.121;0.021;0.011;0.0;12.815;1.819;0.0;0.0;0.0;0.007;30.603;5.341;26.595;22.049;5.559;0.107;0.031;0.011;0.03;0.066;0.748;0.904;4.0;enero
AÑOJO;16.127;2.722;0.059;2.659;0.0;0.081;0.0;0.0;2.179;0.393;0.0;0.005;0.0;0.0;13.583;2.917;11.163;9.877;1.636;0.053;0.0;0.018;0.067;0.02;0.234;0.332;4.0;enero
MAYOR;5.169;0.703;0.0;0.703;0.0;0.0;0.0;0.0;0.599;0.104;0.0;0.0;0.0;0.0;4.424;0.801;3.708;3.173;0.626;0.0;0.0;0.0;0.0;0.0;0.058;0.131;4.0;enero
CARNE POLLO;78.084;16.525;0.294;16.237;0.03;0.018;0.027;0.0;14.304;2.075;0.0;0.014;0.0;0.161;70.104;11.3;65.47;54.502;21.651;0.303;0.148;0.11;0.358;0.127;1.894;1.914;3.0;enero
POLLO ENTERO;19.818;4.379;0.155;4.225;0.0;0.0;0.0;0.0;3.677;0.437;0.0;0.0;0.0;0.087;15.11;2.176;13.232;10.988;2.898;0.032;0.032;0.027;0.299;0.064;0.256;0.464;4.0;enero
POLLO FILETES;34.318;5.898;0.127;5.768;0.03;0.0;0.0;0.0;5.005;0.765;0.0;0.014;0.0;0.043;29.199;2.503;27.347;20.901;7.842;0.097;0.0;0.011;0.0;0.0;0.603;0.364;4.0;enero
POLLO POR PIEZAS;67.811;13.539;0.195;13.354;0.0;0.018;0.027;0.0;11.615;1.78;0.0;0.0;0.0;0.058;60.005;8.982;55.649;45.507;17.233;0.219;0.115;0.104;0.059;0.091;1.528;1.394;4.0;enero
CARNE CONEJO;9.128;1.939;0.0;1.939;0.0;0.0;0.0;0.0;1.417;0.505;0.0;0.0;0.0;0.02;6.645;1.026;5.722;5.015;0.822;0.11;0.0;0.0;0.225;0.117;0.189;0.151;3.0;enero
CARNE OVINO/CAPRINO;9.158;3.076;0.02;3.055;0.0;0.0;0.0;0.0;2.779;0.281;0.0;0.005;0.0;0.0;6.007;0.906;5.102;5.081;0.02;0.0;0.0;0.018;0.012;0.0;0.092;0.107;3.0;enero
CORDERO;8.261;2.513;0.02;2.493;0.0;0.0;0.0;0.0;2.267;0.222;0.0;0.005;0.0;0.0;5.659;0.793;4.872;4.852;0.02;0.0;0.0;0.018;0.012;0.0;0.078;0.107;4.0;enero
CABRITO;0.7;0.413;0.0;0.413;0.0;0.0;0.0;0.0;0.335;0.064;0.0;0.0;0.0;0.0;0.268;0.071;0.197;0.197;0.0;0.0;0.0;0.0;0.0;0.0;0.015;0.0;4.0;enero
OTRO OVINO/CAPRINO;0.292;0.166;0.0;0.166;0.0;0.0;0.0;0.0;0.166;0.0;0.0;0.0;0.0;0.0;0.116;0.042;0.074;0.074;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;enero
OVINO/CAPRINO ENTE;0.647;0.274;0.0;0.274;0.0;0.0;0.0;0.0;0.274;0.0;0.0;0.0;0.0;0.0;0.348;0.033;0.315;0.315;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;enero
OVINO/CAPRINO PIEZ;8.716;2.985;0.02;2.964;0.0;0.0;0.0;0.0;2.686;0.281;0.0;0.005;0.0;0.0;5.663;0.872;4.793;4.773;0.02;0.0;0.0;0.018;0.012;0.0;0.092;0.107;4.0;enero
CARNE CERDO;71.999;18.763;0.441;18.363;0.027;0.053;0.056;0.0;16.376;2.371;0.0;0.005;0.03;0.112;62.948;10.845;58.383;50.009;16.054;0.237;0.14;0.03;0.1;0.201;1.542;1.691;3.0;enero
CARNE CERDO ADOBAD;20.214;4.187;0.089;4.1;0.0;0.0;0.0;0.0;3.701;0.362;0.0;0.0;0.018;0.021;16.075;1.881;14.536;11.652;3.218;0.0;0.0;0.0;0.0;0.015;0.281;0.361;4.0;enero
CARN.CERDO IBERICO;5.862;1.98;0.106;1.868;0.0;0.0;0.0;0.0;1.425;0.433;0.0;0.0;0.0;0.043;3.774;0.799;3.029;2.905;0.14;0.019;0.0;0.0;0.031;0.0;0.097;0.133;4.0;enero
CARNE DESPOJOS;11.841;4.017;0.027;3.992;0.0;0.006;0.0;0.0;3.001;0.894;0.0;0.0;0.0;0.115;8.187;1.24;7.196;7.064;0.149;0.052;0.055;0.0;0.0;0.014;0.214;0.121;3.0;enero
DESPOJOS CERDO;6.034;1.954;0.016;1.942;0.0;0.006;0.0;0.0;1.594;0.344;0.0;0.0;0.0;0.0;4.1;0.776;3.385;3.3;0.094;0.012;0.038;0.0;0.0;0.0;0.121;0.094;4.0;enero
DESPOJOS CORDERO;1.198;0.812;0.0;0.812;0.0;0.0;0.0;0.0;0.37;0.326;0.0;0.0;0.0;0.104;0.295;0.028;0.267;0.267;0.0;0.04;0.0;0.0;0.0;0.014;0.032;0.0;4.0;enero
DESPOJOS POLLO;3.545;0.758;0.012;0.746;0.0;0.0;0.0;0.0;0.64;0.113;0.0;0.0;0.0;0.0;2.758;0.272;2.638;2.604;0.031;0.0;0.018;0.0;0.0;0.0;0.03;0.029;4.0;enero
DESPOJOS TERNERA;3.016;1.322;0.0;1.322;0.0;0.0;0.0;0.0;0.926;0.389;0.0;0.0;0.0;0.011;1.676;0.198;1.478;1.47;0.008;0.0;0.0;0.0;0.0;0.0;0.055;0.01;4.0;enero
DESPOJOS OT.PROCED;0.755;0.155;0.0;0.155;0.0;0.0;0.0;0.0;0.155;0.0;0.0;0.0;0.0;0.0;0.606;0.096;0.51;0.495;0.017;0.0;0.0;0.0;0.0;0.0;0.0;0.009;4.0;enero
OTRAS CARNES FRESCA;43.964;6.934;0.128;6.807;0.0;0.0;0.017;0.0;5.577;1.267;0.0;0.0;0.0;0.007;38.634;4.979;35.414;28.334;9.738;0.032;0.025;0.071;0.147;0.045;0.767;0.429;3.0;enero
AVESTRUZ;0.03;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.03;0.01;0.019;0.019;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;enero
PAVO;25.483;3.128;0.007;3.125;0.0;0.0;0.009;0.0;2.539;0.602;0.0;0.0;0.0;0.0;22.422;2.695;20.681;16.271;5.522;0.023;0.0;0.0;0.059;0.0;0.434;0.194;4.0;enero
OTRAS AVES;5.966;1.094;0.132;0.961;0.0;0.0;0.008;0.0;0.702;0.254;0.0;0.0;0.0;0.007;4.689;0.634;4.062;3.385;0.826;0.008;0.0;0.0;0.061;0.045;0.119;0.084;2.0;enero
CARNE CABALLO;0.874;0.613;0.0;0.613;0.0;0.0;0.0;0.0;0.436;0.159;0.0;0.0;0.0;0.0;0.149;0.117;0.033;0.033;0.0;0.0;0.0;0.071;0.047;0.0;0.0;0.0;4.0;enero
CARNE CONGELADA;13.004;1.821;0.063;1.75;0.0;1.028;0.0;0.0;0.639;0.109;0.0;0.01;0.0;0.0;10.792;0.661;10.267;9.443;0.972;0.018;0.0;0.055;0.073;0.0;0.263;0.334;2.0;enero
C.CONG.POLLO;8.615;0.913;0.063;0.844;0.0;0.701;0.0;0.0;0.155;0.0;0.0;0.0;0.0;0.0;7.384;0.512;6.946;6.307;0.735;0.018;0.0;0.055;0.0;0.0;0.205;0.196;3.0;enero
C.CONG.CERDO;3.403;0.607;0.0;0.607;0.0;0.343;0.0;0.0;0.149;0.109;0.0;0.01;0.0;0.0;2.74;0.014;2.725;2.637;0.144;0.0;0.0;0.0;0.0;0.0;0.024;0.093;3.0;enero
C.CONG.VACA;1.341;0.585;0.0;0.585;0.0;0.258;0.0;0.0;0.322;0.0;0.0;0.0;0.0;0.0;0.664;0.113;0.573;0.479;0.093;0.0;0.0;0.0;0.073;0.0;0.0;0.029;3.0;enero
RESTO CARNES CONG.;2.053;0.375;0.0;0.375;0.0;0.167;0.0;0.0;0.207;0.0;0.0;0.0;0.0;0.0;1.507;0.059;1.448;1.357;0.199;0.0;0.0;0.0;0.0;0.0;0.076;0.107;3.0;enero
C.CONG.CABALLO;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;enero
SALCHICHAS CONGELAD;0.03;0.017;0.0;0.017;0.0;0.017;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.013;3.0;enero
CARNE TRANSFORMADA;91.818;14.534;1.231;13.903;0.017;0.216;0.112;0.0;11.424;2.266;0.0;0.075;0.054;0.401;89.023;21.908;83.542;73.657;31.486;0.407;0.433;0.198;0.087;0.149;2.566;3.044;2.0;enero
JAMON CURADO+PALETA;46.257;5.179;0.313;4.908;0.006;0.037;0.0;0.0;3.996;0.847;0.0;0.018;0.009;0.115;42.144;6.987;37.678;31.093;9.28;0.127;0.111;0.172;0.0;0.042;0.868;0.57;3.0;enero
JAMON C.+P.ENTERO;5.571;1.304;0.058;1.246;0.0;0.037;0.0;0.0;1.15;0.027;0.0;0.018;0.009;0.027;4.126;0.821;3.346;3.218;0.127;0.01;0.034;0.0;0.0;0.032;0.073;0.135;4.0;enero
JAMON C.+P.LONCHA;43.957;4.372;0.307;4.091;0.006;0.0;0.0;0.0;3.201;0.833;0.0;0.0;0.0;0.091;40.42;6.396;36.287;29.684;9.19;0.117;0.079;0.172;0.0;0.037;0.806;0.462;4.0;enero
JAMON CURADO NORMAL;40.205;3.424;0.256;3.212;0.0;0.037;0.0;0.0;2.726;0.388;0.0;0.0;0.0;0.061;37.288;5.142;33.927;27.506;8.602;0.135;0.069;0.01;0.0;0.032;0.702;0.286;3.0;enero
JAMON C.N.ENTER/PI;4.095;1.081;0.058;1.023;0.0;0.037;0.0;0.0;0.956;0.0;0.0;0.0;0.0;0.027;2.941;0.43;2.541;2.478;0.063;0.01;0.017;0.0;0.0;0.032;0.022;0.07;4.0;enero
JAMON C.N.LONCHA;38.384;2.675;0.249;2.451;0.0;0.0;0.0;0.0;2.028;0.388;0.0;0.0;0.0;0.033;36.024;4.859;32.692;26.204;8.552;0.123;0.053;0.01;0.0;0.0;0.683;0.235;4.0;enero
JAMON IBERICO;7.184;1.882;0.082;1.802;0.006;0.0;0.0;0.0;1.279;0.499;0.0;0.018;0.009;0.062;5.116;1.128;4.098;3.598;0.472;0.0;0.028;0.162;0.0;0.009;0.104;0.252;3.0;enero
JAMON IBE.ENTER/PI;1.103;0.198;0.0;0.198;0.0;0.0;0.0;0.0;0.143;0.027;0.0;0.018;0.009;0.0;0.834;0.255;0.575;0.563;0.014;0.0;0.0;0.0;0.0;0.0;0.037;0.034;4.0;enero
JAMON IBE.LONCHA;6.421;1.695;0.082;1.615;0.006;0.0;0.0;0.0;1.132;0.486;0.0;0.0;0.0;0.062;4.558;0.9;3.779;3.297;0.457;0.0;0.028;0.162;0.0;0.009;0.072;0.22;4.0;enero
PALETA CURADA NORM.;3.192;0.171;0.0;0.171;0.0;0.0;0.0;0.0;0.152;0.018;0.0;0.0;0.0;0.0;2.956;0.488;2.497;1.826;0.632;0.011;0.017;0.0;0.0;0.0;0.043;0.042;3.0;enero
PALETA C.N.ENTR/PI;0.348;0.033;0.0;0.033;0.0;0.0;0.0;0.0;0.033;0.0;0.0;0.0;0.0;0.0;0.275;0.072;0.203;0.174;0.031;0.0;0.017;0.0;0.0;0.0;0.0;0.027;4.0;enero
PALETA C.N.LONCHA;2.845;0.137;0.0;0.137;0.0;0.0;0.0;0.0;0.118;0.018;0.0;0.0;0.0;0.0;2.67;0.402;2.294;1.662;0.593;0.011;0.0;0.0;0.0;0.0;0.043;0.017;4.0;enero
PALETA IBERICA;2.565;0.268;0.0;0.268;0.0;0.0;0.0;0.0;0.268;0.0;0.0;0.0;0.0;0.0;2.232;0.605;1.648;1.381;0.232;0.041;0.0;0.0;0.0;0.028;0.091;0.037;3.0;enero
PALETA IB.ENTER/PI;0.326;0.048;0.0;0.048;0.0;0.0;0.0;0.0;0.048;0.0;0.0;0.0;0.0;0.0;0.265;0.102;0.167;0.151;0.014;0.0;0.0;0.0;0.0;0.0;0.015;0.0;4.0;enero
PALETA IBE.LONCHA;2.259;0.216;0.0;0.216;0.0;0.0;0.0;0.0;0.216;0.0;0.0;0.0;0.0;0.0;1.983;0.523;1.482;1.231;0.218;0.041;0.0;0.0;0.0;0.028;0.077;0.037;4.0;enero
HUESOS JAMON CURADO;3.947;0.67;0.0;0.67;0.0;0.023;0.0;0.0;0.478;0.125;0.0;0.0;0.031;0.0;3.193;0.324;2.85;2.749;0.099;0.0;0.0;0.0;0.0;0.0;0.082;0.0;3.0;enero
LOMO EMBUCHADO N+IB;14.5;1.521;0.042;1.482;0.0;0.0;0.0;0.0;1.315;0.17;0.0;0.0;0.0;0.0;12.888;1.401;11.626;9.083;2.674;0.097;0.012;0.0;0.0;0.08;0.191;0.182;3.0;enero
LOMO EMB.AL CORTE;3.813;1.062;0.031;1.031;0.0;0.0;0.0;0.0;0.908;0.127;0.0;0.0;0.0;0.0;2.677;0.401;2.276;2.181;0.103;0.062;0.018;0.0;0.0;0.016;0.021;0.026;4.0;enero
LOMO EMB.ENVASADO;11.304;0.487;0.01;0.48;0.0;0.0;0.0;0.0;0.436;0.044;0.0;0.0;0.0;0.0;10.594;1.014;9.661;7.247;2.556;0.051;0.018;0.0;0.0;0.064;0.173;0.156;4.0;enero
LOMO EMB.NORMAL;12.508;1.079;0.042;1.041;0.0;0.0;0.0;0.0;0.928;0.113;0.0;0.0;0.0;0.0;11.349;1.092;10.368;7.913;2.571;0.087;0.012;0.0;0.0;0.064;0.18;0.119;4.0;enero
LOMO E.N.AL CORTE;2.878;0.779;0.031;0.749;0.0;0.0;0.0;0.0;0.683;0.066;0.0;0.0;0.0;0.0;2.016;0.345;1.669;1.572;0.103;0.064;0.018;0.0;0.0;0.0;0.021;0.026;5.0;enero
LOMO E.N.ENVASADO;10.156;0.318;0.01;0.311;0.0;0.0;0.0;0.0;0.267;0.044;0.0;0.0;0.0;0.0;9.644;0.779;8.924;6.602;2.452;0.042;0.018;0.0;0.0;0.064;0.163;0.093;5.0;enero
LOMO EMB.IBERICO;2.498;0.486;0.0;0.486;0.0;0.0;0.0;0.0;0.405;0.082;0.0;0.0;0.0;0.0;1.896;0.342;1.554;1.487;0.126;0.035;0.0;0.0;0.0;0.016;0.01;0.072;4.0;enero
LOMO E.I.AL CORTE;1.109;0.325;0.0;0.325;0.0;0.0;0.0;0.0;0.243;0.082;0.0;0.0;0.0;0.0;0.743;0.102;0.639;0.639;0.0;0.027;0.0;0.0;0.0;0.016;0.0;0.0;5.0;enero
