Alimentos;T.ESPAÑA;TIENDA TRADICIONAL;T.T.GENERAL;T.T.ESPECIALIZADA;PESCADERIAS;TIENDA CONGELADOS;HERBORISTERIAS;FARMACIAS;CARNICERIA/CHARCUT;MERCADOS & PLAZAS;LECHERIAS;PANADERIAS;BAR/BODEGAS;VERDULERIA/FRUTERIA;DISTR ORGA/PLATAFORMA;HIPERMERCADO;SUPER+AUTO+GRAN ALMACEN;SUPER+AUTOSER;TIENDA DESCUENTO;ECONOMATO/COOPERATIVA;MERCADILLOS/AMBULANTES;VENTA A DOMICILIO;AUTOCONSUMO (C.PROPIA);COMPRA DIRECTA PRODUCTOR;E-COMMERCE;RESTO CANALES;Nivel;Hoja
.TOTAL ALIMENTACION;99.587;55.556;4.224;54.942;9.827;5.685;2.455;0.866;24.501;9.625;0.527;27.217;1.642;33.863;99.187;45.205;97.852;94.664;56.744;1.947;7.373;4.294;4.744;4.184;7.556;21.509;0.0;enero
T.HUEVOS KGS;80.724;7.897;0.726;7.361;0.068;0.043;0.066;0.0;2.094;1.95;0.368;0.497;0.06;3.009;73.471;13.843;66.921;57.287;16.982;0.147;0.813;0.252;2.613;1.385;2.073;2.32;1.0;enero
T.HUEVOS UNDS.;80.724;7.897;0.726;7.361;0.068;0.043;0.066;0.0;2.094;1.95;0.368;0.497;0.06;3.009;73.471;13.843;66.921;57.287;16.982;0.147;0.813;0.252;2.613;1.385;2.073;2.32;1.0;enero
TOTAL HUEVOS GALLINA;80.455;7.817;0.714;7.283;0.068;0.043;0.066;0.0;2.076;1.894;0.368;0.497;0.06;3.01;73.135;13.678;66.67;56.992;16.894;0.147;0.813;0.252;2.617;1.385;2.059;2.33;2.0;enero
OTRAS AVES;3.089;0.189;0.018;0.195;0.0;0.0;0.0;0.0;0.044;0.134;0.0;0.0;0.0;0.023;2.747;0.404;2.335;2.151;0.187;0.0;0.0;0.0;0.046;0.0;0.024;0.048;2.0;enero
MIEL;8.711;0.806;0.085;0.722;0.0;0.0;0.114;0.0;0.137;0.064;0.04;0.021;0.027;0.315;6.476;1.139;5.404;4.219;1.232;0.026;0.183;0.028;0.0;0.33;0.161;0.88;1.0;enero
GRANEL;2.138;0.665;0.085;0.581;0.0;0.0;0.033;0.0;0.137;0.064;0.04;0.021;0.027;0.259;0.0;0.0;0.0;0.0;0.0;0.0;0.183;0.028;0.0;0.319;0.071;0.877;2.0;enero
ENVASADA;6.935;0.141;0.0;0.141;0.0;0.0;0.083;0.0;0.0;0.0;0.0;0.0;0.0;0.054;6.476;1.139;5.404;4.219;1.232;0.026;0.0;0.0;0.0;0.01;0.085;0.214;2.0;enero
TOTAL CARNE;97.299;28.219;1.205;27.754;0.052;0.795;0.03;0.0;23.751;4.292;0.013;0.217;0.109;0.713;95.46;29.13;92.026;84.452;38.834;0.609;0.458;0.166;0.98;0.633;3.718;6.29;1.0;enero
CARNE CERTIFICADA;48.226;13.9;0.36;13.677;0.014;0.203;0.0;0.0;12.103;1.56;0.0;0.029;0.023;0.087;40.155;6.82;36.392;31.417;8.275;0.137;0.112;0.026;0.084;0.097;0.81;1.523;2.0;enero
CARNE FRESCA;90.908;25.822;0.656;25.474;0.037;0.149;0.003;0.0;22.489;3.686;0.0;0.088;0.036;0.244;85.312;19.468;80.808;71.703;29.12;0.393;0.227;0.148;0.943;0.402;2.962;3.754;2.0;enero
SALCHICHAS FRESCAS;7.627;3.603;0.106;3.532;0.0;0.0;0.0;0.0;3.299;0.261;0.0;0.023;0.0;0.0;4.178;0.633;3.628;3.356;0.295;0.042;0.021;0.0;0.0;0.019;0.064;0.156;3.0;enero
CARNE VACUNO;52.736;15.943;0.249;15.7;0.014;0.08;0.0;0.0;14.118;1.945;0.0;0.0;0.023;0.088;40.972;8.045;36.016;30.208;7.71;0.111;0.106;0.0;0.08;0.071;0.872;1.152;3.0;enero
TERNERA;42.998;14.532;0.235;14.302;0.014;0.07;0.0;0.0;12.91;1.751;0.0;0.0;0.023;0.038;31.011;5.454;27.392;22.612;5.908;0.111;0.106;0.0;0.012;0.071;0.607;0.739;4.0;enero
AÑOJO;16.181;2.29;0.023;2.266;0.0;0.014;0.0;0.0;1.944;0.267;0.0;0.0;0.0;0.05;13.915;2.868;11.545;10.141;1.776;0.0;0.0;0.0;0.068;0.0;0.351;0.377;4.0;enero
