Alimentos;T.ESPAÑA;TIENDA TRADICIONAL;T.T.GENERAL;T.T.ESPECIALIZADA;PESCADERIAS;TIENDA CONGELADOS;HERBORISTERIAS;FARMACIAS;CARNICERIA/CHARCUT;MERCADOS & PLAZAS;LECHERIAS;PANADERIAS;BAR/BODEGAS;VERDULERIA/FRUTERIA;DISTR ORGA/PLATAFORMA;HIPERMERCADO;SUPER+AUTO+GRAN ALMACEN;SUPER+AUTOSER;TIENDA DESCUENTO;ECONOMATO/COOPERATIVA;MERCADILLOS/AMBULANTES;VENTA A DOMICILIO;AUTOCONSUMO (C.PROPIA);COMPRA DIRECTA PRODUCTOR;E-COMMERCE;RESTO CANALES;Nivel;Hoja
.TOTAL ALIMENTACION;97.872;52.447;4.704;51.711;8.913;6.211;1.787;0.933;21.773;9.065;0.57;24.83;1.632;30.633;97.256;44.174;95.58;91.754;54.433;2.436;8.16;4.336;6.868;3.799;6.689;19.817;0.0;enero
T.HUEVOS KGS;77.568;7.154;1.063;6.153;0.008;0.027;0.103;0.0;2.048;1.249;0.583;0.241;0.06;2.218;71.045;13.517;64.945;55.922;17.616;0.436;0.88;0.39;2.999;1.654;1.512;1.762;1.0;enero
T.HUEVOS UNDS.;77.568;7.154;1.063;6.153;0.008;0.027;0.103;0.0;2.048;1.249;0.583;0.241;0.06;2.218;71.045;13.517;64.945;55.922;17.616;0.436;0.88;0.39;2.999;1.654;1.512;1.762;1.0;enero
TOTAL HUEVOS GALLINA;77.341;7.142;1.068;6.135;0.008;0.027;0.103;0.0;2.048;1.233;0.583;0.241;0.06;2.218;70.719;13.474;64.605;55.582;17.617;0.436;0.88;0.39;3.007;1.654;1.503;1.736;2.0;enero
OTRAS AVES;1.87;0.174;0.034;0.148;0.0;0.0;0.0;0.0;0.0;0.148;0.0;0.0;0.0;0.0;1.613;0.167;1.452;1.442;0.008;0.0;0.0;0.0;0.045;0.0;0.008;0.023;2.0;enero
MIEL;6.393;1.014;0.087;0.927;0.0;0.0;0.092;0.0;0.0;0.556;0.0;0.022;0.0;0.24;4.342;0.744;3.64;3.205;0.454;0.033;0.306;0.036;0.0;0.061;0.061;0.64;1.0;enero
GRANEL;1.93;0.871;0.066;0.804;0.0;0.0;0.072;0.0;0.0;0.498;0.0;0.0;0.0;0.214;0.0;0.0;0.0;0.0;0.0;0.033;0.306;0.036;0.0;0.061;0.01;0.603;2.0;enero
ENVASADA;4.549;0.144;0.02;0.124;0.0;0.0;0.023;0.0;0.0;0.058;0.0;0.022;0.0;0.018;4.342;0.744;3.64;3.205;0.454;0.0;0.0;0.0;0.0;0.0;0.04;0.034;2.0;enero
TOTAL CARNE;94.865;25.566;1.724;24.758;0.017;1.283;0.042;0.0;21.556;3.28;0.024;0.26;0.149;0.614;92.452;27.439;88.794;81.223;36.898;0.837;0.767;0.446;0.686;0.673;3.128;4.924;1.0;enero
CARNE CERTIFICADA;45.576;13.289;0.255;13.071;0.0;0.103;0.0;0.0;11.957;1.195;0.015;0.0;0.0;0.159;37.254;6.708;33.563;28.811;7.758;0.073;0.067;0.053;0.0;0.267;0.448;1.292;2.0;enero
CARNE FRESCA;87.26;22.844;0.855;22.324;0.017;0.29;0.034;0.0;20.129;2.71;0.015;0.164;0.089;0.312;81.768;19.214;77.224;67.78;28.18;0.423;0.35;0.316;0.65;0.37;2.229;2.984;2.0;enero
SALCHICHAS FRESCAS;8.181;3.321;0.03;3.292;0.0;0.0;0.0;0.0;3.124;0.295;0.0;0.0;0.0;0.009;4.979;0.524;4.498;4.037;0.459;0.033;0.0;0.0;0.037;0.0;0.12;0.106;3.0;enero
CARNE VACUNO;44.66;13.69;0.205;13.604;0.0;0.017;0.0;0.0;12.685;1.041;0.0;0.0;0.023;0.009;34.101;6.648;29.682;24.755;6.939;0.167;0.08;0.0;0.0;0.046;0.637;1.067;3.0;enero
TERNERA;37.365;12.698;0.187;12.635;0.0;0.0;0.0;0.0;11.813;0.952;0.0;0.0;0.023;0.009;26.71;4.538;23.471;19.127;5.659;0.167;0.037;0.0;0.0;0.046;0.56;0.877;4.0;enero
AÑOJO;12.739;1.834;0.023;1.811;0.0;0.024;0.0;0.0;1.761;0.116;0.0;0.0;0.0;0.0;10.633;2.056;8.957;7.594;1.592;0.063;0.039;0.0;0.0;0.0;0.204;0.191;4.0;enero
MAYOR;4.098;0.78;0.011;0.767;0.0;0.024;0.0;0.0;0.7;0.037;0.0;0.0;0.0;0.0;3.317;0.969;2.389;2.037;0.389;0.0;0.0;0.0;0.0;0.0;0.0;0.022;4.0;enero
CARNE POLLO;73.83;15.523;0.546;15.086;0.011;0.162;0.012;0.0;13.485;1.786;0.0;0.012;0.086;0.059;66.835;11.18;61.789;51.979;19.341;0.113;0.074;0.215;0.408;0.142;1.411;1.41;3.0;enero
POLLO ENTERO;17.312;4.162;0.102;4.058;0.0;0.0;0.012;0.0;3.758;0.348;0.0;0.0;0.017;0.009;12.924;1.422;11.644;9.133;2.966;0.042;0.0;0.093;0.371;0.121;0.154;0.213;4.0;enero
POLLO FILETES;31.919;5.73;0.125;5.596;0.0;0.0;0.0;0.0;4.908;0.654;0.0;0.0;0.023;0.012;27.413;2.959;25.357;20.838;6.095;0.047;0.074;0.0;0.0;0.0;0.437;0.487;4.0;enero
POLLO POR PIEZAS;63.358;12.149;0.428;11.803;0.011;0.162;0.0;0.0;10.472;1.354;0.0;0.012;0.069;0.054;57.038;9.04;52.127;43.256;15.542;0.077;0.0;0.117;0.037;0.021;1.043;0.899;4.0;enero
CARNE CONEJO;10.339;1.648;0.015;1.633;0.0;0.0;0.042;0.0;1.031;0.56;0.0;0.0;0.0;0.0;8.039;1.192;6.897;5.865;1.088;0.061;0.0;0.088;0.264;0.081;0.176;0.071;3.0;enero
CARNE OVINO/CAPRINO;9.503;3.631;0.022;3.607;0.0;0.0;0.0;0.0;3.142;0.411;0.0;0.04;0.023;0.0;5.641;0.989;4.716;4.635;0.13;0.0;0.045;0.0;0.011;0.054;0.101;0.224;3.0;enero
