Alimentos;T.ESPAÑA;TIENDA TRADICIONAL;T.T.GENERAL;T.T.ESPECIALIZADA;PESCADERIAS;TIENDA CONGELADOS;HERBORISTERIAS;FARMACIAS;CARNICERIA/CHARCUT;MERCADOS & PLAZAS;LECHERIAS;PANADERIAS;BAR/BODEGAS;VERDULERIA/FRUTERIA;DISTR ORGA/PLATAFORMA;HIPERMERCADO;SUPER+AUTO+GRAN ALMACEN;SUPER+AUTOSER;TIENDA DESCUENTO;ECONOMATO/COOPERATIVA;MERCADILLOS/AMBULANTES;VENTA A DOMICILIO;AUTOCONSUMO (C.PROPIA);COMPRA DIRECTA PRODUCTOR;E-COMMERCE;RESTO CANALES;Nivel;Hoja
.TOTAL ALIMENTACION;6821160.4692;1027126.4848999999;45018.746443;982107.768579;99596.021006;36485.984068000005;7323.415462;3096.920333;248152.501429;160480.862921;1502.952392;105665.27743799999;8569.763202;311233.972038;5256416.2025;885272.2282100001;4371144.0227;3515429.5758;855714.47463;19545.971214;69036.32265700001;36367.780936999996;65286.491884;26569.136853;141202.52925999998;179609.42414;0.0;enero
T.HUEVOS KGS;112903.6792;11487.512;1108.30795;10379.19901;0.0;37.97769;211.4197;0.0;2747.2014599999998;2682.116958;651.71624;729.6311;117.1472;3201.98976;79870.8684;11363.01381;68507.85459999999;55264.3165;13243.54804;516.2597000000001;1232.435;388.63628000000006;11424.41966;3829.609;1668.98726;2484.98404;1.0;enero
T.HUEVOS UNDS.;112903.6792;11487.512;1108.30795;10379.19901;0.0;37.97769;211.4197;0.0;2747.2014599999998;2682.116958;651.71624;729.6311;117.1472;3201.98976;79870.8684;11363.01381;68507.85459999999;55264.3165;13243.54804;516.2597000000001;1232.435;388.63628000000006;11424.41966;3829.609;1668.98726;2484.98404;1.0;enero
TOTAL HUEVOS GALLINA;112067.0;11381.77;1055.935;10325.83;0.0;37.97769;211.4197;0.0;2722.796;2677.851;628.9764;729.6311;117.1472;3200.032;79255.15;11290.93;67964.22;54740.14;13224.09;516.2597000000001;1232.435;368.1664;11361.67;3829.609;1653.512;2468.46;2.0;enero
OTRAS AVES;836.6791999999999;105.742;52.372949999999996;53.36901;0.0;0.0;0.0;0.0;24.405459999999998;4.2659579999999995;22.73984;0.0;0.0;1.95776;615.7184;72.08381;543.6346;524.1765;19.45804;0.0;0.0;20.46988;62.749660000000006;0.0;15.47526;16.52404;2.0;enero
MIEL;9453.808;1531.283;293.6304;1237.653;0.0;0.0;157.6901;0.0;343.69870000000003;350.8157;0.0;0.0;0.0;385.4482;5436.5;894.5829;4541.917;3740.668;801.2491;73.52587;229.30710000000002;115.944;0.0;697.1724;105.4605;1264.616;1.0;enero
GRANEL;3662.986;1397.391;246.482;1150.909;0.0;0.0;157.6901;0.0;343.69870000000003;318.4895;0.0;0.0;0.0;331.0308;38.38229;0.0;38.38229;38.38229;0.0;39.100660000000005;219.6716;115.944;0.0;656.3214;55.18378;1140.991;2.0;enero
ENVASADA;5790.822;133.8919;47.148360000000004;86.74352;0.0;0.0;0.0;0.0;0.0;32.3262;0.0;0.0;0.0;54.41732;5398.118;894.5829;4503.535;3702.286;801.2491;34.42521;9.635501;0.0;0.0;40.85101;50.27671;123.6245;2.0;enero
TOTAL CARNE;1292282.0;277590.2;10473.2;267117.0;176.9033;3807.403;105.252;13.82302;225655.5;35645.3;0.0;542.3768;71.66983;1098.792;953304.5;135390.5;817914.0;672319.2;145594.8;1909.795;1964.448;1111.995;6406.884;6883.87;17617.1;25493.11;1.0;enero
CARNE CERTIFICADA;208783.9;75220.98;898.1743;74322.82;16.40751;441.6076;16.38553;0.0;65758.47;7938.83;0.0;0.0;0.0;151.1165;124887.0;19834.15;105052.8;90828.54;14224.29;153.1472;130.4045;148.6081;23.28009;1078.877;1612.281;5529.318;2.0;enero
