Alimentos;T.ESPAÑA;TIENDA TRADICIONAL;T.T.GENERAL;T.T.ESPECIALIZADA;PESCADERIAS;TIENDA CONGELADOS;HERBORISTERIAS;FARMACIAS;CARNICERIA/CHARCUT;MERCADOS & PLAZAS;LECHERIAS;PANADERIAS;BAR/BODEGAS;VERDULERIA/FRUTERIA;DISTR ORGA/PLATAFORMA;HIPERMERCADO;SUPER+AUTO+GRAN ALMACEN;SUPER+AUTOSER;TIENDA DESCUENTO;ECONOMATO/COOPERATIVA;MERCADILLOS/AMBULANTES;VENTA A DOMICILIO;AUTOCONSUMO (C.PROPIA);COMPRA DIRECTA PRODUCTOR;E-COMMERCE;RESTO CANALES;Nivel;Hoja
.TOTAL ALIMENTACION;6172574.2677;940650.95874;42574.793582000006;898076.28035;103137.38145900001;32598.533008000002;7963.687081;2870.85796;251852.89228099998;141894.21577200003;1891.168395;96930.96543899999;8087.713927;250848.754204;4734998.0646;828952.9506799999;3906045.1015;3111578.5539;794466.49814;19992.864686999998;56635.0271;39463.565329000005;57449.709876999994;21292.942153;134716.080483;167375.10977;0.0;enero
T.HUEVOS KGS;100129.95490000001;10917.557359999999;927.1793299999999;9990.37833;0.0;164.1333;87.06663;0.0;2183.758673;2840.8496600000003;382.6798;514.2424;253.6438;3564.004;73688.48490000001;10690.28138;62998.2035;50792.2096;12206.003859999999;465.2946;1056.57;409.4068;6519.12483;2766.55;1555.1061829999999;2751.86067;1.0;enero
T.HUEVOS UNDS.;100129.95490000001;10917.557359999999;927.1793299999999;9990.37833;0.0;164.1333;87.06663;0.0;2183.758673;2840.8496600000003;382.6798;514.2424;253.6438;3564.004;73688.48490000001;10690.28138;62998.2035;50792.2096;12206.003859999999;465.2946;1056.57;409.4068;6519.12483;2766.55;1555.1061829999999;2751.86067;1.0;enero
TOTAL HUEVOS GALLINA;99237.86;10855.3;896.2773000000001;9959.023;0.0;164.1333;87.06663;0.0;2181.4;2811.853;382.6798;514.2424;253.6438;3564.004;72952.4;10616.31;62336.09;50190.18;12145.92;465.2946;1056.57;409.4068;6494.72;2766.55;1547.823;2689.796;2.0;enero
OTRAS AVES;892.0949;62.25736;30.90203;31.355330000000002;0.0;0.0;0.0;0.0;2.3586729999999996;28.99666;0.0;0.0;0.0;0.0;736.0849000000001;73.97138000000001;662.1135;602.0296;60.08386;0.0;0.0;0.0;24.40483;0.0;7.283183;62.06467;2.0;enero
MIEL;9125.331;1257.473;217.0925;1040.381;0.0;29.06127;149.2483;0.0;98.44877000000001;96.12956;0.0;201.2067;0.0;466.2863;5899.506;1478.593;4420.913;3384.797;1036.116;0.0;313.5629;0.0;26.791529999999998;550.0569;240.9616;836.9785;1.0;enero
GRANEL;2672.282;1076.527;183.5052;893.022;0.0;0.0;124.706;0.0;98.44877000000001;68.27838;0.0;201.2067;0.0;400.3822;0.0;0.0;0.0;0.0;0.0;0.0;299.6903;0.0;26.791529999999998;447.0378;68.35416000000001;753.8808;2.0;enero
ENVASADA;6453.049;180.9461;33.58727;147.3589;0.0;29.06127;24.54231;0.0;0.0;27.85119;0.0;0.0;0.0;65.90411;5899.506;1478.593;4420.913;3384.797;1036.116;0.0;13.87263;0.0;0.0;103.01910000000001;172.6075;83.0977;2.0;enero
TOTAL CARNE;1238284.0;275979.0;6509.588;269469.4;362.8165;2960.85;136.5795;0.0;229492.7;34730.34;17.55983;444.8656;74.77777;1248.882;891368.1;131625.8;759742.3;616402.2;143340.1;2100.028;1782.124;1826.595;19300.16;3027.363;19080.16;23820.53;1.0;enero
CARNE CERTIFICADA;226779.3;77800.27;841.7076999999999;76958.56;272.08;429.4128;36.39925;0.0;65321.62;10624.96;0.0;0.0;0.0;274.0889;127355.2;21273.37;106081.9;88491.11;17590.74;491.89029999999997;379.0339;397.1574;11389.72;588.9534;2985.134;5391.931;2.0;enero
CARNE FRESCA;838446.5;227310.6;3333.1;223977.5;330.4155;149.8386;64.36722;0.0;194459.5;28368.12;0.0;0.0;50.35061;554.8580999999999;561293.3;78412.32;482881.0;391918.8;90962.16;1247.071;821.7171999999999;828.4354000000001;16596.58;1784.636;12343.54;16220.56;2.0;enero
SALCHICHAS FRESCAS;10137.06;5642.973;247.01770000000002;5395.956;0.0;0.0;0.0;0.0;4724.99;659.8157;0.0;0.0;0.0;11.14991;4032.363;503.6221;3528.741;3113.038;415.70259999999996;81.47086;25.33926;0.0;0.0;8.567255;236.61020000000002;109.73389999999999;3.0;enero
CARNE VACUNO;179355.8;67519.4;479.5986;67039.8;204.4434;26.825740000000003;4.443614999999999;0.0;58331.0;8200.705;0.0;0.0;0.0;272.3845;102127.8;22080.15;80047.7;68122.98;11924.73;414.1098;313.3573;64.4809;503.2724;72.49673;3578.876;4761.992;3.0;enero
TERNERA;130790.3;56030.72;381.2033;55649.52;204.4434;0.0;4.443614999999999;0.0;48832.98;6335.264;0.0;0.0;0.0;272.3845;67384.23;12977.57;54406.66;45806.26;8600.397;414.1098;313.3573;64.4809;356.0239;72.49673;3000.081;3154.751;4.0;enero
