Alimentos;T.ESPAÑA;TIENDA TRADICIONAL;T.T.GENERAL;T.T.ESPECIALIZADA;PESCADERIAS;TIENDA CONGELADOS;HERBORISTERIAS;FARMACIAS;CARNICERIA/CHARCUT;MERCADOS & PLAZAS;LECHERIAS;PANADERIAS;BAR/BODEGAS;VERDULERIA/FRUTERIA;DISTR ORGA/PLATAFORMA;HIPERMERCADO;SUPER+AUTO+GRAN ALMACEN;SUPER+AUTOSER;TIENDA DESCUENTO;ECONOMATO/COOPERATIVA;MERCADILLOS/AMBULANTES;VENTA A DOMICILIO;AUTOCONSUMO (C.PROPIA);COMPRA DIRECTA PRODUCTOR;E-COMMERCE;RESTO CANALES;Nivel;Hoja
.TOTAL ALIMENTACION;99.419;57.765;5.072;57.034;11.229;6.835;2.522;0.611;25.405;10.518;0.616;29.448;1.622;36.027;99.013;46.314;97.278;94.097;57.313;2.193;7.526;4.765;4.819;3.516;8.245;20.636;0.0;enero
T.HUEVOS KGS;81.413;10.11;1.014;9.247;0.0;0.194;0.093;0.0;2.227;2.177;0.614;0.882;0.065;3.648;73.785;14.427;67.759;57.715;18.565;0.287;0.656;0.322;2.719;1.645;1.946;1.993;1.0;enero
T.HUEVOS UNDS.;81.413;10.11;1.014;9.247;0.0;0.194;0.093;0.0;2.227;2.177;0.614;0.882;0.065;3.648;73.785;14.427;67.759;57.715;18.565;0.287;0.656;0.322;2.719;1.645;1.946;1.993;1.0;enero
TOTAL HUEVOS GALLINA;81.014;9.961;0.984;9.075;0.0;0.194;0.093;0.0;2.192;2.071;0.614;0.882;0.065;3.616;73.302;14.284;67.255;57.136;18.531;0.287;0.656;0.322;2.719;1.645;1.933;1.88;2.0;enero
OTRAS AVES;3.443;0.452;0.03;0.422;0.0;0.0;0.0;0.0;0.08;0.254;0.0;0.0;0.0;0.077;2.858;0.43;2.453;2.325;0.13;0.0;0.0;0.0;0.048;0.0;0.017;0.181;2.0;enero
MIEL;9.338;1.056;0.155;0.902;0.0;0.0;0.207;0.0;0.059;0.251;0.0;0.028;0.033;0.285;6.888;1.108;5.885;4.735;1.253;0.022;0.231;0.0;0.093;0.35;0.103;0.727;1.0;enero
GRANEL;2.083;0.897;0.113;0.782;0.0;0.0;0.207;0.0;0.02;0.227;0.0;0.015;0.033;0.238;0.0;0.0;0.0;0.0;0.0;0.01;0.231;0.0;0.093;0.323;0.013;0.585;2.0;enero
ENVASADA;7.292;0.146;0.032;0.114;0.0;0.0;0.0;0.0;0.039;0.023;0.0;0.014;0.0;0.038;6.888;1.108;5.885;4.735;1.253;0.012;0.0;0.0;0.0;0.024;0.092;0.16;2.0;enero
TOTAL CARNE;97.642;30.657;1.776;29.663;0.163;1.346;0.15;0.0;24.897;4.459;0.012;0.259;0.095;1.016;95.451;29.74;91.662;84.644;39.81;0.662;0.616;0.361;0.94;0.641;3.768;5.215;1.0;enero
CARNE CERTIFICADA;52.513;15.453;0.402;15.159;0.0;0.183;0.0;0.0;13.031;2.26;0.0;0.0;0.003;0.072;42.799;7.672;38.746;32.897;9.349;0.141;0.083;0.24;0.182;0.215;1.178;1.221;2.0;enero
CARNE FRESCA;91.87;27.823;0.907;27.228;0.114;0.144;0.045;0.0;23.741;4.168;0.0;0.077;0.003;0.382;86.115;20.008;81.847;72.856;30.11;0.345;0.17;0.277;0.824;0.45;2.843;2.714;2.0;enero
SALCHICHAS FRESCAS;9.688;4.251;0.042;4.26;0.0;0.0;0.0;0.0;3.66;0.668;0.0;0.0;0.0;0.022;5.643;0.74;4.933;4.499;0.524;0.011;0.017;0.0;0.06;0.009;0.084;0.188;3.0;enero
CARNE VACUNO;55.58;17.32;0.114;17.209;0.088;0.035;0.021;0.0;15.207;2.27;0.0;0.0;0.0;0.027;42.618;8.336;37.594;32.425;7.693;0.144;0.02;0.096;0.15;0.086;1.086;0.72;3.0;enero
TERNERA;45.59;15.979;0.098;15.883;0.088;0.0;0.021;0.0;13.981;2.084;0.0;0.0;0.0;0.027;32.235;5.472;28.399;24.189;5.714;0.137;0.02;0.071;0.122;0.038;0.805;0.519;4.0;enero
AÑOJO;17.362;2.911;0.054;2.854;0.0;0.035;0.0;0.0;2.496;0.353;0.0;0.0;0.0;0.0;14.481;2.922;12.326;10.557;2.008;0.005;0.0;0.025;0.043;0.02;0.37;0.09;4.0;enero
MAYOR;6.072;1.057;0.0;1.057;0.0;0.0;0.0;0.0;0.821;0.226;0.0;0.0;0.0;0.0;4.844;1.188;3.774;3.255;0.575;0.0;0.0;0.0;0.005;0.028;0.075;0.208;4.0;enero
CARNE POLLO;78.466;19.085;0.501;18.733;0.088;0.092;0.03;0.0;16.631;2.419;0.0;0.029;0.003;0.122;69.919;10.515;65.539;55.943;20.476;0.162;0.039;0.084;0.505;0.168;1.758;1.536;3.0;enero
POLLO ENTERO;22.003;5.68;0.068;5.622;0.0;0.0;0.0;0.0;4.932;0.691;0.0;0.0;0.0;0.0;16.153;1.891;14.764;12.273;2.97;0.0;0.003;0.028;0.5;0.071;0.285;0.471;4.0;enero
POLLO FILETES;32.906;6.46;0.081;6.383;0.0;0.019;0.0;0.0;5.414;1.017;0.0;0.0;0.0;0.019;27.602;1.893;26.279;20.723;6.786;0.044;0.0;0.01;0.0;0.053;0.363;0.297;4.0;enero
POLLO POR PIEZAS;68.772;15.292;0.484;14.879;0.088;0.073;0.03;0.0;13.327;1.555;0.0;0.029;0.003;0.103;60.683;8.669;56.333;47.514;16.591;0.126;0.036;0.087;0.005;0.084;1.436;1.165;4.0;enero
CARNE CONEJO;10.73;3.036;0.108;2.923;0.0;0.0;0.0;0.0;2.173;0.736;0.0;0.029;0.0;0.0;7.396;1.093;6.524;5.437;1.155;0.0;0.0;0.028;0.337;0.058;0.215;0.091;3.0;enero
CARNE OVINO/CAPRINO;12.089;4.107;0.0;4.107;0.0;0.0;0.0;0.0;3.257;0.827;0.0;0.0;0.0;0.029;7.781;1.513;6.473;6.184;0.283;0.0;0.0;0.015;0.07;0.091;0.09;0.405;3.0;enero
CORDERO;10.999;3.701;0.0;3.701;0.0;0.0;0.0;0.0;2.955;0.724;0.0;0.0;0.0;0.029;7.139;1.29;5.988;5.699;0.283;0.0;0.0;0.015;0.032;0.019;0.081;0.381;4.0;enero
CABRITO;1.022;0.265;0.0;0.265;0.0;0.0;0.0;0.0;0.157;0.105;0.0;0.0;0.0;0.0;0.626;0.186;0.442;0.442;0.0;0.0;0.0;0.0;0.034;0.071;0.0;0.021;4.0;enero
OTRO OVINO/CAPRINO;0.369;0.183;0.0;0.183;0.0;0.0;0.0;0.0;0.183;0.0;0.0;0.0;0.0;0.0;0.176;0.026;0.152;0.152;0.0;0.0;0.0;0.0;0.0;0.0;0.009;0.0;4.0;enero
OVINO/CAPRINO ENTE;1.211;0.286;0.0;0.286;0.0;0.0;0.0;0.0;0.197;0.088;0.0;0.0;0.0;0.0;0.613;0.076;0.543;0.413;0.13;0.0;0.0;0.0;0.07;0.091;0.013;0.148;4.0;enero
OVINO/CAPRINO PIEZ;11.119;3.809;0.0;3.809;0.0;0.0;0.0;0.0;3.053;0.733;0.0;0.0;0.0;0.029;7.314;1.444;6.015;5.844;0.167;0.0;0.0;0.015;0.0;0.0;0.078;0.274;4.0;enero
CARNE CERDO;73.874;20.218;0.659;19.803;0.0;0.0;0.0;0.0;17.361;2.618;0.0;0.073;0.003;0.3;64.348;11.472;59.241;50.766;17.193;0.255;0.131;0.137;0.249;0.251;1.597;1.606;3.0;enero
CARNE CERDO ADOBAD;20.644;4.609;0.097;4.576;0.0;0.0;0.0;0.0;4.225;0.431;0.0;0.0;0.0;0.027;16.214;2.702;13.875;11.37;3.215;0.011;0.0;0.02;0.007;0.0;0.214;0.283;4.0;enero
CARN.CERDO IBERICO;5.848;2.238;0.097;2.135;0.0;0.0;0.0;0.0;1.954;0.208;0.0;0.0;0.0;0.0;3.419;0.489;3.001;2.611;0.41;0.036;0.0;0.024;0.0;0.105;0.023;0.2;4.0;enero
CARNE DESPOJOS;15.677;4.96;0.044;4.929;0.0;0.016;0.0;0.0;3.894;1.089;0.0;0.0;0.0;0.031;11.337;1.307;10.279;9.844;0.556;0.028;0.022;0.0;0.0;0.038;0.189;0.263;3.0;enero
DESPOJOS CERDO;8.901;2.827;0.044;2.796;0.0;0.016;0.0;0.0;2.253;0.518;0.0;0.0;0.0;0.031;6.012;0.808;5.28;5.063;0.28;0.0;0.022;0.0;0.0;0.042;0.032;0.141;4.0;enero
DESPOJOS CORDERO;1.158;0.641;0.0;0.641;0.0;0.0;0.0;0.0;0.512;0.12;0.0;0.0;0.0;0.0;0.512;0.0;0.512;0.512;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.045;4.0;enero
DESPOJOS POLLO;4.922;0.767;0.0;0.767;0.0;0.0;0.0;0.0;0.684;0.079;0.0;0.0;0.0;0.0;4.072;0.26;3.87;3.796;0.092;0.0;0.0;0.0;0.0;0.0;0.129;0.046;4.0;enero
DESPOJOS TERNERA;4.264;1.719;0.0;1.719;0.0;0.0;0.0;0.0;1.231;0.476;0.0;0.0;0.0;0.0;2.531;0.303;2.23;2.055;0.167;0.028;0.0;0.0;0.0;0.009;0.018;0.049;4.0;enero
DESPOJOS OT.PROCED;0.472;0.086;0.0;0.086;0.0;0.0;0.0;0.0;0.086;0.0;0.0;0.0;0.0;0.0;0.378;0.026;0.37;0.292;0.078;0.0;0.0;0.0;0.0;0.0;0.007;0.0;4.0;enero
OTRAS CARNES FRESCA;46.308;7.278;0.194;7.085;0.114;0.0;0.008;0.0;5.969;1.02;0.0;0.029;0.0;0.0;40.652;5.527;37.038;29.091;11.006;0.043;0.0;0.041;0.069;0.0;1.002;0.401;3.0;enero
AVESTRUZ;0.171;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.171;0.0;0.171;0.171;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;enero
PAVO;26.846;3.204;0.141;3.063;0.0;0.0;0.008;0.0;2.558;0.47;0.0;0.029;0.0;0.0;23.553;2.824;21.494;16.334;6.438;0.0;0.0;0.012;0.018;0.0;0.688;0.228;4.0;enero
OTRAS AVES;8.835;1.854;0.027;1.827;0.088;0.0;0.0;0.0;1.335;0.424;0.0;0.0;0.0;0.0;6.911;0.858;6.209;4.996;1.321;0.023;0.0;0.0;0.044;0.0;0.163;0.051;2.0;enero
CARNE CABALLO;0.907;0.471;0.0;0.471;0.0;0.0;0.0;0.0;0.284;0.182;0.0;0.0;0.0;0.0;0.424;0.065;0.352;0.332;0.02;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;enero
CARNE CONGELADA;12.443;1.865;0.136;1.734;0.03;1.2;0.0;0.0;0.43;0.066;0.0;0.0;0.0;0.044;10.361;0.978;9.634;8.726;0.989;0.011;0.025;0.059;0.036;0.027;0.25;0.217;2.0;enero
C.CONG.POLLO;8.254;1.34;0.077;1.268;0.031;0.966;0.0;0.0;0.207;0.066;0.0;0.0;0.0;0.034;6.825;0.703;6.259;5.66;0.61;0.011;0.012;0.0;0.0;0.0;0.138;0.066;3.0;enero
C.CONG.CERDO;3.399;0.603;0.0;0.603;0.011;0.379;0.0;0.0;0.19;0.0;0.0;0.0;0.0;0.01;2.64;0.29;2.375;2.141;0.235;0.0;0.013;0.059;0.0;0.027;0.04;0.08;3.0;enero
C.CONG.VACA;0.889;0.292;0.081;0.212;0.0;0.133;0.0;0.0;0.084;0.0;0.0;0.0;0.0;0.0;0.49;0.069;0.419;0.327;0.09;0.0;0.0;0.0;0.0;0.0;0.059;0.036;3.0;enero
RESTO CARNES CONG.;2.544;0.284;0.0;0.284;0.0;0.103;0.0;0.0;0.174;0.0;0.0;0.0;0.0;0.0;2.123;0.139;1.986;1.905;0.114;0.0;0.0;0.0;0.036;0.0;0.054;0.053;3.0;enero
C.CONG.CABALLO;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;enero
SALCHICHAS CONGELAD;0.052;0.046;0.0;0.046;0.0;0.046;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.01;3.0;enero
CARNE TRANSFORMADA;92.167;15.531;1.336;14.741;0.104;0.093;0.133;0.0;11.849;2.377;0.012;0.184;0.095;0.633;89.343;23.999;83.764;74.824;31.321;0.514;0.533;0.103;0.234;0.319;2.853;3.64;2.0;enero
JAMON CURADO+PALETA;47.372;6.115;0.296;5.872;0.093;0.017;0.078;0.0;4.572;1.164;0.0;0.063;0.095;0.103;42.738;8.155;37.177;30.358;9.258;0.15;0.163;0.0;0.063;0.158;0.683;1.199;3.0;enero
JAMON C.+P.ENTERO;7.016;2.184;0.089;2.095;0.0;0.012;0.056;0.0;1.593;0.455;0.0;0.0;0.0;0.009;4.549;1.013;3.599;3.381;0.226;0.0;0.02;0.0;0.008;0.143;0.066;0.253;4.0;enero
JAMON C.+P.LONCHA;44.52;4.639;0.23;4.454;0.093;0.005;0.021;0.0;3.446;0.898;0.0;0.063;0.095;0.095;40.716;7.525;35.541;28.789;9.113;0.15;0.146;0.0;0.055;0.078;0.664;0.996;4.0;enero
