Alimentos;T.ESPAÑA;TIENDA TRADICIONAL;T.T.GENERAL;T.T.ESPECIALIZADA;PESCADERIAS;TIENDA CONGELADOS;HERBORISTERIAS;FARMACIAS;CARNICERIA/CHARCUT;MERCADOS & PLAZAS;LECHERIAS;PANADERIAS;BAR/BODEGAS;VERDULERIA/FRUTERIA;DISTR ORGA/PLATAFORMA;HIPERMERCADO;SUPER+AUTO+GRAN ALMACEN;SUPER+AUTOSER;TIENDA DESCUENTO;ECONOMATO/COOPERATIVA;MERCADILLOS/AMBULANTES;VENTA A DOMICILIO;AUTOCONSUMO (C.PROPIA);COMPRA DIRECTA PRODUCTOR;E-COMMERCE;RESTO CANALES;Nivel;Hoja
.TOTAL ALIMENTACION;6116397.8723;911661.4015599999;42805.621913;868855.7318839999;97052.77203200001;31799.554969999997;4708.0635760000005;3106.012033;237432.885845;141740.431831;1849.855395;95257.37601800001;9467.590181;246441.195762;4623728.3137;812624.8906;3811103.5775;3055155.0817;755948.4381;15603.976162;48648.849201;46889.847682;175334.26731;22927.547967;121174.246253;150429.20008;0.0;enero
T.HUEVOS KGS;96941.00940000001;9055.6031;762.710333;8292.8925;0.0;251.94031;30.691379;0.0;1909.2;1716.3332;723.1509;528.1809000000001;283.8589;2849.53757;72514.9638;9950.9793;62563.988600000004;50277.7882;12286.200369999999;316.3668;525.069;330.9765;7840.55837;2410.751;1733.150043;2213.571;1.0;enero
T.HUEVOS UNDS.;96941.00940000001;9055.6031;762.710333;8292.8925;0.0;251.94031;30.691379;0.0;1909.2;1716.3332;723.1509;528.1809000000001;283.8589;2849.53757;72514.9638;9950.9793;62563.988600000004;50277.7882;12286.200369999999;316.3668;525.069;330.9765;7840.55837;2410.751;1733.150043;2213.571;1.0;enero
TOTAL HUEVOS GALLINA;96103.83;8830.577;760.0947;8070.482;0.0;190.2401;9.554859;0.0;1909.2;1599.925;723.1509;528.1809000000001;283.8589;2826.372;71999.79;9847.224;62152.57;49883.1;12269.47;316.3668;525.069;330.9765;7752.873;2410.751;1723.856;2213.571;2.0;enero
OTRAS AVES;837.1794;225.0261;2.615633;222.4105;0.0;61.70021;21.13652;0.0;0.0;116.4082;0.0;0.0;0.0;23.16557;515.1738;103.7553;411.41859999999997;394.6882;16.73037;0.0;0.0;0.0;87.68536999999999;0.0;9.294043;0.0;2.0;enero
MIEL;8549.455;1508.046;176.3155;1331.73;0.0;0.0;0.0;0.0;320.1779;436.58140000000003;0.0;0.0;0.0;574.9711;4703.782;1037.514;3666.268;3098.723;567.5454;27.91103;394.9962;84.13436;272.9243;960.4248;74.62497;522.6116;1.0;enero
GRANEL;3442.041;1373.963;160.4635;1213.5;0.0;0.0;0.0;0.0;320.1779;355.46479999999997;0.0;0.0;0.0;537.8568;38.231480000000005;0.0;38.231480000000005;38.231480000000005;0.0;0.0;394.9962;84.13436;272.9243;960.4248;0.0;317.3665;2.0;enero
ENVASADA;5107.415;134.0829;15.851989999999999;118.23089999999999;0.0;0.0;0.0;0.0;0.0;81.11671000000001;0.0;0.0;0.0;37.114230000000006;4665.551;1037.514;3628.037;3060.491;567.5454;27.91103;0.0;0.0;0.0;0.0;74.62497;205.2451;2.0;enero
TOTAL CARNE;1154851.0;264925.3;6767.061;258158.2;19.5368;2507.575;149.184;0.0;219055.2;34075.27;38.60127;703.4294;610.1746999999999;999.2415;832204.8;125268.3;706936.5;572094.5;134842.0;1581.213;1960.907;1392.009;9565.14;3892.834;16958.77;22369.74;1.0;enero
CARNE CERTIFICADA;197864.4;75759.86;1109.605;74650.26;0.0;580.6799;0.0;0.0;64111.32;9837.152;0.0;31.46815;0.0;89.63722;111618.1;21450.11;90168.02;76101.97;14066.05;218.6676;362.66429999999997;376.9744;943.1786;850.7523;2650.201;5084.01;2.0;enero
