Alimentos;T.ESPAÑA;TIENDA TRADICIONAL;T.T.GENERAL;T.T.ESPECIALIZADA;PESCADERIAS;TIENDA CONGELADOS;HERBORISTERIAS;FARMACIAS;CARNICERIA/CHARCUT;MERCADOS & PLAZAS;LECHERIAS;PANADERIAS;BAR/BODEGAS;VERDULERIA/FRUTERIA;DISTR ORGA/PLATAFORMA;HIPERMERCADO;SUPER+AUTO+GRAN ALMACEN;SUPER+AUTOSER;TIENDA DESCUENTO;ECONOMATO/COOPERATIVA;MERCADILLOS/AMBULANTES;VENTA A DOMICILIO;AUTOCONSUMO (C.PROPIA);COMPRA DIRECTA PRODUCTOR;E-COMMERCE;RESTO CANALES;Nivel;Hoja
.TOTAL ALIMENTACION;99.33;56.005;3.838;55.411;10.614;6.251;2.009;0.888;23.845;9.515;0.427;26.86;1.596;32.846;98.746;43.734;97.37;94.034;56.992;2.549;8.342;5.151;7.318;4.157;6.884;24.843;0.0;enero
T.HUEVOS KGS;81.337;7.839;0.542;7.416;0.046;0.012;0.157;0.0;1.967;1.806;0.197;0.89;0.092;3.142;73.869;12.799;68.338;57.482;19.962;0.306;0.861;0.516;3.616;1.646;2.132;2.438;1.0;enero
T.HUEVOS UNDS.;81.337;7.839;0.542;7.416;0.046;0.012;0.157;0.0;1.967;1.806;0.197;0.89;0.092;3.142;73.869;12.799;68.338;57.482;19.962;0.306;0.861;0.516;3.616;1.646;2.132;2.438;1.0;enero
TOTAL HUEVOS GALLINA;81.076;7.731;0.542;7.307;0.046;0.012;0.157;0.0;1.967;1.745;0.197;0.89;0.092;3.101;73.521;12.729;68.001;57.036;19.963;0.306;0.861;0.516;3.641;1.646;2.139;2.443;2.0;enero
OTRAS AVES;2.283;0.112;0.0;0.112;0.0;0.0;0.0;0.0;0.0;0.071;0.0;0.0;0.0;0.038;1.913;0.209;1.683;1.677;0.006;0.0;0.0;0.0;0.173;0.0;0.045;0.009;2.0;enero
MIEL;5.709;0.512;0.082;0.394;0.0;0.0;0.01;0.0;0.013;0.109;0.0;0.014;0.0;0.25;4.421;0.872;3.586;2.757;0.903;0.0;0.1;0.177;0.026;0.176;0.143;0.182;1.0;enero
GRANEL;0.901;0.279;0.082;0.195;0.0;0.0;0.0;0.0;0.0;0.083;0.0;0.014;0.0;0.099;0.03;0.0;0.03;0.03;0.0;0.0;0.083;0.177;0.026;0.176;0.066;0.03;2.0;enero
ENVASADA;4.851;0.201;0.0;0.201;0.0;0.0;0.01;0.0;0.013;0.025;0.0;0.0;0.0;0.152;4.387;0.872;3.551;2.72;0.903;0.0;0.015;0.0;0.0;0.0;0.096;0.151;2.0;enero
TOTAL CARNE;97.359;27.656;1.346;27.207;0.079;1.244;0.102;0.075;23.238;3.705;0.014;0.291;0.027;0.622;95.403;27.479;92.378;85.44;39.963;0.657;0.436;0.397;0.712;0.741;3.706;5.85;1.0;enero
CARNE CERTIFICADA;47.363;13.235;0.251;13.122;0.009;0.139;0.0;0.0;11.6;1.663;0.0;0.023;0.0;0.149;38.492;7.674;34.244;28.162;9.414;0.125;0.039;0.117;0.036;0.067;1.244;0.943;2.0;enero
CARNE FRESCA;92.143;25.22;0.596;24.93;0.055;0.07;0.046;0.075;22.263;3.133;0.0;0.101;0.0;0.288;86.819;18.825;83.12;74.317;31.044;0.286;0.052;0.208;0.628;0.401;3.269;3.29;2.0;enero
SALCHICHAS FRESCAS;9.393;3.344;0.036;3.349;0.0;0.0;0.0;0.0;3.051;0.289;0.0;0.015;0.0;0.0;5.817;0.831;5.156;4.927;0.264;0.013;0.023;0.0;0.0;0.113;0.115;0.134;3.0;enero
CARNE VACUNO;51.195;15.472;0.092;15.417;0.013;0.0;0.041;0.027;13.726;1.867;0.0;0.023;0.0;0.18;39.939;7.385;35.319;29.917;8.12;0.066;0.023;0.056;0.016;0.024;1.153;1.054;3.0;enero
TERNERA;41.67;14.465;0.092;14.41;0.013;0.0;0.041;0.027;12.784;1.772;0.0;0.023;0.0;0.18;29.792;4.769;26.356;21.842;6.289;0.051;0.023;0.044;0.016;0.024;0.762;0.633;4.0;enero
AÑOJO;15.882;1.347;0.0;1.347;0.0;0.0;0.0;0.0;1.254;0.128;0.0;0.0;0.0;0.0;14.277;2.828;12.047;10.446;1.77;0.021;0.0;0.012;0.0;0.0;0.443;0.219;4.0;enero
MAYOR;6.062;0.746;0.0;0.746;0.0;0.0;0.0;0.0;0.746;0.0;0.0;0.0;0.0;0.0;5.22;0.986;4.31;3.64;0.847;0.0;0.0;0.0;0.0;0.0;0.079;0.203;4.0;enero
CARNE POLLO;79.66;15.909;0.272;15.737;0.0;0.04;0.004;0.027;14.059;1.753;0.0;0.039;0.0;0.112;72.292;11.614;67.604;56.385;22.189;0.145;0.0;0.068;0.437;0.117;2.447;1.611;3.0;enero
POLLO ENTERO;18.791;4.412;0.071;4.358;0.0;0.0;0.0;0.027;3.677;0.707;0.0;0.0;0.0;0.0;14.751;1.586;13.22;10.977;2.363;0.044;0.0;0.0;0.437;0.037;0.216;0.11;4.0;enero
POLLO FILETES;35.315;5.724;0.147;5.623;0.0;0.0;0.0;0.0;5.08;0.539;0.0;0.015;0.0;0.021;30.337;2.892;28.16;21.669;8.191;0.031;0.0;0.036;0.0;0.0;1.023;0.4;4.0;enero
