Alimentos;T.ESPAÑA;TIENDA TRADICIONAL;T.T.GENERAL;T.T.ESPECIALIZADA;PESCADERIAS;TIENDA CONGELADOS;HERBORISTERIAS;FARMACIAS;CARNICERIA/CHARCUT;MERCADOS & PLAZAS;LECHERIAS;PANADERIAS;BAR/BODEGAS;VERDULERIA/FRUTERIA;DISTR ORGA/PLATAFORMA;HIPERMERCADO;SUPER+AUTO+GRAN ALMACEN;SUPER+AUTOSER;TIENDA DESCUENTO;ECONOMATO/COOPERATIVA;MERCADILLOS/AMBULANTES;VENTA A DOMICILIO;AUTOCONSUMO (C.PROPIA);COMPRA DIRECTA PRODUCTOR;E-COMMERCE;RESTO CANALES;Nivel;Hoja
.TOTAL ALIMENTACION;99.316;60.042;4.985;59.505;11.392;6.964;2.606;1.048;26.006;11.112;0.58;29.933;1.821;36.317;98.639;43.591;96.916;93.678;54.289;2.13;8.064;7.748;4.414;4.315;8.231;21.746;0.0;enero
T.HUEVOS KGS;76.277;10.451;1.253;9.639;0.0;0.157;0.083;0.0;2.337;2.435;0.421;0.5;0.106;4.073;66.482;11.609;60.827;51.646;15.384;0.368;0.955;0.699;2.511;2.486;2.08;2.727;1.0;enero
T.HUEVOS UNDS.;76.277;10.451;1.253;9.639;0.0;0.157;0.083;0.0;2.337;2.435;0.421;0.5;0.106;4.073;66.482;11.609;60.827;51.646;15.384;0.368;0.955;0.699;2.511;2.486;2.08;2.727;1.0;enero
TOTAL HUEVOS GALLINA;76.03;10.443;1.255;9.63;0.0;0.157;0.082;0.0;2.337;2.429;0.421;0.5;0.106;4.073;66.114;11.482;60.426;51.24;15.354;0.358;0.955;0.699;2.513;2.486;2.063;2.709;2.0;enero
OTRAS AVES;2.371;0.158;0.013;0.144;0.0;0.0;0.029;0.0;0.044;0.072;0.0;0.0;0.0;0.0;1.987;0.228;1.761;1.714;0.048;0.01;0.0;0.0;0.135;0.0;0.06;0.075;2.0;enero
MIEL;8.149;0.859;0.109;0.75;0.0;0.0;0.026;0.0;0.138;0.302;0.0;0.031;0.021;0.233;5.903;0.884;5.156;4.131;1.122;0.117;0.325;0.041;0.0;0.15;0.165;0.588;1.0;enero
GRANEL;1.887;0.734;0.076;0.658;0.0;0.0;0.0;0.0;0.138;0.302;0.0;0.0;0.0;0.209;0.014;0.0;0.014;0.014;0.0;0.117;0.325;0.041;0.0;0.136;0.0;0.487;2.0;enero
ENVASADA;6.308;0.127;0.027;0.098;0.0;0.0;0.026;0.0;0.0;0.0;0.0;0.031;0.021;0.019;5.889;0.884;5.142;4.118;1.122;0.0;0.0;0.0;0.0;0.012;0.165;0.1;2.0;enero
TOTAL CARNE;97.244;31.145;1.987;30.178;0.055;1.43;0.116;0.0;25.667;4.518;0.036;0.215;0.041;1.137;94.709;28.285;90.868;83.813;37.839;0.754;0.913;1.14;0.548;0.968;4.243;5.653;1.0;enero
CARNE CERTIFICADA;48.819;15.273;0.262;15.014;0.0;0.363;0.024;0.0;12.79;2.317;0.0;0.009;0.0;0.112;39.652;7.143;35.427;29.663;8.84;0.171;0.174;0.479;0.058;0.112;0.705;0.937;2.0;enero
CARNE FRESCA;90.051;27.859;0.919;27.343;0.012;0.326;0.073;0.0;24.012;4.099;0.036;0.031;0.01;0.499;83.4;18.422;78.873;69.536;28.463;0.418;0.388;1.016;0.521;0.634;2.718;3.253;2.0;enero
SALCHICHAS FRESCAS;8.925;4.377;0.124;4.253;0.0;0.0;0.0;0.0;3.76;0.547;0.0;0.0;0.0;0.008;4.543;0.531;4.053;3.812;0.314;0.039;0.028;0.012;0.0;0.027;0.082;0.131;3.0;enero
CARNE VACUNO;52.41;16.662;0.136;16.529;0.0;0.088;0.055;0.0;14.905;1.944;0.004;0.009;0.0;0.152;40.201;7.436;35.279;30.316;7.415;0.091;0.126;0.371;0.076;0.049;0.889;0.964;3.0;enero
TERNERA;42.742;15.348;0.119;15.231;0.0;0.028;0.055;0.0;13.668;1.713;0.004;0.009;0.0;0.086;29.677;4.715;26.415;22.497;5.445;0.091;0.078;0.149;0.037;0.048;0.705;0.742;4.0;enero
AÑOJO;15.985;2.932;0.015;2.914;0.0;0.06;0.01;0.0;2.521;0.423;0.0;0.0;0.0;0.066;13.567;2.564;11.363;9.756;2.018;0.0;0.045;0.054;0.027;0.0;0.211;0.09;4.0;enero
MAYOR;5.776;0.696;0.0;0.696;0.0;0.0;0.01;0.0;0.601;0.087;0.0;0.0;0.0;0.0;4.755;1.198;3.658;3.049;0.603;0.0;0.0;0.16;0.01;0.029;0.026;0.138;4.0;enero
CARNE POLLO;73.044;18.425;0.529;18.052;0.0;0.163;0.034;0.0;15.843;2.213;0.034;0.0;0.011;0.0;63.373;9.923;58.948;49.333;17.95;0.229;0.089;0.33;0.312;0.217;1.642;1.507;3.0;enero
POLLO ENTERO;18.941;5.182;0.189;4.994;0.0;0.033;0.0;0.0;4.265;0.652;0.0;0.0;0.0;0.0;13.792;2.089;12.341;10.238;2.443;0.133;0.0;0.036;0.306;0.183;0.302;0.327;4.0;enero
