Alimentos;T.ESPAÑA;TIENDA TRADICIONAL;T.T.GENERAL;T.T.ESPECIALIZADA;PESCADERIAS;TIENDA CONGELADOS;HERBORISTERIAS;FARMACIAS;CARNICERIA/CHARCUT;MERCADOS & PLAZAS;LECHERIAS;PANADERIAS;BAR/BODEGAS;VERDULERIA/FRUTERIA;DISTR ORGA/PLATAFORMA;HIPERMERCADO;SUPER+AUTO+GRAN ALMACEN;SUPER+AUTOSER;TIENDA DESCUENTO;ECONOMATO/COOPERATIVA;MERCADILLOS/AMBULANTES;VENTA A DOMICILIO;AUTOCONSUMO (C.PROPIA);COMPRA DIRECTA PRODUCTOR;E-COMMERCE;RESTO CANALES;Nivel;Hoja
.TOTAL ALIMENTACION;99.498;56.561;4.654;56.053;10.815;5.933;2.225;1.037;22.526;10.415;0.52;26.008;1.889;37.031;98.883;44.082;97.202;93.419;55.098;2.601;7.951;5.055;7.021;4.429;7.545;20.598;0.0;enero
T.HUEVOS KGS;78.277;8.3;0.837;7.64;0.0;0.064;0.069;0.0;1.966;2.011;0.573;0.817;0.083;2.791;69.08;12.485;62.686;53.152;16.725;0.348;1.06;0.265;4.125;2.241;1.696;2.914;1.0;enero
T.HUEVOS UNDS.;78.277;8.3;0.837;7.64;0.0;0.064;0.069;0.0;1.966;2.011;0.573;0.817;0.083;2.791;69.08;12.485;62.686;53.152;16.725;0.348;1.06;0.265;4.125;2.241;1.696;2.914;1.0;enero
TOTAL HUEVOS GALLINA;78.097;8.216;0.855;7.537;0.0;0.064;0.069;0.0;1.94;1.949;0.573;0.817;0.083;2.78;68.873;12.431;62.485;52.902;16.708;0.348;1.06;0.265;4.105;2.24;1.684;2.88;2.0;enero
OTRAS AVES;2.358;0.141;0.032;0.111;0.0;0.0;0.0;0.0;0.026;0.078;0.0;0.0;0.0;0.012;1.682;0.267;1.421;1.354;0.063;0.0;0.0;0.0;0.353;0.088;0.011;0.037;2.0;enero
MIEL;5.967;0.661;0.057;0.603;0.0;0.0;0.056;0.0;0.0;0.185;0.0;0.012;0.157;0.184;4.795;0.957;3.841;3.196;0.677;0.034;0.045;0.0;0.056;0.092;0.073;0.319;1.0;enero
GRANEL;1.183;0.635;0.057;0.578;0.0;0.0;0.056;0.0;0.0;0.185;0.0;0.0;0.157;0.165;0.0;0.0;0.0;0.0;0.0;0.034;0.045;0.0;0.056;0.092;0.046;0.221;2.0;enero
ENVASADA;4.947;0.03;0.0;0.03;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.012;0.0;0.018;4.795;0.957;3.841;3.196;0.677;0.0;0.0;0.0;0.0;0.0;0.027;0.09;2.0;enero
TOTAL CARNE;97.123;27.691;1.627;26.924;0.092;1.381;0.145;0.0;22.25;4.245;0.031;0.237;0.098;0.991;94.765;27.836;91.369;83.416;38.076;0.62;0.754;0.345;0.892;0.519;3.759;5.387;1.0;enero
CARNE CERTIFICADA;46.639;13.417;0.181;13.281;0.025;0.24;0.0;0.0;11.231;1.965;0.0;0.029;0.0;0.039;37.809;6.413;34.501;28.929;8.647;0.159;0.039;0.082;0.172;0.05;0.792;1.087;2.0;enero
CARNE FRESCA;89.941;24.518;0.794;24.031;0.085;0.101;0.0;0.0;20.624;3.704;0.0;0.112;0.0;0.451;83.587;18.151;79.281;70.086;28.03;0.318;0.357;0.177;0.838;0.298;2.709;3.028;2.0;enero
SALCHICHAS FRESCAS;8.814;3.973;0.033;3.973;0.0;0.0;0.0;0.0;3.418;0.515;0.0;0.024;0.0;0.011;4.793;0.615;4.261;3.997;0.247;0.007;0.037;0.0;0.015;0.0;0.144;0.229;3.0;enero
CARNE VACUNO;48.938;13.567;0.101;13.513;0.015;0.048;0.0;0.0;11.366;2.151;0.0;0.088;0.0;0.139;37.716;7.092;32.926;27.1;7.913;0.085;0.027;0.006;0.079;0.05;1.181;1.249;3.0;enero
TERNERA;39.737;12.654;0.101;12.601;0.015;0.03;0.0;0.0;10.928;1.683;0.0;0.088;0.0;0.139;28.641;4.66;25.193;20.158;6.203;0.054;0.027;0.006;0.079;0.05;0.869;0.706;4.0;enero
AÑOJO;14.537;1.865;0.0;1.865;0.0;0.018;0.0;0.0;1.326;0.52;0.0;0.0;0.0;0.0;12.212;2.681;9.965;8.757;1.66;0.021;0.0;0.0;0.061;0.0;0.371;0.444;4.0;enero
MAYOR;4.723;0.494;0.0;0.494;0.0;0.0;0.0;0.0;0.281;0.213;0.0;0.0;0.0;0.0;4.066;1.088;3.034;2.474;0.586;0.007;0.0;0.0;0.0;0.0;0.089;0.151;4.0;enero
CARNE POLLO;75.341;15.69;0.474;15.305;0.053;0.086;0.0;0.0;13.082;2.205;0.0;0.057;0.0;0.222;67.197;11.119;62.258;52.273;19.266;0.075;0.088;0.188;0.473;0.032;1.662;1.443;3.0;enero
POLLO ENTERO;18.295;3.929;0.221;3.731;0.0;0.009;0.0;0.0;3.357;0.361;0.0;0.0;0.0;0.0;13.778;1.552;12.669;10.551;2.311;0.027;0.0;0.028;0.472;0.0;0.337;0.323;4.0;enero
POLLO FILETES;32.234;5.264;0.11;5.15;0.0;0.03;0.0;0.0;4.536;0.581;0.0;0.0;0.0;0.04;27.825;2.771;25.742;20.39;6.475;0.0;0.074;0.0;0.0;0.0;0.525;0.431;4.0;enero
POLLO POR PIEZAS;64.893;13.005;0.397;12.686;0.053;0.054;0.0;0.0;10.747;1.917;0.0;0.057;0.0;0.199;56.946;9.21;51.999;42.872;15.467;0.049;0.014;0.157;0.026;0.032;1.375;1.185;4.0;enero
CARNE CONEJO;10.179;1.963;0.08;1.878;0.0;0.012;0.0;0.0;1.572;0.315;0.0;0.0;0.0;0.0;8.193;0.981;7.342;6.707;0.731;0.031;0.0;0.0;0.215;0.038;0.147;0.03;3.0;enero
CARNE OVINO/CAPRINO;9.54;3.591;0.049;3.538;0.053;0.0;0.0;0.0;3.012;0.493;0.0;0.0;0.0;0.0;5.784;1.352;4.511;4.293;0.226;0.019;0.023;0.0;0.039;0.012;0.151;0.239;3.0;enero
