Alimentos;T.ESPAÑA;TIENDA TRADICIONAL;T.T.GENERAL;T.T.ESPECIALIZADA;PESCADERIAS;TIENDA CONGELADOS;HERBORISTERIAS;FARMACIAS;CARNICERIA/CHARCUT;MERCADOS & PLAZAS;LECHERIAS;PANADERIAS;BAR/BODEGAS;VERDULERIA/FRUTERIA;DISTR ORGA/PLATAFORMA;HIPERMERCADO;SUPER+AUTO+GRAN ALMACEN;SUPER+AUTOSER;TIENDA DESCUENTO;ECONOMATO/COOPERATIVA;MERCADILLOS/AMBULANTES;VENTA A DOMICILIO;AUTOCONSUMO (C.PROPIA);COMPRA DIRECTA PRODUCTOR;E-COMMERCE;RESTO CANALES;Nivel;Hoja
.TOTAL ALIMENTACION;99.525;56.392;4.253;55.813;10.842;6.208;2.441;0.695;26.384;9.996;0.642;27.841;1.98;33.049;99.052;43.585;97.666;94.365;58.486;2.539;8.753;5.741;5.723;4.822;7.912;23.454;0.0;enero
T.HUEVOS KGS;80.593;8.509;0.586;8.087;0.082;0.122;0.081;0.0;1.838;1.633;0.618;0.973;0.051;3.292;73.014;11.885;67.519;56.881;18.834;0.363;0.559;0.459;2.687;1.675;1.87;2.384;1.0;enero
T.HUEVOS UNDS.;80.593;8.509;0.586;8.087;0.082;0.122;0.081;0.0;1.838;1.633;0.618;0.973;0.051;3.292;73.014;11.885;67.519;56.881;18.834;0.363;0.559;0.459;2.687;1.675;1.87;2.384;1.0;enero
TOTAL HUEVOS GALLINA;80.415;8.496;0.586;8.076;0.082;0.122;0.081;0.0;1.798;1.654;0.618;0.973;0.051;3.292;72.758;11.858;67.242;56.642;18.672;0.363;0.559;0.459;2.687;1.675;1.855;2.384;2.0;enero
OTRAS AVES;2.577;0.064;0.0;0.064;0.0;0.0;0.0;0.0;0.039;0.025;0.0;0.0;0.0;0.0;2.308;0.172;2.144;1.728;0.444;0.0;0.0;0.0;0.162;0.0;0.036;0.0;2.0;enero
MIEL;8.325;1.008;0.051;0.957;0.0;0.0;0.105;0.0;0.261;0.306;0.056;0.051;0.013;0.15;5.472;0.869;4.664;3.341;1.442;0.082;0.199;0.085;0.0;0.857;0.073;0.741;1.0;enero
GRANEL;2.65;0.866;0.038;0.828;0.0;0.0;0.035;0.0;0.261;0.283;0.017;0.051;0.013;0.145;0.0;0.0;0.0;0.0;0.0;0.082;0.117;0.085;0.0;0.857;0.0;0.684;2.0;enero
ENVASADA;5.856;0.142;0.014;0.128;0.0;0.0;0.062;0.0;0.0;0.023;0.038;0.0;0.0;0.004;5.472;0.869;4.664;3.341;1.442;0.0;0.091;0.0;0.0;0.0;0.073;0.064;2.0;enero
TOTAL CARNE;97.637;29.861;1.325;29.48;0.191;1.322;0.046;0.009;25.842;4.001;0.0;0.169;0.068;0.934;96.005;27.348;92.859;85.663;42.169;0.736;0.607;0.383;0.584;0.718;3.69;6.475;1.0;enero
CARNE CERTIFICADA;49.277;14.085;0.13;13.986;0.0;0.216;0.01;0.0;12.453;1.704;0.0;0.009;0.013;0.034;40.822;8.258;35.75;30.174;9.299;0.125;0.045;0.074;0.15;0.088;0.896;1.431;2.0;enero
