Alimentos;;T.ESPAÑA;NIVEL ALTO;NIVEL MEDIO-ALTO;NIVEL MEDIO;NIVEL MEDIO-BAJO;NIVEL BAJO;SIN NIÑOS;NIÑOS - 6 AÑOS;NIÑOS 6 A 15 AÑOS;ACTIVA;NO ACTIVA;- 35 AÑOS;35 A 49 AÑOS;50 A 64 AÑOS;65 Y MAS AÑOS;+ 50 AÑOS;1 PERSONA;2 PERSONAS;3 PERSONAS;4 Y MAS PERSONAS;NORESTE;LEVANTE;ANDALUCIA;CENTRO-SUR;CASTILLA Y LEON;NOROESTE;NORTE;T.CANARIAS;< 2000 HABIT.;2000 A 10000;10001 A 100000;100001 A 500000;+ DE 500000;JOVENES INDEPENDIENTES;PAREJ.JOVENES SIN HIJOS;PAREJ.CON HIJOS PEQUEÑOS;PAREJ.CON HIJOS EDAD MEDIA;PAREJ.CON HIJOS MAYORES;HOGARES MONOPARENTALES;PAREJAS ADULTAS SIN HIJOS;ADULTOS INDEPENDIENTES;RETIRADOS;Nivel;Hoja
.TOTAL ALIMENTACION;;99.978;99.976;99.991;99.972;99.98;99.978;99.98;99.968;99.985;99.983;99.973;99.958;99.985;99.987;99.984;99.985;99.983;99.977;99.978;99.976;99.969;99.986;99.982;99.982;99.972;99.979;99.988;99.954;99.972;99.981;99.978;99.973;99.986;99.977;99.965;99.968;99.986;99.979;99.981;99.978;99.995;99.986;0.0;VALOR
T.HUEVOS KGS;;96.936;97.851;96.737;96.924;96.336;96.555;96.843;97.388;97.415;97.031;96.829;97.586;97.14;97.199;96.673;96.944;96.478;97.014;96.97;97.465;97.973;96.914;98.066;97.337;94.463;92.064;97.832;95.026;95.563;95.634;96.542;97.514;98.601;96.538;97.157;97.39;97.771;97.689;97.038;96.833;96.431;96.73;1.0;VALOR
T.HUEVOS UNDS.;;96.936;97.851;96.737;96.924;96.336;96.555;96.843;97.388;97.415;97.031;96.829;97.586;97.14;97.199;96.673;96.944;96.478;97.014;96.97;97.465;97.973;96.914;98.066;97.337;94.463;92.064;97.832;95.026;95.563;95.634;96.542;97.514;98.601;96.538;97.157;97.39;97.771;97.689;97.038;96.833;96.431;96.73;1.0;VALOR
TOTAL HUEVOS GALLINA;;96.766;97.668;96.48;96.749;96.248;96.413;96.703;97.213;97.079;96.824;96.704;97.371;96.97;97.008;96.554;96.788;96.403;96.835;96.701;97.286;97.771;96.733;97.903;97.133;94.245;91.99;97.727;95.039;95.178;95.345;96.356;97.392;98.565;96.557;96.841;97.215;97.498;97.404;96.809;96.837;96.185;96.644;2.0;VALOR
OTRAS AVES;;16.574;21.167;17.988;15.892;14.587;13.522;15.637;17.966;21.603;16.573;16.585;13.393;17.37;18.328;14.758;16.596;9.496;17.458;19.278;21.613;20.764;17.414;20.708;13.984;10.269;8.294;19.699;5.944;19.596;17.45;16.994;14.601;16.603;7.68;14.126;17.97;22.005;20.779;17.462;22.151;9.294;13.859;2.0;VALOR
MIEL;;34.913;35.67;33.399;34.798;35.559;34.915;35.145;34.76;35.048;32.985;37.21;43.258;31.156;36.824;36.632;36.737;32.241;36.832;33.969;36.807;39.282;35.452;31.82;36.164;31.68;29.423;30.426;42.407;32.46;34.477;34.548;35.293;36.631;27.616;38.95;34.77;35.029;36.993;38.919;34.084;31.258;37.201;1.0;VALOR
GRANEL;;10.813;10.406;8.5;12.408;8.117;12.784;11.998;6.898;5.992;9.517;12.363;4.626;8.017;11.071;14.221;12.555;13.644;11.082;8.437;9.282;10.886;9.133;8.492;11.787;17.486;14.718;14.313;5.937;15.348;14.844;9.311;10.939;9.215;10.733;10.717;6.905;8.568;11.65;7.757;10.071;11.604;15.215;2.0;VALOR
ENVASADA;;28.518;30.014;27.544;27.798;31.22;26.841;28.113;31.418;30.514;27.774;29.497;40.898;26.348;30.288;27.949;29.14;24.194;29.678;29.22;31.788;33.773;29.946;25.655;30.023;21.93;20.696;21.514;39.774;21.557;24.623;29.148;29.659;31.324;23.012;34.114;31.426;29.145;31.68;35.695;27.457;23.948;27.836;2.0;VALOR
TOTAL CARNE;;99.871;99.927;99.797;99.82;99.873;99.915;99.853;99.909;99.96;99.83;99.921;99.83;99.896;99.872;99.908;99.889;99.766;99.898;99.9;99.934;99.766;99.958;99.933;99.901;99.955;99.874;99.874;99.504;99.879;99.849;99.911;99.804;99.885;99.605;99.86;99.909;99.94;99.963;99.953;99.843;99.798;99.897;1.0;VALOR
CARNE CERTIFICADA;;83.515;89.244;82.349;84.551;82.552;77.886;82.433;88.284;88.232;83.657;83.727;82.38;84.451;86.245;82.762;84.533;74.876;84.039;87.057;89.081;82.976;82.322;83.839;82.789;84.844;89.051;83.157;81.031;85.524;83.665;83.21;82.877;84.375;70.666;81.072;88.29;89.483;89.848;85.491;87.517;74.441;82.449;2.0;VALOR
CARNE FRESCA;;99.319;99.725;98.947;99.4;99.178;99.111;99.165;99.734;99.805;99.145;99.545;99.465;99.348;99.402;99.326;99.368;98.122;99.609;99.604;99.869;99.022;99.377;99.701;99.398;99.56;99.459;99.163;98.124;99.222;99.264;99.44;99.078;99.448;97.455;99.434;99.734;99.846;99.892;99.509;99.757;97.354;99.482;2.0;VALOR
SALCHICHAS FRESCAS;;36.173;41.321;36.53;37.945;35.192;30.129;34.467;43.36;44.339;37.367;35.073;39.984;38.024;40.368;32.441;36.429;24.682;36.314;41.244;45.058;49.556;32.567;31.856;36.117;46.304;28.913;38.442;8.096;43.284;40.715;34.558;34.462;36.57;25.781;35.971;43.371;44.104;48.878;39.546;39.135;25.267;31.453;3.0;VALOR
CARNE VACUNO;;91.711;95.151;91.193;91.675;89.784;89.809;90.929;94.821;94.523;91.322;92.253;92.981;91.789;92.292;91.909;92.109;85.401;93.298;94.364;94.357;92.731;90.21;88.837;92.89;93.399;91.254;94.346;92.001;90.782;90.642;91.647;91.666;93.235;80.794;91.053;94.817;94.762;95.525;93.978;93.949;83.377;91.928;3.0;VALOR
TERNERA;;87.478;91.941;87.253;88.268;85.539;83.482;86.265;92.688;91.312;87.597;87.393;89.725;88.238;88.267;86.519;87.422;78.521;89.558;91.406;91.489;89.959;85.995;84.153;88.629;88.54;89.264;90.76;79.131;86.001;88.132;87.823;86.028;88.714;77.721;87.714;92.685;92.252;92.242;90.031;90.58;74.972;86.095;4.0;VALOR
AÑOJO;;56.417;63.64;54.699;56.071;57.796;50.225;55.473;61.176;63.242;57.257;56.201;56.332;58.768;61.216;53.443;57.363;47.84;56.157;59.442;63.805;46.295;55.747;54.216;66.52;56.896;36.923;72.196;79.446;60.594;50.314;54.8;59.115;60.87;41.876;56.724;61.186;65.217;67.154;56.143;59.71;53.01;52.784;4.0;VALOR
MAYOR;;31.527;36.539;32.029;30.456;31.358;27.962;31.522;34.508;31.554;31.066;32.318;39.121;30.376;33.312;31.399;32.378;25.623;32.202;34.708;35.117;34.386;28.681;26.303;32.504;38.344;19.289;44.823;37.72;33.377;29.352;29.531;35.118;32.561;24.837;33.444;34.522;36.14;38.401;29.31;31.77;23.825;31.744;4.0;VALOR
CARNE POLLO;;97.761;98.82;97.2;97.929;97.156;97.171;97.363;98.947;99.042;97.477;98.133;98.176;97.877;98.149;97.558;97.88;95.164;98.07;98.589;99.249;97.642;98.069;98.374;97.959;98.255;97.259;97.742;94.267;97.583;98.164;97.919;97.379;97.621;94.243;98.046;98.948;99.152;99.225;98.441;98.375;94.091;97.677;3.0;VALOR
POLLO ENTERO;;61.323;69.217;60.376;63.387;59.069;54.083;59.153;70.037;71.382;61.816;61.397;64.674;63.741;64.643;58.705;61.73;41.585;62.357;69.417;74.34;61.836;64.458;65.857;59.839;64.331;58.168;60.588;44.751;71.743;67.135;61.884;56.644;57.908;43.56;61.32;70.044;74.555;75.185;63.664;68.315;37.353;57.065;4.0;VALOR
POLLO FILETES;;80.204;85.886;79.09;80.947;78.522;75.418;78.068;88.033;87.731;81.682;78.488;85.565;83.721;81.077;75.496;78.453;71.489;79.116;84.385;87.507;79.43;78.299;83.527;84.501;78.748;74.507;77.904;72.996;73.8;79.552;80.343;80.137;82.933;74.743;82.125;88.034;88.31;88.359;83.716;79.108;67.313;75.228;4.0;VALOR
POLLO POR PIEZAS;;95.867;97.815;95.247;96.099;95.469;94.104;95.24;97.679;98.102;95.917;95.845;96.491;96.274;96.995;94.673;95.93;91.167;96.662;97.274;98.423;96.14;96.664;96.922;96.237;96.375;93.752;95.337;90.645;96.426;96.059;96.381;95.019;95.444;90.179;96.378;97.682;98.324;98.579;97.852;97.131;91.528;94.49;4.0;VALOR
CARNE CONEJO;;46.141;47.38;44.236;45.472;47.127;47.052;48.407;42.566;41.062;43.227;50.982;43.666;41.097;49.627;54.388;51.609;39.377;52.067;50.999;43.16;54.343;56.037;37.303;43.061;45.157;46.486;49.668;29.524;55.914;48.563;45.61;43.444;45.849;44.024;38.429;42.584;43.569;56.076;44.466;56.658;35.199;54.089;3.0;VALOR
CARNE OVINO/CAPRINO;;49.838;51.907;47.888;48.856;48.551;52.223;51.542;45.582;49.431;47.048;54.44;49.856;46.244;52.787;57.428;54.69;43.284;54.893;50.171;52.274;57.699;59.432;38.1;52.598;55.032;39.557;60.314;13.86;58.504;55.064;47.903;46.529;51.731;41.677;47.261;45.598;53.903;56.187;47.0;58.632;37.773;57.269;3.0;VALOR
CORDERO;;47.267;49.972;46.248;45.868;45.949;49.171;48.815;43.205;47.862;45.2;51.196;48.936;44.422;50.303;54.041;51.685;40.451;52.195;48.184;49.958;54.852;56.841;36.104;50.549;52.517;37.642;55.94;11.886;56.155;52.585;45.331;43.342;49.859;40.03;44.706;43.222;52.538;52.669;44.593;56.724;36.404;53.536;4.0;VALOR
CABRITO;;8.586;9.045;6.908;8.48;8.849;9.364;9.121;5.545;7.299;7.113;10.286;5.352;6.548;9.12;10.817;9.908;8.296;9.968;6.765;9.076;13.82;8.659;4.892;6.171;10.722;6.452;12.793;4.653;11.323;9.218;8.585;7.283;9.192;5.459;7.976;5.546;7.421;11.269;7.6;10.447;4.254;10.977;4.0;VALOR
OTRO OVINO/CAPRINO;;2.701;3.421;2.854;3.678;2.193;2.293;2.546;4.342;3.233;3.019;2.568;2.814;3.374;3.124;2.238;2.69;1.352;2.856;4.311;3.136;3.348;2.617;2.025;3.696;5.896;2.691;2.241;1.133;4.587;4.383;2.702;2.801;1.97;1.792;1.841;4.343;3.813;4.389;3.629;2.846;1.978;2.075;4.0;VALOR
OVINO/CAPRINO ENTE;;9.333;11.256;7.144;9.017;8.604;10.033;9.684;6.627;8.523;7.74;11.059;6.068;6.677;9.804;11.685;10.744;6.961;11.684;8.465;10.287;9.275;6.123;4.217;12.316;20.223;8.454;16.999;0.774;14.642;10.39;8.719;9.722;7.761;1.54;6.298;6.628;8.607;10.417;8.173;13.843;3.034;12.111;4.0;VALOR
OVINO/CAPRINO PIEZ;;47.708;48.958;46.75;46.955;45.993;50.235;49.359;43.826;47.679;45.356;51.903;50.388;45.015;49.912;55.075;52.087;41.937;52.621;48.592;48.906;56.015;58.784;37.079;49.789;49.266;35.962;57.337;13.647;55.565;53.047;45.596;44.174;50.556;42.432;45.123;43.843;51.92;53.129;44.513;56.356;36.214;54.834;4.0;VALOR
CARNE CERDO;;96.696;98.158;96.1;96.556;96.305;95.94;96.126;98.229;98.791;96.25;97.289;96.15;96.514;97.617;96.886;97.278;92.338;97.237;98.261;99.022;96.217;96.292;97.633;96.79;97.415;97.264;96.824;93.821;97.153;97.124;96.799;96.066;96.802;87.893;95.648;98.23;98.945;99.354;97.603;98.52;92.511;96.74;3.0;VALOR
CARNE CERDO ADOBAD;;63.46;71.811;65.764;64.469;63.08;52.775;60.62;74.044;74.869;67.069;59.26;64.708;69.804;69.801;51.925;61.285;46.0;62.978;72.347;75.905;57.269;58.086;60.935;73.505;79.931;57.584;73.086;51.986;68.121;64.055;61.94;62.32;66.893;46.147;65.072;74.05;77.674;79.934;69.336;67.276;52.207;50.733;4.0;VALOR
CARN.CERDO IBERICO;;31.038;35.613;30.98;30.894;29.917;27.895;30.836;40.281;34.479;31.135;31.514;39.776;30.366;33.864;31.698;32.66;21.911;34.111;35.075;35.232;32.145;28.326;37.902;33.697;36.48;19.331;26.842;20.047;31.992;30.37;30.425;29.609;35.128;19.468;34.247;40.316;35.336;43.91;29.401;37.647;18.027;30.913;4.0;VALOR
CARNE DESPOJOS;;45.513;48.685;44.259;43.108;47.735;45.858;46.858;45.31;43.209;43.547;48.885;49.899;42.469;50.003;49.816;49.69;37.33;49.46;51.265;45.512;48.127;48.097;45.787;45.367;55.967;45.495;42.573;18.959;54.323;45.892;45.453;42.28;47.462;35.526;45.544;45.323;46.009;55.836;46.378;54.621;34.806;49.129;3.0;VALOR
DESPOJOS CERDO;;31.121;34.144;31.562;29.883;30.666;31.759;31.859;31.763;32.07;29.925;33.648;35.587;29.48;34.797;33.47;33.879;24.783;32.115;35.568;33.868;35.398;32.714;34.067;29.262;41.929;27.956;27.598;2.969;38.973;34.581;31.599;27.156;30.535;26.176;35.475;31.78;35.467;38.669;32.171;35.268;23.451;33.488;4.0;VALOR
DESPOJOS CORDERO;;7.76;7.589;7.143;8.452;8.058;8.251;8.444;7.186;4.887;6.894;9.116;5.246;6.377;8.574;10.038;9.162;6.319;9.718;8.486;7.049;8.27;10.256;5.39;9.179;13.101;2.231;11.481;0.677;8.328;7.831;7.327;8.296;8.309;6.149;6.808;7.188;5.727;9.694;6.136;11.91;4.549;10.114;4.0;VALOR
DESPOJOS POLLO;;19.37;21.169;19.883;18.411;21.945;17.87;19.987;18.408;18.861;19.513;20.114;17.679;18.435;22.875;19.92;21.246;14.751;21.414;22.588;19.995;21.843;25.014;22.482;19.975;15.669;13.137;11.207;9.955;25.187;20.762;19.96;16.895;18.353;16.807;21.596;18.417;20.553;26.072;22.772;24.458;14.483;18.97;4.0;VALOR
DESPOJOS TERNERA;;18.905;20.016;17.883;19.216;20.039;18.341;19.863;18.343;16.0;17.332;21.24;14.452;15.872;21.122;22.73;21.761;15.47;20.548;24.386;16.387;21.127;15.643;13.206;18.252;33.239;26.995;23.095;9.236;30.794;17.611;17.792;19.358;18.553;11.517;17.181;18.358;17.671;23.782;19.458;21.338;15.267;22.825;4.0;VALOR
DESPOJOS OT.PROCED;;5.842;7.383;4.827;4.615;7.368;5.526;5.893;5.161;5.983;6.043;5.817;3.754;5.332;6.163;6.437;6.237;3.745;6.856;7.588;5.711;6.911;8.031;4.254;4.889;7.587;3.372;6.5;5.449;8.409;4.427;5.969;5.951;5.938;3.063;4.129;5.162;6.224;7.08;6.337;8.254;3.098;6.131;4.0;VALOR
OTRAS CARNES FRESCA;;89.561;93.934;88.853;90.547;88.559;84.99;87.93;94.856;95.234;90.169;88.86;91.645;91.414;90.45;86.876;88.739;80.209;90.404;93.591;95.435;90.399;92.219;89.609;89.905;89.357;84.733;91.508;80.605;90.334;89.969;90.028;88.861;88.829;78.443;90.765;94.851;96.045;95.167;93.067;90.875;78.621;86.576;3.0;VALOR
AVESTRUZ;;0.856;0.983;0.858;0.525;1.228;0.753;0.915;0.525;0.666;0.793;0.925;1.311;0.712;0.63;1.062;0.878;0.615;0.962;0.943;0.847;0.758;0.926;1.616;0.553;1.14;0.502;0.474;0.0;1.758;1.075;0.594;0.632;1.168;1.553;0.9;0.526;1.03;0.566;0.644;0.903;0.0;1.079;4.0;VALOR
PAVO;;72.921;79.931;73.786;73.46;72.59;64.871;70.74;81.425;81.045;74.869;70.814;76.375;77.566;75.319;66.867;71.293;59.136;73.374;78.992;81.996;74.971;75.21;73.205;73.072;73.134;66.641;78.575;58.777;72.057;75.294;74.174;71.331;70.568;62.785;74.965;81.428;83.16;82.54;78.704;74.575;58.46;66.404;4.0;VALOR
OTRAS AVES;;34.994;37.353;34.094;36.65;36.867;30.517;34.057;37.68;40.103;35.145;34.822;39.974;34.81;37.182;32.865;35.031;26.527;35.829;38.694;41.544;38.586;39.173;35.551;37.031;31.668;23.108;35.133;20.435;32.896;37.22;35.908;35.106;31.624;26.413;35.71;37.683;41.882;42.24;38.742;36.701;25.609;31.813;2.0;VALOR
CARNE CABALLO;;5.083;6.113;5.529;4.605;3.508;5.516;5.484;3.245;4.034;4.2;6.111;5.026;4.024;5.236;6.568;5.889;3.876;6.345;5.333;4.83;6.456;8.46;4.073;4.072;6.711;2.997;8.273;0.616;7.82;6.268;4.722;4.019;5.713;3.655;5.401;3.247;3.985;5.393;5.369;8.877;1.708;6.278;4.0;VALOR
CARNE CONGELADA;;44.926;44.862;43.731;46.452;46.752;43.11;43.524;49.74;50.837;43.373;46.889;49.67;45.583;46.141;42.698;44.485;36.178;43.598;49.964;52.813;40.353;47.275;51.114;46.504;39.659;36.016;30.581;78.623;48.425;45.161;46.406;43.428;42.501;34.927;41.906;49.752;52.531;54.212;50.063;43.567;35.878;41.729;2.0;VALOR
C.CONG.POLLO;;29.515;29.704;28.016;30.261;31.885;28.172;27.975;36.458;34.638;28.396;30.866;37.04;31.241;30.347;25.789;28.114;21.782;28.275;33.05;37.519;24.002;31.86;33.056;29.939;25.721;21.294;17.705;72.421;34.929;30.405;30.82;28.596;25.113;22.744;30.267;36.471;36.851;35.912;34.245;26.476;24.129;24.644;3.0;VALOR
C.CONG.CERDO;;18.214;21.103;16.804;20.124;18.783;14.748;17.521;21.674;21.789;18.268;18.782;18.294;18.162;20.326;16.844;18.559;11.993;17.297;21.248;24.578;16.939;15.627;21.354;19.473;15.429;14.258;9.671;43.27;15.017;18.808;19.855;17.25;16.64;9.746;14.918;21.684;24.847;24.757;22.012;16.572;14.909;15.558;3.0;VALOR
C.CONG.VACA;;8.221;7.327;9.586;9.647;8.398;6.673;8.261;5.731;10.141;7.49;9.048;8.034;7.855;8.563;8.496;8.505;7.222;8.344;8.511;9.739;7.752;9.541;8.423;6.14;6.284;6.502;5.115;33.598;7.727;8.49;8.711;8.393;7.221;6.028;7.357;5.732;9.793;10.112;11.185;7.646;8.863;7.75;3.0;VALOR
RESTO CARNES CONG.;;16.704;15.719;14.893;18.481;17.689;16.368;16.431;15.371;19.48;15.099;18.502;21.016;16.12;16.082;17.958;17.06;13.95;16.459;19.359;17.988;16.434;21.024;17.134;15.02;14.716;14.97;9.6;34.226;14.199;17.481;17.507;16.822;15.048;11.805;12.903;15.376;19.846;20.331;16.574;17.399;10.731;18.02;3.0;VALOR
C.CONG.CABALLO;;0.1;0.073;0.207;0.016;0.047;0.182;0.091;0.226;0.064;0.078;0.124;0.02;0.053;0.151;0.095;0.123;0.0;0.141;0.073;0.182;0.066;0.114;0.224;0.039;0.281;0.017;0.048;0.0;0.0;0.049;0.134;0.096;0.091;0.0;0.0;0.226;0.158;0.093;0.101;0.072;0.0;0.112;4.0;VALOR
SALCHICHAS CONGELAD;;0.496;0.467;0.401;0.92;0.126;0.42;0.457;0.83;0.589;0.355;0.657;0.126;0.435;0.662;0.461;0.561;0.0;0.728;0.4;0.92;0.421;0.216;0.435;0.245;0.138;0.489;0.154;4.618;0.912;0.525;0.459;0.623;0.237;0.0;0.0;0.83;0.523;0.688;0.794;1.144;0.0;0.355;3.0;VALOR
CARNE TRANSFORMADA;;99.551;99.798;99.366;99.639;99.559;99.315;99.485;99.768;99.801;99.593;99.502;99.443;99.711;99.647;99.431;99.539;99.031;99.722;99.689;99.83;99.242;99.872;99.725;99.684;99.665;99.377;99.236;99.376;99.195;99.633;99.538;99.586;99.589;98.78;99.692;99.769;99.775;99.867;99.897;99.731;99.139;99.359;2.0;VALOR
JAMON CURADO+PALETA;;92.01;94.492;91.733;92.097;90.429;90.678;91.946;91.08;94.017;91.137;93.053;87.587;91.423;93.255;93.567;93.405;88.813;92.544;93.005;94.167;90.569;93.312;93.974;91.835;92.742;91.757;91.357;88.651;91.97;91.005;92.462;92.274;91.483;82.597;89.134;91.074;94.446;96.325;92.756;94.235;87.879;93.149;3.0;VALOR
JAMON C.+P.ENTERO;;38.39;43.937;35.511;39.251;36.807;35.551;39.977;27.973;38.521;36.742;40.903;36.002;33.194;45.118;41.294;43.159;28.0;45.201;39.359;41.947;38.362;37.725;42.074;41.979;40.376;34.868;35.526;19.687;48.413;38.438;37.65;37.253;38.221;16.628;30.224;27.985;42.327;49.605;40.506;50.998;29.02;41.276;4.0;VALOR
JAMON C.+P.LONCHA;;90.201;92.865;90.28;90.313;88.508;88.524;89.987;90.111;92.454;89.805;90.689;86.285;90.17;91.211;91.289;91.246;87.203;90.169;91.668;92.455;88.861;91.742;91.966;90.014;90.277;89.169;89.994;88.058;87.795;89.196;90.824;90.579;89.951;81.446;88.407;90.105;92.688;94.461;92.034;91.584;85.879;90.776;4.0;VALOR
JAMON CURADO NORMAL;;88.912;91.87;88.725;88.376;88.186;87.21;88.458;89.378;92.215;88.389;89.545;85.118;89.164;90.19;89.391;89.792;84.591;88.888;90.456;92.576;86.509;91.665;91.576;89.114;89.904;88.665;85.714;85.222;89.483;89.209;89.395;88.736;87.542;80.957;85.09;89.372;92.817;94.19;90.862;90.928;83.233;88.616;3.0;VALOR
JAMON C.N.ENTER/PI;;31.51;36.883;28.251;31.913;31.911;28.216;32.652;24.899;31.821;30.328;33.421;29.989;27.655;37.148;33.138;35.102;23.117;36.287;31.955;35.534;30.94;33.155;33.582;34.291;32.23;30.584;28.02;17.186;42.486;31.138;31.406;29.529;31.098;13.556;27.464;24.912;33.553;42.57;35.906;41.238;24.036;32.741;4.0;VALOR
JAMON C.N.LONCHA;;86.937;89.736;87.345;86.321;86.179;85.142;86.281;88.534;90.551;86.977;86.905;83.983;87.801;87.888;86.87;87.38;82.929;85.986;89.125;90.84;84.277;89.546;89.502;87.541;86.961;86.48;84.074;84.602;84.562;87.277;87.471;87.123;85.944;80.243;84.224;88.529;91.164;92.202;89.532;87.579;81.339;85.939;4.0;VALOR
JAMON IBERICO;;37.029;41.95;39.085;37.242;31.746;34.45;38.907;32.426;33.457;35.867;38.936;28.997;33.859;39.448;43.662;41.325;35.963;40.758;38.133;34.327;41.749;35.57;34.14;39.925;29.48;31.127;39.892;35.781;28.749;30.318;37.431;36.81;45.379;25.868;38.75;32.437;34.04;42.005;36.11;42.74;33.344;44.169;3.0;VALOR
JAMON IBE.ENTER/PI;;10.571;13.257;10.707;10.755;8.288;10.733;11.097;6.328;11.009;9.556;11.787;6.003;9.003;11.73;12.389;12.042;7.981;13.637;10.619;10.68;11.686;8.586;13.488;14.566;10.347;4.945;10.286;5.776;13.744;9.678;9.679;9.227;15.308;5.666;6.743;6.331;11.882;13.192;9.922;14.537;6.946;13.011;4.0;VALOR
JAMON IBE.LONCHA;;33.369;38.087;35.061;33.334;29.494;30.611;35.073;29.173;30.412;32.362;35.053;26.468;30.655;35.196;39.697;37.226;33.638;36.024;33.829;30.901;38.582;32.665;28.738;35.024;25.668;29.364;37.28;33.879;25.368;26.605;33.76;33.091;41.768;23.808;36.071;29.183;30.671;36.342;33.213;37.908;30.565;40.12;4.0;VALOR
PALETA CURADA NORM.;;23.279;25.024;22.683;23.431;23.376;21.836;23.33;20.821;25.682;23.231;23.38;18.118;22.272;25.487;23.671;24.59;20.785;24.154;24.428;24.367;24.505;16.836;21.093;24.383;24.691;22.34;35.123;20.408;27.405;24.446;22.259;23.161;23.659;15.998;23.635;20.826;26.001;25.883;27.419;24.932;17.432;23.866;3.0;VALOR
PALETA C.N.ENTR/PI;;3.782;4.013;3.513;4.029;3.667;3.874;3.935;2.809;3.384;3.736;4.15;1.834;2.479;4.322;4.83;4.564;3.146;5.41;3.925;2.647;3.264;2.273;2.593;2.735;8.71;7.153;7.214;1.148;8.26;4.013;2.907;4.178;3.817;0.521;3.307;2.809;3.466;2.801;2.808;5.602;2.171;5.185;4.0;VALOR
PALETA C.N.LONCHA;;20.961;22.82;20.679;20.522;21.462;19.589;20.839;19.075;23.922;21.336;20.574;17.542;20.902;22.892;20.304;21.617;19.171;20.389;22.091;22.918;22.644;15.915;19.295;22.866;20.477;15.715;30.661;19.328;21.881;21.5;20.598;20.452;21.929;16.034;22.103;19.078;24.258;23.99;25.621;21.199;16.001;20.33;4.0;VALOR
PALETA IBERICA;;17.502;20.189;16.681;16.392;16.035;17.769;19.04;11.541;12.702;16.293;19.071;13.037;12.782;19.784;22.025;20.827;17.873;19.187;17.643;15.044;20.968;11.334;16.706;17.498;14.595;12.333;29.589;14.942;15.657;14.012;16.84;20.044;19.868;9.613;15.036;11.544;14.672;21.545;14.865;22.535;16.305;21.503;3.0;VALOR
PALETA IB.ENTER/PI;;2.666;2.38;2.934;2.986;1.876;3.291;2.931;1.393;1.632;2.255;3.116;0.742;1.667;3.291;3.283;3.258;2.199;3.006;3.201;2.389;4.227;1.504;3.086;2.384;4.021;0.411;3.087;0.918;3.096;1.723;2.38;3.847;2.744;0.484;1.497;1.394;2.85;3.117;2.006;4.694;1.17;3.111;4.0;VALOR
PALETA IBE.LONCHA;;15.944;18.819;15.174;14.785;14.577;15.992;17.348;10.745;11.411;15.001;17.212;12.344;11.813;17.633;20.244;18.863;16.451;17.647;15.744;13.589;18.78;10.396;14.173;16.074;12.364;12.049;28.533;14.766;13.098;12.753;15.604;17.739;18.567;9.063;14.651;10.748;12.495;19.822;13.594;20.072;15.158;19.774;4.0;VALOR
HUESOS JAMON CURADO;;17.845;19.929;18.438;17.039;16.967;17.567;17.985;20.301;18.952;17.825;18.712;22.069;18.08;19.796;18.494;19.015;13.95;19.227;20.875;18.467;19.563;18.65;19.054;24.935;18.361;8.795;7.69;9.144;19.498;13.527;16.656;18.806;23.156;8.433;27.34;20.316;20.747;21.783;18.383;20.924;14.209;17.647;3.0;VALOR
LOMO EMBUCHADO N+IB;;54.723;60.17;54.298;54.533;53.906;50.834;53.329;54.682;64.343;55.109;54.386;48.939;56.23;58.102;52.283;55.138;43.881;54.119;59.542;64.082;48.513;58.884;53.674;60.898;64.973;55.063;51.375;39.322;59.082;52.848;54.682;54.291;55.747;44.565;47.031;54.683;65.933;64.71;57.739;60.202;40.251;51.758;3.0;VALOR
LOMO EMB.AL CORTE;;20.094;24.28;19.853;20.217;17.277;18.058;19.502;20.318;25.211;20.272;19.884;16.909;19.863;21.822;20.703;21.292;14.032;19.927;22.887;25.371;14.664;22.084;14.065;26.286;30.168;27.077;18.585;14.644;26.943;20.632;18.517;20.649;20.754;10.058;14.053;20.323;26.514;25.696;18.468;24.962;14.746;19.833;4.0;VALOR
LOMO EMB.ENVASADO;;45.347;48.595;45.601;46.38;45.921;40.959;43.873;47.171;53.988;46.558;44.036;43.067;47.839;48.879;40.667;44.762;36.938;44.435;48.547;53.972;41.254;48.114;46.054;50.141;51.457;42.101;44.291;32.35;45.191;42.769;46.343;44.995;45.952;40.651;41.489;47.172;55.663;54.616;48.374;48.077;34.234;40.566;4.0;VALOR
LOMO EMB.NORMAL;;49.226;54.43;47.756;49.609;49.937;44.629;47.238;51.755;60.523;50.666;47.661;46.912;52.602;52.77;43.803;48.263;38.558;46.639;55.052;59.867;43.045;55.914;48.757;53.619;58.584;50.2;44.458;34.207;53.555;47.947;50.287;48.022;48.13;42.783;44.237;51.756;61.148;59.784;54.195;52.502;35.961;43.425;4.0;VALOR
LOMO E.N.AL CORTE;;15.774;19.542;16.638;15.824;13.752;13.042;15.04;17.053;20.75;16.818;14.575;14.812;16.267;17.9;14.42;16.22;10.04;14.624;18.981;21.824;9.944;20.17;11.447;19.678;25.152;22.824;12.736;11.708;22.161;17.438;14.711;15.969;14.729;8.72;11.585;17.059;21.939;22.222;15.619;19.863;11.3;13.44;5.0;VALOR
