Alimentos;;T.ESPAÑA;NIVEL ALTO;NIVEL MEDIO-ALTO;NIVEL MEDIO;NIVEL MEDIO-BAJO;NIVEL BAJO;SIN NIÑOS;NIÑOS - 6 AÑOS;NIÑOS 6 A 15 AÑOS;ACTIVA;NO ACTIVA;- 35 AÑOS;35 A 49 AÑOS;50 A 64 AÑOS;65 Y MAS AÑOS;+ 50 AÑOS;1 PERSONA;2 PERSONAS;3 PERSONAS;4 Y MAS PERSONAS;NORESTE;LEVANTE;ANDALUCIA;CENTRO-SUR;CASTILLA Y LEON;NOROESTE;NORTE;T.CANARIAS;< 2000 HABIT.;2000 A 10000;10001 A 100000;100001 A 500000;+ DE 500000;JOVENES INDEPENDIENTES;PAREJ.JOVENES SIN HIJOS;PAREJ.CON HIJOS PEQUEÑOS;PAREJ.CON HIJOS EDAD MEDIA;PAREJ.CON HIJOS MAYORES;HOGARES MONOPARENTALES;PAREJAS ADULTAS SIN HIJOS;ADULTOS INDEPENDIENTES;RETIRADOS;Nivel;Hoja
PLAT.PREP.CONSERVA;;82.723;85.989;86.35;83.217;82.529;76.626;81.294;87.179;88.398;85.994;78.759;85.816;87.746;84.801;74.977;80.029;77.108;81.84;85.372;87.872;83.596;86.049;87.007;87.576;78.6;65.366;74.691;79.574;77.314;77.216;83.204;83.136;87.739;83.05;85.908;87.174;88.898;87.918;88.031;83.841;81.264;73.232;2.0;VALOR
P.P.CONSERVA CARNE;;66.915;73.214;71.006;66.414;65.256;59.785;64.011;77.158;77.308;71.324;61.689;73.491;74.519;69.934;54.829;62.586;56.174;66.037;70.628;77.181;65.17;69.737;72.629;72.917;64.606;49.275;60.536;63.662;61.952;60.674;67.649;68.208;70.595;60.41;73.124;77.156;77.381;74.043;72.596;68.32;64.236;53.264;3.0;VALOR
P.P.CONSERV PESCADO;;15.258;18.234;16.517;15.095;14.73;12.258;15.464;13.592;15.819;16.189;14.23;13.586;15.677;16.452;14.795;15.634;13.657;15.268;16.69;15.996;21.038;12.293;11.425;17.285;17.531;7.052;17.601;13.205;15.095;12.528;14.429;15.928;19.103;15.441;13.488;13.597;16.332;18.931;17.061;16.76;12.354;14.764;3.0;VALOR
P.P.CONSERV VEGETAL;;59.505;62.565;61.084;61.555;57.997;54.263;59.23;60.826;61.424;61.324;57.389;59.89;62.148;62.876;54.375;58.748;57.65;57.761;60.535;62.841;59.284;63.706;65.098;66.685;50.76;42.72;51.7;48.931;50.287;53.088;60.59;58.937;66.788;61.026;62.062;60.827;63.838;64.754;61.338;61.061;57.605;53.944;3.0;VALOR
P.P.CONSV LEGUMBRE;;27.981;27.405;28.35;29.684;27.58;26.755;28.399;28.871;25.539;27.339;28.753;29.663;26.35;29.615;28.094;28.869;28.359;28.619;28.186;26.652;23.788;36.039;26.622;36.316;24.553;17.423;23.114;24.189;16.843;21.939;27.425;29.988;35.914;25.471;32.0;28.873;25.577;31.455;25.15;29.269;26.268;28.645;4.0;VALOR
P.P.CONSERVA PASTA;;36.565;43.912;39.205;35.817;34.477;30.018;35.275;38.951;43.81;42.024;30.227;42.385;41.135;39.903;27.931;34.053;32.161;34.565;39.631;41.555;47.108;39.013;35.417;35.561;26.053;25.396;32.688;27.651;30.367;30.33;36.851;37.111;42.965;41.265;42.696;38.953;44.514;42.276;45.014;34.433;35.111;26.566;3.0;VALOR
PLAT.PREP.CONGELADO;;82.442;86.874;84.168;81.564;81.418;78.573;79.539;91.824;92.328;85.29;79.011;88.932;88.434;83.269;73.682;78.574;72.913;80.198;86.507;92.373;83.449;86.311;85.432;86.674;78.332;69.692;74.178;78.06;81.47;79.788;82.5;82.948;84.344;82.993;84.598;91.818;92.967;88.218;87.606;80.528;72.489;72.912;2.0;VALOR
P.P.CONGELADO CARNE;;51.599;56.648;51.426;53.703;50.428;45.453;45.777;70.728;73.434;55.608;46.918;69.351;62.04;50.193;38.394;44.379;36.948;46.005;58.234;70.176;49.297;54.345;61.0;55.124;48.997;40.591;40.788;45.354;47.576;52.102;52.41;51.616;50.606;48.077;61.819;70.727;71.123;59.296;62.346;41.516;32.798;38.002;3.0;VALOR
P.P.CONGEL.PESCADO;;62.882;68.681;60.829;63.41;59.724;60.189;58.333;79.757;78.162;64.371;61.176;67.677;70.674;62.81;54.923;58.959;48.684;61.22;67.459;77.771;64.035;69.331;65.37;66.539;62.032;50.448;55.215;49.16;64.468;63.589;64.064;60.429;62.502;50.962;64.025;79.756;77.612;68.283;68.086;61.175;44.495;55.088;3.0;VALOR
P.P.CONGEL.VEGETAL;;44.631;52.46;47.297;42.106;44.691;38.185;43.09;50.125;50.895;48.123;40.612;52.033;49.12;48.095;35.573;41.934;36.679;43.814;48.048;52.015;47.673;42.272;49.631;52.728;35.763;28.618;33.72;42.494;33.798;41.077;45.994;44.826;48.195;46.723;51.611;50.128;52.191;54.724;48.527;42.934;40.78;34.255;3.0;VALOR
P.P.CONGELADO PASTA;;30.216;32.39;28.063;31.066;31.68;27.746;28.266;38.13;37.522;32.351;27.765;40.747;35.097;31.374;22.181;26.863;24.976;27.399;33.525;36.999;36.081;34.362;33.472;31.367;21.543;16.126;21.949;24.131;28.194;30.417;29.433;30.298;32.569;34.256;37.86;38.133;37.748;33.453;37.56;26.28;25.365;21.759;3.0;VALOR
OTROS P.P.CONGELADO;;38.289;47.618;41.165;37.857;35.268;29.95;35.488;49.465;48.366;42.869;33.015;55.301;44.77;40.042;26.491;33.425;26.529;36.537;43.162;49.919;40.612;37.925;39.541;44.825;30.629;27.287;35.437;30.004;32.359;33.414;39.519;38.28;41.927;39.753;50.457;49.47;50.772;47.034;45.377;34.326;26.621;25.435;3.0;VALOR
P.P.SOPAS Y CREMAS;;83.55;88.628;86.177;83.514;81.723;77.965;82.141;88.076;88.876;86.44;80.053;88.95;87.594;85.213;76.445;80.973;79.159;81.895;85.053;89.186;88.285;85.394;85.007;86.323;82.893;67.629;77.94;77.631;78.142;80.451;84.151;82.982;87.694;87.458;88.181;88.07;89.907;87.734;85.461;81.635;83.509;74.966;2.0;VALOR
P.P.GAZPACHO/SALMOR;;49.775;56.957;56.76;48.806;47.102;41.026;49.243;53.064;51.129;53.35;45.593;50.931;53.373;52.563;43.606;48.2;47.259;48.287;51.756;52.753;52.942;57.322;52.321;61.151;44.642;18.751;39.327;30.921;37.108;40.054;49.963;50.359;61.71;55.745;55.593;53.063;54.012;52.758;50.575;48.947;49.254;43.149;3.0;VALOR
P.P.SOPAS Y CR.HORT;;40.484;43.425;41.923;39.545;42.515;36.568;40.997;40.166;37.993;42.155;38.604;54.036;41.31;41.918;35.852;38.954;39.425;41.913;41.131;39.601;43.917;45.798;38.07;42.351;38.226;32.188;34.531;38.386;36.565;37.873;40.272;39.369;46.691;49.823;52.936;40.168;38.327;45.1;41.528;40.552;40.291;35.538;3.0;VALOR
P.P.PIZZA;;74.531;81.475;75.502;75.277;75.476;65.436;70.142;88.11;90.223;80.336;67.479;85.352;84.39;76.899;58.723;67.99;60.376;71.131;81.311;88.884;75.132;79.081;79.509;75.258;71.387;68.796;67.003;62.879;70.549;75.434;75.268;74.727;73.081;78.236;79.882;88.104;90.61;84.286;84.709;71.811;63.541;56.46;2.0;VALOR
P.P.PASTA RESTO;;39.361;42.567;40.78;41.338;39.769;33.008;35.796;48.131;56.287;44.176;33.757;49.594;47.964;40.874;27.255;34.116;31.672;32.387;45.269;52.389;46.118;38.388;43.389;40.103;35.095;28.747;31.128;31.297;33.841;38.266;38.78;40.439;42.279;43.12;42.848;48.121;55.907;48.048;53.784;30.6;32.869;26.053;2.0;VALOR
TORTILLAS REFRIGERAD;;36.042;42.045;39.956;37.835;33.154;27.74;33.485;41.445;48.367;40.698;30.615;39.162;44.208;38.292;25.124;31.873;32.152;31.778;37.26;44.756;39.029;32.519;37.8;43.316;33.31;17.857;32.025;37.284;23.926;29.886;35.226;39.517;42.812;41.076;40.251;41.445;47.166;40.315;42.791;31.021;35.933;25.149;2.0;VALOR
PLAT.PREP.OTROS;;87.486;93.629;92.486;88.049;87.715;77.059;85.053;95.422;95.876;92.779;80.902;96.316;94.754;90.784;73.257;82.221;79.912;85.927;91.515;94.976;88.785;87.417;89.705;90.726;83.569;81.555;80.644;85.426;78.121;85.044;87.982;87.837;91.033;94.237;95.377;95.425;96.205;93.874;95.111;87.767;84.873;71.488;2.0;VALOR
CAFES E INFUSIONES;;96.847;97.272;96.49;96.555;96.869;96.982;97.131;95.228;97.183;96.497;97.308;95.768;96.133;97.739;97.902;97.817;95.91;97.238;97.144;97.268;96.611;97.126;96.654;96.822;97.022;97.966;96.317;96.743;97.171;97.191;96.866;96.558;96.803;94.019;95.11;95.232;97.487;99.031;97.649;98.303;95.015;98.014;1.0;VALOR
CAFE G. O M.TORREFAC;;2.544;2.187;1.894;1.731;2.764;4.06;2.553;2.313;2.687;2.079;3.077;3.128;2.466;2.143;3.118;2.612;2.745;2.513;2.224;2.652;0.721;0.85;1.227;5.527;6.829;2.165;1.152;7.685;5.013;2.708;2.532;2.204;2.111;3.155;1.956;2.313;2.276;2.52;2.894;2.975;1.444;3.102;2.0;VALOR
CAFE G. O M.NATURAL;;62.858;70.617;66.383;63.364;60.773;53.625;62.536;61.973;66.237;66.356;58.728;62.779;65.512;66.9;56.87;62.006;57.336;64.107;64.035;67.015;69.859;66.861;58.344;56.959;51.718;66.156;63.116;67.975;61.598;61.377;63.125;62.117;65.084;60.104;66.012;61.971;68.633;67.119;64.248;68.562;62.133;55.975;2.0;VALOR
CAFE G. O M.MEZCLA;;35.082;34.822;32.723;34.722;35.716;36.886;35.522;32.767;34.767;34.198;36.163;32.194;32.909;38.239;35.801;37.023;32.215;34.0;36.696;38.569;30.928;29.269;31.683;43.015;45.59;36.868;29.233;44.744;36.881;36.873;32.569;35.987;37.649;30.178;27.681;32.768;35.827;44.717;36.682;38.212;32.852;34.699;2.0;VALOR
CAFE G. O M.DESCA;;33.775;35.528;30.084;34.252;35.868;32.703;35.033;30.479;29.788;32.14;35.951;22.994;29.689;37.799;37.812;37.788;30.322;37.126;34.209;33.419;38.338;35.034;36.576;30.871;29.554;32.097;31.276;23.47;33.057;31.461;34.104;32.81;36.771;24.002;25.764;30.481;30.817;36.863;35.706;42.199;29.293;37.849;2.0;VALOR
CAFE SOLUBLE;;57.945;55.628;59.48;57.426;60.22;58.289;58.434;57.434;56.524;56.349;59.899;57.986;54.485;59.537;61.204;60.349;53.167;58.488;60.557;60.705;55.228;65.302;58.375;54.363;56.425;62.663;59.204;52.914;64.319;62.751;58.668;56.983;50.863;50.973;50.313;57.451;57.455;67.627;56.949;61.999;50.509;60.518;2.0;VALOR
DESCAFEINADO CS;;32.555;27.436;29.441;33.134;32.979;38.717;34.585;27.264;25.281;28.034;38.193;26.549;24.999;33.284;42.879;37.958;32.288;33.885;33.907;30.187;29.267;37.215;34.254;28.125;33.162;38.129;36.108;29.317;40.146;37.28;32.425;32.443;25.922;24.677;20.235;27.274;26.813;36.843;25.668;39.09;24.86;43.991;3.0;VALOR
NO DESCAFEINADO CS;;43.544;44.329;46.723;43.906;45.521;39.057;42.592;47.838;47.176;45.779;40.978;49.782;45.863;45.677;38.319;42.079;37.526;42.456;46.354;49.537;42.602;51.062;42.602;40.574;42.186;44.977;45.001;37.79;45.914;46.959;44.672;43.062;37.548;42.55;43.824;47.839;47.674;52.959;46.35;46.02;39.734;36.517;3.0;VALOR
SUCEDANEOS DE CAFE;;14.034;13.605;13.656;12.962;13.581;16.152;14.774;12.29;11.648;12.416;15.967;11.674;11.608;14.163;17.794;15.939;13.821;14.726;13.724;13.882;11.01;16.905;11.996;11.738;18.435;19.284;21.194;8.568;18.342;15.147;13.885;14.813;10.738;12.537;10.263;12.294;13.318;14.176;13.17;15.391;9.751;18.406;2.0;VALOR
CAFE EN CAPSULAS;;47.714;56.567;50.37;48.183;47.787;36.667;46.177;51.893;54.451;52.993;41.516;51.578;53.61;50.809;38.084;44.628;39.319;47.895;50.946;54.426;58.126;56.153;45.752;42.609;37.612;38.435;42.934;39.997;46.655;49.226;49.274;44.669;47.356;50.643;50.776;51.891;55.366;55.862;52.804;52.324;41.336;36.35;2.0;VALOR
DESCAFEINADO CPS;;22.647;26.46;22.102;22.496;24.058;18.613;22.59;23.851;23.062;23.911;21.398;17.814;23.451;25.384;21.282;23.358;19.368;23.428;24.139;24.239;30.215;28.082;22.754;17.671;17.497;16.742;19.678;14.36;25.22;24.004;22.786;19.836;24.334;22.265;18.841;23.853;23.988;26.074;24.939;26.004;19.751;21.124;3.0;VALOR
NO DESCAFEINADO CPS;;43.967;52.159;46.783;45.217;42.829;33.462;42.51;47.423;50.779;49.345;37.647;48.1;50.024;46.782;34.353;40.722;36.448;44.157;46.628;50.321;54.151;52.31;41.282;39.086;34.227;35.099;39.174;38.24;41.355;45.939;44.875;41.795;44.083;46.102;49.146;47.422;52.209;50.781;48.731;48.241;37.932;32.8;3.0;VALOR
INFUSIONES;;69.53;70.931;71.649;67.783;72.806;66.542;70.272;66.281;69.368;69.578;69.581;76.03;68.142;71.21;69.343;70.297;63.906;72.219;71.117;71.538;68.311;70.291;71.911;68.588;66.519;73.138;64.25;75.01;69.885;67.134;70.065;69.442;70.511;68.913;70.806;66.282;70.149;78.019;74.898;73.513;61.648;68.137;2.0;VALOR
INFUSIONES ENVASADO;;68.941;70.14;70.994;67.315;72.234;66.06;69.711;65.015;69.078;68.978;69.009;75.205;67.625;70.676;68.667;69.693;63.258;71.661;70.622;70.894;67.834;69.579;71.387;67.611;66.379;72.666;63.927;74.519;69.297;66.53;69.552;68.892;69.699;68.296;70.27;65.016;69.839;77.57;74.385;73.1;61.093;67.428;3.0;VALOR
INFUSIONES GRANEL;;3.888;4.472;5.363;4.932;3.705;2.784;4.024;4.722;3.763;4.05;4.148;3.634;4.694;3.582;4.751;4.106;5.458;3.472;3.204;4.002;5.199;3.517;3.858;4.601;2.652;2.339;5.677;3.43;2.956;5.198;3.7;3.291;5.074;8.683;2.255;4.723;4.29;3.733;4.467;3.103;3.503;5.259;3.0;VALOR
TE;;38.99;41.62;40.668;38.979;42.546;33.155;39.071;39.011;39.642;41.0;36.713;51.005;39.152;41.269;35.07;38.229;34.789;39.96;41.069;41.106;38.065;38.017;43.161;39.895;33.565;38.642;34.063;43.12;34.55;36.284;40.434;37.625;41.765;40.957;44.661;39.015;40.63;45.025;45.039;39.491;35.171;34.839;3.0;VALOR
MANZANILLA;;30.013;27.571;29.682;30.439;32.524;30.724;30.869;26.655;28.53;27.837;32.796;36.729;26.918;30.708;32.718;31.67;26.211;32.376;31.651;30.369;25.988;31.792;32.569;29.654;28.78;32.799;29.099;33.326;27.356;30.163;30.351;29.807;30.356;26.353;30.123;26.661;29.18;35.054;30.089;33.889;23.983;32.365;3.0;VALOR
POLEO;;13.923;13.407;14.313;14.278;14.767;13.279;14.622;9.846;12.854;12.875;15.15;14.827;12.311;14.785;15.022;14.91;12.18;15.594;13.153;14.79;13.614;15.908;16.022;14.136;12.968;13.672;8.205;13.994;12.69;13.695;14.701;13.436;13.398;9.577;11.019;9.849;14.705;16.301;15.27;16.483;13.016;14.621;3.0;VALOR
OTRAS INFUSIONES;;52.255;54.939;54.807;51.631;52.498;48.589;53.184;47.002;52.389;53.541;50.93;56.924;52.18;55.25;50.272;52.826;47.467;54.895;53.119;54.054;51.21;55.266;52.999;52.452;49.28;54.293;43.648;59.882;54.306;51.575;52.464;51.669;52.676;51.764;54.238;47.006;53.619;61.213;58.252;58.762;48.227;47.936;3.0;VALOR
CALDOS;;61.803;61.36;59.172;64.884;59.43;62.261;60.83;64.44;67.264;58.566;65.722;64.008;59.541;63.118;64.096;63.592;50.846;63.406;66.817;68.635;62.187;60.555;62.889;64.352;58.396;59.204;63.59;54.246;64.348;65.637;61.466;60.688;60.058;39.807;58.18;64.445;68.509;72.121;62.181;65.093;46.288;64.169;1.0;VALOR
AYUDAS CULINARIAS;;9.339;9.736;8.775;9.995;10.067;8.199;8.631;11.981;12.272;9.947;8.663;17.907;10.392;10.143;6.169;8.193;6.127;8.437;11.836;12.446;10.721;11.453;10.465;8.247;5.456;6.451;6.906;12.63;8.31;9.371;9.753;9.341;8.72;8.55;13.425;11.983;13.359;11.275;11.445;8.742;6.887;5.944;2.0;VALOR
SALSAS;;95.95;97.94;97.156;96.388;95.503;92.89;95.067;98.628;98.854;97.291;94.247;98.495;97.969;96.787;92.032;94.441;91.334;96.722;97.761;98.822;95.095;96.494;96.698;97.349;94.899;93.558;94.62;97.068;94.895;96.24;95.677;96.144;96.444;96.464;98.332;98.63;98.866;98.564;98.552;97.617;90.788;91.52;1.0;VALOR
KETCHUP;;56.033;63.635;57.612;57.54;54.286;47.29;50.502;75.099;77.252;58.739;52.897;65.318;66.311;55.366;45.015;50.118;37.985;51.073;66.084;75.865;50.27;53.841;61.362;62.151;57.781;51.477;47.009;65.146;58.48;59.934;55.948;55.16;53.229;46.803;59.808;75.1;78.373;65.314;66.039;51.983;32.001;43.676;2.0;VALOR
MAYONESA;;82.38;85.413;80.388;82.45;83.109;80.223;80.913;87.173;88.408;82.104;82.747;82.86;83.872;85.339;78.677;82.072;72.498;83.171;87.462;89.066;76.402;83.733;84.494;83.861;85.284;82.587;85.013;82.881;85.157;83.698;82.191;82.844;80.105;70.189;81.731;87.17;89.613;90.44;86.446;87.254;69.09;78.615;2.0;VALOR
MAYONESA LIGHT;;34.137;35.587;32.46;33.951;34.358;33.95;33.792;36.383;35.689;33.911;34.427;38.928;33.398;35.325;33.385;34.372;29.197;35.081;37.687;35.97;30.061;34.514;33.278;38.404;41.93;38.165;30.99;25.224;34.627;32.577;33.85;36.166;33.134;28.838;35.11;36.387;35.565;38.491;35.477;39.207;28.931;31.703;3.0;VALOR
MOSTAZA;;32.885;37.446;34.854;37.243;32.816;22.92;31.397;39.186;38.773;35.75;29.664;44.606;36.141;37.469;23.187;30.46;22.654;35.133;38.069;38.377;34.797;30.227;34.451;35.297;33.617;27.082;23.107;45.918;27.524;30.29;33.059;33.046;36.515;29.24;42.304;39.194;38.968;41.684;36.96;38.657;26.031;22.19;2.0;VALOR
OTRAS SALSAS;;84.538;90.836;88.96;85.857;84.299;73.932;82.049;92.658;92.96;89.699;78.149;94.051;91.546;85.922;72.593;79.354;75.048;83.759;89.137;92.501;86.722;87.978;87.174;86.703;78.201;72.787;78.728;82.911;76.838;84.511;84.713;83.931;87.788;89.18;93.623;92.664;92.881;91.891;92.947;83.358;76.58;70.84;2.0;VALOR
AGUA DE BEBIDA ENVAS.;;83.384;86.726;83.441;84.361;82.798;79.313;81.145;92.697;89.011;84.629;81.911;85.624;87.641;83.911;78.144;81.117;76.235;82.741;87.392;88.673;87.591;90.173;85.681;78.005;80.49;82.787;71.068;85.832;79.971;86.391;84.919;81.561;80.947;76.362;84.626;92.7;88.359;85.087;86.849;85.545;79.844;76.442;1.0;VALOR
AGUA DE BEB.CON GAS;;19.53;20.952;21.351;20.839;19.127;15.867;20.617;15.549;16.181;19.754;19.29;15.1;16.95;22.743;20.505;21.641;18.842;21.197;18.815;19.026;31.009;24.372;13.124;14.734;8.928;17.435;10.64;29.766;11.516;20.731;20.487;19.355;19.396;14.61;16.049;15.55;18.215;22.292;17.527;25.551;23.95;19.199;2.0;VALOR
AGUA DE BEB.SIN GAS;;80.918;84.497;80.002;82.017;80.576;76.987;78.204;92.057;87.85;82.464;79.087;84.436;86.242;80.863;74.705;77.878;72.723;79.924;85.627;87.19;83.805;87.965;84.006;75.448;79.926;80.563;68.641;83.779;79.057;83.399;82.65;79.07;77.967;74.619;82.768;92.06;86.371;83.342;84.644;82.475;75.669;73.127;2.0;VALOR
GASEOSAS Y BEBID.REFR;;94.272;95.585;93.293;94.391;95.549;92.575;93.32;96.275;98.297;95.154;93.188;95.219;96.017;95.384;91.124;93.326;89.216;94.722;96.24;97.622;94.134;95.572;95.672;95.133;94.458;91.987;89.635;93.729;96.461;94.367;94.471;93.068;94.651;90.679;95.552;96.278;98.044;97.613;97.108;95.374;90.439;90.481;1.0;VALOR
GASEOSAS;;26.754;27.608;23.872;27.357;28.007;26.45;27.884;19.352;26.336;25.372;28.481;18.024;23.291;30.322;30.087;30.206;21.348;29.553;28.207;28.508;25.076;27.53;29.378;29.472;26.647;32.208;20.355;12.231;31.451;29.145;25.223;26.443;27.192;19.285;20.473;19.352;27.872;34.957;25.596;33.965;21.2;28.964;2.0;VALOR
BEBIDAS REFRESCANTES;;93.661;95.033;92.447;94.023;95.111;91.67;92.554;96.08;98.246;94.726;92.349;95.036;95.682;94.711;90.134;92.488;88.201;94.054;95.794;97.43;93.784;95.059;95.01;94.488;93.863;90.743;88.653;93.743;95.919;94.07;93.688;92.454;94.16;89.425;95.346;96.083;98.005;97.285;96.481;94.487;89.14;89.666;2.0;VALOR
BEB.REFRESC.NARANJA;;47.083;49.596;45.212;47.743;46.947;45.391;43.039;58.26;64.043;48.833;45.129;48.793;54.769;47.706;38.875;43.406;33.869;43.432;52.197;62.14;45.002;49.35;51.979;50.022;48.029;43.188;38.56;39.715;51.817;50.989;47.774;45.414;42.721;38.173;45.407;58.26;63.345;54.81;53.891;42.647;37.116;37.718;3.0;VALOR
BEB.REFRESC.LIMON;;45.012;49.721;44.63;44.698;44.392;41.656;42.726;51.455;55.579;47.752;41.955;46.577;50.967;47.383;37.101;42.382;34.731;43.491;49.625;54.714;48.221;44.526;48.38;50.8;40.541;33.926;33.02;40.184;47.311;47.156;45.723;42.63;44.099;36.098;50.315;51.457;55.774;52.967;48.094;46.589;36.455;36.641;3.0;VALOR
BEB.REFRESC.COLA;;78.5;82.723;78.36;79.888;77.908;73.231;76.123;86.039;86.973;80.559;76.042;84.293;82.648;79.595;71.723;75.736;67.523;77.534;83.167;87.908;78.699;79.912;81.207;81.473;77.408;74.93;69.784;72.905;81.532;79.061;78.828;76.363;79.305;70.905;82.94;86.047;87.021;87.45;79.731;80.012;66.257;71.166;3.0;VALOR
COLA NORMAL;;49.691;49.149;49.419;50.607;51.535;48.228;47.902;54.493;57.418;49.351;50.104;54.487;50.461;51.031;46.705;48.886;40.231;47.646;54.721;58.847;50.773;50.21;52.124;50.76;54.047;47.173;40.333;45.481;52.686;52.455;50.645;47.074;47.751;35.871;48.809;54.508;57.26;59.411;54.152;50.81;38.163;45.792;4.0;VALOR
COLA LIGHT;;48.841;54.932;50.507;50.128;48.25;40.797;47.288;53.973;55.069;52.611;44.409;58.934;54.227;51.133;38.943;45.143;38.979;47.861;53.827;57.223;49.413;48.367;53.223;55.055;42.996;39.888;37.861;46.457;46.678;47.094;48.623;47.682;53.634;50.894;60.57;53.972;57.708;57.931;50.718;48.777;38.786;38.828;4.0;VALOR
COLA SIN CAFEINA;;5.638;5.502;4.743;6.507;5.643;5.608;5.235;7.574;7.097;5.704;5.691;5.733;6.515;5.118;5.472;5.278;4.976;4.869;5.76;7.277;5.235;6.736;5.931;5.669;6.348;7.88;4.349;1.936;4.712;8.024;5.168;5.196;5.871;5.284;4.972;7.575;7.535;5.844;4.115;5.811;5.011;5.306;4.0;VALOR
COLA LIGHT S/CAFE.;;30.998;33.911;30.698;32.785;29.146;27.698;28.806;38.776;38.992;30.898;31.133;28.445;34.502;29.941;29.626;29.778;25.809;30.379;32.551;36.531;29.456;27.638;35.092;34.859;27.234;33.566;29.138;18.594;32.021;31.978;30.906;28.644;33.532;23.804;30.89;38.775;34.923;32.743;30.441;31.048;24.297;29.745;4.0;VALOR
BEB.REFRESC.TONICA;;32.154;35.461;32.126;32.732;33.025;28.019;32.861;25.455;33.6;32.338;32.029;24.49;30.752;36.492;31.953;34.257;26.581;35.577;33.371;33.634;35.099;32.767;38.207;28.509;26.377;31.357;28.68;24.536;32.771;34.937;31.935;30.983;31.836;19.692;30.674;25.457;36.767;37.074;32.722;38.478;28.226;32.178;3.0;VALOR
BEB.REF.TE/CAFE;;41.352;45.245;44.548;41.582;44.171;33.454;38.467;49.259;53.671;46.772;34.99;60.508;48.199;43.685;27.197;35.662;31.625;37.395;47.499;51.991;40.689;38.442;46.41;46.478;33.964;36.593;33.178;44.058;40.966;41.755;41.918;40.418;41.274;47.511;48.748;49.258;53.957;50.977;54.757;35.752;35.514;25.764;3.0;VALOR
BEB.REF.ISOTONICAS;;48.333;55.764;48.166;49.194;45.498;42.292;44.233;59.946;64.794;51.974;44.079;59.509;55.136;48.523;38.498;43.606;34.615;44.611;55.345;62.282;47.686;47.66;49.66;52.15;48.019;51.499;40.273;42.066;52.967;47.927;47.898;48.516;48.052;42.033;53.067;59.945;63.83;56.326;56.943;42.869;36.537;36.774;3.0;VALOR
BEBIDAS ENERGETICA;;14.853;17.073;13.963;15.829;15.495;12.021;13.008;23.67;19.732;17.9;11.345;33.297;19.717;14.664;5.409;10.147;8.052;12.699;19.179;21.582;14.161;15.133;17.756;15.125;13.108;13.853;9.201;20.346;12.266;13.659;15.708;16.433;12.427;18.792;25.434;23.669;19.868;22.309;24.143;9.41;9.845;4.104;4.0;VALOR
OTRAS BEB.REFRESC.;;56.113;61.795;54.35;58.293;55.416;49.847;50.63;72.245;77.613;59.266;52.417;70.296;65.845;54.261;44.625;49.549;40.739;52.097;62.554;73.691;53.274;55.002;66.443;56.646;53.655;45.434;45.663;73.091;55.56;56.97;58.793;54.215;51.791;47.744;63.983;72.242;75.422;61.896;65.413;51.322;40.06;42.839;3.0;VALOR
BEBIDAS ZUMO+LECHE;;27.183;30.231;26.255;28.441;27.385;23.394;20.078;49.308;54.258;29.436;24.567;38.403;37.792;24.499;16.567;20.599;13.635;18.823;32.859;48.135;19.499;27.144;39.416;30.328;30.002;18.786;19.652;28.761;27.027;29.67;29.421;26.467;20.487;14.29;22.399;49.307;50.844;30.162;37.437;18.629;13.379;14.86;4.0;VALOR
BASES PIZZAS&MASAS HO;;66.564;77.083;71.187;65.303;64.92;55.752;62.909;77.853;80.592;70.325;62.121;75.97;73.616;67.905;55.949;62.034;49.369;66.22;75.326;79.219;66.199;64.496;69.757;68.998;69.144;64.153;62.659;59.603;68.172;69.399;66.84;65.118;64.914;58.347;70.853;77.851;81.7;76.797;74.958;66.115;48.086;55.359;1.0;VALOR
ALGAS;;1.695;2.695;2.083;1.648;1.332;0.949;1.398;1.37;4.006;2.185;1.147;2.741;2.628;1.817;0.57;1.217;0.896;0.907;3.132;2.39;2.876;1.924;1.942;1.382;1.068;0.612;0.809;0.244;0.838;1.981;2.059;1.526;1.132;2.609;2.202;1.371;3.457;2.276;5.261;0.672;0.387;0.406;2.0;VALOR
HARINAS Y SEMOLAS;;81.774;85.76;81.355;80.916;79.9;80.365;80.652;85.475;86.629;79.74;84.246;82.581;80.257;82.67;83.313;82.982;70.442;83.526;87.274;87.988;80.725;80.567;84.102;80.236;83.373;85.299;79.939;85.376;88.092;85.832;82.029;80.636;76.74;68.978;76.962;85.473;87.082;89.86;83.892;86.764;63.154;83.125;1.0;VALOR
ENCURTIDOS;;59.016;64.698;58.267;59.781;54.444;56.222;59.501;55.134;60.052;59.018;59.06;50.273;59.323;63.343;57.628;60.553;51.425;62.23;61.537;61.993;56.427;69.22;54.795;64.843;67.407;41.938;60.915;45.488;65.189;57.648;58.237;58.169;61.269;49.434;60.574;55.137;65.012;68.371;54.03;66.612;47.955;58.24;1.0;VALOR
ESPECIAS Y CONDIMENTO;;88.548;91.108;88.063;88.517;88.307;86.519;88.099;90.033;91.333;88.28;88.946;93.536;87.984;89.797;87.779;88.769;82.369;89.672;91.052;92.44;86.628;90.727;90.902;87.923;86.055;88.155;88.633;88.504;90.54;88.677;89.067;88.44;86.704;83.981;90.125;90.032;92.438;94.298;91.389;91.175;79.998;86.819;1.0;VALOR
