Alimentos;;T.ESPAÑA;TIENDA TRADICIONAL;ECONOMATO/COOPERATIVA;HIPERMERCADO;SUPER+AUTO+GRAN ALMACEN;SUPER+AUTOSER;TIENDA DESCUENTO;TIENDA CONGELADOS;HERBORISTERIAS;VENTA A DOMICILIO;FARMACIAS;PESCADERIAS;CARNICERIA/CHARCUT;MERCADILLOS/AMBULANTES;MERCADOS & PLAZAS;LECHERIAS;PANADERIAS;BAR/BODEGAS;VERDULERIA/FRUTERIA;AUTOCONSUMO (C.PROPIA);COMPRA DIRECTA PRODUCTOR;RESTO CANALES;E-COMMERCE;Nivel;Hoja
QUESO CURADO;;55.174;4.762;0.235;13.133;46.654;37.399;16.976;0.005;0.015;0.153;0.0;0.0;3.279;0.612;0.892;0.07;0.03;0.019;0.154;0.025;0.545;2.741;1.124;3.0;VALOR
QUESO DE BOLA;;30.447;2.819;0.318;4.933;25.878;23.702;3.727;0.038;0.0;0.0;0.0;0.0;1.818;0.221;0.701;0.0;0.0;0.001;0.171;0.0;0.243;1.099;0.593;3.0;VALOR
Q.EMMENTAL+GRUYERE;;23.677;0.994;0.009;5.184;20.136;15.955;7.445;0.0;0.0;0.0;0.0;0.0;0.583;0.0;0.297;0.0;0.0;0.0;0.0;0.011;0.005;0.176;0.627;3.0;VALOR
QUESO TIPO AZUL;;33.353;1.609;0.234;6.828;28.938;22.32;12.275;0.0;0.012;0.011;0.0;0.0;0.997;0.058;0.395;0.0;0.0;0.012;0.037;0.0;0.112;0.747;1.039;3.0;VALOR
OTROS TIPOS QUESO;;91.131;9.059;0.553;32.725;85.953;78.277;42.503;0.053;0.075;0.173;0.0;0.0;6.369;0.843;1.54;0.3;0.151;0.009;0.448;0.0;0.802;5.826;5.098;3.0;VALOR
QUESO LECHE CABRA;;62.29;10.353;0.597;14.322;54.148;46.504;20.676;0.052;0.152;0.205;0.0;0.022;6.442;0.954;2.534;0.432;0.095;0.114;0.96;0.093;1.053;3.695;1.841;3.0;VALOR
QUESO LECHE OVEJA;;64.499;10.817;0.58;15.087;53.437;45.0;18.601;0.055;0.018;0.189;0.0;0.102;7.947;1.559;2.259;0.272;0.123;0.022;0.321;0.013;1.23;4.613;1.705;3.0;VALOR
QUESO LECHE VACA;;73.518;8.762;0.386;17.799;66.051;56.78;25.936;0.158;0.016;0.208;0.0;0.0;5.878;0.638;1.999;0.206;0.091;0.001;0.447;0.0;0.518;2.871;2.26;3.0;VALOR
QUESO LECHE OTROS;;98.945;14.835;1.166;49.95;97.389;94.33;63.541;0.24;0.308;0.505;0.009;0.007;9.646;1.365;2.981;0.369;0.292;0.072;1.298;0.025;1.098;10.045;8.638;3.0;VALOR
QUESO SIN LACTOSA;;24.353;0.645;0.035;5.707;20.059;14.074;7.896;0.005;0.008;0.0;0.0;0.0;0.447;0.08;0.197;0.0;0.0;0.0;0.02;0.0;0.0;0.633;0.718;3.0;VALOR
HELADOS Y TARTAS;;85.969;6.223;0.353;22.946;81.511;74.096;39.203;4.785;0.114;1.549;0.0;0.019;0.235;0.129;0.135;0.027;0.451;0.252;0.232;0.012;0.011;4.046;3.844;2.0;VALOR
HELADOS;;83.39;5.648;0.253;21.516;78.542;69.608;37.674;4.427;0.123;1.337;0.0;0.019;0.189;0.138;0.091;0.0;0.32;0.207;0.186;0.012;0.011;3.386;3.578;3.0;VALOR
TARTAS;;43.731;1.969;0.157;5.086;39.615;35.147;9.831;1.513;0.006;0.701;0.0;0.0;0.055;0.024;0.044;0.027;0.18;0.045;0.055;0.0;0.0;1.035;0.766;3.0;VALOR
NATA;;74.506;1.745;0.214;19.071;68.856;61.804;23.942;0.029;0.152;0.027;0.0;0.0;0.064;0.066;0.282;0.187;0.764;0.0;0.21;0.0;0.027;2.019;3.092;2.0;VALOR
NATILLAS;;43.596;0.334;0.115;12.011;38.897;32.272;14.76;0.006;0.049;0.026;0.0;0.0;0.009;0.0;0.011;0.009;0.0;0.0;0.017;0.0;0.061;0.776;1.465;2.0;VALOR
FLANES PREPARADOS;;49.836;0.533;0.112;11.686;46.156;39.339;19.241;0.0;0.041;0.083;0.0;0.0;0.115;0.0;0.125;0.064;0.011;0.0;0.147;0.012;0.006;1.388;1.643;2.0;VALOR
CUAJADAS;;13.989;0.148;0.034;3.82;11.793;9.899;3.732;0.0;0.013;0.008;0.0;0.0;0.034;0.0;0.011;0.0;0.0;0.012;0.0;0.0;0.029;0.297;0.483;2.0;VALOR
CREMA DE CHOCOLATE;;26.29;0.289;0.115;7.552;22.067;17.429;7.83;0.004;0.024;0.033;0.0;0.0;0.01;0.066;0.02;0.009;0.018;0.016;0.051;0.044;0.05;0.547;0.772;2.0;VALOR
CREMA CATALANA;;6.028;0.042;0.0;1.226;5.069;4.562;0.742;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.013;0.017;0.022;0.012;0.0;0.0;0.087;0.159;2.0;VALOR
POSTRES CON NATA;;26.341;0.107;0.021;5.433;23.692;15.962;12.263;0.0;0.0;0.0;0.0;0.0;0.002;0.066;0.0;0.0;0.018;0.0;0.0;0.0;0.0;0.277;0.699;2.0;VALOR
OT.DERIVADOS LACTEOS;;73.084;1.296;0.347;22.83;67.963;59.603;31.503;0.065;0.299;0.069;0.007;0.0;0.163;0.035;0.06;0.079;0.117;0.0;0.232;0.012;0.057;2.284;3.003;2.0;VALOR
OT.DERIVD.SIN LACTS;;14.998;0.091;0.034;4.327;12.0;8.48;4.757;0.0;0.026;0.027;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.172;0.426;3.0;VALOR
PAN;;99.833;52.781;2.645;58.098;98.965;97.4;74.495;1.325;1.767;2.337;0.978;0.72;6.507;3.771;5.895;0.148;45.479;1.242;11.069;0.928;1.103;23.039;12.082;1.0;VALOR
PAN FRESCO/CONGELADO;;98.599;51.974;2.317;45.54;95.792;92.755;65.329;0.989;1.472;2.277;1.132;0.735;5.32;3.555;5.695;0.148;45.431;1.155;10.817;0.822;1.038;18.689;9.08;2.0;VALOR
PAN RESCO/CONG.GRAN;;88.026;48.173;1.525;18.435;80.031;69.016;53.286;0.838;0.545;1.929;0.996;0.659;3.913;2.915;5.027;0.067;42.821;0.955;8.648;0.724;0.694;13.42;4.949;3.0;VALOR
PAN RESCO/CONG.ENV.;;95.876;27.962;1.143;41.478;92.428;88.675;52.308;0.306;1.1;0.779;0.193;0.086;2.32;1.077;1.869;0.085;21.672;0.336;4.847;0.1;0.482;9.463;6.315;3.0;VALOR
PAN FRESCO INTEGRAL;;65.226;22.208;0.692;10.561;56.0;43.016;33.686;0.147;0.759;0.511;0.183;0.215;0.399;0.87;2.144;0.0;19.473;0.292;2.27;0.226;0.367;3.115;1.765;3.0;VALOR
PAN FRESCO NORMAL;;98.355;50.4;1.977;43.964;95.271;92.133;63.117;0.978;0.934;2.162;1.105;0.637;5.115;3.409;5.085;0.148;43.877;0.953;10.268;0.62;0.854;17.672;8.72;3.0;VALOR
PAN FRESCO SIN SAL;;38.256;11.731;0.18;4.47;29.176;21.45;11.988;0.162;0.191;0.287;0.027;0.016;0.415;0.396;1.27;0.0;9.628;0.056;1.001;0.05;0.047;1.682;1.283;3.0;VALOR
PAN INDUSTRIAL;;98.38;6.333;0.957;46.81;96.344;93.014;57.965;0.282;0.783;0.116;0.045;0.014;1.464;0.243;0.461;0.0;1.872;0.07;0.92;0.067;0.276;9.234;8.121;2.0;VALOR
PAN INDUSTRIAL FRES;;91.562;2.791;0.573;37.505;88.413;82.076;47.87;0.0;0.338;0.1;0.009;0.014;0.663;0.062;0.114;0.0;0.514;0.0;0.324;0.044;0.212;5.299;5.986;3.0;VALOR
PAN IND.F.INTEGRAL;;25.621;0.276;0.051;10.039;19.003;18.321;1.176;0.0;0.093;0.0;0.0;0.0;0.0;0.062;0.044;0.0;0.025;0.0;0.028;0.044;0.034;0.774;1.004;4.0;VALOR
PAN IND.F.NORMAL;;86.666;2.301;0.519;31.195;83.024;75.914;43.298;0.0;0.254;0.061;0.009;0.014;0.615;0.0;0.075;0.0;0.439;0.0;0.329;0.0;0.219;4.345;5.021;4.0;VALOR
PAN IND.F.S/CORTEZ;;41.823;0.713;0.129;12.231;37.576;31.668;15.58;0.0;0.021;0.055;0.0;0.0;0.068;0.0;0.043;0.0;0.107;0.0;0.072;0.0;0.048;1.048;1.438;4.0;VALOR
PAN IND.F.ENRIQUEC;;79.385;1.322;0.193;27.732;73.557;63.042;37.055;0.0;0.236;0.055;0.0;0.0;0.367;0.062;0.09;0.0;0.095;0.0;0.213;0.044;0.07;2.514;3.723;4.0;VALOR
PAN INDUSTRIAL SECO;;93.508;4.523;0.662;33.866;89.461;84.221;41.404;0.282;0.515;0.056;0.037;0.0;0.924;0.187;0.389;0.0;1.541;0.07;0.694;0.066;0.14;6.068;5.416;3.0;VALOR
PAN IND.S.INTEGRAL;;40.823;0.506;0.077;11.153;34.838;29.793;9.584;0.086;0.138;0.0;0.017;0.0;0.041;0.0;0.023;0.0;0.089;0.0;0.035;0.0;0.02;0.637;1.434;4.0;VALOR
PAN IND.S.NORMAL;;92.092;4.278;0.67;31.709;87.68;81.863;39.4;0.195;0.467;0.056;0.036;0.0;0.904;0.187;0.366;0.0;1.47;0.07;0.66;0.066;0.133;5.821;4.897;4.0;VALOR
BOLL.PAST.GALLET.CERE;;99.631;36.754;2.2;60.975;98.49;96.588;71.762;1.274;1.971;1.436;0.32;0.329;3.685;2.774;3.248;0.176;28.676;0.686;5.839;0.152;1.629;26.065;11.445;1.0;VALOR
BOLLERIA/PASTELERIA;;96.976;33.524;1.374;46.128;93.887;89.712;59.483;0.67;0.505;0.932;0.111;0.09;2.933;2.188;2.606;0.162;27.825;0.511;3.865;0.096;1.044;16.063;7.445;2.0;VALOR
BOLL./PAST.ENVASADA;;95.118;16.859;1.233;44.705;91.709;87.481;51.876;0.256;0.407;0.689;0.032;0.043;1.877;0.911;1.073;0.073;12.267;0.253;2.096;0.036;0.85;12.839;6.463;3.0;VALOR
O.PASTEL/TARTA ENV;;22.946;3.205;0.004;5.199;16.867;12.663;5.523;0.0;0.008;0.023;0.0;0.0;0.093;0.023;0.036;0.039;2.926;0.0;0.03;0.0;0.075;1.35;0.404;4.0;VALOR
BOLL./PAST.GRANEL;;75.917;28.807;0.385;10.928;66.849;55.17;36.271;0.684;0.216;0.465;0.074;0.043;1.46;1.68;2.107;0.127;25.371;0.299;2.267;0.062;0.341;6.411;2.096;3.0;VALOR
O.PASTEL/TARTA GRA;;10.156;7.449;0.0;0.626;2.168;1.866;0.325;0.0;0.0;0.101;0.0;0.0;0.101;0.049;0.103;0.0;7.292;0.088;0.089;0.01;0.165;0.557;0.233;4.0;VALOR
GALLETAS;;96.431;9.476;1.518;48.248;92.915;88.465;54.711;0.481;0.895;0.179;0.187;0.084;0.78;0.366;0.958;0.023;3.766;0.064;1.892;0.092;0.402;13.133;7.39;2.0;VALOR
GALLETAS ENVASADAS;;96.385;6.48;1.518;48.248;92.915;88.465;54.711;0.451;0.869;0.179;0.187;0.084;0.695;0.168;0.402;0.023;0.879;0.049;1.654;0.039;0.354;13.095;7.39;3.0;VALOR
GALLETAS SALADAS;;46.061;0.676;0.197;12.574;40.349;31.515;16.139;0.029;0.123;0.0;0.0;0.018;0.003;0.012;0.082;0.007;0.076;0.002;0.075;0.011;0.092;1.971;1.509;4.0;VALOR
GALLETAS DULCES;;95.661;6.147;1.487;46.858;91.772;87.02;52.777;0.456;0.798;0.179;0.187;0.066;0.693;0.168;0.325;0.013;0.826;0.049;1.615;0.028;0.305;12.562;7.079;4.0;VALOR
DIETETICAS;;38.476;0.709;0.144;10.84;32.635;25.919;12.1;0.0;0.354;0.012;0.005;0.018;0.038;0.011;0.062;0.0;0.007;0.0;0.05;0.0;0.043;1.038;1.121;5.0;VALOR
GALLETAS GRANEL;;5.035;4.63;0.0;0.0;0.0;0.0;0.0;0.032;0.043;0.0;0.0;0.0;0.087;0.228;0.631;0.0;3.203;0.018;0.55;0.05;0.073;0.157;0.0;3.0;VALOR
CEREALES;;67.67;1.384;0.307;22.768;61.713;54.787;25.411;0.018;0.99;0.049;0.007;0.0;0.024;0.0;0.0;0.0;0.057;0.0;0.156;0.0;0.04;2.322;3.931;2.0;VALOR
CEREALES DESAY.ENV.;;67.67;1.384;0.307;22.768;61.713;54.787;25.411;0.018;0.99;0.049;0.007;0.0;0.024;0.0;0.0;0.0;0.057;0.0;0.156;0.0;0.04;2.322;3.931;3.0;VALOR
CON FIBRA;;45.462;0.519;0.073;10.055;40.843;33.942;15.667;0.018;0.412;0.049;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.059;0.0;0.0;0.584;2.193;4.0;VALOR
PRODUCTOS NAVIDEÑOS;;78.058;7.027;0.695;24.535;70.323;59.205;36.354;0.378;0.089;0.472;0.022;0.143;0.612;0.736;0.792;0.01;3.612;0.126;1.606;0.034;0.972;9.595;2.296;2.0;VALOR
MANTECADOS/POLVORON;;34.43;2.523;0.15;6.341;27.9;24.864;6.456;0.048;0.1;0.168;0.022;0.0;0.238;0.271;0.259;0.0;1.114;0.0;0.715;0.0;0.201;2.207;0.969;3.0;VALOR
MAZAPANES;;9.046;0.812;0.016;1.701;6.231;4.746;1.625;0.117;0.076;0.0;0.0;0.056;0.0;0.273;0.115;0.0;0.23;0.0;0.074;0.0;0.0;0.583;0.1;3.0;VALOR
PRD.NAVIDEÑO TURRON;;52.964;1.867;0.295;13.696;43.167;35.406;15.702;0.079;0.002;0.143;0.0;0.085;0.094;0.115;0.148;0.01;0.867;0.079;0.199;0.0;0.478;5.453;1.164;3.0;VALOR
OTROS PRD.NAVIDEÑOS;;62.059;4.77;0.639;16.482;53.583;39.605;29.459;0.146;0.013;0.251;0.0;0.018;0.418;0.277;0.547;0.01;2.574;0.04;0.856;0.034;0.569;6.241;1.401;3.0;VALOR
CHOCOLATES/CACAOS/SUC;;97.438;5.809;1.481;48.904;94.231;89.233;58.451;0.29;0.687;0.474;0.096;0.025;0.614;0.225;0.319;0.009;1.866;0.14;0.959;0.023;0.541;17.385;7.773;1.0;VALOR
CHOCOLATES;;89.938;2.845;0.914;35.912;84.369;75.576;45.524;0.11;0.434;0.114;0.022;0.009;0.421;0.064;0.106;0.01;0.362;0.048;0.672;0.023;0.334;8.958;4.822;2.0;VALOR
CHOCOLATE TABLETAS;;85.38;2.427;0.812;31.111;79.597;69.72;41.308;0.09;0.391;0.051;0.022;0.009;0.332;0.064;0.092;0.01;0.305;0.048;0.567;0.012;0.208;6.209;4.34;3.0;VALOR
CHOC.TAB.CON LECHE;;66.964;1.419;0.649;21.102;60.568;50.5;29.089;0.02;0.061;0.055;0.0;0.009;0.206;0.028;0.092;0.01;0.17;0.017;0.243;0.012;0.089;4.209;2.362;4.0;VALOR
CHOC.TAB.SIN LECHE;;65.927;1.326;0.308;20.633;59.188;49.598;27.422;0.09;0.351;0.009;0.022;0.0;0.15;0.05;0.0;0.0;0.182;0.037;0.333;0.0;0.166;2.971;3.044;4.0;VALOR
CHOC.TAB.C.ALMENDR;;40.302;0.54;0.221;10.894;34.126;27.819;13.261;0.073;0.029;0.0;0.0;0.0;0.074;0.041;0.056;0.0;0.052;0.0;0.096;0.012;0.088;1.797;1.139;4.0;VALOR
CHOC.TABLETA OTROS;;82.599;2.239;0.785;29.067;76.401;66.152;38.727;0.076;0.38;0.051;0.022;0.009;0.302;0.032;0.034;0.01;0.295;0.048;0.543;0.0;0.144;5.221;3.957;4.0;VALOR
TURRON DE CHOCOLATE;;54.906;0.642;0.305;17.171;44.565;36.558;16.713;0.033;0.06;0.067;0.0;0.0;0.081;0.0;0.021;0.01;0.056;0.0;0.169;0.013;0.164;4.322;1.397;3.0;VALOR
O.PROD.CHOC./CACAO;;92.765;4.166;1.078;41.297;87.182;80.453;46.158;0.281;0.42;0.455;0.075;0.015;0.247;0.182;0.236;0.009;1.648;0.091;0.52;0.012;0.343;14.178;5.824;2.0;VALOR
BOMBONES;;64.459;2.709;0.413;19.508;54.286;43.671;22.491;0.136;0.071;0.297;0.047;0.015;0.184;0.123;0.146;0.0;1.505;0.068;0.372;0.012;0.236;6.817;1.494;3.0;VALOR
SNACKS CHOCOLATE;;61.283;1.209;0.423;18.901;55.048;45.487;25.798;0.036;0.06;0.091;0.0;0.0;0.042;0.0;0.03;0.009;0.312;0.012;0.168;0.0;0.093;6.576;1.973;3.0;VALOR
CACAO SOLUBLE;;57.419;0.604;0.321;18.13;47.364;41.882;12.79;0.013;0.147;0.076;0.017;0.0;0.02;0.047;0.029;0.0;0.024;0.01;0.046;0.0;0.008;2.695;2.526;3.0;VALOR
NORMAL;;57.048;0.547;0.321;17.84;47.072;41.582;12.741;0.013;0.081;0.076;0.0;0.0;0.02;0.047;0.029;0.0;0.024;0.01;0.046;0.0;0.008;2.619;2.523;4.0;VALOR
LIGHT;;1.78;0.079;0.0;0.72;0.958;0.834;0.139;0.0;0.063;0.0;0.017;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.085;0.012;4.0;VALOR
CREMA CACAO UNTAR;;48.08;0.456;0.284;15.135;40.353;33.269;15.621;0.011;0.172;0.058;0.008;0.0;0.0;0.0;0.003;0.0;0.026;0.0;0.027;0.0;0.01;2.249;1.753;3.0;VALOR
ARROZ;;93.828;4.927;0.658;33.406;86.861;79.325;35.277;1.591;0.552;2.359;0.02;0.025;0.575;0.15;0.206;0.0;0.386;0.275;0.719;0.0;0.145;7.497;5.618;1.0;VALOR
LARGO;;28.548;0.287;0.067;9.97;21.809;17.642;7.501;0.014;0.065;0.0;0.0;0.0;0.026;0.0;0.0;0.0;0.0;0.0;0.104;0.0;0.0;0.701;1.154;2.0;VALOR
NORMAL;;69.921;1.578;0.486;17.812;62.443;54.925;19.352;0.055;0.165;0.044;0.007;0.013;0.226;0.055;0.027;0.0;0.036;0.028;0.315;0.0;0.047;2.694;2.882;4.0;VALOR
VAPORIZADO;;13.841;0.136;0.043;2.921;11.781;10.073;3.133;0.012;0.028;0.0;0.0;0.0;0.015;0.0;0.007;0.0;0.0;0.0;0.013;0.0;0.0;0.464;0.53;2.0;VALOR
P.P.CONSERVA ARROZ;;27.764;0.181;0.059;8.538;23.823;20.61;7.887;0.0;0.034;0.009;0.0;0.0;0.0;0.0;0.058;0.0;0.0;0.014;0.043;0.0;0.0;0.488;1.401;2.0;VALOR
P.P.CONGELADO ARROZ;;27.671;1.322;0.009;3.746;24.727;19.923;9.22;1.234;0.006;0.485;0.0;0.012;0.013;0.0;0.018;0.0;0.0;0.0;0.0;0.0;0.013;0.324;1.073;2.0;VALOR
P.P.ARROZ RESTO;;2.894;0.023;0.018;0.671;2.247;1.537;0.808;0.0;0.0;0.014;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.009;0.083;2.0;VALOR
OTROS TIPOS ARROZ;;37.5;2.218;0.061;8.325;27.966;24.393;5.74;0.467;0.388;2.008;0.014;0.0;0.323;0.094;0.102;0.0;0.359;0.217;0.312;0.0;0.084;3.804;1.713;2.0;VALOR
TOTAL PASTAS;;96.918;4.01;0.863;41.369;92.55;86.577;48.34;0.089;0.731;0.057;0.0;0.073;0.547;0.037;0.38;0.0;0.139;0.085;0.846;0.0;0.135;6.595;7.056;1.0;VALOR
PASTAS ALIMENTICIAS;;96.828;3.853;0.765;40.557;92.327;86.183;47.955;0.089;0.731;0.057;0.0;0.073;0.532;0.037;0.286;0.0;0.139;0.085;0.828;0.0;0.135;6.44;6.973;2.0;VALOR
PASTA ALIM.SECA;;95.898;3.769;0.715;38.738;90.605;84.075;44.302;0.08;0.698;0.014;0.0;0.073;0.515;0.037;0.271;0.0;0.139;0.085;0.802;0.0;0.135;5.974;6.555;3.0;VALOR
PASTA ALIM.FRESCA;;41.967;0.203;0.05;9.056;38.586;30.849;16.354;0.009;0.064;0.061;0.0;0.0;0.017;0.0;0.014;0.0;0.0;0.0;0.03;0.0;0.0;0.661;1.69;3.0;VALOR
PASTAS ALIM.GRANEL;;4.821;0.534;0.056;0.457;3.375;1.913;1.627;0.0;0.06;0.0;0.0;0.0;0.108;0.0;0.062;0.0;0.087;0.033;0.052;0.0;0.104;0.462;0.18;3.0;VALOR
PASTAS ALIM.ENVASAD;;96.715;3.361;0.734;40.474;92.225;86.094;47.687;0.089;0.672;0.057;0.0;0.073;0.439;0.037;0.228;0.0;0.061;0.052;0.777;0.0;0.032;6.135;6.899;3.0;VALOR
PASTAS PARA RELLENAR;;26.222;0.314;0.167;6.754;21.411;19.068;3.544;0.0;0.006;0.0;0.0;0.0;0.015;0.0;0.106;0.0;0.0;0.0;0.047;0.0;0.0;0.465;0.7;2.0;VALOR
AZUCAR;;79.355;1.636;0.635;24.78;71.724;64.232;27.006;0.038;0.419;0.049;0.032;0.008;0.207;0.0;0.034;0.0;0.066;0.091;0.23;0.018;0.038;4.36;3.848;1.0;VALOR
EDULCORANTES;;37.303;1.226;0.076;7.504;32.354;27.985;8.686;0.0;0.597;0.005;0.404;0.0;0.012;0.0;0.084;0.0;0.0;0.0;0.056;0.0;0.0;1.225;1.388;1.0;VALOR
STEVIA;;9.405;0.094;0.007;1.567;8.31;7.766;1.005;0.0;0.058;0.005;0.03;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.107;0.261;2.0;VALOR
LEGUMBRES;;89.597;14.168;0.979;28.754;80.31;71.788;34.284;0.351;0.575;0.313;0.0;0.136;3.838;1.937;3.697;0.035;0.304;0.39;5.551;0.502;0.67;7.338;4.842;1.0;VALOR
LEGUMBRES SECAS;;68.659;11.877;0.822;17.716;54.914;49.068;14.154;0.204;0.577;0.313;0.0;0.041;2.716;1.856;2.783;0.007;0.297;0.363;5.206;0.502;0.639;5.326;2.64;2.0;VALOR
LEGUMBRES COCIDAS;;71.301;4.636;0.34;19.608;63.918;53.843;28.438;0.145;0.199;0.08;0.0;0.092;1.601;0.133;1.56;0.029;0.005;0.027;0.454;0.0;0.029;3.045;3.382;2.0;VALOR
GARBANZOS;;75.942;7.92;0.503;20.334;65.03;55.961;25.172;0.115;0.227;0.172;0.0;0.042;2.154;0.86;2.134;0.044;0.144;0.338;2.557;0.158;0.411;4.445;3.557;2.0;VALOR
ALUBIAS;;61.381;8.054;0.588;14.618;50.65;41.509;18.638;0.161;0.217;0.082;0.0;0.087;1.953;1.199;2.273;0.014;0.091;0.043;2.477;0.384;0.334;3.725;2.231;2.0;VALOR
LENTEJAS;;69.171;7.496;0.451;16.571;56.687;48.948;15.936;0.181;0.381;0.28;0.0;0.04;1.233;0.988;1.813;0.0;0.119;0.226;2.763;0.0;0.271;3.674;2.922;2.0;VALOR
LENTEJAS SECAS;;57.718;6.276;0.413;13.052;45.044;39.503;10.532;0.155;0.347;0.242;0.0;0.04;0.923;0.988;1.349;0.0;0.119;0.226;2.597;0.0;0.271;3.16;2.005;3.0;VALOR
LENTEJAS COCIDAS;;23.034;1.659;0.047;4.981;19.284;15.11;6.783;0.029;0.114;0.03;0.0;0.0;0.366;0.0;0.651;0.0;0.0;0.0;0.149;0.0;0.0;0.708;1.14;3.0;VALOR
OTRAS LEGUMBRES;;3.255;1.543;0.0;0.49;0.894;0.688;0.206;0.0;0.206;0.034;0.0;0.0;0.218;0.259;0.517;0.0;0.0;0.014;0.553;0.187;0.0;0.426;0.083;2.0;VALOR
TOTAL ACEITE;;92.452;3.826;2.678;42.727;83.097;76.725;36.089;0.235;0.651;0.42;0.0;0.0;0.856;0.315;0.436;0.007;0.219;0.293;0.561;0.301;2.153;10.839;6.522;1.0;VALOR
ACEITE 1L;;80.962;1.698;0.788;32.052;71.443;64.59;28.614;0.14;0.21;0.1;0.0;0.0;0.341;0.044;0.106;0.0;0.053;0.042;0.38;0.0;0.139;3.538;4.313;2.0;VALOR
ACEITE 5L;;43.186;1.562;2.042;17.978;27.48;24.252;6.775;0.028;0.055;0.256;0.0;0.0;0.345;0.277;0.173;0.0;0.185;0.238;0.121;0.197;1.4;5.903;2.499;2.0;VALOR
TOTAL ACEITES OLIVA;;80.712;2.69;2.326;35.008;66.024;60.08;22.357;0.083;0.291;0.431;0.0;0.0;0.812;0.315;0.366;0.007;0.264;0.257;0.349;0.301;2.081;9.575;4.999;2.0;VALOR
A.O VIRGEN+V.EXTRA;;65.008;1.817;1.383;25.751;50.118;45.542;13.597;0.083;0.221;0.255;0.0;0.0;0.475;0.263;0.165;0.007;0.125;0.105;0.204;0.035;0.821;7.433;3.313;3.0;VALOR
A.O VIRGEN;;29.882;0.691;0.211;7.217;23.06;19.141;6.538;0.016;0.123;0.103;0.0;0.0;0.213;0.066;0.022;0.0;0.0;0.009;0.036;0.016;0.058;1.462;0.881;4.0;VALOR
A.O VIRGEN EXTRA;;57.589;1.292;1.24;23.357;42.77;39.053;9.909;0.067;0.102;0.153;0.0;0.0;0.27;0.198;0.144;0.007;0.125;0.094;0.179;0.023;0.767;6.342;2.865;4.0;VALOR
A. OLIVA;;53.947;1.208;1.199;19.421;42.732;37.288;13.74;0.0;0.107;0.229;0.0;0.0;0.344;0.172;0.23;0.0;0.133;0.152;0.175;0.273;1.377;3.527;2.736;3.0;VALOR
ACEITE DE GIRASOL;;67.903;1.167;0.576;21.774;60.208;52.794;22.749;0.124;0.13;0.016;0.0;0.0;0.052;0.0;0.067;0.0;0.027;0.0;0.321;0.0;0.0;3.03;2.971;2.0;VALOR
ACEITE DE MAIZ;;0.473;0.0;0.0;0.284;0.21;0.21;0.001;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.055;0.0;0.0;2.0;VALOR
ACEITE DE SOJA;;0.148;0.0;0.0;0.0;0.148;0.076;0.074;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;VALOR
OTROS ACEITES VEG;;16.028;0.302;0.05;4.194;12.141;8.679;4.228;0.0;0.234;0.0;0.0;0.0;0.026;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.499;0.577;2.0;VALOR
ACEITE DE ORUJO;;10.166;0.135;0.138;2.079;8.221;5.761;3.158;0.028;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.036;0.009;0.0;0.0;0.781;0.217;2.0;VALOR
MARGARINA;;53.248;0.774;0.269;13.368;48.587;42.001;16.951;0.036;0.126;0.047;0.0;0.01;0.06;0.011;0.168;0.0;0.029;0.0;0.11;0.0;0.0;1.676;1.754;1.0;VALOR
M.LIGHT;;14.694;0.039;0.024;2.804;12.814;11.665;1.692;0.0;0.011;0.0;0.0;0.0;0.0;0.0;0.014;0.0;0.0;0.0;0.0;0.0;0.0;0.081;0.514;2.0;VALOR
M.BAJA EN COLESTEROL;;4.978;0.0;0.031;1.239;4.312;3.669;1.074;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.048;0.163;2.0;VALOR
M.ENRIQUECIDA;;47.133;0.532;0.219;10.657;42.975;36.802;14.317;0.036;0.104;0.054;0.0;0.01;0.0;0.0;0.09;0.0;0.029;0.0;0.11;0.0;0.0;1.209;1.383;2.0;VALOR
ACEITUNAS;;88.518;13.826;0.865;27.368;80.528;70.973;36.354;0.441;0.165;0.168;0.0;0.231;1.602;4.831;5.53;0.012;0.14;0.385;6.085;0.725;0.418;6.763;4.624;1.0;VALOR
ACEITUNA ENV.C/HUESO;;46.971;0.906;0.245;12.391;40.182;33.341;14.539;0.038;0.02;0.01;0.0;0.013;0.163;0.035;0.15;0.0;0.043;0.094;0.339;0.012;0.105;1.646;1.646;2.0;VALOR
