Alimentos;;T.ESPAÑA;CATALUÑA;ARAGÓN;ILLES BALEARS;COMUNITAT VALENCIANA;REGIÓN DE MURCIA;ANDALUCÍA;COMUNIDAD DE MADRID;CASTILLA - LA MANCHA;EXTREMADURA;CASTILLA Y LEÓN;GALICIA;PRINCIPADO DE ASTURIAS;CANTABRIA;PAIS VASCO;LA RIOJA;C. FORAL DE NAVARRA;CANARIAS;Nivel;Hoja
PAVO;;57240.594000000005;9392.1231;2218.3912;1359.1551899999997;5987.3852;1484.39965;8780.4707;7074.5741;2324.6452999999997;929.07292;3562.8325999999997;3197.4387000000006;1349.6250000000002;478.52510000000007;4863.162499999999;543.4031500000001;1275.65177;2419.7341;4.0;VALOR
OTRAS AVES;;12512.005;2207.2338799999998;341.295077;452.49846;1381.52396;284.528596;2571.3943999999997;1675.00227;571.7964099999999;228.01106799999997;633.05835;730.19009;140.513976;76.195536;710.7484999999999;95.154336;206.748729;206.109874;2.0;VALOR
CARNE CABALLO;;1638.29617;322.389238;18.33818;9.019110000000001;608.0860799999999;46.610748;94.67301199999999;110.860023;10.897908000000001;11.727110999999999;77.126636;14.217970999999999;59.06078;48.670127;55.79821700000001;16.787397;128.898156;5.135441;4.0;VALOR
CARNE CONGELADA;;42733.255000000005;4589.8446;740.7021100000001;859.85815;4351.0367;1324.3411100000003;6359.6644;4278.961700000001;2758.9149999999995;845.27764;2011.9190999999998;1574.95431;485.92125;357.7845;1299.52488;351.33828000000005;421.24327000000005;10121.966600000002;2.0;VALOR
C.CONG.POLLO;;27908.123000000003;2867.9282;492.64977;545.01699;2860.0396;980.1163799999999;3932.7634;2661.0872000000004;1964.0833;480.8520199999999;1351.33397;811.47244;263.945181;152.87672300000003;874.62236;180.98087200000003;282.937544;7205.4143;3.0;VALOR
C.CONG.CERDO;;7251.6777;853.2022599999999;143.342414;116.22070400000001;597.8071199999999;164.73491900000002;1330.7141299999998;893.29171;430.02285800000004;208.934036;306.72624900000005;312.18807000000004;88.460453;101.672508;131.46651799999998;117.58899200000003;116.23078699999999;1339.0739100000003;3.0;VALOR
C.CONG.VACA;;2474.5834999999997;190.500197;21.432496999999998;18.37902;196.60053999999997;44.202291;346.34562;214.28012399999997;91.01397899999999;51.514283;184.13629800000004;138.173096;33.46155399999999;21.95206;87.01548100000001;17.745762;10.786996;807.0437000000001;3.0;VALOR
RESTO CARNES CONG.;;5098.872299999999;678.21395;83.277444;180.24147100000002;696.5894699999999;135.28761799999998;749.84123;510.30251;273.79468299999996;103.977292;169.72272299999997;313.1207059999999;100.05405599999999;81.283225;206.42041700000001;35.022644;11.287945;770.43494;3.0;VALOR
C.CONG.CABALLO;;10.210916000000001;0.819159;0.0;0.0;1.1259469999999998;0.0;4.828583999999999;0.33452;0.0;0.0;1.028819;0.0;1.02339;0.0;1.050497;0.0;0.0;0.0;4.0;VALOR
SALCHICHAS CONGELAD;;126.901917;5.4153;0.0;14.005222999999999;4.224118;0.0;23.16276;2.804971;0.0;1.242308;0.74415;0.0;1.227099;0.0;0.0;0.0;2.08583;71.99016400000002;3.0;VALOR
CARNE TRANSFORMADA;;480757.41000000003;75786.496;13067.283399999998;9345.845099999999;48809.945999999996;16352.511999999999;92828.409;67706.637;25254.735999999997;12043.174299999999;27742.835000000003;24701.196;11554.360999999999;4871.6711;23228.023;3018.0066;5616.5034;18829.769999999997;2.0;VALOR
JAMON CURADO+PALETA;;84070.32400000001;13673.840400000001;2524.6462000000006;1644.7454300000002;9775.052599999999;2741.8792;16346.775800000001;11342.018100000001;4721.11;1699.75297;4472.3355;3928.0946;2362.1411000000003;581.8292200000001;3720.1993;542.48234;1138.44792;2854.9705000000004;3.0;VALOR
JAMON C.+P.ENTERO;;31650.851000000002;5192.9455;1080.3018;498.07721200000003;3199.78259;1033.53691;7282.928100000001;4053.3384;2247.18458;743.83154;1990.3395399999997;1328.99075;761.14982;115.00938199999999;1138.20905;277.653181;414.99749999999995;292.572922;4.0;VALOR
JAMON C.+P.LONCHA;;52419.469;8480.893200000002;1444.34404;1146.66819;6575.2690999999995;1708.34227;9063.8457;7288.679300000001;2473.9254;955.92124;2481.9959;2599.104;1600.9911;466.8198500000001;2581.9901999999997;264.82916;723.45039;2562.3975;4.0;VALOR
JAMON CURADO NORMAL;;61288.219000000005;8945.3115;2162.0065000000004;1216.72402;8141.868300000001;2307.7335000000003;11533.7406;7459.1875;3801.6497;1122.20423;3414.4898000000003;3346.1748000000002;1881.5926;404.4727499999999;2205.5288;384.84159999999997;903.5607299999999;2057.1283000000003;3.0;VALOR
JAMON C.N.ENTER/PI;;20137.5158;2858.2854;927.3684700000001;391.08242199999995;2525.42998;774.77965;4302.7802;2242.4730799999998;1667.24336;354.79878;1316.4814700000002;1008.10815;497.80200699999995;68.697343;584.9771109999999;195.219038;317.099643;104.890545;4.0;VALOR
JAMON C.N.LONCHA;;41150.69899999999;6087.0265;1234.63799;825.6416100000001;5616.4381;1532.95381;7230.9599;5216.7146;2134.4063;767.40545;2098.0083;2338.0667;1383.7905799999999;335.77539;1620.5516;189.62257000000002;586.46099;1952.2376;4.0;VALOR
JAMON IBERICO;;14866.778300000002;2540.2786;191.987306;312.482726;1214.0742200000002;335.67868799999997;3368.5869;2908.42939;688.978374;445.461701;556.54895;284.440918;318.44944999999996;77.051249;828.03589;89.753227;157.16353399999997;549.37585;3.0;VALOR
JAMON IBE.ENTER/PI;;8051.292600000001;1160.882237;92.230417;57.939642;530.885945;237.349201;2285.51425;1533.672922;490.947337;332.129724;348.827984;140.839207;172.93737199999998;15.472940000000001;390.253718;66.628617;67.94628;126.834785;4.0;VALOR
JAMON IBE.LONCHA;;6815.484;1379.3964299999998;99.756901;254.543036;683.18816;98.32955199999999;1083.0727499999998;1374.7564399999999;198.03091;113.33192000000001;207.720976;143.60171;145.512074;61.578317000000006;437.7821;23.124602;89.21724699999999;422.54109;4.0;VALOR
PALETA CURADA NORM.;;3942.6326;753.2411699999999;146.500948;44.968356;303.17846000000003;66.777845;749.73984;424.26768000000004;152.23661800000002;47.986227;277.852676;245.337828;103.41054199999999;29.387203999999997;415.86193999999995;11.504482000000001;47.940093000000005;122.440688;3.0;VALOR
PALETA C.N.ENTR/PI;;1460.11124;316.31138500000003;48.39146100000001;14.74085;104.78951199999999;10.016181;293.46048200000007;45.38550600000001;43.895212;9.276489000000002;153.90306999999999;176.304255;69.713189;7.5279549999999995;134.179555;0.695129;12.672;18.849044;4.0;VALOR
PALETA C.N.LONCHA;;2482.5215999999996;436.9298;98.10948500000002;30.227498000000004;198.38895999999997;56.761661000000004;456.27936;378.88217;108.341417;38.709739000000006;123.94960700000003;69.033578;33.697348;21.859247000000003;281.6824;10.809353;35.268091;103.591638;4.0;VALOR
PALETA IBERICA;;3972.6920999999998;1435.00655;24.151263999999998;70.57038200000001;115.931129;31.688913999999997;694.7074460000001;550.13294;78.245295;84.10069100000001;223.444389;52.141275;58.688439999999986;70.91801;270.77266;56.383064000000005;29.783616999999996;126.025744;3.0;VALOR
PALETA IB.ENTER/PI;;2001.92848;857.465898;12.311655000000002;34.31431;38.677397;11.391841;401.17353;231.80658499999998;45.09866;47.626515;171.127234;3.739368;20.697177;23.311121;28.798639;15.110431;17.279577;41.99854;4.0;VALOR
PALETA IBE.LONCHA;;1970.7634;577.54074;11.839609;36.256073;77.253736;20.297071;293.53387599999996;318.32629;33.14663;36.474175;52.317178999999996;48.401915;37.991269;47.606882;241.974012;41.272632;12.504044;84.02721499999998;4.0;VALOR
HUESOS JAMON CURADO;;3562.0093999999995;536.52683;64.05777400000001;31.086581;363.55129999999997;124.33671999999999;671.95733;928.27876;186.572222;60.494928;167.88874299999998;118.72029900000001;80.621068;24.692961;65.516671;3.0070140000000003;73.161138;61.53911899999999;3.0;VALOR
LOMO EMBUCHADO N+IB;;11183.9291;1341.26894;248.40355999999997;142.226909;1276.6787800000002;466.25574;1846.4786000000004;1940.6647;722.54526;406.52457999999996;908.30007;552.13217;326.6175;68.541443;496.22930999999994;80.90970399999999;109.55361900000001;250.598514;3.0;VALOR
LOMO EMB.AL CORTE;;3768.7783999999997;387.06981999999994;67.711755;18.515863;571.5354199999999;187.836486;534.78091;685.20232;321.15184;58.753267;289.08077999999995;188.74369;158.531828;14.494444000000001;148.899925;24.513560000000002;26.605691;85.35099;4.0;VALOR
LOMO EMB.ENVASADO;;7415.150799999999;954.1992000000001;180.6918;123.71105299999999;705.1432499999999;278.41927;1311.69764;1255.46246;401.39342;347.77133;619.21929;363.38846;168.08567299999999;54.04699900000001;347.3294;56.39613700000001;82.94794900000001;165.24750799999998;4.0;VALOR
LOMO EMB.NORMAL;;8637.5247;983.7971200000001;208.59665999999999;96.759202;1049.0725599999998;425.92122;1412.39408;1290.5370200000002;639.4866499999999;337.49289999999996;765.5682000000002;457.07796;238.82624;59.460676;334.33446;59.241674999999994;95.136699;183.82110299999997;4.0;VALOR
LOMO E.N.AL CORTE;;2729.5739000000003;215.18638;45.969765;8.644645;439.50502;169.35455399999998;399.39455;423.06622;285.04309;38.359111999999996;237.70325999999997;138.53811499999995;122.245101;11.246341;88.74896000000001;24.003557000000004;18.535898;64.029201;5.0;VALOR
LOMO E.N.ENVASADO;;5907.9506;768.61073;162.626875;88.11455499999998;609.5675799999999;256.56669;1012.99952;867.47077;354.44354000000004;299.13379;527.8649399999999;318.53981;116.58116100000001;48.214332999999996;245.58549999999997;35.238117;76.60079499999999;119.79190700000001;5.0;VALOR
LOMO EMB.IBERICO;;2546.4049999999997;357.47182999999995;39.806905;45.467707999999995;227.60602799999998;40.33452499999999;434.08453;650.12779;83.05859100000002;69.031693;142.731863;95.05420399999998;87.79124300000001;9.080763000000001;161.894878;21.668028;14.416932000000001;66.777408;4.0;VALOR
LOMO E.I.AL CORTE;;1039.20473;171.88343700000001;21.741990999999995;9.871216999999998;132.030374;18.481937;135.38638600000002;262.13608;36.108729;20.39415;51.3775;50.205546999999996;36.286739999999995;3.248101;60.15097;0.5100020000000001;8.06979;21.321793999999997;5.0;VALOR
LOMO E.I.ENVASADO;;1507.20011;185.58839700000001;18.064913;35.596496;95.57565;21.852586000000002;298.69816;387.99167;46.949861999999996;48.637536000000004;91.35436800000001;44.848648999999995;51.504504;5.832661;101.74391299999999;21.158026;6.347139000000001;45.455614;5.0;VALOR
OTRAS SALAZONES;;15369.5983;2572.6843;502.0245999999999;389.9133770000001;1919.42853;422.06874999999997;2011.6682799999999;2081.4552;1298.1091999999999;387.34205999999995;1120.8471;1065.31025;279.87624700000003;125.36186099999999;558.86663;92.28908999999999;246.23964299999997;296.11255000000006;3.0;VALOR
O.SALAZONES AL COR;;7954.8631000000005;978.48932;207.80444899999998;204.12736;909.9916800000001;261.49062;1187.8518900000001;1043.84769;800.3730800000001;218.135213;822.27202;562.6931299999999;119.18727899999999;34.202597000000004;282.22556899999995;38.524456;137.687469;145.95908399999996;4.0;VALOR
O.SALAZONES ENVASA;;7414.7339999999995;1594.19487;294.22017;185.78603;1009.43689;160.578151;823.8162;1037.60743;497.73614999999995;169.20682699999998;298.57505000000003;502.61695000000003;160.688952;91.159279;276.64106000000004;53.76462599999999;108.552177;150.153442;4.0;VALOR
TOCINO Y MANTECA;;17091.385000000002;3077.1114;424.73419000000007;493.24908000000005;2276.8642;766.3208099999999;3428.9281000000005;2550.3782;639.87776;520.42898;500.71659999999997;537.75646;266.5833;153.76940599999998;560.71271;38.73650299999999;180.32369;674.89338;3.0;VALOR
TOCINO;;1605.10487;212.73048000000003;32.710032;15.172106;67.657006;102.92548499999998;524.13611;139.81508;75.12764700000001;35.072834;54.36247000000001;148.078371;70.352596;7.99546;87.95256899999998;5.043014;3.3770749999999996;22.596443999999998;4.0;VALOR
CHORIZOS;;40136.726;4674.8148;1003.4385699999999;434.08767;3121.6522999999993;1040.47046;6500.338600000001;5419.2914;2220.4755999999998;897.00328;3248.689;3661.0656000000004;1453.5859300000002;693.7992199999999;3573.4946000000004;375.02079000000003;577.59931;1241.89888;3.0;VALOR
CHOR.IBERICO;;5200.5814;793.1951999999999;108.04887199999999;84.435475;386.26689;165.57596999999998;1039.9611799999998;842.2349700000001;274.663;212.776823;380.65040999999997;238.20587;137.282231;36.264329000000004;354.55086;15.493251999999998;18.516348999999998;112.459624;4.0;VALOR
CHOR.NORMAL;;34936.147;3881.6198000000004;895.3896500000001;349.65219999999994;2735.3854;874.8944199999999;5460.377600000001;4577.0567;1945.8126000000002;684.22646;2868.0386000000003;3422.8595000000005;1316.3035399999999;657.53488;3218.9436000000005;359.52752999999996;559.08296;1129.4392;4.0;VALOR
CHORIZO DE PAVO;;763.28242;118.23702199999998;21.352859000000002;10.872349;67.504867;9.073268;214.57329099999998;80.06268400000002;43.413385999999996;4.416424;33.510023000000004;30.829095;6.947563000000001;1.4726029999999999;39.97598000000001;1.3614149999999998;39.29999;40.379578;4.0;VALOR
CHORIZO DE CERDO;;39077.505;4515.188099999999;977.6034599999999;421.72994;3030.1613;1014.3399;6228.386800000001;5313.0876;2166.8687;877.39958;3189.4476999999993;3614.3511999999996;1413.0489000000002;689.20537;3529.5681999999993;373.42835;536.0090400000001;1187.68035;4.0;VALOR
SALCHICHON/SALAMI;;17671.317000000003;1553.4154800000001;395.63125999999994;290.74623;1786.9826;849.4612099999999;5226.267900000001;1962.7738000000002;1098.36595;563.7612799999999;1207.90498;815.1052599999999;383.08021;115.298489;549.3690999999999;141.497796;101.041544;630.61196;3.0;VALOR
SALCHICHON DE PAVO;;829.9535099999999;94.247474;9.134089999999999;11.841268000000001;94.58366099999999;15.322481999999999;382.95108;70.907796;26.393528000000003;3.9601729999999997;35.723107999999996;17.755927999999997;12.484353;2.4426039999999998;16.602744;0.967288;10.469837;24.1661;4.0;VALOR
SALCHICHON DE CERD;;16674.771;1442.61642;380.53379;278.20515;1677.56404;826.73663;4805.8729;1881.0588000000002;1049.41914;558.79142;1159.9403499999999;783.51302;364.16957;109.611512;531.0977499999999;139.710267;90.021185;595.9068200000002;4.0;VALOR
FUET/LONGANIZAS;;27208.089;7695.700699999999;1114.7528099999997;506.97791;3702.4035999999996;1237.27423;3891.449;3001.5366999999997;1401.3226000000002;447.3047;1123.47233;966.5484800000002;380.32618;209.0911;807.40301;149.92301700000002;230.642022;341.95958;3.0;VALOR
FUET/LONGANIZ.PAVO;;1289.60273;388.62504;70.33288200000001;20.869889;111.976026;48.670812000000005;257.11411;118.596222;70.34728199999999;20.448896000000005;54.160203;22.945324;6.122615999999999;2.610185;28.23006;8.521936;32.308218999999994;27.722982000000002;4.0;VALOR
FUET/LONGANIZ.CERD;;25576.245000000003;7222.147099999999;1025.23749;473.52116;3556.1106;1166.88497;3566.6598000000004;2858.9253;1303.111;421.03567;1057.47205;931.6136100000001;370.09896000000003;204.75751;775.85699;139.584122;197.66736;305.55933000000005;4.0;VALOR
OTROS PROD.CURADOS;;13963.183899999998;2410.2594;418.5454900000001;390.99911;1216.8282;468.21601000000004;1866.1661999999997;1897.6212999999998;660.77821;268.15655999999996;1184.3408200000001;970.5849299999999;481.1173799999999;118.829957;728.44874;122.192185;250.50145499999996;509.59741;3.0;VALOR
O.PROD.CURAD.CORTE;;4940.1521999999995;614.31075;122.19725199999999;139.214978;405.90431;147.780761;575.3194100000001;630.1829099999999;239.6168;77.524871;578.65774;394.04182999999995;292.67133;41.121744;217.740928;51.652629000000005;82.22154700000002;329.9923;4.0;VALOR
O.PROD.CURAD.ENVAS;;9023.0308;1795.9486;296.34826;251.78410000000002;810.9239;320.43523899999997;1290.84658;1267.43826;421.1614;190.631683;605.6830299999999;576.54301;188.44604999999999;77.708212;510.7078;70.539552;168.27990699999995;179.605097;4.0;VALOR
SALCHICHAS;;58848.53200000001;7699.6234;1711.9369;1177.53715;3420.1758000000004;2068.2753;13445.5009;9184.8707;2978.6664;1875.5992;3365.734;3542.1924;1184.2895999999998;1020.4068400000001;2678.8165;318.12412;600.44813;2576.3339;3.0;VALOR
JAMON COCIDO;;52030.990999999995;9429.3338;1225.9526999999998;1239.1282500000002;5257.025699999998;1694.5841;9062.415799999999;6777.8817;2164.8453000000004;887.68513;2741.1185;2594.2199999999993;1665.8864999999998;431.2762;2572.6288000000004;347.76240999999993;527.9456100000001;3411.2981000000004;3.0;VALOR
