Alimentos;;T.ESPAÑA;CATALUÑA;ARAGÓN;ILLES BALEARS;COMUNITAT VALENCIANA;REGIÓN DE MURCIA;ANDALUCÍA;COMUNIDAD DE MADRID;CASTILLA - LA MANCHA;EXTREMADURA;CASTILLA Y LEÓN;GALICIA;PRINCIPADO DE ASTURIAS;CANTABRIA;PAIS VASCO;LA RIOJA;C. FORAL DE NAVARRA;CANARIAS;Nivel;Hoja
RESTO PRODUCTOS ECO;;38.204;48.933;42.689;46.31;37.079;36.62;32.943;35.856;33.32;28.275;29.638;42.158;33.86;34.025;44.932;34.194;36.924;38.147;1.0;VALOR
.T.ALIMENT.SIN GLUTEN;;99.821;99.774;99.451;99.813;99.912;99.816;99.923;99.859;99.839;99.976;99.731;99.57;99.648;99.944;99.861;99.881;99.591;99.861;0.0;VALOR
TOTAL CARNE SIN GLUTN;;96.116;93.926;95.487;96.976;96.737;96.475;97.367;97.993;97.826;97.782;97.515;93.7;89.438;94.393;95.557;96.092;94.754;94.777;1.0;VALOR
CARNE TRANSFORM. SG.;;96.116;93.926;95.487;96.976;96.737;96.475;97.367;97.993;97.826;97.782;97.515;93.7;89.438;94.393;95.557;96.092;94.754;94.777;2.0;VALOR
CHORIZOS SG;;63.806;54.716;67.05;52.745;62.713;64.668;63.118;67.771;70.736;51.124;66.267;72.549;59.363;70.743;79.276;66.108;68.563;59.382;3.0;VALOR
SALCHICHN/SALAMI SG;;41.605;33.112;34.44;46.355;45.441;49.798;55.686;37.038;50.431;47.704;37.841;38.526;28.878;35.951;29.968;33.25;30.4;42.026;3.0;VALOR
O.PROD.CURADOS S.G.;;30.106;30.695;35.238;24.567;27.092;29.501;26.593;36.496;34.349;30.378;34.862;24.698;26.162;30.287;33.772;40.947;30.451;22.643;3.0;VALOR
JAMON COCIDO SG;;68.756;68.283;70.752;74.264;69.971;72.118;68.235;72.779;70.447;69.856;66.974;62.618;59.701;68.405;70.392;60.589;62.594;65.094;3.0;VALOR
FIAMBRES SG;;85.545;80.795;86.776;83.302;87.785;84.702;89.946;88.784;89.874;93.0;87.349;77.113;72.443;83.342;79.815;81.073;87.637;84.847;3.0;VALOR
COCIDOS Y OTROS SG;;62.127;61.033;67.962;61.072;63.51;55.639;62.282;69.192;67.425;74.225;69.363;53.053;46.392;61.578;55.477;63.273;47.187;52.824;3.0;VALOR
DERIVADOS LACTEOS SG;;92.339;93.264;89.013;92.11;93.049;93.282;93.976;92.368;93.807;91.466;91.526;89.667;90.998;89.284;86.137;93.51;95.039;93.327;1.0;VALOR
QUESO SG;;34.637;44.472;33.073;36.796;29.721;27.837;30.777;37.133;34.74;26.554;35.201;34.515;34.495;37.134;29.816;34.002;28.548;33.164;2.0;VALOR
HELADOS Y TARTAS SG;;70.512;72.244;65.585;68.784;75.9;72.571;74.76;67.877;76.941;69.974;64.864;63.763;63.316;61.745;60.309;69.376;71.981;73.503;2.0;VALOR
NATA SG;;28.699;28.659;26.123;20.918;25.208;26.045;31.049;30.052;32.929;40.122;28.949;29.371;36.438;18.051;22.768;20.58;34.816;28.049;2.0;VALOR
NATILLAS SG;;28.988;28.05;22.378;28.075;27.669;30.92;35.378;26.952;33.945;33.267;29.225;28.184;24.02;22.081;21.569;28.036;19.935;31.288;2.0;VALOR
FLANES PREPARADOS SG;;43.122;47.678;42.039;44.536;49.406;45.949;46.045;39.563;41.36;41.648;37.282;41.004;39.924;34.908;35.806;39.82;31.195;38.289;2.0;VALOR
CREMA CHOCOLATE SG;;15.816;15.159;16.99;13.12;16.185;26.811;17.314;11.673;16.755;15.269;16.286;12.715;14.835;18.428;14.89;25.726;16.025;20.968;2.0;VALOR
OT.DER.LACTEOS SG;;60.467;59.975;54.997;56.201;59.06;64.938;67.005;59.393;59.692;57.82;58.223;59.723;57.55;61.733;54.305;53.151;63.169;61.495;2.0;VALOR
PAN SG;;30.953;31.532;26.175;36.558;27.748;30.331;32.904;31.083;30.978;32.575;32.787;26.919;36.97;25.223;34.856;30.177;32.669;28.604;1.0;VALOR
BOLL.PAST.GAL.CERE.SG;;22.595;23.318;26.43;16.841;23.913;23.398;21.454;23.304;22.966;29.949;21.065;23.937;14.632;22.094;18.989;15.861;18.532;26.991;1.0;VALOR
CHOC/CACAO/SUC.SG;;47.041;46.702;47.95;45.323;48.605;43.511;49.922;44.016;47.812;49.119;50.841;44.859;42.646;53.201;41.955;36.955;46.927;50.97;1.0;VALOR
TOTAL PASTAS SG;;19.423;18.709;16.748;20.005;24.519;23.297;19.543;21.819;17.711;12.355;16.993;20.527;12.086;11.583;14.033;19.829;16.642;20.876;1.0;VALOR
CERVEZAS SG;;3.747;3.744;7.969;3.928;3.974;2.848;3.497;5.636;1.648;2.742;3.135;4.254;3.066;2.725;2.633;0.0;8.086;2.781;1.0;VALOR
TOTAL ZUMO/NECTAR SG;;34.582;44.73;37.456;40.944;48.512;46.667;30.777;30.927;37.415;29.074;28.487;21.829;20.786;25.465;16.406;20.739;22.065;37.284;1.0;VALOR
NECTARES SG;;22.805;25.687;22.157;28.635;28.788;25.766;23.138;19.357;23.741;19.047;20.313;17.984;16.799;25.465;12.443;15.687;15.204;31.194;2.0;VALOR
ZUMOS ENRIQ.SG;;21.596;23.575;19.136;28.144;28.193;25.179;22.166;18.459;23.931;16.783;20.475;15.038;16.641;23.784;11.649;12.121;12.121;29.997;2.0;VALOR
T.FRUTA&HORTA.TRAN.SG;;44.276;46.379;46.126;37.167;39.446;46.036;39.533;48.618;44.831;35.981;46.078;49.752;36.216;47.811;46.927;39.347;51.085;51.713;1.0;VALOR
PLATOS PREPARADOS SG;;87.695;92.534;85.998;86.274;92.052;89.75;90.363;91.196;89.84;91.739;83.38;69.241;72.652;78.62;80.551;84.292;83.224;81.797;1.0;VALOR
PLAT.PREP.CONSERV.SG;;44.231;41.881;42.777;40.382;44.398;47.507;51.507;49.649;48.404;48.365;38.466;35.412;36.004;30.168;39.137;34.875;46.345;36.089;2.0;VALOR
PLAT.PREP.CONGEL. SG;;28.678;28.81;28.587;20.864;37.702;26.562;32.438;28.613;33.225;36.705;27.321;21.374;14.643;20.427;20.124;19.177;19.594;25.785;2.0;VALOR
P.P.SOPAS Y CREMA SG;;70.329;84.4;70.972;66.49;77.005;72.987;72.839;74.714;74.771;71.386;64.484;37.471;48.37;62.444;60.422;61.948;58.561;50.91;2.0;VALOR
P.P.PIZZA SG;;4.25;4.91;2.669;4.878;4.588;4.128;3.429;4.805;6.71;5.741;3.378;6.119;2.932;0.349;2.614;2.289;7.08;2.844;2.0;VALOR
TORTILLAS REFRIGE.SG;;33.925;31.494;37.697;29.88;31.397;30.53;39.673;41.572;33.284;40.134;35.143;17.947;20.155;27.951;31.642;35.593;30.153;34.468;2.0;VALOR
PLATOS PREP.OTROS SG;;34.478;32.365;37.848;36.53;38.406;33.673;35.624;41.875;35.193;32.638;28.31;24.325;26.295;31.53;28.662;25.687;30.448;38.579;2.0;VALOR
CALDOS SIN GLUTEN;;41.397;40.921;50.708;52.426;42.469;41.862;42.37;41.606;58.415;40.398;43.571;30.86;34.277;37.571;39.94;37.218;28.982;30.909;1.0;VALOR
SALSAS SIN GLUTEN;;67.608;58.677;64.111;67.081;71.492;73.776;73.623;62.605;74.177;69.84;68.981;63.778;72.254;64.448;67.136;74.714;70.471;74.304;1.0;VALOR
GASEOSAS&BEBID.REF.SG;;32.405;26.965;26.876;33.913;31.548;40.495;43.516;31.119;38.542;48.95;32.138;24.095;21.417;26.522;23.54;31.234;17.924;32.593;1.0;VALOR
BEBIDAS REFRESCAN.SG;;32.405;26.965;26.876;33.913;31.548;40.495;43.516;31.119;38.542;48.95;32.138;24.095;21.417;26.522;23.54;31.234;17.924;32.593;2.0;VALOR
BASES PIZZA&MASAS SG;;3.722;4.853;4.057;1.985;4.139;3.496;2.888;4.175;3.67;6.669;4.068;4.506;3.464;2.733;2.316;2.935;2.928;2.371;1.0;VALOR
HARINAS Y SEMOLAS SG;;31.229;34.512;32.628;36.755;29.37;25.507;30.578;28.803;33.797;35.642;32.156;27.882;34.913;23.075;27.337;30.088;38.682;39.875;1.0;VALOR
RESTO PRODUCTOS SG;;91.603;92.841;87.689;91.532;93.24;89.967;92.668;92.929;91.725;91.758;89.129;91.483;85.082;90.251;87.627;92.589;86.574;90.591;1.0;VALOR
ALIMENTACION FRESCA;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;VALOR
RESTO ALIMENTACION;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;VALOR
