Alimentos;;T.ESPAÑA;NIVEL ALTO;NIVEL MEDIO-ALTO;NIVEL MEDIO;NIVEL MEDIO-BAJO;NIVEL BAJO;SIN NIÑOS;NIÑOS - 6 AÑOS;NIÑOS 6 A 15 AÑOS;ACTIVA;NO ACTIVA;- 35 AÑOS;35 A 49 AÑOS;50 A 64 AÑOS;65 Y MAS AÑOS;+ 50 AÑOS;1 PERSONA;2 PERSONAS;3 PERSONAS;4 Y MAS PERSONAS;NORESTE;LEVANTE;ANDALUCIA;CENTRO-SUR;CASTILLA Y LEON;NOROESTE;NORTE;T.CANARIAS;< 2000 HABIT.;2000 A 10000;10001 A 100000;100001 A 500000;+ DE 500000;JOVENES INDEPENDIENTES;PAREJ.JOVENES SIN HIJOS;PAREJ.CON HIJOS PEQUEÑOS;PAREJ.CON HIJOS EDAD MEDIA;PAREJ.CON HIJOS MAYORES;HOGARES MONOPARENTALES;PAREJAS ADULTAS SIN HIJOS;ADULTOS INDEPENDIENTES;RETIRADOS;Nivel;Hoja
CARNE FRESCA;;1304606.3;322122.64999999997;187372.37;330673.9;191016.53000000003;273420.75;997864.11;116018.13699999999;190723.96000000002;660688.8500000001;643917.3500000001;71214.903;362455.12;484676.81000000006;386259.36;870936.1700000002;198900.89;358330.12;320829.54;426545.67;290585.44;186913.4;211596.09999999998;261722.86999999997;87280.411;112396.96200000001;114837.86200000001;39273.158;96988.745;208293.17;516580.55;294251.31;188492.43000000002;26644.838000000003;58034.64;116046.97699999998;241069.11000000002;192437.83;110946.33699999998;189044.81999999995;58338.973000000005;312042.72000000003;2.0;VALOR
SALCHICHAS FRESCAS;;13566.895;3660.1260999999995;2118.8558;3064.7713999999996;2112.8682;2610.2728;10121.224900000001;1155.38616;2290.2832;7127.2636999999995;6439.6306;557.5665;3751.2752;5190.4481000000005;4067.6045;9258.052599999999;1679.4849000000002;3577.342199999999;3343.3541999999998;4966.713299999999;5094.947;1388.64928;1461.68915;2344.2848;1487.05608;520.9180099999999;1226.2384;43.111676;1307.9792599999998;2143.8881;5312.544400000001;2755.2515999999996;2047.2311000000002;177.88361999999998;662.8064199999999;1155.38616;2753.1106;2140.5255;1161.41641;1949.7486;432.06732999999997;3133.9498;3.0;VALOR
CARNE VACUNO;;179694.53000000003;45387.32499999999;25637.237;47310.062;24511.990000000005;36847.916;140944.624;14801.3619;23948.546000000002;88308.18000000001;91386.346;9335.648500000001;46284.4;65973.891;58100.58499999999;124074.49;30771.377999999997;51493.925;43751.149999999994;53678.07400000001;39336.888000000006;20718.548;20156.389000000003;40582.202000000005;12643.489399999999;18803.622000000003;19743.604;7709.784599999999;11141.5414;25311.8;69461.62900000002;43352.149000000005;30427.406;3735.068;8151.3955000000005;14801.3619;30483.747;25652.211000000003;13955.242800000002;26513.462;8726.0765;47675.964;3.0;VALOR
TERNERA;;130238.425;32807.806;19009.539;34089.307;17384.216999999997;26947.572999999997;100950.981;11293.9581;17993.495000000003;65126.05699999999;65112.384;7007.748;34684.272000000004;47066.502;41479.920999999995;88546.421;20866.936;37816.157;32275.456;39279.894;32422.351;15117.081100000001;13945.518300000002;26208.213000000007;10066.787900000001;17044.089;12813.3913;2621.0149;8684.5956;19512.628999999997;49993.99600000001;30712.626000000004;21334.594999999998;2849.6695;6122.551500000001;11293.9581;22667.775;18194.839000000004;10434.3593;19306.367000000002;5620.476000000001;33748.449;4.0;VALOR
AÑOJO;;39150.555;10125.9374;4933.339599999999;10698.415900000002;5572.034900000001;7820.8262;31788.248;2617.4956;4744.8118;18076.016;21074.537;1695.3430999999998;8956.1936;15044.0148;13455.0043;28499.019999999997;7800.2676;10636.7979;9070.6766;11642.811299999998;4746.320699999999;4556.5915;5153.8975;11933.670299999998;1942.0634999999997;1307.11476;5128.3846;4382.5127999999995;1780.23099;4502.284199999999;15836.213000000002;9906.266800000001;7125.559700000001;610.08146;1561.5747;2617.4956;6330.079;6017.1912;2765.1912;5735.4564;2382.2803000000004;11131.204699999998;4.0;VALOR
MAYOR;;10305.5291;2453.5825999999997;1694.35736;2522.3380000000006;1555.7354300000002;2079.5155;8205.3861;889.9057499999999;1210.2372399999997;5106.107499999999;5199.421399999999;632.55731;2643.9334999999996;3863.3756999999996;3165.6622;7029.0384;2104.1734699999997;3040.9699;2405.0175;2755.3682000000003;2168.219;1044.8770399999999;1056.96995;2440.3208;634.6383799999999;452.41848999999996;1801.8280599999998;706.257;676.7145199999999;1296.88621;3631.4199000000003;2733.2572;1967.2511;275.31687;467.2694400000001;889.9057499999999;1485.8954899999999;1440.1815399999998;755.69182;1471.6392599999997;723.31975;2796.3090999999995;4.0;VALOR
CARNE POLLO;;502799.75000000006;127192.83100000002;74855.789;125068.04500000001;72685.418;102997.68000000002;376012.23;49520.536;77267.003;261972.81;240826.92;30395.265;147196.02;186762.36;138446.13;325208.49999999994;74763.40299999999;131484.252;125411.695;171140.39999999997;108234.82600000002;77177.243;90143.695;102955.288;29848.755;38585.827999999994;41630.219;14223.899;35011.996;79637.001;201873.68000000002;113100.945;73176.12700000001;11009.048000000003;23765.836000000003;49531.867;95750.115;76214.935;44982.147;68327.88;22337.298;110880.625;3.0;VALOR
POLLO ENTERO;;117489.59500000003;27664.012;17069.470999999994;28457.187;16564.156000000003;27734.773;92074.90899999999;9838.3402;15576.347;55835.682;61653.918;6174.984299999999;28508.661999999997;43541.408;39264.543999999994;82805.95399999998;16681.765;33960.30900000001;28884.833000000002;37962.695;25619.592;21408.923;19913.321000000004;20449.317000000003;7243.618200000001;10631.4655;9123.7303;3099.6301000000003;9927.540100000002;22294.536;47888.866;23314.413;14064.244200000003;2066.75214;4593.7473;9838.3402;20052.417999999998;18150.362999999998;9204.008699999998;17708.929;3680.3141999999993;32194.727000000003;4.0;VALOR
POLLO FILETES;;71464.755;20146.798999999995;10833.896899999998;17795.047;9438.7347;13250.276999999998;52052.329999999994;7218.2663;12194.1587;39544.187999999995;31920.563000000002;4866.036199999999;23015.450000000004;26220.262;17363.009000000002;43583.27;11276.849700000002;17019.28;17851.002000000004;25317.622;15099.634;9018.218399999998;12352.9545;16191.135;3851.2539;5470.770800000001;6008.8889;3471.8978;4376.1739;9433.5288;28410.677999999996;17565.274;11679.0989;2212.7337;3845.6391;7218.2663;14689.957999999999;10687.8696;6697.115900000001;8948.2384;3695.3110999999994;13469.619900000002;4.0;VALOR
POLLO POR PIEZAS;;313845.39;79382.006;46952.420000000006;78815.816;46682.526999999995;62012.634;231884.99000000002;32463.928;49496.494;166592.95;147252.45;19354.242;95671.89;117000.69400000002;81818.584;198819.27;46804.79000000001;80504.678;78675.85600000001;107860.07900000001;67515.60299999999;46750.102000000006;57877.422000000006;66314.837;18753.884;22483.591000000004;26497.601;7652.3701;20708.280000000002;47908.93400000001;125574.15099999998;72221.25499999999;47432.785;6729.561700000001;15326.448999999999;32475.258;61007.742000000006;47376.705;29081.02;41670.712999999996;14961.672;65216.28400000001;4.0;VALOR
CARNE CONEJO;;30596.519999999997;6434.7285999999995;4166.2507000000005;7256.3643999999995;4595.574799999999;8143.600400000001;26566.988000000005;1565.56236;2463.9684999999995;12168.376299999998;18428.144;1140.6854400000002;5543.893;10545.507599999999;13366.433400000002;23911.94;6001.539000000001;11161.471200000004;6977.242100000001;6456.2663;8565.2113;5557.0479;2990.2012;4506.7023;1961.6104;2728.1976999999997;3464.3317;823.21674;2891.3246;5540.9231;11454.499;6496.1503;4213.6212000000005;450.9473500000001;1209.7095;1565.56236;3439.0004;3883.5552999999995;1623.4692600000003;5946.3865000000005;1340.3741299999997;11137.514099999999;3.0;VALOR
CARNE OVINO/CAPRINO;;41550.682;8823.4584;5398.9263;9957.4543;5831.6786;11539.166000000001;35587.972;1966.8266299999998;3995.8837000000008;17483.298199999997;24067.386;1526.37199;8202.5435;14292.628;17529.139;31821.767999999996;7676.627900000001;15104.125699999999;9451.2531;9318.6756;11174.325;5709.143299999999;3583.0674000000004;9333.5143;3787.1623000000004;3342.45687;4368.5782;252.433381;4294.4898;7553.953200000001;14805.414100000002;8592.004700000001;6304.8213000000005;669.21841;1496.97164;1966.8266299999998;5593.6152;5167.043;2505.7316;7511.8226;1793.7055699999999;14845.7469;3.0;VALOR
CORDERO;;36376.42999999999;7521.9463;4691.518899999999;8947.4674;5129.338000000001;10086.1592;31062.852;1782.06325;3531.5153;15121.404199999999;21255.025999999998;1362.9546500000001;7413.1908;12000.3412;15599.9444;27600.284999999996;6814.740900000001;13411.353299999999;8363.036199999999;7787.299599999999;9846.494;5334.584400000001;3194.3084;8407.319899999999;3127.2931000000003;2406.40215;3891.134499999999;168.8936;3845.971499999999;6314.921600000001;13007.015500000001;7663.714699999999;5544.807000000001;596.91554;1354.25422;1782.06325;4595.7048;4329.0153;2144.7057;6769.6725;1638.32848;13165.7701;4.0;VALOR
CABRITO;;4007.1555000000003;1130.54973;504.01392999999996;766.83664;478.96151999999995;1126.79367;3549.5061;119.323651;338.32574900000003;1842.39285;2164.76259;108.049574;573.62114;1742.50054;1582.98407;3325.4847;657.932325;1528.81668;624.696832;1195.70956;1126.9652099999998;265.136729;327.990049;721.999318;222.85299500000002;888.174187;379.16091600000004;74.876097;209.315629;1060.82538;1484.76613;652.65088;599.5974610000001;39.30941800000001;129.36882599999998;119.323651;850.7289099999999;455.01428999999996;303.437931;568.439337;96.921863;1444.61125;4.0;VALOR
OTRO OVINO/CAPRINO;;1167.0966300000002;170.961896;203.393112;243.15016199999997;223.37915999999998;326.212356;975.6141;65.439905;126.042593;519.50129;647.59544;55.367735;215.731585;549.78611;346.21121999999997;895.9972700000001;203.954742;163.956152;463.51983400000006;335.66589;200.86640999999997;109.42264699999998;60.768935;204.195676;437.01620999999994;47.880733;98.28239400000001;8.663691;239.20282000000003;178.206377;313.63086599999997;275.638928;160.41765700000002;32.99336699999999;13.348688999999998;65.439905;147.180907;383.01307;57.587993999999995;173.710821;58.455083;235.36684200000002;4.0;VALOR
OVINO/CAPRINO ENTE;;10451.1086;2700.6625300000005;1077.53605;2444.8437499999995;1355.413463;2872.6524099999997;8635.1167;468.37895100000003;1347.61274;4472.1373;5978.970899999999;373.436127;2110.13907;3922.01634;4045.5172999999995;7967.5327;991.01304;4121.29798;2228.5793919999996;3110.2178799999997;1697.1816999999999;776.8074099999999;534.64706;2828.44052;1603.9687800000002;1687.93328;1314.0599300000001;8.069225;1368.71408;2307.7683700000002;3829.3608999999997;1953.7581;991.50638;28.19316;184.70878299999998;468.37895100000003;2152.24348;1184.4554600000001;663.5086699999999;2091.23854;160.869499;3517.5114499999995;4.0;VALOR
OVINO/CAPRINO PIEZ;;31099.575999999997;6122.7955;4321.389999999999;7512.6102;4476.2646;8666.513299999999;26952.856000000003;1498.4479;2648.2708999999995;13011.160800000001;18088.414;1152.93586;6092.404100000001;10370.611799999999;13483.621;23854.234;6685.614600000001;10982.827800000001;7222.674200000001;6208.457899999999;9477.144400000001;4932.336199999999;3048.4204;6505.0738;2183.19358;1654.5235300000004;3054.5179;244.36415999999997;2925.7757;5246.183999999999;10976.053;6638.246000000001;5313.315200000001;641.0252499999999;1312.26284;1498.4479;3441.3711;3982.5872000000004;1842.22298;5420.5842;1632.8361300000001;11328.235799999999;4.0;VALOR
CARNE CERDO;;405423.02;99278.444;57556.615000000005;103158.98499999999;61134.880000000005;84294.091;308700.51999999996;35070.420999999995;61652.06399999999;207468.61999999997;197954.4;20241.965;113612.527;155486.90000000002;116081.612;271568.50999999995;56590.765;108601.39300000001;99760.62700000001;140470.24099999998;89179.17300000001;55806.853;72318.34700000001;77288.14099999999;29135.577000000005;38434.547;31272.495000000003;11987.893299999998;33101.688;68078.448;161304.97;89062.628;53875.282;7290.8561;16608.129999999997;35087.931;79938.437;61495.778;35303.340000000004;60314.38299999999;17518.181;91865.98700000001;3.0;VALOR
CARNE CERDO ADOBAD;;35995.892;9437.184400000002;5324.697399999999;9200.0408;5315.437600000001;6718.529199999999;26499.478;3413.6993;6082.7128999999995;20291.795000000002;15704.095000000003;1823.3793000000003;12023.0448;14335.303;7814.1623;22149.464999999997;5114.0155;8409.8975;9157.7759;13314.200100000002;5262.6996;3952.6382;4181.8586000000005;10628.8833;4344.1559;2615.7396000000003;3977.6319000000003;1032.28251;2808.9613999999997;5309.0309;12932.917999999998;9021.515599999999;5923.4632;938.9734699999999;1666.3076999999998;3413.6993;7724.066700000001;5965.7778;3224.3205000000003;4854.1379;1921.1809999999998;6287.4257;4.0;VALOR
CARN.CERDO IBERICO;;15153.262499999999;3670.503599999999;2380.2986;3968.8774;1935.7628000000002;3197.8194;12554.3537;751.1888200000001;1847.71925;7245.9116;7907.349899999999;429.32332;3219.088200000001;6018.7787;5486.071600000001;11504.8497;2494.4459;4332.2441;2717.0978;5609.474099999999;3076.9028000000008;1260.11814;5205.071100000001;2691.3248000000003;910.0188;833.80066;867.2417300000001;308.783897;970.0670699999998;2421.9246;6512.9732;2986.7851;2261.512;200.125678;443.15151;751.1888200000001;2479.9086999999995;2566.9492;909.01857;2264.2562000000003;685.0012300000001;4853.6622;4.0;VALOR
CARNE DESPOJOS;;28822.412;5163.7458;3693.8157;7215.367900000001;4960.0731;7789.408;24821.61;1343.42635;2657.3749;11967.389000000001;16855.021600000004;787.9045800000001;5540.8079;10460.5065;12033.1926;22493.697999999997;5561.0907;9726.2196;7173.283099999999;6361.817799999999;7566.564200000001;4490.1489;4033.573;4978.7255;2936.7439999999997;2080.82258;2363.345;372.48756;2669.7746999999995;4775.5356;11388.073399999997;6028.851299999999;3960.1759999999995;544.5014469999999;1011.48171;1343.42635;3214.9476;3975.869;1891.52449;5144.700000000001;1429.99733;10265.9629;3.0;VALOR
DESPOJOS CERDO;;13636.133000000002;2476.1906000000004;1736.99969;3189.5097;2390.06041;3843.3736999999996;11786.5404;577.18219;1272.4122;5632.5538;8003.5804;360.32249999999993;2567.3867999999993;5004.4717;5703.9529999999995;10708.423499999999;2645.1592;4357.2374;3439.7125;3194.0249000000003;3954.7348;1769.9460000000001;2190.8099500000003;2157.98844;1626.033;885.75934;1003.2723500000001;47.590515999999994;1413.06791;2610.8376000000003;5405.497;2617.198;1589.5334;177.74288299999998;436.70212000000004;577.18219;1642.3722799999996;1958.8796699999998;988.2540300000001;2365.6649;628.53511;4860.8009;4.0;VALOR
DESPOJOS CORDERO;;1726.7397999999998;262.41791;172.12795100000002;542.65179;258.35539;491.1869700000001;1544.05713;67.195009;115.48783899999998;658.30398;1068.43604;31.886318;230.77626400000003;599.1036799999999;864.97373;1464.0774;386.49030999999997;671.0328199999999;408.55683000000005;260.660032;494.36723;264.010532;100.684823;449.8700799999999;196.24049200000002;16.546027;203.82223800000003;1.198549;153.66288200000002;293.7337;571.7662799999999;353.29688000000004;354.28028;27.346780000000003;36.507982999999996;67.195009;122.59222800000002;176.451693;88.829737;347.6401719999999;79.30243399999999;780.8739700000001;4.0;VALOR
DESPOJOS POLLO;;7057.847000000001;1260.1637500000002;1028.08979;1754.63024;1165.91756;1849.04563;6030.008;362.88628;664.95262;3072.3940999999995;3985.4525000000003;170.354035;1591.34669;2681.7555000000007;2614.3906;5296.1458999999995;1383.5662599999998;2389.9878;1746.5247700000002;1537.7681100000002;1722.0689200000002;1790.74443;1206.41114;1177.07621;314.28852;405.96723;278.173361;163.11693;532.99349;1079.79763;3008.3353;1389.14759;1047.5729900000001;259.005701;278.36786;362.88628;780.8550299999998;925.7852;414.0197700000001;1394.24812;383.22688999999997;2259.45203;4.0;VALOR
DESPOJOS TERNERA;;5407.8246;886.49336;625.05346;1528.9973000000002;983.1977200000001;1384.08255;4667.223800000001;253.581601;487.0190799999999;2110.6288;3297.1957999999995;152.846957;909.5784200000002;1852.1159;2493.28343;4345.3992;996.47468;1976.19618;1284.08993;1151.0639800000001;1089.97867;454.72784;426.35835000000003;1042.65104;743.9412900000001;739.9007100000001;803.0933200000001;107.173353;482.45609;699.21739;1964.3424899999995;1474.84089;786.9675500000002;52.826533999999995;199.091001;253.581601;540.76504;791.1693899999999;329.10766500000005;869.6126099999999;319.11973;2052.5510400000003;4.0;VALOR
DESPOJOS OT.PROCED;;993.86512;278.480456;131.544859;199.57874299999997;162.542102;221.718974;793.7806999999999;82.581276;117.50317799999999;493.507957;500.357172;72.494701;241.71981799999998;323.060112;356.590481;679.6505800000001;149.40043;331.76498200000003;294.399211;218.30050799999998;305.414617;210.720142;109.308515;151.139839;56.240489;32.649523;74.98379100000001;53.40818700000001;87.594494;91.94929700000002;438.131731;194.36788499999997;181.821739;27.579515999999998;60.812691;82.581276;128.363109;123.583147;71.313374;167.53418;19.813246999999997;312.284581;4.0;VALOR
OTRAS CARNES FRESCA;;115719.323;29842.127;16063.739999999998;30707.62;17296.922000000002;21808.907999999996;85230.19200000001;11750.006799999997;18739.121000000003;61320.17600000001;54399.143;7787.0646;36074.964;41155.024000000005;30702.265;71857.289;17536.082;30758.727000000003;28304.297000000002;39120.210999999996;26528.465;17454.408;18370.831;22078.309999999998;6967.0731;8421.4925;11995.293399999999;3903.4432999999995;7877.9292000000005;17395.515;46292.275;27618.596999999998;16534.997999999996;2945.1976999999997;5791.1142;11750.006799999997;22649.246;16048.440999999999;10684.886299999998;15286.169;5193.3385;25370.920000000002;3.0;VALOR
AVESTRUZ;;123.45943300000002;34.698022;20.523933;16.254182999999998;32.532413;19.450891;104.572076;6.418615000000001;12.468744999999998;65.665148;57.794292;5.043132;38.579774;43.394082999999995;36.442448999999996;79.83653199999999;15.373463000000001;37.027061999999994;31.309265000000003;39.749649;36.840846000000006;23.740633;39.049999;9.376571000000002;4.863833;4.928234;4.659322;0.0;21.595380000000002;21.418667;38.400859;16.850771;25.193762;6.299817;7.855143999999999;6.418615000000001;35.53210000000001;6.252967;8.438369;18.425451;0.0;34.236976999999996;4.0;VALOR
PAVO;;57240.594000000005;15339.195;7723.389300000001;14956.7854;8150.1189;11071.1054;43156.271;5271.4135;8812.9071;30261.855;26978.737;3392.2682;17014.188000000002;20740.349;16093.7835;36834.13599999999;8933.205399999997;15494.426999999998;14711.48;18101.481;12969.669;7471.784700000001;8780.4707;10328.292000000001;3562.8325999999997;4547.0638;7160.7426;2419.7341;3919.1931999999997;8552.3803;22412.184;14458.035;7898.799799999999;1425.35858;2683.126;5271.4135;10793.9369;8034.106000000001;5007.4576;7905.6535;2743.0572;13376.481800000001;4.0;VALOR
OTRAS AVES;;12512.005;3042.983;1619.0064100000002;3371.7239999999997;1794.95984;2683.3306000000007;9630.1795;1185.57811;1696.2464;6027.5232000000005;6484.4804;850.34469;3357.3087000000005;4554.389399999999;3749.961;8304.350499999999;2466.7824;3457.3963999999996;2580.8083;4007.0169000000005;3001.0276;1666.0525499999999;2571.3943999999997;2474.8097;633.05835;870.70405;1088.84724;206.109874;868.8919099999999;1822.05161;5360.6578;2687.9901;1772.41226;407.20141;612.3882399999999;1185.57811;2050.8378000000002;1599.34038;1010.5348899999999;1842.99488;676.63223;3126.4959;2.0;VALOR
CARNE CABALLO;;1638.29617;370.067674;294.46609;370.8786;237.36511900000002;365.518636;1465.3575099999998;78.54148;94.39720299999999;661.8492200000001;976.4469300000001;47.119032999999995;223.53445;624.33417;743.3084800000001;1367.6426699999997;258.10037500000004;626.9580799999999;293.27118400000006;459.96648999999996;349.74652;654.6968099999999;94.67301199999999;133.48505;77.126636;73.278758;250.15388;5.135441;143.26935400000002;207.011938;713.5245299999999;348.748606;225.74168200000003;21.996609;53.021232000000005;78.54148;96.63452500000001;309.77324;101.58678499999999;288.833777;16.074598;671.83385;4.0;VALOR
CARNE CONGELADA;;42733.255000000005;9021.354100000002;5587.6394;12352.804600000001;7156.0908;8615.3654;31209.464000000004;5155.8133;6367.9778;20739.773999999998;21993.481;3801.5547;13557.871299999999;15038.677;10335.152100000001;25373.831000000006;6224.5819;11678.5148;9238.8035;15591.356;6190.4049;5675.3776;6359.6644;7883.154100000001;2011.9190999999998;2060.8756000000003;2429.8908;10121.966600000002;3139.1295;6079.4057999999995;18770.721;10591.4691;4152.5298999999995;827.1622200000002;2400.3593;5159.7446;8190.3702;6020.941899999999;3753.5414999999994;5605.3633;2537.36032;8238.4099;2.0;VALOR
