Alimentos;;T.ESPAÑA;NIVEL ALTO;NIVEL MEDIO-ALTO;NIVEL MEDIO;NIVEL MEDIO-BAJO;NIVEL BAJO;SIN NIÑOS;NIÑOS - 6 AÑOS;NIÑOS 6 A 15 AÑOS;ACTIVA;NO ACTIVA;- 35 AÑOS;35 A 49 AÑOS;50 A 64 AÑOS;65 Y MAS AÑOS;+ 50 AÑOS;1 PERSONA;2 PERSONAS;3 PERSONAS;4 Y MAS PERSONAS;NORESTE;LEVANTE;ANDALUCIA;CENTRO-SUR;CASTILLA Y LEON;NOROESTE;NORTE;T.CANARIAS;< 2000 HABIT.;2000 A 10000;10001 A 100000;100001 A 500000;+ DE 500000;JOVENES INDEPENDIENTES;PAREJ.JOVENES SIN HIJOS;PAREJ.CON HIJOS PEQUEÑOS;PAREJ.CON HIJOS EDAD MEDIA;PAREJ.CON HIJOS MAYORES;HOGARES MONOPARENTALES;PAREJAS ADULTAS SIN HIJOS;ADULTOS INDEPENDIENTES;RETIRADOS;Nivel;Hoja
LECHE ENVASADA;;2488372.0999999996;664832.23;373494.39;589753.4;355528.56999999995;504763.3699999999;1776176.7;295430.55;416764.56;1291621.4799999997;1196750.48;134758.568;801923.3400000001;811284.45;740405.6499999999;1551690.3000000003;412767.1699999999;629534.05;592188.4600000001;853882.36;461352.8900000001;308541.20999999996;388376.07;561914.6500000001;175848.86;262225.61000000004;231934.13999999996;98178.59;169968.33000000002;386929.06999999995;951956.61;613778.39;365739.62000000005;55105.586;106134.48900000002;295469.93;483951.79;302836.48999999993;208097.49000000002;303049.93;126178.78300000002;607547.48;2.0;VALOR
LECHE ENTERA;;720497.4;210623.26;108302.75300000001;173405.00999999995;104934.527;123231.857;426836.77;145831.61000000002;147829.032;401705.34;318792.07;51984.666;290344.2;205925.49;172243.05;378168.52;88322.213;153139.71;171872.09999999998;307163.41000000003;135426.29499999998;74558.139;120522.46699999999;165553.18;56428.522;63116.717000000004;80183.31199999999;24708.781;56095.72900000001;115025.122;276167.32;175265.09000000003;97944.148;12561.183600000002;23579.137000000002;145870.99000000002;166359.76;78905.727;55307.369999999995;68456.263;30631.052000000003;138825.951;3.0;VALOR
LECHE DESNATADA;;616243.32;150476.02;85216.35399999999;146011.56999999998;96870.91200000003;137668.462;496208.19000000006;46144.581;73890.551;300772.92000000004;315470.37;25493.789000000004;149290.31;226877.99000000002;214581.20000000007;441459.22;131171.42;176840.75;146664.06;161567.07;105271.289;81684.843;70069.45;135731.625;42699.708;83379.984;65675.29800000001;31731.133;34539.62499999999;94499.298;227526.48;170219.68000000002;89458.263;15969.977600000002;27932.347;46144.581;84063.32800000001;79377.003;49813.084;94509.768;42141.619;176291.63;3.0;VALOR
LECHE SEMIDESNATAD;;1151631.3099999998;303732.95999999996;179975.30000000002;270336.87;153723.15000000002;243863.07;853131.94;103454.38200000001;195044.99;589143.2000000001;562488.12;57280.11099999999;362288.84;378480.96;353581.41;732062.3700000001;193273.55;299553.58;273652.29;385151.87000000005;220655.31000000003;152298.27000000002;197784.14;260629.84;76720.63;115728.909;86075.55799999999;41738.677;79332.973;177404.66;448262.79999999993;268293.64;178337.21;26574.423000000003;54623.008;103454.38200000001;233528.71000000002;144553.8;102977.048;140083.91199999998;53406.132;292429.92;3.0;VALOR
LECHE DE CABRA;;10377.8354;3641.9704;1524.74912;2096.72358;1199.25763;1915.1342000000002;7421.1759999999995;1245.06243;1711.5964600000002;5337.4564;5040.3785;207.826799;3907.3485;5222.6077000000005;1040.0521;6262.659800000001;643.502858;2732.0060999999996;1535.68886;5466.6374;1680.0355100000002;2875.1666000000005;2533.1717;1429.01424;805.14886;235.60399600000002;244.579194;575.1153;427.697709;1721.1710500000002;4804.010499999999;1953.8741400000001;1471.08161;0.0;399.429999;1245.06243;1639.80856;2342.0405;2382.6265000000003;911.03495;459.05976799999996;998.7723100000001;3.0;VALOR
LECHE SIN LACTOSA;;354702.02999999997;89603.15699999999;60202.27799999999;84087.31199999999;52458.221000000005;68351.07300000002;263723.28;34939.452;56039.307;192624.55000000002;162077.49;24339.148000000005;117465.683;122012.981;90884.22600000001;212897.22;65329.748;92792.128;90940.357;105639.80699999999;77398.57299999999;49174.408;54823.320999999996;70878.316;18759.787;40381.909999999996;23483.388;19802.344;19519.249;52028.467000000004;142910.43;84838.37000000001;55405.524;11841.5494;21401.203;34939.452;62389.958000000006;46597.018;35323.28599999999;49113.67800000001;21405.818;71690.081;3.0;VALOR
LECHE ENRIQUECIDA;;358804.07;94614.62999999998;47473.318;78743.222;54038.184;83934.722;279982.08999999997;32278.488;46543.487;173221.91999999998;185582.15999999997;17729.25;99309.99000000002;126120.73600000003;115644.122;241764.84000000003;71348.894;93291.394;101676.862;92486.92199999998;65638.232;69222.655;69773.064;79091.862;16528.6754;28183.073;21973.195000000003;8393.3281;21696.783;52704.592;140777.98500000002;86004.773;57619.942;8795.6607;15769.652000000002;32278.488;53682.569;47482.613000000005;30877.001;50054.848;22478.459;97384.787;3.0;VALOR
L.ENRQ.CON CALCIO;;167056.25999999998;48360.358;19963.553999999996;35011.995;22851.709000000003;40868.645000000004;136823.74;11884.612000000001;18347.884000000005;75063.29400000001;91992.96699999999;5025.3566;37424.902;59800.795000000006;64805.207;124606.00799999999;33831.186;45507.989;47929.018;39788.069;26397.785;38198.296;32280.020999999997;39599.54;6723.6932;9070.4983;9398.123099999999;5388.3014;10910.808400000002;23148.484000000004;62426.085;43377.393;27193.49;2949.2295;3603.8503;11884.612000000001;23346.495;22584.648999999998;11122.695300000001;24641.417;11502.792800000001;55420.52099999999;4.0;VALOR
L.ENRQ.CON VITAMIN;;179805.11;43911.95599999999;26238.462000000007;41803.890999999996;29644.320999999993;38206.48;134041.03199999998;19263.783;26500.307;93163.964;86641.146;12187.0962;58880.38500000001;60446.73900000001;48290.895;108737.63299999999;35735.0;45554.835;49211.484000000004;49303.796;37570.317;27442.082999999995;35287.638;37069.42;9715.0379;17873.863999999998;12471.358299999998;2375.3946100000003;10428.9212;28177.019;72492.034;40268.147;28438.991000000005;5686.554000000001;11758.289400000001;19263.783;28757.804999999997;23717.152000000002;15782.391000000001;24443.21;10499.723;39896.207;4.0;VALOR
L.ENRQ.OTROS ADIT.;;11942.705400000003;2342.31579;1271.3008;1927.33438;1542.1566899999998;4859.5968;9117.319800000001;1130.091146;1695.29389;4994.6484;6948.0562;516.79735;3004.6980300000005;5873.1903;2548.0191;8421.2096;1782.7085900000002;2228.57399;4536.3643;3395.0577999999996;1670.12617;3582.2756999999997;2205.40396;2422.9005300000003;89.94310600000001;1238.709499;103.713444;629.63215;357.054849;1379.08876;5859.87;2359.2322200000003;1987.4584999999997;159.87723;407.511695;1130.091146;1578.2681;1180.813608;3971.9175000000005;970.21862;475.94410600000003;2068.0624599999996;4.0;VALOR
BIFIDUS+FIBRA;;4286.0443;1101.8296100000002;180.78159;418.8647100000001;261.4602;2323.1081999999997;2788.2614;711.29913;786.48395;1547.4363899999998;2738.608;72.21257;1230.2641420000002;2720.8351;262.73235;2983.567499999999;180.77149;502.68334000000004;2401.6865000000003;1200.9031599999998;277.00343000000004;2383.9255999999996;485.33639999999997;1048.25642;0.0;76.475146;15.04753;0.0;0.0;678.65553;2637.07593;594.303134;376.00983999999994;0.0;51.39278;711.29913;786.48395;8.220702;2036.3887299999997;248.75530600000002;180.77149;262.73235;5.0;VALOR
RESTO OTROS ADITI;;7656.66;1240.4861799999999;1090.5192480000003;1508.46975;1280.6965599999999;2536.4885600000007;6329.057999999999;418.79200299999997;908.8100419999998;3447.2117800000005;4209.448300000001;444.584787;1774.43347;3152.3550299999997;2285.28674;5437.641699999999;1601.93719;1725.8906399999998;2134.67814;2194.15436;1393.12269;1198.350066;1720.0674700000002;1374.6442580000003;89.94310600000001;1162.234359;88.665914;629.63215;357.054849;700.4333839999998;3222.7940700000004;1764.9292599999999;1611.4484619999998;159.87723;356.11891499999996;418.79200299999997;791.784202;1172.5929079999999;1935.52883;721.4632299999998;295.172664;1805.3300500000003;5.0;VALOR
TOTAL OTRAS LECHES;;159259.54;51118.862;20241.641000000003;43736.909999999996;19515.04;24647.088;61823.26;87524.33899999999;9911.937600000001;96550.723;62708.81700000001;39183.751000000004;68884.595;29699.806;21491.393;51191.195999999996;16142.182399999998;23439.033000000003;59722.51600000001;59955.81199999999;23498.856000000003;22243.468000000004;37042.129;34101.729;11334.6424;11350.8682;10800.5053;8887.3456;6002.667;26606.959999999995;66458.993;38482.928;21707.994;1818.58622;7004.884999999999;87566.64099999999;13255.721399999999;9426.375;5610.803100000001;11636.5581;5514.6444999999985;17425.322;1.0;VALOR
LECHE CONDENSADA;;41697.39;9491.2091;5987.242000000001;10221.8233;6404.376700000001;9592.7389;32021.298000000003;3786.7553;5889.336899999999;21219.408;20477.982999999997;2959.7154;10899.413;15905.2235;11933.036800000002;27838.262000000002;8439.567000000001;9789.872;11070.044100000001;12397.906300000002;6873.065400000001;8230.127900000001;7828.383099999999;6952.624999999998;1836.4829599999996;3076.3025999999995;2456.2388;4444.1631;2271.9864999999995;6884.8069;17013.868;10492.1775;5034.5516;870.97726;2088.4943000000003;3792.0384000000004;6613.113399999998;5999.588299999999;3436.4797;6097.003000000001;3448.6741;9351.0207;2.0;VALOR
LECHE EN POLVO;;106399.595;38337.758;12524.5654;30685.780000000002;11609.546;13241.946;21009.958;82650.141;2739.4978200000005;68899.64300000001;37499.954999999994;35325.613000000005;54729.929000000004;9354.1293;6989.928200000001;16344.056400000001;5863.3771;9925.025800000001;45950.887;44660.304;14291.660100000001;12245.3006;27260.908;24621.125;9041.9523;7552.2699999999995;7535.8356;3850.5432000000005;3342.60748;18271.2815;44673.933;25459.531;14652.2458;696.2961999999999;4019.98477;82687.16;4920.47478;1800.69958;1468.05148;3422.9026;1352.9358399999999;6031.0913;2.0;VALOR
LECHE EVAPORADA;;11162.554100000001;3289.8936000000003;1729.83386;2829.3074;1501.1168899999998;1812.4027999999998;8792.0056;1087.4472099999998;1283.1021700000001;6431.6754;4730.8787;898.4235799999999;3255.2535000000003;4440.4514;2568.4255999999996;7008.8775000000005;1839.2370400000002;3724.1333999999997;2701.5849;2897.5991000000004;2334.1324299999997;1768.0379000000003;1952.8363;2527.9779000000003;456.20511999999997;722.29489;808.42984;592.63986;388.07271;1450.8716399999998;4771.193000000001;2531.22034;2021.1967999999997;251.312739;896.4053599999999;1087.4472099999998;1722.1342;1626.0868999999998;706.2721199999999;2116.6516;713.0349799999999;2043.2094000000004;2.0;VALOR
PREPARADOS LACTEOS;;140930.09;30044.02;16257.8208;35228.06;23598.447000000004;35801.747;94065.271;33761.652;13103.1674;51420.27099999999;89509.827;7869.8973000000005;43588.16599999999;29538.469999999998;59933.566000000006;89472.028;29557.695;37924.068;30416.784000000003;43031.551;27130.507000000005;28821.205;33436.340000000004;24610.248;4429.1052;10486.293800000001;6472.2868;5544.109999999999;8195.1958;18899.546000000002;60521.630000000005;32933.071;20380.649999999998;954.1281500000001;3416.5085;33761.652;13354.315800000002;12024.4481;5021.315799999999;14647.345800000001;3069.6692000000003;54680.717;1.0;VALOR
DERIVADOS LACTEOS;;6243980.600000001;1667933.1;998754.8300000001;1550350.3;871208.13;1155733.98;4644391.899999999;623102.8;976485.8099999998;3385712.6;2858267.8;402914.18;1955738.5;2149509.1999999997;1735818.8;3885327.8999999994;1131062.12;1716687.2;1463723.4;1932508.0999999999;1441488.6;884532.5399999999;1044427.5200000001;1183700.63;304127.37;580646.33;486144.0199999999;318913.27;352011.5;901433.6799999998;2525938.0999999996;1520949.9;943647.48;167887.83000000002;354863.2;623122.8200000001;1161920.3800000001;772841.08;529727.6499999999;823681.4499999998;381678.7;1428257.4800000002;1.0;VALOR
BATIDOS DE LECHE;;137079.65;38408.493;23694.618000000002;33692.950000000004;20946.134000000002;20337.455;74807.637;23061.139;39210.875;84875.00799999999;52204.642;10963.8384;66228.357;38868.299000000006;21019.156;59887.45500000001;13218.663;25876.011000000006;34210.789;63774.185;33631.695999999996;21634.541;34055.297;24620.086;5923.3316;8659.5288;6239.105700000001;2316.0613000000003;8099.2979;20417.345;55984.583;32226.232999999997;20352.189000000002;2585.1731999999997;7517.1538;23061.139;41622.11;14023.077;16227.812;11596.0083;5016.8580999999995;15430.318299999997;2.0;VALOR
BATIDOS CON CEREAL;;516.3615;189.83558599999998;81.86701099999999;143.417357;34.203709;67.037836;29.454104;413.11897;73.788423;410.41470999999996;105.94678100000002;53.303996999999995;410.83818999999994;52.21931;0.0;52.21931;2.141618;13.753706000000001;252.62361899999996;247.84253699999996;84.91995;195.66334899999995;87.43759;115.79994699999999;11.09031;8.678811;9.976721000000001;2.794827;5.816664;24.699697;320.422002;51.57809900000001;113.84503000000001;0.0;0.0;413.11897;75.096514;12.250687000000001;1.486736;12.26697;2.141618;0.0;3.0;VALOR
BATIDOS DE YOGURT;;104180.508;31220.555000000004;18752.749;26121.757999999998;15501.0449;12584.4025;55822.034;21059.484999999997;27298.994;67643.303;36537.206000000006;10940.2453;50399.462999999996;29451.535;13389.268199999999;42840.80300000001;11069.249899999999;21168.278;26129.807000000004;45813.176;21755.934;12890.8039;19320.896999999997;20912.995000000003;4835.0217999999995;8605.837899999999;8740.4392;7118.5833999999995;6761.2526;15334.317299999997;42838.408;25586.029000000002;13660.503399999998;2909.102;6811.784099999999;21059.484999999997;27623.84;10323.5875;11282.2066;8609.1699;4853.2562;10708.079800000001;2.0;VALOR
BATIDO YOG.SIN LACT;;6858.8139;1971.9981799999998;1317.2219;2017.20142;887.555;664.837468;5169.534700000001;645.2249699999999;1044.05427;5193.2678;1665.5458999999998;870.4716000000001;3392.2902000000004;1937.3854;658.66656;2596.0519999999997;1146.81198;2274.74754;1304.3477200000002;2132.9064;1365.9641599999998;754.55522;1631.58105;1589.9307800000001;118.34054;730.50416;388.230877;279.70698300000004;268.161517;1281.68943;2757.0593;1615.0275100000001;936.8760299999999;318.30599399999994;1456.69168;645.2249699999999;1337.32285;985.8759599999998;487.400454;435.14369700000003;775.2408600000001;417.60729000000003;3.0;VALOR
LECHES FERMENTADAS;;1454274.1;385432.75999999995;229425.81000000003;348713.60000000003;198535.99999999997;292166.06;1108735.0;134527.20100000003;211011.97;741318.63;712955.62;74714.191;428362.8;481150.72;470046.5199999999;951197.2500000001;283731.1;425794.79000000004;330339.2800000001;414409.07;331371.36;163441.66;234801.66;267257.39999999997;83667.35;165638.88;148860.82;59235.107;86988.378;212207.95999999996;571702.31;370913.82;212461.76;34815.401999999995;72292.14300000001;134547.211;253452.84999999998;168833.92;106601.869;203767.88;89338.75700000001;390624.21;2.0;VALOR
YOGURT;;860416.3600000001;246317.04;135278.605;204508.66000000003;117725.87900000002;156586.19;622591.5900000001;95366.937;142457.82700000002;468799.3;391617.06;54734.261;291043.23;276968.48000000004;237670.38999999998;514638.86;151657.17;231185.69999999998;201037.58000000002;276535.92;205292.94;91880.61;143380.6;159875.75999999998;47562.172;94300.492;82432.12;35691.685;52029.973;130193.561;346478.67;212124.50999999998;119589.641;24119.35;50438.109;95379.83700000001;171208.96;99329.64099999999;70252.072;105223.85299999999;52044.594999999994;192419.96999999997;3.0;VALOR
Y.CON ADITIVOS;;293036.53;84377.11499999999;42437.148;73215.03000000001;41863.67500000001;51143.585;209054.59;30800.962999999996;53181.0;165874.34;127162.20499999997;18717.674;106035.965;95555.639;72727.28000000001;168282.91000000003;48519.987;73866.11800000002;70922.172;99728.27600000001;65877.436;28511.177000000003;54545.56999999999;55530.096999999994;16411.89;32066.233999999997;26390.389000000003;13703.7681;18510.952;43105.549;118082.91900000002;72746.798;40590.33500000001;9008.583800000002;17462.333000000002;30813.861999999997;65363.195;34654.404;27170.591;34778.918000000005;16809.908;56974.757;4.0;VALOR
Y.SIN ADITIVOS;;567379.8099999999;161939.94;92841.46899999998;131293.658;75862.201;105442.58700000001;413537.02;64565.975999999995;89276.82300000002;302924.97;264454.82999999996;36016.584;185007.25999999998;181412.86;164943.12000000002;346355.95;103137.17499999999;157319.59;130115.42000000001;176807.65;139415.52;63369.433000000005;88835.03;104345.67099999999;31150.283;62234.26299999999;56041.73400000001;21987.914;33519.019;87088.016;228395.76;139377.74;78999.294;15110.766999999998;32975.776;64565.975999999995;105845.76400000001;64675.239;43081.479;70444.93599999999;35234.687;135445.204;4.0;VALOR
YOGURT NATURAL;;177853.36000000002;51725.526000000005;28714.192999999996;39966.274999999994;23574.055;33873.312;133104.43300000002;19268.524000000005;25480.403000000002;92457.92;85395.43500000001;10258.406;54438.68400000001;57130.484;56025.78400000001;113156.26100000001;35089.396;50717.728;41139.14200000001;50907.091;49636.789000000004;18042.760000000002;25332.716999999997;28856.282;11661.308700000001;20704.708;18291.34;5327.4492;9855.857;27497.332000000002;73191.828;43763.945999999996;23544.398;4937.378000000001;9301.801300000001;19268.524000000005;30142.877999999997;20620.234;12831.306700000001;22937.022;11719.1481;46095.066;4.0;VALOR
YOGURT SABORES;;146157.84;41334.067;24315.818000000003;35029.151;20273.363000000005;25205.452000000005;91871.92399999998;23603.332000000006;30682.59;80997.357;65160.488;10814.132999999998;57888.01499999999;44431.007;33024.689999999995;77455.695;21329.404;31055.885000000002;35377.626;58394.92999999999;25290.242999999995;16720.694;29603.744;29461.319000000003;9421.3531;14984.054;13030.495900000002;7645.9375;9873.6678;24006.138;58082.17499999999;35498.417;18697.445;4093.2586;7502.2474999999995;23603.332000000006;34376.341;16858.221;10771.577199999998;13914.2724;8782.7241;26255.868000000002;4.0;VALOR
YOGURT FRUTAS;;49691.139;14941.337099999999;7323.0683;11539.218399999998;7710.152700000001;8177.3609;38257.071;4943.8496000000005;6490.2186;27281.945;22409.193000000003;3316.7398000000003;15278.240000000002;18057.968;13038.1914;31096.159;9408.043599999999;13988.0434;11938.010999999999;14357.042000000001;12395.9218;3763.9182;8721.3206;9278.1874;2758.2706000000007;5542.8033;5208.4116;2022.30393;2112.2825000000003;6907.354700000001;21599.444;12728.2582;6343.799099999999;1965.7398999999998;2326.9049999999997;4943.8496000000005;8739.7436;5971.1812;4966.561599999999;7633.333399999999;3476.7997;9667.0239;4.0;VALOR
YOGURT DESNATADO;;158983.0;44799.888999999996;24218.912;37755.89600000001;21605.977000000003;30602.32;127124.204;12037.842499999997;19820.942999999996;81830.09400000001;77152.9;8727.3528;47112.742;51401.664;51741.232;103142.895;31299.257999999998;49712.691000000006;36584.831;41386.215;36811.972;18197.384;25562.399999999998;28780.656;6569.125000000001;21294.644;13386.512500000003;8380.3034;8514.796600000001;20476.573999999997;66733.96600000001;39241.20399999999;24016.454;5414.4379;10207.5328;12037.842499999997;25041.678999999996;18957.362;12114.148099999999;22752.657000000003;10532.988599999999;41924.344;4.0;VALOR
YOGURT ENRIQUECIDO;;29357.000999999997;10831.1686;4864.7946;5126.189599999999;3369.0295;5165.8188;23121.013000000003;2272.2893;3963.6991;17349.377;12007.6269;1154.82041;8566.4923;11406.9947;8228.6938;19635.689;5097.5612;8474.6908;7233.809799999999;8550.9383;10921.107;3672.9480000000003;3795.8682999999996;4249.697799999999;1185.34632;2496.0705999999996;2467.7554999999998;568.2063019999999;1648.77566;4944.6337;12000.6862;6740.193499999999;4022.7111;530.233422;1751.43379;2272.2893;5605.9343;3877.0196;2005.9426300000002;4491.612800000001;1790.58902;7031.9454000000005;4.0;VALOR
OTROS;;298374.02;82685.06100000002;45841.83799999999;75091.937;41193.3;53561.91300000001;209112.97999999998;33241.102;56019.97200000001;168882.63000000003;129491.41699999999;20462.805;107759.05200000001;94540.387;75611.799;170152.18000000002;49433.501;77236.65699999999;68764.18;102939.704;70236.89800000002;31482.904000000002;50364.549000000006;59249.630000000005;15966.768999999998;29278.214;30047.606;11747.4836;20024.59;46361.530000000006;114870.59;74152.517;42964.822;7178.302;19348.19;33254.002;67302.38500000001;33045.623;27562.535000000003;33494.962;15742.345000000001;61445.712;4.0;VALOR
YOGURT SIN LACTOSA;;47995.939999999995;16430.676799999997;8032.4029;9574.383000000002;6320.1683;7638.3057;38071.945999999996;4816.638900000001;5107.3549;29090.355000000003;18905.585;4717.9268;16974.216;14913.544199999998;11390.2526;26303.794;9926.3765;14045.039999999999;11666.2557;12358.2686;13430.018900000001;4645.5551000000005;6813.708500000001;10265.8187;2822.9822;3138.4706000000006;4827.2299;2052.15594;2024.3556;7436.4436000000005;19974.749;10922.298499999999;7638.091200000001;3184.7506000000003;4528.4539;4816.638900000001;6350.2078;6838.428;3683.9245;6769.8426;4212.9183;7610.773300000001;4.0;VALOR
L.F.CON BIFIDUBACTE;;308066.82;70039.859;45165.197;74178.225;40238.956999999995;78444.602;263962.18999999994;15913.991000000002;28190.644;135812.42299999998;172254.43000000002;8844.6446;62164.41499999999;107533.82;129523.965;237057.78000000003;75232.70999999999;102744.46299999999;65203.083000000006;64886.585;62780.083999999995;40666.863;48866.075000000004;56487.897999999994;16499.069;36906.439;33229.627;12630.7873;17514.25;42360.572;115034.88999999998;83815.413;49341.717000000004;4913.9523;11580.719300000002;15921.101000000002;37511.269;37467.407999999996;19445.599000000002;50810.018;21293.020000000004;109123.75;3.0;VALOR
O.LECHES FERMENTADS;;285791.06;69075.863;48982.014;70026.723;40571.177;57135.285;222181.27000000002;23246.285;40363.507999999994;136706.91299999997;149084.15;11135.284899999999;75155.17800000001;96648.41100000001;102852.185;199500.59000000003;56841.24000000001;91864.649;64098.612;72986.564;63298.367999999995;30894.204;42554.993;50893.72699999999;19606.108;34431.951;33199.079999999994;10912.633199999998;17444.156000000003;39653.829000000005;110188.752;74973.88;43530.447;5782.0968;10273.315499999997;23246.285;44732.631;32036.882999999998;16904.200999999997;47734.00300000001;16001.142999999996;89080.50599999998;3.0;VALOR
LECHE FERM. SIN LACT;;51816.422;17120.348299999998;8295.4546;10974.32;6486.345400000001;8939.950200000001;41611.769;4839.3979;5365.252200000001;30985.038999999997;20831.382999999998;4844.2732;17377.1;16075.621799999997;13519.426800000001;29595.049000000003;11151.111499999999;15475.623000000001;12266.1948;12923.4908;14080.2082;4790.19;8278.0159;10874.6196;2868.3154999999997;3200.6465999999996;5672.2689;2052.15594;2037.1818000000003;7975.366899999999;20908.581;11676.588800000001;9218.7025;3278.1806000000006;4746.4019;4839.3979;6601.7274;7221.692099999999;3847.5020999999997;8000.5111000000015;4253.7264000000005;9027.28;2.0;VALOR
MANTEQUILLA;;160298.82;44851.64;26217.936999999998;40484.516;21907.981;26836.725;123050.53;14199.995200000003;23048.274999999994;82606.297;77692.506;10023.4724;47004.04999999999;53217.932;50053.34300000001;103271.26899999999;34561.328;46817.488;34664.122;44255.861;34029.522;18462.518;33115.912;28173.315;6483.002600000001;15613.236999999997;13777.953999999998;10643.3382;7197.2311;21659.853;69596.67199999999;37278.519;24566.525999999998;4441.4291;9724.952700000002;14199.995200000003;27409.776;17323.448999999997;11550.3816;22418.905000000002;10800.0372;42429.873999999996;2.0;VALOR
MANTEQ.ENV.LIGHT;;22266.354;5691.891800000001;3766.7847;5541.1012;3152.4738;4114.1007;17678.106;1748.0523299999998;2840.1956999999998;10761.3056;11505.0471;1200.2544500000001;6267.2903;6812.389799999999;7986.4175;14798.8083;5047.978800000001;6661.984899999999;4783.4833;5772.9058;4144.651000000001;2671.1736;4349.3471;5057.3732;705.5296199999999;2209.15731;2011.7668999999999;1117.35337;691.49038;2439.3417000000004;9139.9936;6421.570999999998;3573.9554000000003;602.2338530000001;1385.0226100000002;1748.0523299999998;3264.2403000000004;2313.0388;1402.9177700000002;3724.1224;1429.22504;6397.499100000001;3.0;VALOR
MANTEQ.ENV.NORMAL;;138032.43699999998;39159.745;22451.150999999998;34943.416;18755.510999999995;22722.627999999997;105372.421;12451.9424;20208.076;71844.988;66187.45999999999;8823.2181;40736.761;46405.541;42066.927;88472.46800000001;29513.351;40155.503000000004;29880.639000000003;38482.956;29884.870999999996;15791.3449;28766.565;23115.943000000003;5777.473;13404.0793;11766.186099999999;9525.984999999999;6505.7407;19220.512;60456.679000000004;30856.946;20992.572;3839.1952;8339.93;12451.9424;24145.535000000003;15010.411100000001;10147.4631;18694.783;9370.812199999998;36032.375;3.0;VALOR
QUESO;;3004905.4;824313.83;488090.97000000003;746282.22;416928.87;529289.44;2265535.6999999997;293534.48999999993;445835.08999999997;1656284.1;1348621.1099999999;205765.69;919543.39;1071463.67;808132.58;1879596.4;526135.51;839760.92;720119.35;918889.5700000001;701094.6400000001;464377.0;480802.73;570954.38;137603.75;268367.34;202867.36000000004;178838.16999999998;170969.71000000002;432629.3399999999;1207897.3;730696.08;462712.81;85902.975;178746.55;293534.48999999993;540626.2699999999;392628.1600000001;260527.09;406192.7;183906.5;662840.5900000001;2.0;VALOR
QUESO FRESCO;;577620.47;151945.29999999996;95940.80500000001;138785.4;80180.44699999999;110768.571;441742.56;59221.537000000004;76656.39;314830.43;262790.06;41984.14;174330.69;196923.80000000005;164381.86000000002;361305.64999999997;115465.47000000002;167993.74;132784.52399999998;161376.78;122686.284;88930.59;86666.63299999999;115844.337;26785.978;52192.514;44627.850999999995;39886.329000000005;27502.224;82209.798;227614.61999999997;143820.88999999998;96472.97499999999;21420.04;34093.94299999999;59221.537000000004;88889.242;70408.72700000001;48211.767;81237.41100000001;34948.423;139189.396;3.0;VALOR
Q.FRESCO LIGHT;;116937.30500000001;32534.473999999995;20597.813;27205.907000000003;16271.902;20327.193;83826.93499999998;15411.546999999999;17698.807;69095.40899999999;47841.87899999999;9846.626100000001;42420.41;36331.432;28338.819;64670.251999999986;22337.382999999994;30513.017;28005.059;36081.831999999995;25949.195000000003;16010.605000000001;17239.465;25854.115999999998;6132.106;12071.5872;8875.370799999999;4804.8436;6528.7997;16909.392;46689.715000000004;27753.015;19056.367000000002;5457.8786;8600.0887;15411.546999999999;21196.52;13030.1019;10108.4427;13524.297799999998;6511.140599999999;23097.268;4.0;VALOR
Q.FRESCO SIN SAL;;3232.4442;855.1953900000001;463.18129999999996;922.5463399999999;369.00507699999997;622.5162799999999;2925.901;153.433986;153.10906300000002;835.1258700000001;2397.3181999999997;60.54950900000001;302.6769919999999;959.8649599999999;1909.3528999999999;2869.2177;1044.7799;989.29751;805.4311399999999;392.9357999999999;1825.6477599999998;99.517607;660.4161899999999;187.772375;152.82675;187.42453099999997;116.18791700000001;2.6510990000000003;196.8843;641.6689899999999;1484.39758;437.4970410000001;471.99631999999997;23.382279;38.405031;153.433986;97.275931;294.131315;230.181977;391.2654;326.674475;1677.69389;4.0;VALOR
Q.FRESCO BAJO SAL;;27689.824999999997;4775.4012999999995;3606.5991000000004;5397.0796;4495.320199999999;9415.424500000001;25534.936;876.8708;1278.0191399999999;9980.2171;17709.607;677.3545909999998;3810.2065;8978.4174;14223.845399999998;23202.266;8369.8254;9135.6281;5973.715;4210.6557;7101.688800000002;4275.226500000001;2001.4595500000003;6307.827299999999;1575.99912;2873.41978;1720.21172;1833.99134;1285.79333;3613.7347999999997;8466.945899999999;9205.2734;5118.076999999999;509.71493000000004;689.0626440000001;876.8708;1646.8304;3453.9754999999996;997.32659;4996.323399999999;1796.80415;12722.9177;4.0;VALOR
Q.FRESCO CALCIO/VI;;10253.4709;3330.7353;1575.06085;2859.3558000000003;1338.2533000000003;1150.06603;2987.5253000000007;4357.2967;2908.6488999999997;6508.848000000001;3744.6232999999997;1219.7113399999998;6261.9911;1697.3455;1074.42301;2771.7684999999997;539.265626;1190.98641;2925.1717;5598.0474;1315.8542099999997;1721.3513699999999;1682.45703;2043.0774999999996;649.0428;1338.8994900000002;1110.15336;392.63543999999996;620.36689;1742.0910000000003;4491.2639;2386.8592;1012.8899900000001;120.42483100000001;335.03576;4357.2967;2484.4484999999995;635.8743899999998;732.3017600000001;633.96443;174.68337300000002;779.44143;4.0;VALOR
