Alimentos;;T.ESPAÑA;TIENDA TRADICIONAL;ECONOMATO/COOPERATIVA;HIPERMERCADO;SUPER+AUTO+GRAN ALMACEN;SUPER+AUTOSER;TIENDA DESCUENTO;TIENDA CONGELADOS;HERBORISTERIAS;VENTA A DOMICILIO;FARMACIAS;PESCADERIAS;CARNICERIA/CHARCUT;MERCADILLOS/AMBULANTES;MERCADOS & PLAZAS;LECHERIAS;PANADERIAS;BAR/BODEGAS;VERDULERIA/FRUTERIA;AUTOCONSUMO (C.PROPIA);COMPRA DIRECTA PRODUCTOR;RESTO CANALES;E-COMMERCE;Nivel;Hoja
QUESO CURADO;;54.071;4.932;0.189;12.341;45.888;35.794;18.041;0.0;0.011;0.0;0.06;0.0;3.499;0.452;0.812;0.059;0.005;0.05;0.243;0.048;0.523;2.217;1.377;3.0;VALOR
QUESO DE BOLA;;27.654;2.684;0.243;4.499;23.075;21.122;3.948;0.021;0.015;0.0;0.096;0.0;1.836;0.233;0.514;0.024;0.06;0.0;0.098;0.0;0.05;1.317;0.816;3.0;VALOR
Q.EMMENTAL+GRUYERE;;24.331;0.905;0.016;5.548;20.514;15.41;8.377;0.0;0.0;0.0;0.035;0.0;0.744;0.006;0.29;0.0;0.0;0.0;0.0;0.0;0.0;0.378;0.626;3.0;VALOR
QUESO TIPO AZUL;;34.106;1.257;0.098;6.855;29.6;22.307;13.111;0.014;0.039;0.0;0.004;0.0;0.603;0.159;0.518;0.028;0.023;0.0;0.043;0.055;0.067;0.643;0.948;3.0;VALOR
OTROS TIPOS QUESO;;90.44;10.132;0.645;33.204;84.539;77.664;41.626;0.118;0.063;0.0;0.366;0.021;6.28;0.845;2.284;0.245;0.187;0.151;0.484;0.069;0.913;6.021;5.081;3.0;VALOR
QUESO LECHE CABRA;;63.549;10.404;0.427;15.54;54.945;48.447;19.81;0.0;0.031;0.0;0.372;0.033;7.1;1.013;2.299;0.381;0.173;0.072;0.918;0.113;0.987;3.932;1.987;3.0;VALOR
QUESO LECHE OVEJA;;63.523;10.367;0.534;16.29;51.812;44.017;17.407;0.11;0.026;0.0;0.357;0.008;6.708;1.131;2.404;0.385;0.197;0.148;0.57;0.09;1.494;4.836;1.708;3.0;VALOR
QUESO LECHE VACA;;71.633;9.636;0.381;17.745;63.565;52.158;26.645;0.091;0.025;0.0;0.234;0.0;6.435;0.505;2.169;0.147;0.163;0.075;0.574;0.142;0.375;3.359;1.914;3.0;VALOR
QUESO LECHE OTROS;;98.798;16.088;1.156;50.055;96.94;93.918;63.591;0.148;0.296;0.0;0.753;0.042;10.146;0.991;3.285;0.413;0.302;0.13;1.548;0.127;0.831;10.187;9.743;3.0;VALOR
QUESO SIN LACTOSA;;22.123;0.751;0.031;5.739;17.875;13.019;6.522;0.0;0.021;0.0;0.022;0.0;0.426;0.041;0.213;0.0;0.0;0.0;0.043;0.0;0.014;0.46;0.807;3.0;VALOR
HELADOS Y TARTAS;;86.225;6.33;0.29;23.356;81.64;72.882;41.385;5.041;0.083;0.0;1.552;0.038;0.207;0.162;0.026;0.013;0.442;0.039;0.12;0.028;0.027;4.269;4.21;2.0;VALOR
HELADOS;;83.585;5.65;0.231;22.006;78.606;68.407;39.641;4.556;0.075;0.0;1.355;0.039;0.147;0.162;0.026;0.013;0.354;0.039;0.106;0.0;0.026;3.515;3.974;3.0;VALOR
TARTAS;;43.054;1.662;0.146;4.668;39.402;33.871;11.051;1.281;0.008;0.0;0.589;0.019;0.065;0.0;0.0;0.0;0.13;0.0;0.029;0.028;0.02;1.336;0.822;3.0;VALOR
NATA;;74.892;2.368;0.309;19.322;69.099;62.44;24.463;0.033;0.145;0.0;0.134;0.008;0.079;0.0;0.215;0.099;0.528;0.0;0.688;0.0;0.039;1.856;3.053;2.0;VALOR
NATILLAS;;46.366;0.396;0.261;12.868;41.578;35.976;15.354;0.0;0.054;0.0;0.034;0.0;0.035;0.0;0.0;0.0;0.0;0.009;0.101;0.0;0.011;1.027;1.734;2.0;VALOR
FLANES PREPARADOS;;50.655;0.797;0.249;12.468;46.656;39.595;19.901;0.0;0.067;0.0;0.038;0.0;0.166;0.0;0.08;0.07;0.0;0.0;0.2;0.0;0.007;1.185;1.912;2.0;VALOR
CUAJADAS;;15.145;0.233;0.077;3.912;13.134;11.434;4.039;0.0;0.02;0.0;0.013;0.0;0.064;0.0;0.013;0.0;0.031;0.0;0.054;0.0;0.0;0.161;0.452;2.0;VALOR
CREMA DE CHOCOLATE;;26.83;0.225;0.122;8.287;21.884;17.844;7.866;0.0;0.037;0.0;0.04;0.0;0.006;0.0;0.0;0.028;0.0;0.0;0.043;0.0;0.003;0.572;1.113;2.0;VALOR
CREMA CATALANA;;7.027;0.036;0.008;1.32;6.081;5.212;1.282;0.0;0.0;0.0;0.014;0.0;0.007;0.0;0.0;0.016;0.0;0.0;0.016;0.0;0.0;0.047;0.126;2.0;VALOR
POSTRES CON NATA;;28.816;0.116;0.028;5.68;26.422;19.179;13.092;0.0;0.01;0.0;0.0;0.0;0.0;0.0;0.0;0.013;0.03;0.0;0.007;0.0;0.0;0.19;0.72;2.0;VALOR
OT.DERIVADOS LACTEOS;;73.185;1.39;0.414;23.759;68.107;60.507;30.291;0.009;0.264;0.0;0.239;0.021;0.268;0.017;0.098;0.054;0.061;0.0;0.136;0.0;0.12;2.433;3.315;2.0;VALOR
OT.DERIVD.SIN LACTS;;16.516;0.106;0.039;3.975;13.869;10.947;4.856;0.0;0.024;0.0;0.076;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.308;0.546;3.0;VALOR
PAN;;99.853;55.748;2.632;57.733;98.988;97.516;74.35;1.488;2.004;0.806;4.957;0.699;6.647;2.99;5.985;0.419;47.147;1.207;12.896;0.921;0.892;23.201;13.966;1.0;VALOR
PAN FRESCO/CONGELADO;;98.687;54.607;2.046;46.006;95.642;92.624;66.158;0.881;1.477;1.027;4.32;0.687;5.366;2.89;5.88;0.337;47.069;1.193;12.704;0.887;0.77;18.749;10.49;2.0;VALOR
PAN RESCO/CONG.GRAN;;88.184;50.411;1.253;18.096;79.446;69.152;52.217;0.588;0.887;0.913;3.685;0.802;3.528;2.124;5.248;0.078;44.361;0.967;10.184;0.786;0.598;13.612;5.347;3.0;VALOR
PAN RESCO/CONG.ENV.;;95.822;30.287;1.219;41.814;92.416;88.705;53.984;0.397;0.891;0.317;1.519;0.224;3.296;1.427;2.043;0.242;23.727;0.342;5.12;0.108;0.296;9.49;7.29;3.0;VALOR
PAN FRESCO INTEGRAL;;69.244;23.446;0.447;12.899;59.522;47.373;34.068;0.235;0.884;0.053;0.62;0.09;1.086;0.698;1.842;0.103;20.121;0.302;1.676;0.068;0.136;3.883;1.974;3.0;VALOR
PAN FRESCO NORMAL;;98.285;52.721;1.981;43.964;94.914;91.496;63.898;0.803;0.924;1.052;4.173;0.609;5.156;2.566;5.212;0.213;45.653;1.091;12.045;0.81;0.686;17.419;10.2;3.0;VALOR
PAN FRESCO SIN SAL;;40.878;13.166;0.154;4.915;30.996;23.308;12.704;0.096;0.24;0.067;0.704;0.096;0.345;0.302;1.476;0.007;10.414;0.108;1.327;0.0;0.0;1.46;0.774;3.0;VALOR
PAN INDUSTRIAL;;98.446;7.537;1.219;46.691;96.547;93.245;57.838;0.499;0.902;0.066;0.858;0.01;1.618;0.106;0.424;0.061;1.608;0.052;1.168;0.084;0.195;8.977;9.38;2.0;VALOR
PAN INDUSTRIAL FRES;;91.676;3.585;0.788;37.474;88.668;82.828;47.371;0.049;0.319;0.014;0.382;0.0;0.8;0.042;0.115;0.0;0.542;0.049;0.342;0.073;0.137;5.26;7.037;3.0;VALOR
PAN IND.F.INTEGRAL;;28.609;0.368;0.173;10.914;21.621;20.095;2.705;0.0;0.104;0.0;0.011;0.0;0.025;0.0;0.018;0.0;0.01;0.0;0.012;0.045;0.065;0.788;1.154;4.0;VALOR
PAN IND.F.NORMAL;;86.31;3.016;0.559;31.13;82.469;75.358;42.653;0.049;0.276;0.014;0.305;0.0;0.71;0.042;0.088;0.0;0.438;0.058;0.264;0.026;0.157;4.219;5.952;4.0;VALOR
PAN IND.F.S/CORTEZ;;42.878;1.127;0.169;12.452;38.747;33.723;14.746;0.0;0.033;0.0;0.114;0.0;0.068;0.0;0.039;0.0;0.176;0.019;0.092;0.0;0.052;1.145;1.982;4.0;VALOR
PAN IND.F.ENRIQUEC;;78.722;1.857;0.421;27.91;73.097;63.864;35.576;0.029;0.265;0.0;0.201;0.0;0.539;0.0;0.033;0.0;0.167;0.012;0.129;0.026;0.088;2.628;4.681;4.0;VALOR
PAN INDUSTRIAL SECO;;94.114;5.406;0.799;34.198;90.058;84.975;42.357;0.45;0.691;0.052;0.556;0.01;0.878;0.062;0.376;0.061;1.174;0.032;0.992;0.011;0.076;5.935;6.522;3.0;VALOR
PAN IND.S.INTEGRAL;;46.428;0.646;0.195;11.543;40.273;34.65;11.912;0.073;0.209;0.038;0.069;0.0;0.0;0.0;0.025;0.0;0.065;0.018;0.096;0.0;0.012;0.673;1.699;4.0;VALOR
PAN IND.S.NORMAL;;92.097;5.082;0.699;31.325;87.687;81.888;40.059;0.377;0.573;0.033;0.554;0.01;0.878;0.062;0.381;0.061;1.114;0.015;0.937;0.011;0.064;5.648;5.953;4.0;VALOR
BOLL.PAST.GALLET.CERE;;99.664;37.363;2.175;59.928;98.343;96.317;71.07;1.121;2.03;0.344;2.561;0.208;3.359;2.355;3.123;0.23;29.163;0.674;5.154;0.185;1.47;25.392;12.404;1.0;VALOR
BOLLERIA/PASTELERIA;;96.99;34.075;1.422;46.255;93.736;89.534;59.89;0.816;0.697;0.205;1.353;0.135;2.648;1.856;2.511;0.204;28.122;0.66;3.917;0.171;0.801;16.018;8.059;2.0;VALOR
BOLL./PAST.ENVASADA;;95.203;17.361;1.202;44.558;91.698;87.326;52.338;0.389;0.565;0.173;0.861;0.03;1.43;0.507;1.11;0.134;12.008;0.215;2.236;0.019;0.624;13.074;7.259;3.0;VALOR
O.PASTEL/TARTA ENV;;24.993;3.556;0.096;5.631;18.993;14.014;6.569;0.0;0.008;0.021;0.175;0.0;0.073;0.027;0.126;0.031;3.039;0.0;0.044;0.019;0.096;1.064;0.452;4.0;VALOR
BOLL./PAST.GRANEL;;75.06;29.224;0.538;10.916;64.829;53.018;35.688;0.635;0.243;0.033;0.712;0.103;1.436;1.677;1.947;0.069;25.796;0.439;2.384;0.159;0.21;5.307;1.786;3.0;VALOR
O.PASTEL/TARTA GRA;;10.928;8.42;0.0;0.591;2.138;1.773;0.354;0.052;0.0;0.0;0.055;0.0;0.618;0.0;0.106;0.0;7.963;0.059;0.073;0.019;0.0;0.334;0.125;4.0;VALOR
GALLETAS;;96.915;9.914;1.403;47.053;93.625;89.2;54.823;0.396;0.775;0.063;1.077;0.078;0.982;0.242;0.655;0.025;4.92;0.093;1.339;0.045;0.333;14.157;7.96;2.0;VALOR
GALLETAS ENVASADAS;;96.851;6.386;1.403;47.053;93.625;89.2;54.823;0.387;0.762;0.063;1.077;0.078;0.838;0.083;0.436;0.025;0.874;0.093;1.212;0.015;0.293;14.151;7.96;3.0;VALOR
GALLETAS SALADAS;;43.521;0.751;0.207;11.35;37.396;30.369;14.39;0.0;0.137;0.0;0.059;0.023;0.137;0.016;0.0;0.0;0.018;0.007;0.172;0.015;0.008;2.354;1.724;4.0;VALOR
GALLETAS DULCES;;96.159;6.025;1.369;46.023;92.639;87.819;53.035;0.387;0.725;0.063;1.019;0.055;0.705;0.067;0.436;0.025;0.862;0.091;1.085;0.0;0.293;13.471;7.614;4.0;VALOR
DIETETICAS;;35.704;0.767;0.138;9.885;29.717;24.494;9.765;0.031;0.283;0.004;0.225;0.0;0.042;0.0;0.0;0.0;0.044;0.0;0.145;0.0;0.065;1.193;1.279;5.0;VALOR
GALLETAS GRANEL;;5.169;4.932;0.0;0.0;0.0;0.0;0.0;0.023;0.021;0.0;0.0;0.0;0.223;0.208;0.327;0.0;4.155;0.0;0.263;0.029;0.05;0.006;0.0;3.0;VALOR
CEREALES;;67.13;1.597;0.168;23.561;60.678;53.91;25.635;0.0;1.014;0.069;0.224;0.0;0.055;0.0;0.075;0.0;0.019;0.0;0.21;0.0;0.036;2.607;4.572;2.0;VALOR
CEREALES DESAY.ENV.;;67.13;1.597;0.168;23.561;60.678;53.91;25.635;0.0;1.014;0.069;0.224;0.0;0.055;0.0;0.075;0.0;0.019;0.0;0.21;0.0;0.036;2.607;4.572;3.0;VALOR
CON FIBRA;;45.653;0.557;0.051;11.02;40.525;34.18;14.924;0.0;0.411;0.019;0.101;0.0;0.0;0.0;0.007;0.0;0.0;0.0;0.097;0.0;0.036;0.765;2.04;4.0;VALOR
PRODUCTOS NAVIDEÑOS;;78.108;7.139;0.682;22.163;70.886;59.461;35.986;0.137;0.161;0.021;0.432;0.003;0.269;0.687;0.865;0.0;3.704;0.084;1.495;0.018;0.879;9.482;1.986;2.0;VALOR
MANTECADOS/POLVORON;;34.673;2.854;0.198;5.231;28.673;25.304;6.853;0.0;0.045;0.0;0.23;0.0;0.052;0.14;0.359;0.0;1.201;0.0;0.871;0.018;0.195;2.231;0.362;3.0;VALOR
MAZAPANES;;8.96;1.154;0.047;1.247;6.213;4.834;1.662;0.0;0.0;0.0;0.0;0.0;0.028;0.154;0.167;0.0;0.487;0.0;0.249;0.0;0.056;0.674;0.093;3.0;VALOR
PRD.NAVIDEÑO TURRON;;53.42;2.509;0.258;12.924;43.616;34.528;16.631;0.073;0.027;0.0;0.138;0.0;0.082;0.285;0.245;0.0;1.012;0.0;0.207;0.0;0.222;5.629;1.151;3.0;VALOR
OTROS PRD.NAVIDEÑOS;;61.573;4.174;0.481;15.302;53.888;39.634;28.726;0.064;0.089;0.021;0.256;0.003;0.134;0.417;0.457;0.0;2.179;0.084;0.601;0.0;0.551;6.029;1.186;3.0;VALOR
CHOCOLATES/CACAOS/SUC;;98.025;6.129;1.506;48.931;95.151;90.436;59.941;0.506;0.714;0.088;1.17;0.046;0.639;0.278;0.423;0.026;1.513;0.202;1.268;0.042;0.408;17.409;8.968;1.0;VALOR
CHOCOLATES;;91.083;2.843;0.938;35.632;85.673;77.385;46.983;0.209;0.274;0.0;0.249;0.018;0.345;0.155;0.218;0.026;0.23;0.116;0.837;0.042;0.28;9.539;5.569;2.0;VALOR
CHOCOLATE TABLETAS;;87.169;2.423;0.809;31.591;81.138;71.917;42.723;0.193;0.274;0.0;0.222;0.015;0.296;0.117;0.168;0.026;0.129;0.116;0.693;0.042;0.224;6.892;5.023;3.0;VALOR
CHOC.TAB.CON LECHE;;68.343;1.478;0.576;21.713;61.77;51.924;29.904;0.072;0.109;0.0;0.185;0.008;0.197;0.117;0.162;0.0;0.069;0.052;0.342;0.0;0.031;4.793;3.03;4.0;VALOR
CHOC.TAB.SIN LECHE;;68.31;1.431;0.409;21.025;61.042;51.067;28.777;0.168;0.174;0.0;0.052;0.008;0.158;0.061;0.071;0.026;0.079;0.084;0.379;0.042;0.216;3.673;3.198;4.0;VALOR
CHOC.TAB.C.ALMENDR;;42.589;0.836;0.223;11.228;36.165;30.054;12.98;0.111;0.023;0.0;0.041;0.015;0.046;0.0;0.053;0.026;0.001;0.0;0.313;0.0;0.09;2.353;1.223;4.0;VALOR
CHOC.TABLETA OTROS;;84.338;2.032;0.731;29.489;77.889;68.095;40.526;0.182;0.27;0.0;0.183;0.0;0.263;0.117;0.182;0.0;0.147;0.116;0.471;0.042;0.195;5.898;4.657;4.0;VALOR
TURRON DE CHOCOLATE;;55.267;0.761;0.336;15.073;45.6;36.248;18.222;0.017;0.0;0.0;0.036;0.003;0.05;0.037;0.049;0.0;0.097;0.0;0.229;0.0;0.067;4.235;1.445;3.0;VALOR
O.PROD.CHOC./CACAO;;93.177;4.814;1.071;41.207;87.625;80.914;46.938;0.322;0.536;0.088;0.983;0.046;0.373;0.123;0.269;0.0;1.375;0.131;0.591;0.0;0.223;14.019;6.637;2.0;VALOR
BOMBONES;;64.528;2.128;0.447;18.977;54.021;44.922;21.926;0.092;0.019;0.021;0.188;0.034;0.076;0.097;0.145;0.0;1.168;0.053;0.243;0.0;0.215;7.499;1.578;3.0;VALOR
SNACKS CHOCOLATE;;62.02;1.605;0.361;19.173;55.283;45.6;26.362;0.03;0.157;0.028;0.185;0.008;0.137;0.035;0.052;0.0;0.208;0.077;0.306;0.0;0.097;6.474;2.163;3.0;VALOR
CACAO SOLUBLE;;60.407;0.688;0.397;19.168;49.194;42.64;14.666;0.002;0.11;0.019;0.51;0.003;0.071;0.0;0.043;0.0;0.054;0.0;0.016;0.0;0.05;2.616;3.265;3.0;VALOR
NORMAL;;59.24;0.621;0.397;18.576;48.29;41.846;14.184;0.002;0.035;0.0;0.488;0.003;0.071;0.0;0.043;0.0;0.054;0.0;0.016;0.0;0.05;2.449;3.183;4.0;VALOR
LIGHT;;5.482;0.117;0.0;1.445;3.788;3.079;0.898;0.0;0.077;0.019;0.022;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.223;0.159;4.0;VALOR
CREMA CACAO UNTAR;;49.768;0.958;0.187;15.443;42.606;36.234;15.483;0.0;0.217;0.024;0.139;0.0;0.059;0.002;0.06;0.0;0.053;0.0;0.071;0.0;0.0;2.223;2.482;3.0;VALOR
ARROZ;;93.92;4.76;0.637;33.199;87.451;80.571;35.885;1.816;0.36;0.0;2.393;0.048;0.504;0.038;0.406;0.009;0.089;0.419;0.644;0.011;0.145;7.262;6.501;1.0;VALOR
LARGO;;29.764;0.27;0.11;10.887;22.038;18.09;7.312;0.0;0.072;0.0;0.016;0.0;0.046;0.0;0.04;0.0;0.0;0.0;0.098;0.0;0.0;0.759;1.323;2.0;VALOR
NORMAL;;69.947;1.339;0.418;16.63;62.525;55.089;20.048;0.043;0.097;0.0;0.196;0.019;0.242;0.038;0.159;0.009;0.008;0.019;0.363;0.011;0.016;2.936;3.09;4.0;VALOR
VAPORIZADO;;14.221;0.094;0.041;3.412;12.03;10.386;2.919;0.0;0.015;0.0;0.027;0.0;0.0;0.0;0.01;0.0;0.008;0.0;0.009;0.0;0.0;0.34;0.693;2.0;VALOR
P.P.CONSERVA ARROZ;;26.81;0.204;0.073;7.886;23.267;20.262;7.24;0.0;0.008;0.0;0.018;0.0;0.014;0.0;0.017;0.0;0.005;0.0;0.019;0.0;0.0;0.588;1.602;2.0;VALOR
P.P.CONGELADO ARROZ;;29.191;1.768;0.054;3.714;25.948;20.386;10.236;1.581;0.0;0.0;0.442;0.029;0.014;0.0;0.023;0.0;0.0;0.0;0.0;0.0;0.01;0.253;1.32;2.0;VALOR
P.P.ARROZ RESTO;;3.774;0.063;0.016;0.925;2.844;1.523;1.38;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.02;0.0;0.0;0.037;0.128;2.0;VALOR
OTROS TIPOS ARROZ;;39.243;1.916;0.064;8.935;29.578;26.024;6.751;0.364;0.237;0.0;1.782;0.0;0.198;0.0;0.152;0.0;0.113;0.398;0.241;0.0;0.137;3.632;1.818;2.0;VALOR
TOTAL PASTAS;;96.725;4.53;0.948;40.734;92.208;86.728;47.922;0.059;0.913;0.004;0.487;0.089;0.716;0.054;0.513;0.015;0.231;0.0;0.956;0.0;0.105;7.597;7.762;1.0;VALOR
PASTAS ALIMENTICIAS;;96.496;4.381;0.886;39.991;91.785;86.075;47.373;0.059;0.896;0.004;0.487;0.062;0.694;0.054;0.478;0.015;0.231;0.0;0.956;0.0;0.105;7.497;7.649;2.0;VALOR
PASTA ALIM.SECA;;95.627;4.279;0.853;38.568;89.955;83.936;42.984;0.059;0.841;0.004;0.487;0.062;0.705;0.054;0.478;0.0;0.206;0.0;0.937;0.0;0.105;6.979;7.225;3.0;VALOR
PASTA ALIM.FRESCA;;40.113;0.15;0.097;8.692;36.631;28.391;17.232;0.0;0.063;0.0;0.0;0.0;0.008;0.0;0.0;0.015;0.025;0.0;0.021;0.0;0.0;0.824;1.691;3.0;VALOR
PASTAS ALIM.GRANEL;;4.556;0.546;0.086;0.508;2.88;1.396;1.607;0.01;0.128;0.004;0.087;0.0;0.091;0.0;0.153;0.0;0.067;0.0;0.077;0.0;0.0;0.655;0.145;3.0;VALOR
PASTAS ALIM.ENVASAD;;96.408;4.011;0.816;39.862;91.759;86.036;47.165;0.048;0.799;0.0;0.404;0.062;0.601;0.054;0.344;0.015;0.166;0.0;0.892;0.0;0.105;7.043;7.6;3.0;VALOR
PASTAS PARA RELLENAR;;27.48;0.295;0.185;6.142;22.926;20.154;4.622;0.0;0.039;0.0;0.014;0.026;0.023;0.0;0.038;0.0;0.0;0.0;0.0;0.0;0.0;0.561;0.805;2.0;VALOR
AZUCAR;;80.764;2.071;0.563;24.204;73.393;65.411;28.629;0.02;0.34;0.064;0.375;0.0;0.094;0.045;0.13;0.0;0.154;0.019;0.37;0.0;0.0;3.987;4.23;1.0;VALOR
EDULCORANTES;;38.606;1.591;0.073;8.233;33.01;28.174;8.692;0.0;0.6;0.528;0.162;0.0;0.023;0.034;0.125;0.0;0.005;0.005;0.08;0.0;0.022;1.195;1.654;1.0;VALOR
STEVIA;;10.296;0.271;0.0;2.075;8.799;8.404;0.716;0.0;0.101;0.013;0.0;0.0;0.018;0.0;0.003;0.0;0.0;0.0;0.0;0.0;0.0;0.194;0.31;2.0;VALOR
LEGUMBRES;;90.065;14.312;1.109;29.334;80.545;73.202;31.9;0.58;0.391;0.015;0.421;0.039;2.745;1.51;4.062;0.029;0.289;0.148;5.621;0.599;0.665;7.638;5.426;1.0;VALOR
LEGUMBRES SECAS;;71.534;11.986;0.83;18.784;57.232;51.301;15.671;0.371;0.398;0.015;0.235;0.017;2.14;1.494;2.859;0.0;0.275;0.122;4.89;0.599;0.666;6.296;3.058;2.0;VALOR
LEGUMBRES COCIDAS;;69.339;4.289;0.457;19.103;61.945;53.844;24.624;0.228;0.106;0.0;0.187;0.029;0.659;0.017;1.912;0.029;0.025;0.036;0.869;0.0;0.029;2.856;3.617;2.0;VALOR
GARBANZOS;;76.611;8.046;0.843;21.165;64.953;56.555;22.194;0.317;0.115;0.004;0.264;0.0;1.394;0.776;2.699;0.029;0.13;0.113;2.635;0.172;0.387;4.09;3.588;2.0;VALOR
ALUBIAS;;61.14;8.29;0.505;15.044;49.688;42.183;16.594;0.242;0.091;0.009;0.15;0.01;1.72;0.883;2.539;0.0;0.075;0.0;3.051;0.537;0.359;3.693;2.525;2.0;VALOR
LENTEJAS;;71.859;7.285;0.643;17.629;58.45;51.082;16.772;0.228;0.185;0.005;0.24;0.044;0.753;0.715;2.092;0.0;0.128;0.033;2.486;0.057;0.282;4.478;3.158;2.0;VALOR
LENTEJAS SECAS;;61.281;6.207;0.637;13.964;47.669;41.557;11.995;0.171;0.198;0.005;0.163;0.019;0.584;0.715;1.468;0.0;0.128;0.033;2.268;0.057;0.282;4.409;2.343;3.0;VALOR
LENTEJAS COCIDAS;;22.845;1.468;0.013;5.017;19.151;15.793;6.29;0.038;0.03;0.0;0.082;0.029;0.187;0.0;0.804;0.0;0.0;0.0;0.213;0.0;0.0;0.582;1.128;3.0;VALOR
OTRAS LEGUMBRES;;3.981;1.294;0.0;0.452;1.108;0.882;0.224;0.013;0.214;0.0;0.019;0.0;0.12;0.224;0.421;0.0;0.0;0.0;0.319;0.215;0.0;0.739;0.144;2.0;VALOR
TOTAL ACEITE;;92.735;3.305;2.827;42.008;83.172;77.202;34.842;0.128;0.582;0.048;0.717;0.015;0.324;0.254;0.267;0.057;0.178;0.088;0.831;0.511;2.233;9.451;6.828;1.0;VALOR
ACEITE 1L;;81.229;1.479;0.538;31.442;71.542;64.672;28.113;0.043;0.138;0.048;0.294;0.015;0.092;0.039;0.027;0.0;0.095;0.0;0.436;0.008;0.331;3.357;4.993;2.0;VALOR
ACEITE 5L;;45.62;1.188;2.449;18.55;28.956;25.723;7.25;0.0;0.043;0.0;0.383;0.0;0.194;0.269;0.077;0.04;0.064;0.072;0.192;0.232;1.708;4.848;2.434;2.0;VALOR
TOTAL ACEITES OLIVA;;83.921;2.438;2.671;36.276;69.293;63.012;23.932;0.107;0.367;0.022;0.66;0.015;0.313;0.254;0.185;0.058;0.039;0.076;0.611;0.485;2.238;7.937;5.663;2.0;VALOR
A.O VIRGEN+V.EXTRA;;68.328;1.891;1.749;26.744;53.325;47.361;15.899;0.107;0.359;0.022;0.239;0.015;0.196;0.098;0.127;0.04;0.039;0.076;0.367;0.062;1.06;5.794;3.493;3.0;VALOR
A.O VIRGEN;;29.055;0.507;0.118;7.083;22.548;18.077;6.994;0.0;0.138;0.0;0.072;0.0;0.012;0.074;0.03;0.0;0.0;0.0;0.176;0.013;0.203;1.548;0.765;4.0;VALOR
A.O VIRGEN EXTRA;;62.13;1.532;1.651;24.556;46.958;41.916;12.22;0.107;0.245;0.022;0.17;0.015;0.187;0.044;0.1;0.04;0.039;0.076;0.241;0.066;0.866;4.886;3.029;4.0;VALOR
A. OLIVA;;56.799;0.754;1.257;19.894;45.241;39.651;14.323;0.0;0.011;0.0;0.466;0.0;0.122;0.17;0.085;0.017;0.0;0.0;0.295;0.395;1.226;2.934;3.084;3.0;VALOR
ACEITE DE GIRASOL;;63.049;0.975;0.445;19.44;55.629;49.496;20.176;0.009;0.033;0.0;0.167;0.0;0.011;0.0;0.012;0.04;0.151;0.012;0.278;0.025;0.038;2.192;2.566;2.0;VALOR
ACEITE DE MAIZ;;0.969;0.018;0.0;0.411;0.534;0.531;0.032;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.047;0.006;2.0;VALOR
ACEITE DE SOJA;;0.464;0.0;0.0;0.202;0.264;0.078;0.183;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;VALOR
OTROS ACEITES VEG;;18.531;0.385;0.061;3.896;14.77;12.9;2.471;0.0;0.208;0.025;0.004;0.0;0.0;0.0;0.104;0.0;0.0;0.0;0.03;0.0;0.0;0.528;0.483;2.0;VALOR
ACEITE DE ORUJO;;5.79;0.086;0.05;1.353;4.408;3.236;1.478;0.013;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.373;0.172;2.0;VALOR
MARGARINA;;52.999;0.883;0.305;13.3;47.837;42.51;15.227;0.02;0.096;0.0;0.13;0.003;0.054;0.037;0.008;0.0;0.051;0.036;0.159;0.0;0.005;1.582;1.867;1.0;VALOR
M.LIGHT;;16.993;0.035;0.086;2.856;14.977;12.637;3.591;0.0;0.022;0.0;0.017;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.043;0.494;2.0;VALOR
M.BAJA EN COLESTEROL;;5.044;0.011;0.007;1.258;4.286;3.844;0.888;0.0;0.011;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.144;0.166;2.0;VALOR
M.ENRIQUECIDA;;47.248;0.676;0.184;11.3;42.578;37.007;13.703;0.02;0.045;0.0;0.074;0.003;0.034;0.0;0.008;0.0;0.051;0.025;0.066;0.0;0.0;1.218;1.578;2.0;VALOR
ACEITUNAS;;88.709;14.139;0.711;28.021;80.958;72.312;36.403;0.337;0.126;0.0;0.523;0.401;1.696;4.391;5.231;0.0;0.156;0.32;5.501;0.66;0.472;6.528;4.918;1.0;VALOR
ACEITUNA ENV.C/HUESO;;47.374;1.194;0.244;11.939;41.349;33.561;16.09;0.101;0.055;0.0;0.032;0.009;0.199;0.0;0.114;0.0;0.025;0.0;0.5;0.0;0.027;1.936;1.836;2.0;VALOR
