Alimentos;;T.ESPAÑA;TIENDA TRADICIONAL;ECONOMATO/COOPERATIVA;HIPERMERCADO;SUPER+AUTO+GRAN ALMACEN;SUPER+AUTOSER;TIENDA DESCUENTO;TIENDA CONGELADOS;HERBORISTERIAS;VENTA A DOMICILIO;FARMACIAS;PESCADERIAS;CARNICERIA/CHARCUT;MERCADILLOS/AMBULANTES;MERCADOS & PLAZAS;LECHERIAS;PANADERIAS;BAR/BODEGAS;VERDULERIA/FRUTERIA;AUTOCONSUMO (C.PROPIA);COMPRA DIRECTA PRODUCTOR;RESTO CANALES;E-COMMERCE;Nivel;Hoja
MAYOR;;10305.5291;2419.3721;5.75559;1963.1213899999998;5309.5555;4441.4964;868.0592700000002;1.926578;5.235828;0.0;100.59731500000001;0.0;2068.4695;0.0;327.6313099999999;0.0;0.0;3.812417;0.0;11.214383;21.74139;319.88660899999996;154.284496;4.0;VALOR
CARNE POLLO;;502799.75000000006;103398.635;1038.1003199999998;43805.21400000001;330381.02;255766.81;74614.213;225.744104;85.36144800000001;0.0;591.86058;77.806051;88209.775;278.63565100000005;11049.593;69.472531;174.73018;106.239551;263.918091;6559.170899999999;1265.56261;8363.4975;7118.0576;3.0;VALOR
POLLO ENTERO;;117489.59500000003;27566.014000000003;222.86612799999997;10371.623000000001;68175.918;55762.85999999999;12413.0573;63.233227;39.996481;0.0;154.566293;42.368851;23099.509000000002;26.210952999999996;2755.0874000000003;0.0;78.341712;10.44734;40.94701;6477.1326;962.30704;2038.7341999999999;1494.2284999999997;4.0;VALOR
POLLO FILETES;;71464.755;14912.701700000001;112.191887;4885.9238;49544.346999999994;38050.312;11494.033500000001;4.163003;3.379986;0.0;68.11010300000001;10.358287;13020.1713;18.458190000000002;1508.64508;0.0;10.514858;6.874104999999999;37.674051;10.89424;49.07052;1052.27677;810.7796400000001;4.0;VALOR
POLLO POR PIEZAS;;313845.39;60919.924;703.04238;28547.669;212660.75999999998;161953.63999999998;50707.122;158.347854;41.98498300000001;0.0;369.18419;25.078915;52090.096;233.96648100000002;6785.8601;69.472531;85.873612;88.91810100000001;185.29702799999998;71.14411899999999;254.185009;5272.4866999999995;4813.0495;4.0;VALOR
CARNE CONEJO;;30596.519999999997;6696.833299999999;108.296636;2825.0425;17518.671;14687.4307;2831.2397;0.0;1.331323;0.0;116.79566799999999;21.466673;4807.522299999999;37.344929;1573.86707;0.0;64.68178400000001;0.0;23.282651;2013.4847500000003;451.98460100000005;395.22676;432.8397780000001;3.0;VALOR
CARNE OVINO/CAPRINO;;41550.682;16058.7088;99.903064;3718.4306;16766.365700000002;15581.037500000002;1185.3259799999998;0.0;16.75228;0.0;244.965043;21.016605;13282.3668;83.039735;2546.43727;0.0;12.62514;8.617854;23.879565;1530.1903199999997;1483.860292;1151.83697;413.38242;3.0;VALOR
CORDERO;;36376.42999999999;13872.556000000002;99.903064;3376.09271;15307.587;14273.323799999998;1034.26379;0.0;16.75228;0.0;170.976289;21.016605;11487.440200000001;82.188705;2162.1544999999996;0.0;7.911681;8.617854;23.574902;928.4155600000001;1067.870872;1064.11267;406.7283;4.0;VALOR
CABRITO;;4007.1555000000003;1365.46353;0.0;292.436537;1164.4325199999998;1074.6453900000001;89.78716499999999;0.0;0.0;0.0;73.98875;0.0;1136.520251;0.85103;224.22963800000002;0.0;4.713459;0.0;0.0;601.7746970000001;413.83017;87.724247;6.654111;4.0;VALOR
OTRO OVINO/CAPRINO;;1167.0966300000002;820.69086;0.0;49.901241999999996;294.345408;233.070422;61.274992999999995;0.0;0.0;0.0;0.0;0.0;658.40669;0.0;160.05314200000004;0.0;0.0;0.0;0.304663;0.0;2.159157;0.0;0.0;4.0;VALOR
OVINO/CAPRINO ENTE;;10451.1086;3039.52261;7.668017000000001;540.540151;3158.1227;2921.70633;236.416216;0.0;16.75228;0.0;157.93179;0.0;2711.7943699999996;0.0;289.75566000000003;0.0;0.0;0.0;0.0;1422.6619949999997;1442.6234299999999;626.188332;55.84933100000001;4.0;VALOR
OVINO/CAPRINO PIEZ;;31099.575999999997;13019.186800000001;92.235051;3177.8907000000004;13608.241600000001;12659.3318;948.90974;0.0;0.0;0.0;87.033253;21.016605;10570.5727;83.039735;2256.6815699999997;0.0;12.62514;8.617854;23.879565;107.52826800000001;41.236858;525.648672;357.53307500000005;4.0;VALOR
CARNE CERDO;;405423.02;99455.29800000001;868.212374;39678.53300000001;244429.62000000002;190741.94999999998;53687.698000000004;242.592715;33.252259;0.0;538.631658;37.843768000000004;86152.261;413.58573;9933.780600000002;22.738383;152.97147399999997;106.47211200000001;247.81012099999995;6031.746949999998;1203.10753;7740.0131;5064.2548;3.0;VALOR
CARNE CERDO ADOBAD;;35995.892;9487.0862;41.658936000000004;3646.5157999999997;21516.397;16054.034000000001;5462.3619;14.186574;12.640137;0.0;36.69174;1.059705;8469.0338;41.719063;741.3959400000001;0.0;1.680666;4.76691;23.545908;75.126936;98.187887;610.00458;442.50339;4.0;VALOR
CARN.CERDO IBERICO;;15153.262499999999;5941.8264;42.212363999999994;1067.4004400000001;5194.094700000001;4223.6089;970.4855500000001;10.094585;0.0;0.0;27.92427;5.2929770000000005;5171.891000000001;11.418214;527.92409;0.0;1.690598;0.0;19.362796;2046.3748220000002;174.69527;545.096092;102.219545;4.0;VALOR
CARNE DESPOJOS;;28822.412;10706.3576;99.63668399999999;2277.943;14573.119899999998;13962.982499999998;610.1393;51.29863;1.25031;0.0;39.339154;6.119591;8474.9389;48.52232099999999;1980.6034300000001;0.0;12.491465000000002;0.374036;57.132512;12.74194;47.863762;604.0695299999999;412.81630000000007;3.0;VALOR
DESPOJOS CERDO;;13636.133000000002;5509.2131;69.210797;1072.4578900000001;6389.965899999999;6036.375000000001;353.59090999999995;15.002600000000001;0.0;0.0;33.215276;0.0;4568.7336000000005;9.224113;791.8315;0.0;9.033025;0.374036;51.032779000000005;10.639938;36.65376;336.83716799999996;168.716312;4.0;VALOR
DESPOJOS CORDERO;;1726.7397999999998;1032.39236;5.417553;90.055465;516.80785;507.52047999999996;9.287378;0.0;0.0;0.0;0.0;0.0;703.4711599999998;24.075294;313.53231200000005;0.0;1.122946;0.0;2.713916;0.0;0.0;35.02516200000001;22.966259;4.0;VALOR
DESPOJOS POLLO;;7057.847000000001;1216.4594;14.047016;556.6676;5012.440199999999;4949.674000000001;62.766177;0.0;0.863272;0.0;6.123874;0.0;993.9737799999999;5.525099;198.25735600000004;0.0;0.59272;0.0;0.5695739999999999;0.0;3.935733;104.310341;138.337544;4.0;VALOR
DESPOJOS TERNERA;;5407.8246;2663.4067999999997;10.961311000000002;476.33542;2055.99987;1937.39533;118.60423099999998;0.0;0.387038;0.0;0.0;6.119591;1993.88539;9.697806;643.26616;0.0;1.7427739999999998;0.0;2.8162420000000004;2.102001;7.274271000000001;122.857951;59.189376;4.0;VALOR
DESPOJOS OT.PROCED;;993.86512;284.886808;0.0;82.42655200000002;597.90598;532.0154000000001;65.890603;36.29603;0.0;0.0;0.0;0.0;214.87482100000003;0.0;33.715971999999994;0.0;0.0;0.0;0.0;0.0;0.0;5.038925;23.60681;4.0;VALOR
OTRAS CARNES FRESCA;;115719.323;15598.8765;146.259946;10026.471;85356.38199999998;64589.73500000001;20766.648;25.585762;12.998335;0.0;163.81057500000003;14.229495;12553.7791;31.267269;2625.0003199999996;0.0;18.564881;22.653510999999998;10.465281;967.1438549999998;140.690552;1236.05807;2052.3566;3.0;VALOR
AVESTRUZ;;123.45943300000002;13.363603999999999;0.0;3.630832;104.869033;103.31851300000001;1.550523;0.0;0.0;0.0;0.0;0.0;9.259603;0.0;4.104002;0.0;0.0;0.0;0.0;0.0;0.0;1.5959619999999999;0.0;4.0;VALOR
PAVO;;57240.594000000005;6486.122899999999;20.99495;4897.4154;43780.662;32827.938;10952.7232;10.996030000000001;7.092010999999999;0.0;71.615884;1.293808;5279.9165;9.822796;1031.4666;0.0;6.331237;0.75858;5.340992;373.392554;40.146733;520.1079200000001;1040.31204;4.0;VALOR
OTRAS AVES;;12512.005;2168.92159;18.609893;1282.95068;8138.249899999999;6328.6236;1809.62644;0.0;1.070889;0.0;23.505119999999998;0.0;1654.3016400000001;0.416385;482.50159399999995;0.0;0.6991839999999999;0.0;0.0;416.209803;27.380277999999997;240.12532800000002;195.634668;2.0;VALOR
CARNE CABALLO;;1638.29617;1305.9340200000001;0.0;73.45441499999998;210.67556;198.83009;11.845471;0.0;0.0;0.0;32.61748;0.0;875.5076999999999;5.23494;430.426252;0.0;0.0;0.0;0.0;2.231043;0.0;3.098095;5.050597;4.0;VALOR
CARNE CONGELADA;;42733.255000000005;7965.4786;272.026253;3260.5899000000004;28423.210000000003;26078.016;2345.1934;5845.3909;17.00654;0.0;184.55478399999998;14.605348;1704.0311700000002;109.896514;170.059425;0.0;19.663279;17.30833;2.645365;240.821293;258.27131799999995;1242.5511499999998;775.85598;2.0;VALOR
C.CONG.POLLO;;27908.123000000003;4962.5623000000005;150.96558399999998;2172.5861999999997;19250.631;17542.797;1707.8343399999999;3851.2724;7.422263;0.0;98.42590599999998;9.36732;894.85552;89.949537;64.666673;0.0;7.188364;17.30833;1.609707;26.912619;175.54035299999998;439.93899600000003;540.6082;3.0;VALOR
C.CONG.CERDO;;7251.6777;1584.7435;59.605581;605.64644;4307.2762;4018.3129;288.963238;1003.6908900000001;6.218224;0.0;46.420195;2.026303;468.74657;10.295684;60.33576000000001;0.0;12.474915;0.0;1.035658;24.150608;22.500109000000002;452.54999399999997;138.489359;3.0;VALOR
C.CONG.VACA;;2474.5834999999997;770.8377399999999;59.43886;181.53637600000002;1055.1899600000002;951.5083800000001;103.681468;517.29765;3.366051;0.0;17.927003;2.309799;222.02129000000002;1.48763;20.711845;0.0;0.0;0.0;0.0;142.590411;19.114182;155.318031;71.143405;3.0;VALOR
RESTO CARNES CONG.;;5098.872299999999;647.3352600000001;2.016216;300.820788;3810.1112;3565.3967000000002;244.714356;473.12986000000006;0.0;0.0;21.781677000000002;0.901926;118.40767100000001;8.163666000000001;24.34514;0.0;0.0;0.0;0.0;47.167668;41.1167;194.74413800000002;25.614983;3.0;VALOR
C.CONG.CABALLO;;10.210916000000001;0.819159;0.0;0.0;7.831467000000001;7.496946;0.33452;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.819159;0.0;0.0;0.0;0.0;0.0;0.0;1.560289;0.0;4.0;VALOR
SALCHICHAS CONGELAD;;126.901917;88.33927800000001;1.977977;9.051025000000001;13.564773;10.777267;2.787506;60.139295;0.0;0.0;2.804971;0.0;11.097101;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;11.163898999999999;0.0;3.0;VALOR
CARNE TRANSFORMADA;;480757.41000000003;48324.63;1070.66036;64475.09999999999;342923.51000000007;272972.63999999996;69950.907;195.996208;85.88994500000001;50.286521;373.628552;59.259116999999996;36195.891;1034.91319;6874.624500000001;23.966935000000003;265.555801;150.652887;793.7732700000001;404.79982400000006;2423.7349600000002;10980.699800000002;8745.7088;2.0;VALOR
JAMON CURADO+PALETA;;84070.32400000001;12122.0768;211.068598;11883.9074;53408.674000000006;45570.5;7838.1748;9.63884;12.642101;1.690655;84.55166600000001;32.408728;9580.734;317.20626200000004;1466.61581;2.802093;80.726111;82.334555;174.876895;87.228201;1036.938638;3544.22183;1374.44437;3.0;VALOR
JAMON C.+P.ENTERO;;31650.851000000002;6434.4971;94.87490299999999;5891.1877;14823.901499999998;13680.814600000002;1143.08738;6.241458;10.676481;0.0;47.821568;0.0;5475.3237;213.18633900000003;472.41208;1.122047;29.935624;66.4043;75.97032;62.861506;837.5598439999999;2718.29635;526.6621190000001;4.0;VALOR
JAMON C.+P.LONCHA;;52419.469;5687.579699999999;116.193686;5992.7197;38584.772000000004;31889.685;6695.0874;3.397382;1.96562;1.690655;36.730104999999995;32.408728;4105.4106;104.01992700000001;994.20363;1.680046;50.79048299999999;15.930252;98.906569;24.366688;199.37878;825.92567;847.7820699999999;4.0;VALOR
JAMON CURADO NORMAL;;61288.219000000005;7435.115400000001;150.640251;8707.6725;41645.332;35196.297;6449.032800000001;5.226070999999999;12.160825;1.690655;36.045438;0.0;5678.0318;194.17181100000005;917.1976899999999;2.802093;70.19959499999999;74.063924;94.916231;83.431696;411.986702;1723.2013000000002;900.6199100000001;3.0;VALOR
JAMON C.N.ENTER/PI;;20137.5158;3911.4093;53.732558;4179.653;9999.1609;9366.829399999999;632.332559;2.502586;10.676481;0.0;22.137365;0.0;3165.70354;109.173768;307.581876;1.122047;25.136393;66.4043;63.225103999999995;62.861506;357.866252;1219.321328;222.200601;4.0;VALOR
JAMON C.N.LONCHA;;41150.69899999999;3523.7065;96.90770400000001;4528.0196;31646.17;25829.469;5816.7;2.7234849999999997;1.4843439999999999;1.690655;13.908079;0.0;2512.3283;84.99803800000002;609.61574;1.680046;45.063199;7.659625999999999;31.691122999999997;20.570183;54.120446;503.87989;678.41929;4.0;VALOR
JAMON IBERICO;;14866.778300000002;3692.8549000000003;41.611349000000004;1957.8147199999999;7085.2888;6647.910199999999;437.37866999999994;0.0;0.48127600000000004;0.0;10.75611;32.408728;3058.2615600000004;98.609037;462.40529999999995;0.0;7.969707;8.270624999999999;35.375544000000005;3.7965050000000002;547.8684900000001;1221.56008;206.61643700000002;3.0;VALOR
JAMON IBE.ENTER/PI;;8051.292600000001;1958.779544;27.59383;1321.02291;2998.2830999999996;2839.4662;158.81681700000001;0.0;0.0;0.0;4.4305069999999995;0.0;1822.77452;87.745781;103.90893400000002;0.0;2.242425;0.0;3.456295;0.0;459.74951799999997;1022.671892;171.015651;4.0;VALOR
JAMON IBE.LONCHA;;6815.484;1734.0755799999997;14.017511;636.7920399999999;4087.0056000000004;3808.4437000000007;278.56188;0.0;0.48127600000000004;0.0;6.325603;32.408728;1235.48707;10.863256;358.49636000000004;0.0;5.727281;8.270624999999999;31.919249000000004;3.7965050000000002;88.119006;198.888238;35.60078600000001;4.0;VALOR
PALETA CURADA NORM.;;3942.6326;444.7039899999999;2.847064;470.06827000000004;2685.9633999999996;2016.704;669.2595;3.7388719999999998;0.0;0.0;7.2098320000000005;0.0;326.74132999999995;24.425421;74.27551600000001;0.0;0.825566;0.0;38.165908;0.0;29.647681;203.42634700000002;74.340505;3.0;VALOR
PALETA C.N.ENTR/PI;;1460.11124;266.23772699999995;1.2517850000000001;153.498762;801.7625899999999;559.31991;242.442622;3.7388719999999998;0.0;0.0;5.834696;0.0;196.269955;16.266790999999998;55.157551999999995;0.0;0.825566;0.0;9.288924999999999;0.0;0.0;196.07445099999998;19.184514;4.0;VALOR
PALETA C.N.LONCHA;;2482.5215999999996;178.466281;1.595279;316.56949;1884.2009999999996;1457.3841;426.81687;0.0;0.0;0.0;1.375136;0.0;130.471336;8.158625;19.117959;0.0;0.0;0.0;28.876981999999998;0.0;29.647681;7.351936000000001;55.155986999999996;4.0;VALOR
PALETA IBERICA;;3972.6920999999998;549.402083;15.969921999999999;748.35154;1992.0908799999997;1709.5870799999998;282.50377;0.673896;0.0;0.0;30.540274;0.0;517.699687;0.0;12.737325;0.0;1.7312400000000001;0.0;6.419214;0.0;47.435812;396.03397700000005;192.86740500000002;3.0;VALOR
PALETA IB.ENTER/PI;;2001.92848;298.07088;12.29673;237.012995;1024.69497;915.199636;109.49535800000001;0.0;0.0;0.0;15.418994000000001;0.0;290.57598;0.0;5.763704;0.0;1.7312400000000001;0.0;0.0;0.0;19.944162;280.22831399999995;114.261406;4.0;VALOR
PALETA IBE.LONCHA;;1970.7634;251.33123800000004;3.6731869999999995;511.33857;967.3958000000001;794.38744;173.008404;0.673896;0.0;0.0;15.12128;0.0;227.12374499999993;0.0;6.97362;0.0;0.0;0.0;6.419214;0.0;27.49165;115.805616;78.605993;4.0;VALOR
HUESOS JAMON CURADO;;3562.0093999999995;1018.85475;0.0;116.26360700000002;2316.5571;2248.92527;67.631996;0.0;2.324038;0.0;0.247121;0.0;771.5384200000001;4.257274;191.417957;0.313923;1.3302159999999998;1.1772850000000001;3.953291;0.0;14.620821;46.471861000000004;44.736852000000006;3.0;VALOR
LOMO EMBUCHADO N+IB;;11183.9291;1972.7939999999999;24.976576;1074.5929099999998;7227.0280999999995;6277.6813;949.34672;0.8175159999999999;0.37223700000000004;0.845693;29.076251;0.0;1522.9779400000002;63.123053;302.46923999999996;0.0;9.0707;6.023924;12.357135;23.727629;170.87160700000004;472.29926300000005;125.44020599999999;3.0;VALOR
LOMO EMB.AL CORTE;;3768.7783999999997;1328.1484799999996;6.2861720000000005;253.00011;1994.2337000000002;1922.8069000000003;71.426488;0.0;0.0;0.845693;6.625553;0.0;1035.25773;26.544008;240.579644;0.0;8.850076;0.0;4.6958079999999995;5.889022;35.529494;99.19487500000001;13.327356;4.0;VALOR
LOMO EMB.ENVASADO;;7415.150799999999;644.64543;18.690401;821.5929;5232.7946;4354.8744;877.9202100000001;0.8175159999999999;0.37223700000000004;0.0;22.450698;0.0;487.7201;36.579043999999996;61.889595;0.0;0.220624;6.023924;7.661325;17.838607;135.342128;373.10439;112.11283999999999;4.0;VALOR
LOMO EMB.NORMAL;;8637.5247;1213.7424700000001;17.900707999999998;788.3242800000002;6131.539599999999;5289.733800000001;841.80569;0.8175159999999999;0.196819;0.845693;21.075813;0.0;925.5635100000001;44.446167;212.25193800000002;0.0;4.8001890000000005;0.0;8.560165999999999;19.931124000000004;34.356624000000004;257.384104;108.82356100000001;4.0;VALOR
LOMO E.N.AL CORTE;;2729.5739000000003;864.8754800000002;6.2861720000000005;184.70703999999998;1591.5522;1523.8546999999999;67.697479;0.0;0.0;0.845693;2.079908;0.0;661.3399;14.268927;164.01133;0.0;4.5795650000000006;0.0;2.3662929999999998;5.889022;3.466031;47.596298;8.852674;5.0;VALOR
LOMO E.N.ENVASADO;;5907.9506;348.86707;11.614533000000002;603.6172799999999;4539.9874;3765.879099999999;774.1081700000001;0.8175159999999999;0.196819;0.0;18.995905;0.0;264.223632;30.17724;48.240596000000004;0.0;0.220624;0.0;6.193871;14.042102;30.890593;209.78779600000001;99.970884;5.0;VALOR
LOMO EMB.IBERICO;;2546.4049999999997;759.05129;7.075869;286.26867500000003;1095.48846;987.9475;107.540997;0.0;0.17541800000000002;0.0;8.000438;0.0;597.41432;18.676885000000002;90.217317;0.0;4.270511;6.023924;3.796969;3.7965050000000002;136.514992;214.915123;16.616646;4.0;VALOR
LOMO E.I.AL CORTE;;1039.20473;463.27299000000005;0.0;68.29307700000001;402.68124;398.95222000000007;3.729007;0.0;0.0;0.0;4.545645;0.0;373.91784000000007;12.275081;76.56831;0.0;4.270511;0.0;2.329515;0.0;32.063463;51.598573;4.474681;5.0;VALOR
LOMO E.I.ENVASADO;;1507.20011;295.77830099999994;7.075869;217.97558800000002;692.80724;588.99523;103.811993;0.0;0.17541800000000002;0.0;3.454793;0.0;223.496476;6.401804;13.649000000000001;0.0;0.0;6.023924;1.467454;3.7965050000000002;104.451529;163.316551;12.141963999999998;5.0;VALOR
OTRAS SALAZONES;;15369.5983;4844.6296;59.478033;1653.1626;8185.5878;7359.412700000001;826.17507;6.804765999999999;1.0272000000000001;0.0;12.679520000000002;0.0;4249.4215;16.328719;369.56327;0.0;2.722931;8.932473;27.730337000000002;5.259693;101.52158399999999;368.3299559999999;122.61972300000001;3.0;VALOR
O.SALAZONES AL COR;;7954.8631000000005;4431.845299999999;18.465030000000002;582.52729;2518.1225999999997;2398.7559;119.366956;6.037391999999999;0.383476;0.0;10.545526;0.0;3867.1159;7.826392999999999;361.03665;0.0;2.722931;8.932473;23.667956000000004;5.259693;80.406334;273.219492;26.645367999999998;4.0;VALOR
O.SALAZONES ENVASA;;7414.7339999999995;412.78427000000005;41.013003000000005;1070.6354900000001;5667.4652;4960.656899999999;706.80814;0.7673730000000001;0.6437240000000001;0.0;2.1339930000000003;0.0;382.30558999999994;8.502326;8.526608999999999;0.0;0.0;0.0;4.0623830000000005;0.0;21.115253;95.110469;95.97435100000001;4.0;VALOR
TOCINO Y MANTECA;;17091.385000000002;1264.21529;35.828936999999996;2201.2603000000004;12864.274899999999;10304.1985;2560.0771999999997;0.173177;11.277225;0.0;4.827432999999999;0.913122;773.08726;39.700617;298.5033;3.482784;12.352319;3.63691;51.460319;17.31181;27.108908;305.89994;330.95614;3.0;VALOR
TOCINO;;1605.10487;616.8082599999999;1.069134;84.52186000000002;819.3000800000002;728.1856700000001;91.114473;0.0;0.0;0.0;0.0;0.913122;446.0181900000001;11.914555;98.930658;0.0;3.6583249999999996;0.0;12.57947;17.31181;0.676431;42.04463799999999;11.457966;4.0;VALOR
CHORIZOS;;40136.726;6067.7099;174.420669;4941.4123;26474.699;20707.407999999996;5767.289000000001;26.241292;13.243767000000002;17.86707;59.336246;2.061334;4548.8056;168.45064299999999;812.24568;0.0;33.507754;7.823942;207.657567;166.48628699999998;663.16323;777.99951;643.0496599999999;3.0;VALOR
CHOR.IBERICO;;5200.5814;1202.52935;34.569965999999994;558.98098;2677.7596000000003;2380.0117;297.74799;1.839963;7.587089;0.0;18.617553000000004;0.315908;914.28202;6.477609999999999;150.67933200000002;0.0;1.566534;7.182214999999999;3.844646;139.899213;229.05683399999995;270.126931;62.563396000000004;4.0;VALOR
CHOR.NORMAL;;34936.147;4865.1804;139.850707;4382.4314;23796.938;18327.397;5469.5412;24.401328999999997;5.656677999999999;17.86707;40.718693;1.745426;3634.5235999999995;161.973033;661.56637;0.0;31.941221000000006;0.6417269999999999;203.81291999999996;26.587073;434.10641;507.87259;580.48627;4.0;VALOR
CHORIZO DE PAVO;;763.28242;60.71734400000001;0.8406620000000001;86.48740400000001;585.25254;571.8207200000002;13.431828;0.268947;0.0;0.0;0.0;0.0;45.093143000000005;1.002024;14.709726000000002;0.0;0.0;0.0;0.0;0.0;0.0;5.719277999999999;23.263183999999995;4.0;VALOR
CHORIZO DE CERDO;;39077.505;5863.619900000001;172.007085;4835.1883;25791.522999999997;20057.919;5733.6032;20.886167000000004;13.243767000000002;17.86707;59.336246;2.061334;4425.3038;166.334183;747.9836399999999;0.0;32.383625;7.823942;207.657567;166.48628699999998;642.87258;760.3513200000001;619.78647;4.0;VALOR
