Alimentos;;T.ESPAÑA;NIVEL ALTO;NIVEL MEDIO-ALTO;NIVEL MEDIO;NIVEL MEDIO-BAJO;NIVEL BAJO;SIN NIÑOS;NIÑOS - 6 AÑOS;NIÑOS 6 A 15 AÑOS;ACTIVA;NO ACTIVA;- 35 AÑOS;35 A 49 AÑOS;50 A 64 AÑOS;65 Y MAS AÑOS;+ 50 AÑOS;1 PERSONA;2 PERSONAS;3 PERSONAS;4 Y MAS PERSONAS;NORESTE;LEVANTE;ANDALUCIA;CENTRO-SUR;CASTILLA Y LEON;NOROESTE;NORTE;T.CANARIAS;< 2000 HABIT.;2000 A 10000;10001 A 100000;100001 A 500000;+ DE 500000;JOVENES INDEPENDIENTES;PAREJ.JOVENES SIN HIJOS;PAREJ.CON HIJOS PEQUEÑOS;PAREJ.CON HIJOS EDAD MEDIA;PAREJ.CON HIJOS MAYORES;HOGARES MONOPARENTALES;PAREJAS ADULTAS SIN HIJOS;ADULTOS INDEPENDIENTES;RETIRADOS;Nivel;Hoja
A.O VIRGEN EXTRA;;57.589;60.968;60.887;58.755;55.414;52.458;57.985;55.157;58.34;57.98;57.397;55.826;55.873;59.64;59.865;59.741;55.765;57.653;59.675;58.407;55.511;51.199;60.944;53.199;56.254;62.074;63.39;76.389;44.543;49.007;58.841;61.772;60.724;53.969;53.257;55.157;58.736;60.92;61.278;62.086;54.055;59.324;4.0;VALOR
A. OLIVA;;53.947;49.517;51.706;54.229;53.598;59.677;55.422;46.554;52.059;49.832;59.267;45.204;47.464;56.736;62.721;59.612;52.824;53.929;55.677;54.409;61.839;46.977;42.484;46.67;60.079;70.101;56.878;73.16;43.918;54.842;54.966;55.619;51.738;37.105;44.612;46.554;54.051;61.777;55.711;56.012;51.11;62.333;3.0;VALOR
ACEITE DE GIRASOL;;67.903;66.927;62.452;69.066;69.896;69.98;66.683;71.548;73.575;65.593;71.076;65.135;67.145;69.938;68.806;69.394;57.942;67.825;72.743;76.06;65.792;69.581;70.908;65.756;72.618;70.672;67.395;62.045;74.338;71.635;69.548;64.674;62.631;51.431;59.344;71.548;74.881;77.92;70.144;73.274;54.283;68.152;2.0;VALOR
ACEITE DE MAIZ;;0.473;0.657;0.606;0.409;0.809;0.366;0.503;0.395;0.383;0.345;0.635;0.0;0.309;0.619;0.598;0.606;0.238;0.532;0.828;0.621;0.513;0.119;0.338;0.312;0.826;1.669;0.139;1.516;0.9;0.415;0.5;0.618;0.169;0.0;0.0;0.395;0.152;0.857;0.654;1.086;0.663;0.395;2.0;VALOR
ACEITE DE SOJA;;0.148;0.277;0.0;0.042;0.224;0.149;0.152;0.0;0.202;0.221;0.051;0.0;0.19;0.276;0.0;0.143;0.0;0.295;0.22;0.068;0.445;0.0;0.0;0.078;0.0;0.0;0.246;0.34;0.574;0.362;0.146;0.0;0.0;0.0;0.0;0.0;0.182;0.0;0.0;0.93;0.0;0.0;2.0;VALOR
OTROS ACEITES VEG;;16.028;14.942;19.26;14.702;16.697;16.451;15.808;17.538;16.85;16.139;16.205;27.844;17.265;16.624;13.553;15.147;14.37;17.52;15.519;16.852;15.908;21.3;16.331;15.481;11.665;10.687;14.795;20.447;12.331;15.034;17.816;14.622;16.627;20.26;20.235;17.538;16.727;15.838;19.281;16.324;15.202;13.757;2.0;VALOR
ACEITE DE ORUJO;;10.166;7.734;7.846;11.038;10.641;12.767;10.314;10.16;9.591;8.95;11.693;16.247;8.555;10.51;10.936;10.713;9.604;10.651;10.417;10.346;8.396;8.444;13.41;9.706;10.974;9.369;12.355;13.068;10.397;12.153;10.299;9.653;8.699;6.084;10.763;10.16;9.033;12.932;11.905;9.872;9.003;11.1;2.0;VALOR
MARGARINA;;53.248;51.402;47.881;52.677;56.374;57.078;51.557;57.891;60.89;51.628;55.343;51.34;53.257;56.518;50.956;53.867;43.462;51.155;57.786;63.901;48.827;50.09;65.349;53.522;52.59;54.084;49.997;42.144;55.214;55.952;53.537;53.863;48.449;39.664;46.762;57.891;61.037;63.892;59.155;54.985;42.628;50.122;1.0;VALOR
M.LIGHT;;14.694;12.59;14.593;13.994;16.222;16.627;14.256;15.186;17.311;14.551;14.923;17.675;14.694;15.918;13.521;14.757;12.241;14.405;16.299;16.743;15.867;15.287;11.894;16.796;17.88;15.573;13.256;7.352;18.888;15.698;14.594;14.698;12.742;13.65;12.129;15.186;16.287;17.235;16.788;16.716;13.232;12.898;2.0;VALOR
M.BAJA EN COLESTEROL;;4.978;5.018;4.139;5.114;4.918;5.57;5.628;2.722;2.662;4.382;5.77;2.185;3.623;4.721;7.388;6.014;5.85;5.412;4.318;3.928;4.982;3.743;4.978;4.87;4.781;6.429;6.779;3.518;4.86;3.715;4.247;6.182;6.374;5.492;3.322;2.722;2.756;6.14;4.323;5.255;3.374;7.753;2.0;VALOR
M.ENRIQUECIDA;;47.133;46.066;42.275;46.278;50.493;50.041;45.033;53.546;56.016;46.09;48.504;48.11;48.337;50.326;42.929;46.795;36.928;44.649;51.639;58.891;41.98;44.868;61.296;48.015;44.61;45.214;40.761;39.068;48.434;49.041;47.836;47.763;42.287;35.59;41.679;53.546;56.315;57.655;53.304;47.687;37.134;42.171;2.0;VALOR
ACEITUNAS;;88.518;92.281;85.803;90.045;85.195;86.925;88.468;87.522;90.383;87.231;90.116;85.3;86.64;90.064;91.066;90.55;83.525;90.325;90.266;90.896;90.783;89.501;86.428;89.024;89.786;85.456;87.249;86.89;90.61;88.957;88.513;87.554;88.783;75.436;85.33;87.522;90.937;94.589;88.346;93.155;80.05;90.927;1.0;VALOR
ACEITUNA ENV.C/HUESO;;46.971;49.397;43.728;49.537;45.639;44.797;47.455;40.962;49.259;45.671;48.602;40.428;44.955;49.995;48.505;49.266;41.605;49.255;47.493;50.554;55.669;47.893;49.592;43.315;41.307;34.663;45.395;41.783;48.446;47.35;46.373;46.058;49.059;39.808;43.847;40.962;49.945;56.184;48.185;54.286;35.273;48.076;2.0;VALOR
ACEITUNA ENV.S/HUESO;;51.717;54.937;50.534;50.16;51.298;51.364;52.191;50.427;50.37;50.052;53.794;54.699;48.553;52.829;54.212;53.462;47.527;52.592;53.434;54.444;45.845;44.0;51.28;58.799;58.635;56.015;48.712;62.25;50.612;51.481;49.378;53.266;55.876;45.737;49.824;50.427;52.02;59.455;50.975;56.915;44.419;52.234;2.0;VALOR
ACEITUNA ENV.RELLENA;;64.824;70.679;63.117;65.236;61.697;61.853;64.109;64.336;70.269;64.218;65.588;60.944;63.558;66.767;66.653;66.708;57.633;65.258;68.433;70.204;75.068;70.853;56.507;60.972;63.363;62.317;64.404;53.115;69.474;65.959;66.33;62.429;61.9;48.223;60.657;64.336;71.373;72.247;65.666;69.282;53.255;66.186;2.0;VALOR
RESTO ACEITUNAS;;23.988;24.162;26.077;24.385;22.52;23.548;25.452;22.951;19.729;21.899;27.33;25.863;20.119;27.399;29.057;27.988;20.982;28.424;23.113;24.328;30.773;24.674;22.043;27.217;29.923;11.653;20.521;7.653;27.687;25.311;22.653;22.472;27.779;15.827;27.664;22.951;22.975;28.379;22.488;30.992;18.156;29.745;2.0;VALOR
TOTAL VINOS;;81.951;82.132;81.297;83.434;80.289;81.755;83.266;72.865;82.308;79.701;84.935;73.751;76.842;86.769;86.794;86.786;78.661;83.988;83.389;82.261;81.357;79.18;88.409;81.869;79.161;80.58;76.065;85.346;78.361;81.552;82.924;81.995;81.458;67.577;74.01;72.865;82.832;87.815;84.027;90.484;79.421;86.388;1.0;VALOR
MENOS 75 CL;;13.288;12.974;13.672;12.851;13.708;13.778;13.786;12.479;11.128;12.774;13.971;11.56;12.695;14.339;13.599;13.984;15.49;13.504;12.817;10.714;14.913;18.21;13.163;12.382;12.562;10.015;8.455;11.476;12.408;9.568;13.093;13.59;17.716;14.6;11.297;12.479;10.431;12.969;12.617;15.581;17.014;13.789;2.0;VALOR
75 CL;;69.638;71.074;69.468;71.483;68.248;67.256;71.854;55.208;67.673;67.602;72.332;57.642;62.661;75.223;76.016;75.606;67.889;72.827;70.012;67.718;74.053;69.885;72.027;65.36;63.136;67.347;66.412;77.169;61.271;68.116;70.557;70.485;70.926;56.06;60.165;55.208;68.303;76.75;71.819;79.112;68.281;75.526;2.0;VALOR
1 LITRO;;39.008;40.199;35.594;39.964;36.342;41.091;38.521;39.717;43.182;36.755;41.993;38.114;37.689;43.388;38.06;40.852;29.089;40.778;42.905;45.292;25.223;27.159;58.901;46.673;43.112;39.045;31.688;36.721;32.307;41.346;41.242;37.877;35.415;22.947;36.608;39.717;44.814;47.377;41.399;47.331;29.849;37.182;2.0;VALOR
BOTELLA;;6.728;8.044;6.317;7.79;6.05;5.517;7.163;5.908;5.252;6.143;7.685;6.915;5.239;8.807;7.116;7.897;5.087;6.931;8.774;7.091;5.165;4.482;11.926;5.256;7.813;7.101;7.588;8.397;4.513;6.635;8.286;6.324;5.211;2.799;5.752;5.908;6.836;9.87;6.117;9.407;7.345;7.06;3.0;VALOR
CARTON;;34.437;34.623;30.354;35.318;32.402;37.386;33.562;36.064;40.167;32.557;36.885;35.38;33.965;38.118;32.739;35.551;24.903;35.875;37.745;41.241;21.077;24.37;52.461;43.379;37.657;34.957;26.127;29.197;29.023;37.194;35.663;33.403;32.369;20.783;33.69;36.064;40.951;41.963;37.723;40.992;24.653;31.824;3.0;VALOR
OTROS 1 LITRO;;1.159;0.813;2.82;1.485;1.301;1.771;1.329;0.369;0.65;1.193;1.574;0.458;0.747;1.54;1.615;1.483;1.501;2.236;0.819;0.392;2.006;1.267;2.034;0.808;0.157;1.085;0.757;0.845;2.072;1.712;1.36;1.081;0.879;0.0;0.614;0.369;0.571;0.97;0.349;2.084;2.496;1.895;3.0;VALOR
MAYOR 1 LITRO;;10.234;9.509;8.985;11.594;9.985;10.693;10.955;8.484;8.381;7.861;13.242;9.4;7.461;11.042;13.877;12.403;7.701;12.693;11.195;9.598;11.738;10.671;13.231;10.029;7.434;9.697;6.836;6.96;13.155;12.821;10.323;9.097;8.245;8.249;5.851;8.484;9.238;11.87;7.493;14.21;7.163;14.035;2.0;VALOR
BOTELLA;;6.457;6.372;4.491;7.885;6.319;6.628;6.625;6.292;6.472;5.27;7.973;6.144;5.088;7.118;8.176;7.619;4.449;7.535;8.252;6.148;7.125;6.027;8.659;6.824;4.343;9.034;3.65;7.319;11.947;9.108;6.27;4.518;5.646;2.877;3.749;6.292;6.266;8.466;5.807;8.636;4.196;8.13;3.0;VALOR
CARTON;;0.257;0.253;0.347;0.264;0.198;0.295;0.317;0.0;0.057;0.181;0.362;0.0;0.141;0.432;0.263;0.341;0.12;0.276;0.308;0.407;0.0;0.0;1.351;0.0;0.0;0.245;0.0;0.0;0.0;0.123;0.456;0.234;0.151;0.0;0.0;0.0;0.347;0.586;0.0;0.533;0.352;0.241;3.0;VALOR
BAG IN BOX;;1.348;0.793;1.467;1.861;1.273;1.371;1.526;0.848;0.761;0.939;1.853;0.786;0.76;1.367;2.147;1.741;1.026;2.161;1.194;0.881;1.07;1.016;2.053;1.358;1.009;1.919;1.694;0.0;0.316;1.354;1.696;1.312;0.989;0.0;1.195;0.848;0.884;1.329;0.893;2.253;0.72;2.216;3.0;VALOR
OTS.MAYOR LITRO;;4.467;4.341;4.274;4.377;4.097;5.16;5.117;2.211;2.367;3.006;6.298;2.489;2.435;4.8;6.979;5.843;3.861;6.158;3.936;3.584;7.245;5.923;4.154;3.697;3.789;2.766;2.211;0.185;3.602;5.691;4.639;4.676;3.146;6.359;1.332;2.211;3.122;4.35;3.115;6.543;3.424;7.111;3.0;VALOR
T.VINOS CON DOP+IGP;;68.039;68.978;67.846;70.247;66.826;65.651;70.35;53.817;65.993;65.72;71.163;56.182;60.533;73.674;75.272;74.439;67.159;70.589;67.973;66.339;73.109;68.222;72.411;62.306;60.316;64.783;65.312;73.483;59.349;67.674;69.074;67.979;69.442;54.198;56.234;53.817;66.844;75.095;69.346;77.271;67.05;75.225;2.0;VALOR
VINOS CON DOP;;66.325;67.288;66.518;68.312;64.474;64.33;68.672;51.774;64.217;63.804;69.676;52.288;58.417;72.176;74.056;73.076;65.621;68.883;66.341;64.352;71.858;67.046;70.08;60.546;57.839;62.323;64.157;71.855;57.893;66.215;67.092;66.357;67.968;50.398;53.756;51.774;64.643;73.864;67.568;75.732;66.147;73.83;3.0;VALOR
VINOS TRANQUILOS;;54.611;56.804;53.565;57.276;52.308;51.742;56.96;39.658;52.054;52.867;56.968;43.347;46.682;59.563;62.35;60.902;54.29;58.374;54.482;50.685;61.117;56.298;50.805;50.539;46.864;54.03;52.723;66.168;47.085;56.529;55.294;52.689;57.407;41.141;43.719;39.658;51.838;61.17;54.085;64.635;55.484;61.585;4.0;VALOR
TRANQUILO NACIONA;;53.529;55.808;52.365;56.266;51.128;50.63;55.895;39.394;50.316;51.649;56.036;43.003;45.576;58.345;61.259;59.745;53.359;57.401;53.224;49.411;59.528;55.098;49.935;49.332;46.292;52.593;52.558;65.959;45.397;55.536;54.092;51.841;56.364;40.565;42.77;39.394;50.304;59.855;51.53;63.757;54.406;60.753;5.0;VALOR
TRANQUILO EXTRANJ;;5.652;5.763;6.401;5.911;5.319;5.645;5.978;1.923;5.986;5.716;5.795;5.717;4.46;6.121;6.86;6.459;6.387;6.481;5.045;5.104;9.2;7.56;4.124;5.572;2.944;4.64;4.085;2.256;4.472;3.975;6.419;5.459;6.37;6.62;4.437;1.923;5.311;5.557;6.242;7.639;6.345;6.721;5.0;VALOR
TRANQUILO TINTO;;41.899;43.809;41.99;44.549;39.243;38.842;44.156;29.491;37.781;40.19;44.251;33.967;34.368;46.609;48.627;47.566;41.359;45.682;42.946;37.117;45.545;45.314;40.822;35.946;37.853;42.762;41.209;50.627;35.201;42.548;43.019;40.982;42.938;29.225;32.759;29.491;39.051;47.662;38.26;53.383;42.753;47.799;5.0;VALOR
TRANQUILO BLANCO;;34.434;38.289;35.229;35.295;33.205;30.382;36.391;22.879;30.883;33.39;35.78;26.384;27.65;39.236;39.011;39.146;33.737;38.001;33.364;31.916;41.154;37.005;24.778;35.402;24.241;32.99;32.688;46.925;26.721;36.512;34.375;33.319;37.627;26.398;27.51;22.879;31.08;38.28;34.092;41.215;37.99;38.553;5.0;VALOR
TRANQUILO ROSADO;;7.574;6.781;6.289;8.408;7.424;8.536;8.05;5.115;7.526;6.204;9.248;4.264;5.842;8.011;10.376;9.138;8.018;8.016;7.19;7.185;12.113;7.479;6.458;6.288;4.52;6.684;7.233;5.666;6.484;6.209;8.655;6.438;8.895;2.05;5.936;5.115;7.033;9.784;6.952;8.259;7.5;10.332;5.0;VALOR
ESPUM(IN.CAVA)+GAS;;32.538;36.611;33.186;32.477;29.658;30.419;34.121;21.826;31.194;30.794;34.925;25.494;27.406;37.098;36.066;36.589;29.529;35.596;32.49;32.998;40.511;30.349;36.589;26.579;31.032;23.817;37.365;23.494;28.152;32.508;32.338;33.686;33.18;22.188;24.983;21.826;33.532;37.638;34.351;38.94;31.289;36.152;4.0;VALOR
ESPUMOSOS(IN.CAVA;;32.441;36.57;33.173;32.265;29.565;30.341;34.038;21.883;30.943;30.659;34.874;25.544;27.231;37.016;36.01;36.519;29.54;35.487;32.343;32.82;40.444;30.002;36.582;26.488;30.983;23.812;37.254;23.494;28.208;32.512;32.139;33.656;33.092;22.264;24.72;21.883;33.197;37.646;34.077;38.835;31.311;36.12;5.0;VALOR
GASIFICADOS;;0.588;0.859;0.229;1.172;0.461;0.155;0.558;0.774;0.666;0.742;0.409;0.431;0.712;0.838;0.265;0.564;0.424;0.818;0.451;0.677;0.583;0.896;0.968;0.599;0.051;0.377;0.334;0.0;0.442;0.475;0.641;0.454;0.839;0.671;0.953;0.774;0.625;0.321;0.684;0.856;0.918;0.27;5.0;VALOR
VINOS DE AGUJA;;3.181;3.502;3.229;3.402;4.165;2.3;3.125;4.508;3.18;3.303;3.088;1.166;3.799;3.425;2.934;3.15;2.362;3.914;3.082;3.704;4.433;3.495;2.567;3.752;1.508;0.945;3.48;4.831;4.284;2.064;3.945;2.891;2.931;3.717;1.674;4.508;2.838;3.859;4.227;4.014;2.297;3.323;4.0;VALOR
VINOS LICOROSOS;;17.515;17.697;17.079;18.578;15.758;17.775;19.008;8.623;14.657;13.766;22.278;11.854;11.003;18.535;25.016;21.653;17.943;18.921;16.803;16.565;19.148;15.445;30.23;15.227;12.047;13.433;9.605;12.64;10.754;15.304;17.347;18.631;21.728;12.423;11.167;8.623;15.897;19.691;16.724;19.841;14.601;24.945;4.0;VALOR
VINOS CON I.G.P.;;15.866;17.22;17.287;16.222;14.012;15.343;16.492;12.965;15.543;15.64;16.653;14.883;13.415;17.58;17.985;17.742;13.838;18.166;15.874;15.93;14.557;14.691;18.015;17.319;18.213;16.343;14.136;15.561;19.017;15.639;16.288;15.92;14.526;11.945;11.404;12.965;16.104;17.36;14.398;20.658;17.59;17.394;3.0;VALOR
OTROS VINOS DOP/IGP;;2.547;2.128;2.319;2.942;3.674;2.084;2.527;3.311;2.484;2.398;2.732;2.504;2.497;2.999;2.116;2.6;2.202;2.362;3.22;2.724;3.538;2.215;2.401;2.276;2.119;1.266;3.226;2.989;2.392;2.71;2.709;2.205;2.623;3.486;0.713;3.311;2.792;3.642;2.794;2.77;2.291;2.034;3.0;VALOR
V.DESALCOHOL.DOP/I;;0.748;1.052;0.303;1.007;0.665;0.489;0.785;0.896;0.367;0.549;0.952;0.711;0.252;0.869;1.048;0.962;0.806;0.666;0.749;0.742;1.744;0.717;0.823;0.302;0.036;0.09;0.243;0.402;0.0;0.241;1.074;0.612;0.925;0.0;0.0;0.896;0.463;0.791;0.598;1.025;0.589;1.081;4.0;VALOR
T.VINOS SIN DOP/IGP;;59.086;59.437;54.088;61.065;58.329;60.485;59.356;55.127;61.502;56.125;62.835;57.027;56.38;63.046;60.666;61.919;50.196;63.232;62.332;61.7;51.122;54.104;71.476;64.819;59.212;60.104;46.2;59.727;52.024;61.669;59.825;59.134;57.448;46.774;56.519;55.127;61.067;67.319;60.821;69.89;50.535;59.201;2.0;VALOR
NACIONAL;;56.774;56.893;52.358;58.582;56.251;58.057;56.876;53.491;59.809;54.353;59.91;53.667;54.566;61.339;57.433;59.486;47.194;60.68;60.586;60.013;47.065;51.034;69.648;63.419;57.741;58.549;45.236;57.215;50.424;59.785;57.408;56.551;55.146;41.507;55.598;53.491;59.739;65.753;57.87;67.38;49.749;55.869;3.0;VALOR
EXTRANJERO;;6.095;7.363;4.659;7.729;5.214;4.715;5.984;6.223;7.094;5.755;6.51;8.736;6.263;6.398;5.536;5.981;5.082;7.18;5.28;6.709;8.055;5.963;7.2;5.306;4.987;4.492;3.627;6.483;5.934;4.728;7.074;5.759;5.607;7.748;5.286;6.223;6.734;6.431;7.525;7.427;4.54;5.371;3.0;VALOR
OTROS VINOS;;2.441;2.176;3.071;2.293;2.575;2.719;2.816;2.028;1.185;1.689;3.417;0.658;1.396;2.323;4.167;3.206;2.762;3.057;2.526;1.787;4.442;3.137;3.008;2.05;1.887;1.09;0.865;0.495;2.066;2.343;2.074;3.176;2.958;2.811;1.846;2.028;0.896;2.564;1.648;3.561;1.398;4.297;3.0;VALOR
TINTO;;23.484;23.524;20.974;24.88;24.915;22.667;24.106;19.714;23.175;21.5;25.96;20.217;20.618;25.77;26.311;26.018;19.449;25.719;25.472;24.016;22.505;27.394;28.046;22.689;22.436;21.638;17.766;18.816;17.462;22.86;24.164;24.445;23.148;19.21;18.499;19.714;23.673;29.212;23.181;28.093;20.99;24.846;3.0;VALOR
BLANCO;;50.099;50.866;45.399;52.439;48.731;50.987;50.202;47.344;52.301;47.955;52.909;50.081;48.174;54.209;49.619;52.045;40.048;54.924;53.318;53.371;39.731;41.68;64.567;57.417;51.516;52.585;38.035;52.139;42.715;52.961;50.769;50.068;48.647;38.267;50.94;47.344;52.56;57.702;52.37;60.556;41.342;48.468;3.0;VALOR
ROSADO;;8.451;9.308;7.935;8.627;7.767;8.45;8.479;7.78;9.286;7.861;9.174;13.333;7.388;9.305;8.883;9.094;7.312;10.182;7.389;8.647;10.561;7.987;8.985;8.089;7.701;8.736;4.987;8.316;10.23;8.687;9.437;7.783;6.295;7.626;9.479;7.78;8.534;8.506;8.943;11.073;7.348;8.886;3.0;VALOR
OT.VINOS SIN DOP/IG;;1.277;1.229;0.949;1.907;1.779;0.697;1.136;2.355;1.697;1.125;1.5;1.566;1.144;1.467;1.376;1.321;1.303;0.93;1.554;1.623;0.581;0.754;2.842;1.69;0.15;0.702;1.55;1.609;0.74;1.376;1.405;1.469;0.984;0.422;0.311;2.355;1.691;1.366;1.188;1.391;1.784;1.24;3.0;VALOR
V.DESALCOH.SIN D/I;;1.277;1.229;0.949;1.907;1.779;0.697;1.136;2.355;1.697;1.125;1.5;1.566;1.144;1.467;1.376;1.321;1.303;0.93;1.554;1.623;0.581;0.754;2.842;1.69;0.15;0.702;1.55;1.609;0.74;1.376;1.405;1.469;0.984;0.422;0.311;2.355;1.691;1.366;1.188;1.391;1.784;1.24;4.0;VALOR
BEBIDAS DERIVADAS VI;;38.976;40.428;39.416;38.165;39.831;38.035;38.963;39.274;40.604;38.493;39.849;37.634;37.003;42.738;39.355;41.08;33.796;39.511;41.211;42.681;38.38;38.897;48.034;45.251;37.119;31.804;26.281;18.922;39.655;40.97;38.571;36.872;41.499;32.323;34.414;39.274;41.82;45.985;38.716;44.044;32.852;39.475;1.0;VALOR
VERMOUT;;18.72;18.714;19.742;18.71;18.432;18.705;20.204;11.267;15.302;17.399;20.445;11.33;14.264;21.989;22.447;22.208;18.183;20.707;18.71;16.973;25.134;16.694;14.132;16.865;21.55;22.71;19.485;11.111;20.521;21.869;18.629;15.937;20.441;13.212;13.884;11.267;16.233;22.3;17.788;23.446;18.073;22.999;2.0;VALOR
SANGRIA;;3.339;3.489;3.001;4.011;2.874;3.118;3.377;3.584;3.368;3.541;3.159;5.269;2.828;4.118;2.923;3.541;2.647;3.678;3.307;3.763;5.399;3.869;3.312;2.923;1.648;2.822;2.17;0.516;3.355;2.619;3.676;3.317;3.516;4.756;3.073;3.584;3.003;4.774;4.49;4.061;2.731;2.731;2.0;VALOR
TINTO DE VERANO;;17.346;19.176;18.0;17.098;17.745;15.398;16.299;22.691;21.26;18.161;16.466;22.119;19.527;17.461;14.967;16.242;13.026;16.588;19.772;21.471;13.22;20.477;26.225;25.513;13.88;6.056;4.381;5.019;16.826;17.009;17.803;16.277;18.478;16.594;19.536;22.691;21.908;20.725;17.079;17.157;12.408;14.665;2.0;VALOR
BEB.DERI.SIN ALCOHOL;;13.055;13.269;12.005;13.198;13.802;13.077;12.448;15.903;15.984;12.311;14.124;10.767;12.679;13.897;13.903;13.857;10.296;12.875;14.466;15.476;9.967;12.423;21.922;16.688;11.858;8.308;4.657;4.779;12.325;12.999;13.564;12.567;12.991;8.571;8.173;15.903;14.493;16.137;13.587;15.352;8.38;13.851;2.0;VALOR
CERVEZAS;;84.465;87.672;84.584;85.268;83.406;80.929;84.253;84.398;86.477;85.029;83.794;78.906;84.551;87.719;83.578;85.74;77.001;87.19;88.025;86.735;84.67;86.091;87.228;86.839;82.672;82.272;77.537;75.155;83.897;84.825;84.728;83.164;85.696;76.516;82.092;84.398;88.158;90.808;84.042;91.359;77.279;83.012;1.0;VALOR
CERVEZA CON ALCOHOL;;78.592;82.646;79.819;79.046;77.321;74.021;78.214;79.586;80.903;79.662;77.275;75.324;78.982;82.337;76.196;79.404;69.677;81.79;82.267;81.912;79.601;81.885;81.544;80.62;77.271;74.74;69.698;67.36;78.038;80.097;78.915;76.163;80.314;70.237;76.875;79.586;82.894;86.007;77.5;87.113;70.985;75.426;2.0;VALOR
CERVEZA SIN ALCOHOL;;45.005;50.422;45.306;43.046;45.332;41.493;44.513;50.792;45.026;45.149;44.978;37.416;44.024;49.663;44.255;47.069;36.883;47.512;50.263;47.166;43.495;42.304;45.923;52.364;44.194;42.589;39.694;39.739;45.992;45.745;44.498;45.261;44.967;33.287;39.168;50.792;46.943;50.965;43.268;53.236;39.859;44.041;2.0;VALOR
CERVEZA ARTESANALES;;1.936;3.02;1.775;1.597;2.124;1.364;1.89;2.672;2.007;2.199;1.62;4.497;2.147;2.111;1.213;1.67;1.493;2.267;2.097;2.031;2.858;1.515;2.532;1.886;1.525;1.314;1.349;0.111;1.759;2.596;1.882;1.441;2.37;2.34;2.597;2.672;1.801;1.444;2.796;3.209;2.098;1.018;2.0;VALOR
SIDRAS;;23.855;24.384;24.161;23.645;24.377;23.084;24.905;18.163;21.459;22.389;25.719;21.986;20.542;25.302;26.656;25.927;20.93;25.261;26.267;23.619;14.622;30.49;18.926;28.719;25.989;31.505;22.674;32.77;24.466;21.408;23.79;25.507;23.814;22.136;20.516;18.163;23.138;27.711;23.382;28.957;17.938;26.275;1.0;VALOR
SIDRAS SIN ALCOHOL;;2.499;2.332;1.974;2.978;1.681;3.185;2.644;1.514;2.308;1.826;3.345;1.245;1.524;2.551;3.758;3.096;2.7;2.604;3.141;2.219;1.8;3.765;2.048;2.16;4.041;5.157;2.02;1.453;1.483;1.972;2.639;3.209;2.46;1.605;1.469;1.514;2.237;1.852;2.932;3.008;2.324;3.693;2.0;VALOR
T.BEBIDAS ESPIRITUOSA;;41.503;43.154;41.144;42.751;43.269;38.134;42.36;35.566;43.322;40.181;43.409;35.339;37.137;47.812;42.44;45.242;32.35;44.519;46.235;44.783;43.896;38.902;45.156;39.68;39.249;42.719;41.431;35.859;41.142;44.548;42.357;41.111;37.488;30.726;32.422;35.566;45.237;53.98;44.066;49.758;34.305;41.566;1.0;VALOR
BRANDY;;9.754;10.341;7.705;10.605;10.761;9.182;11.213;2.617;5.403;7.523;12.534;3.538;4.756;11.247;14.624;12.882;7.89;12.277;10.31;8.393;13.228;10.184;8.398;7.153;9.43;9.703;10.972;8.898;10.162;9.47;10.164;9.439;9.33;3.048;3.084;2.617;8.545;11.904;7.794;14.694;7.196;14.27;2.0;VALOR
WHISKY;;8.944;10.132;8.84;9.854;8.826;7.291;9.306;6.764;9.765;8.541;9.698;8.033;7.394;11.472;9.129;10.339;6.605;9.761;10.502;9.49;10.289;7.747;13.011;8.934;6.669;7.113;5.502;5.089;8.581;9.78;9.828;8.096;7.695;7.297;6.35;6.764;9.956;14.092;8.34;12.457;7.098;8.749;2.0;VALOR
GINEBRA;;11.186;13.54;11.905;11.361;11.238;8.601;10.878;10.601;14.701;12.08;10.202;10.055;11.917;13.706;8.42;11.127;6.9;12.095;12.98;13.797;10.886;11.586;14.246;13.0;9.522;7.883;8.151;6.849;10.511;16.118;11.346;9.404;9.492;10.424;9.796;10.601;16.218;14.241;13.603;15.658;7.36;7.379;2.0;VALOR
RON;;8.507;10.17;7.547;9.443;9.062;6.513;8.326;8.591;10.219;8.695;8.279;8.275;8.718;10.077;6.989;8.583;5.533;7.853;10.656;11.352;6.264;8.032;11.906;8.966;8.833;6.748;6.732;13.615;11.617;8.604;7.88;8.864;8.799;5.12;10.318;8.591;11.287;13.622;9.302;9.604;5.822;6.346;2.0;VALOR
ANIS;;7.077;6.995;5.472;8.093;5.695;8.538;7.84;2.941;5.131;4.769;9.93;0.281;3.036;7.52;11.842;9.595;7.208;7.568;7.481;6.225;6.978;8.995;9.05;3.62;5.553;14.098;4.832;4.692;8.022;7.211;8.389;6.336;4.667;1.011;1.261;2.941;4.462;8.981;6.08;8.154;4.348;12.667;2.0;VALOR
OTR.BEB.ESPIRITUOSAS;;23.871;24.931;22.617;24.289;25.958;22.265;23.927;20.557;26.906;24.073;23.721;25.567;22.711;28.111;21.56;24.971;18.275;25.013;25.709;27.969;27.618;21.78;23.709;22.756;20.479;20.848;26.765;23.678;20.407;25.931;23.517;26.167;21.176;18.543;20.67;20.557;27.516;33.704;27.158;27.209;22.332;20.359;2.0;VALOR
