Alimentos;;T.ESPAÑA;TIENDA TRADICIONAL;ECONOMATO/COOPERATIVA;HIPERMERCADO;SUPER+AUTO+GRAN ALMACEN;SUPER+AUTOSER;TIENDA DESCUENTO;TIENDA CONGELADOS;HERBORISTERIAS;VENTA A DOMICILIO;FARMACIAS;PESCADERIAS;CARNICERIA/CHARCUT;MERCADILLOS/AMBULANTES;MERCADOS & PLAZAS;LECHERIAS;PANADERIAS;BAR/BODEGAS;VERDULERIA/FRUTERIA;AUTOCONSUMO (C.PROPIA);COMPRA DIRECTA PRODUCTOR;RESTO CANALES;E-COMMERCE;Nivel;Hoja
PESCADO SALADO;;161621.109;57620.00199999999;397.06145300000003;11098.4426;64146.979;54846.119000000006;9300.8603;5130.6177;75.72945;1926.6206200000001;45.97093;13200.065600000002;3821.31663;7966.7788;26158.797;0.0;88.41259;0.0;2848.9033299999996;181.92266999999998;1669.22423;15762.5701;851.5131;4.0;VALOR
SUSHI;;31305.322;12.81216;0.0;6158.9851;24462.646999999997;14336.359800000002;10126.2841;0.0;12.81216;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;15.205860000000001;655.6735500000001;4.0;VALOR
TOTAL LECHE LIQUIDA;;2858775.0;30265.681999999997;12961.305300000002;539112.35;2095888.2;1668177.4;427710.85;305.86552900000004;355.99937900000003;5544.8088;44.434296;72.71393699999999;1067.13392;1109.21081;891.8527319999998;6313.5577;820.98491;2218.9393;5799.051100000001;4700.263530000001;3427.79105;74655.455;91110.02600000001;1.0;VALOR
LECHE PASTERIZADA;;104197.658;6310.7771;1396.684565;14880.8999;71746.424;52233.24799999999;19513.177000000003;0.0;73.69836099999999;3390.2680000000005;0.0;0.0;203.835704;1094.43781;79.234521;3626.23758;364.49551999999994;0.0;363.47902000000005;7.190236;392.9444;2241.2826;2736.75163;2.0;VALOR
LECHE ESTERILIZADA;;2742254.7000000007;21286.291000000005;11556.6625;524004.4;2023816.4999999998;1615711.0;408105.48;305.86552900000004;282.30100600000003;1115.21621;44.434296;72.71393699999999;711.011172;14.773;812.618242;403.97741199999996;361.29574;2142.0375000000004;5414.1358;14.236854;455.73273;71823.77399999998;88167.316;2.0;VALOR
LECHE CRUDA;;12322.622000000001;2668.61131;7.957852;227.04168400000003;325.3802;233.21187199999997;92.16833;0.0;0.0;1039.32479;0.0;0.0;152.287;0.0;0.0;2283.3427899999997;95.1937;76.90183999999999;21.43634;4678.83643;2579.11382;590.397794;205.958081;2.0;VALOR
LECHE BOTELLA VIDRIO;;440.65191;18.754388;0.0;254.816438;80.92135999999999;80.92135999999999;0.0;0.0;18.754388;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;86.15973100000001;2.0;VALOR
LECHE BOTELLA PLAST.;;395778.05000000005;5284.1966999999995;3169.2637999999997;74418.42;274328.86000000004;240567.22999999998;33761.614;0.0;81.014276;65.144975;0.0;0.0;44.121694000000005;0.0;24.455783;3178.7120800000007;107.31490600000001;1189.1450600000003;78.987651;0.0;32.54547;18539.7134;19939.903;2.0;VALOR
LECHE CARTON;;2449501.3000000003;21876.001999999997;9784.0844;464127.44000000006;1820953.9000000001;1427096.9;393857.05;305.86552900000004;256.230745;4440.3392;44.434296;72.71393699999999;867.657641;1109.21081;819.4238619999999;851.5025370000001;368.39426000000003;952.89254;5698.6271;21.427087;816.13164;55494.777;70878.006;2.0;VALOR
LECHE BOLSA;;732.323663;418.11664600000006;0.0;84.609757;199.029699;199.029699;0.0;0.0;0.0;0.0;0.0;0.0;3.067594;0.0;47.97311;0.0;250.08211699999998;0.0;0.0;0.0;0.0;30.567577;0.0;2.0;VALOR
LECHE ENVASADA;;2846452.5;27597.069;12953.348300000001;538885.2999999999;2095562.6;1667944.3;427618.67999999993;305.86552900000004;355.99937900000003;4505.484200000001;44.434296;72.71393699999999;914.8469200000001;1109.21081;891.8527319999998;4030.2149;725.79122;2142.0375000000004;5777.6147;21.427087;848.6771299999999;74065.057;90904.06999999999;2.0;VALOR
LECHE ENTERA;;841716.9099999999;11885.927800000001;3172.8644000000004;174030.74;599587.4099999999;473856.76000000007;125730.662;15.042625000000001;145.65829100000002;3617.8613999999993;0.0;2.206007;472.433655;1094.43781;458.124542;2820.30221;423.307967;1213.7384700000002;858.54513;18.295383;630.7776799999999;21844.131999999998;25834.460000000003;3.0;VALOR
LECHE DESNATADA;;686824.71;4226.540000000001;2036.2119699999998;134189.21;512465.79;420784.65;91681.09899999999;17.096677;26.79979;317.8098499999999;3.324396;0.0;11.059940000000001;0.0;106.07118;37.189052000000004;137.0514;0.0;1438.4833099999998;0.0;69.34174599999999;13323.171499999997;20196.648;3.0;VALOR
LECHE SEMIDESNATAD;;1317910.79;11484.600499999999;7744.271200000001;230665.33;983509.57;773302.63;210206.94;273.726223;183.541314;569.8130600000001;41.1099;70.50792999999999;431.35333499999996;14.773;327.656977;1172.7234300000002;165.43192;928.2992899999999;3480.58646;3.131707;148.55768999999998;38897.753;44872.958999999995;3.0;VALOR
LECHE DE CABRA;;14963.1967;0.0;37.613459999999996;1680.83668;13159.895199999999;12577.546699999997;582.348562;0.0;0.0;14.353549999999998;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;39.915245999999996;30.580726;3.0;VALOR
LECHE SIN LACTOSA;;412993.72000000003;653.8400330000001;1440.0455200000001;71609.38399999999;318909.93999999994;248538.81;70371.128;0.0;13.196923000000002;24.410333;0.0;0.0;78.87945300000001;10.27458;9.891249;0.0;13.231459999999998;52.341573999999994;133.17366199999998;0.0;25.74169;5039.569099999999;15280.5175;3.0;VALOR
LECHE ENRIQUECIDA;;420305.64;1199.7070669999998;856.65311;65089.08200000001;328836.82;284852.23;43984.590000000004;4.059445;11.562624000000001;226.08682;0.0;2.206007;4.415631;0.0;238.82682499999999;0.0;19.006616;0.0;59.784023000000005;0.0;15.777629999999998;6809.688099999999;17271.853000000003;3.0;VALOR
L.ENRQ.CON CALCIO;;188523.15000000002;632.1755200000001;310.37352;26867.787;153327.05000000002;135738.73;17588.284;4.059445;5.269055000000001;187.41183;0.0;0.0;0.0;0.0;189.986591;0.0;0.0;0.0;0.0;0.0;0.0;1448.0217300000004;5750.3296;4.0;VALOR
L.ENRQ.CON VITAMIN;;212760.39;567.5315870000001;546.2796199999999;31967.485;163484.08;137375.72400000002;26108.361;0.0;6.293569000000001;38.674983;0.0;2.206007;4.415631;0.0;48.840233999999995;0.0;19.006616;0.0;59.784023000000005;0.0;15.777629999999998;5047.8361;11092.7337;4.0;VALOR
L.ENRQ.OTROS ADIT.;;19022.1375;0.0;0.0;6253.812099999999;12025.7055;11737.758899999999;287.94687;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;313.83016000000003;428.78914;4.0;VALOR
BIFIDUS+FIBRA;;2631.3346400000005;0.0;0.0;202.4001;2131.55851;2076.6376099999998;54.92081;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;186.88144;110.49444600000001;5.0;VALOR
RESTO OTROS ADITI;;16390.8026;0.0;0.0;6051.4121;9894.1467;9661.1207;233.02606;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;126.94873000000001;318.29468799999995;5.0;VALOR
TOTAL OTRAS LECHES;;189893.72;32296.789;360.244572;32936.965000000004;88285.639;71545.10500000001;16740.535999999996;3.5477779999999997;255.52655;63.13699;31434.281000000003;75.87831;136.39650899999998;0.0;41.68985;0.0;0.0;0.0;55.181887;0.0;0.0;8084.771699999999;27866.165;1.0;VALOR
LECHE CONDENSADA;;61154.395000000004;339.0769700000001;249.832022;11021.365899999999;47352.48499999999;38111.181;9241.3054;3.5477779999999997;4.17025;63.13699;0.0;51.55279;57.02050299999999;0.0;25.92071;0.0;0.0;0.0;43.837209;0.0;0.0;1054.29413;1074.20521;2.0;VALOR
LECHE EN POLVO;;116168.96800000001;31874.277;90.92599;19811.315;30908.676;26242.752999999997;4665.9196;0.0;251.35629999999998;0.0;31434.281000000003;0.0;79.37601000000001;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6928.9591;26554.819000000003;2.0;VALOR
LECHE EVAPORADA;;12570.3416;83.433805;19.486561;2104.28274;10024.4797;7191.169100000001;2833.3104999999996;0.0;0.0;0.0;0.0;24.32552;0.0;0.0;15.76914;0.0;0.0;0.0;11.344678000000002;0.0;0.0;101.518165;237.14084000000003;2.0;VALOR
PREPARADOS LACTEOS;;133895.9;546.3482110000001;222.33935199999996;23411.625999999997;99221.992;87419.22600000001;11802.768700000002;0.0;0.0;311.17190000000005;314.0661;0.0;27.021189999999997;0.0;43.20295;0.0;0.0;0.0;0.0;0.0;0.0;3653.6231400000006;6528.788799999999;1.0;VALOR
DERIVADOS LACTEOS;;7022356.0;222972.63;17129.167;1024657.33;5464347.5;4295211.8;1169135.5299999998;20837.5752;4355.3144999999995;15815.2534;87.901814;216.924264;106944.111;11043.309000000001;41766.858;6392.2535;2200.1621499999997;449.70411499999994;9455.9945;713.63507;22949.497;109383.106;133344.57800000004;1.0;VALOR
BATIDOS DE LECHE;;146045.8;605.827038;428.74622899999997;28248.742;108833.299;90206.809;18626.487399999998;0.0;15.129914;40.214204;0.0;0.0;54.705496;2.0616570000000003;4.959143;9.955746000000001;81.837451;38.85368;36.543363;17.11179;1.713523;3782.7608999999993;4085.3201999999997;2.0;VALOR
BATIDOS CON CEREAL;;629.59634;0.0;0.0;34.529543000000004;589.5151;584.3048299999999;5.21027;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.551715;0.0;3.0;VALOR
BATIDOS DE YOGURT;;120157.50799999999;100.212778;106.01042699999999;21602.678000000004;94611.528;75044.269;19567.259000000002;0.0;38.888845;3.295808;0.0;0.0;5.358296;0.0;8.793104999999999;9.293085;12.342700999999998;0.0;0.0;8.974888;0.0;660.710402;3064.0989;2.0;VALOR
BATIDO YOG.SIN LACT;;8208.925000000001;9.007295000000001;0.0;1295.15731;6558.7003;6429.678099999999;129.022129;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;22.634777999999997;323.425064;3.0;VALOR
LECHES FERMENTADAS;;1586394.5;7748.092000000001;3234.8434999999995;263703.97;1265195.91;983172.4299999999;282023.48000000004;25.1351;1406.7354699999999;942.271124;75.91695;24.641251;570.0287529999999;86.12754899999999;257.349294;773.0268899999999;13.726941;0.0;824.03342;13.352513000000002;105.66011599999999;12390.2422;32974.06;2.0;VALOR
YOGURT;;981770.4199999999;4649.436900000001;2171.5949199999995;146166.41;800156.9199999999;602076.4099999999;198080.50999999998;25.1351;969.3689800000001;862.598474;0.0;24.641251;492.64521199999996;86.12754899999999;204.558187;753.98703;13.726941;0.0;544.751119;13.352513000000002;105.66011599999999;7544.8227;20013.491;3.0;VALOR
Y.CON ADITIVOS;;305838.25999999995;1127.8447899999999;644.9913100000001;45615.047;250990.56999999998;175014.08;75976.481;0.0;287.187867;37.539662;0.0;2.726178;192.53424;30.35386;33.431354999999996;157.05840899999998;0.0;0.0;167.666612;0.0;16.13312;1466.7293799999998;5909.063500000001;4.0;VALOR
Y.SIN ADITIVOS;;675932.1699999999;3521.592;1526.60362;100551.36399999999;549166.37;427062.33;122104.04200000002;25.1351;682.1811400000001;825.0588339999998;0.0;21.915073;300.110889;55.773689;171.12683199999998;596.92859;13.726941;0.0;377.0845;13.352513000000002;89.526996;6078.093500000001;14104.4275;4.0;VALOR
YOGURT NATURAL;;214734.81999999995;1458.0297699999999;481.47812;27901.043999999998;179315.90000000002;138983.35000000003;40332.556;14.1415;354.302213;60.055411;0.0;18.61325;151.782917;9.369397;27.063826;246.51765400000002;4.3096570000000005;0.0;255.84918999999996;6.695203;55.02899000000001;1720.27035;3726.9564;4.0;VALOR
YOGURT SABORES;;177811.17;975.9900799999998;589.1822500000001;27478.750000000004;143079.61000000002;110814.383;32265.217;10.9936;55.325954;50.558867000000006;0.0;0.0;23.875792999999998;9.615207;43.248270000000005;171.36775;5.213477;0.0;68.03646300000001;6.657310000000001;0.0;2287.67912;3333.1335;4.0;VALOR
YOGURT FRUTAS;;39962.82300000001;244.00272499999997;120.281633;4401.9187999999995;34511.249;19169.5684;15341.679999999997;0.0;163.535897;0.0;0.0;0.0;11.49494;0.0;5.449125;0.0;0.0;0.0;63.522766;0.0;0.0;244.56983999999997;440.800431;4.0;VALOR
YOGURT DESNATADO;;172345.73;362.916342;311.98785000000004;25818.194000000003;140841.66999999998;107886.39300000001;32955.279;0.0;55.996437;38.421901999999996;0.0;3.3018229999999997;25.280597999999998;67.14295;43.721496;115.828192;0.0;0.0;24.248419;0.0;1.852156;1024.1340200000002;3879.4208000000003;4.0;VALOR
YOGURT ENRIQUECIDO;;27582.753999999997;706.863336;71.928738;8760.449;16617.382999999998;12972.590900000001;3644.7920000000004;0.0;87.911448;11.64747;0.0;0.0;227.98454299999997;0.0;28.85678;149.165694;0.0;0.0;10.55178;0.0;32.645849;674.1644200000001;707.6730199999998;4.0;VALOR
OTROS;;349333.13;901.6346599999999;596.73646;51806.06;285791.1400000001;212250.13999999998;73541.00899999999;0.0;252.296986;701.9149000000001;0.0;2.726178;52.226387;0.0;56.21867999999999;71.107703;4.203805999999999;0.0;122.54248999999999;0.0;16.13312;1594.00499;7925.5073999999995;4.0;VALOR
YOGURT SIN LACTOSA;;47127.791000000005;141.347292;329.6684369999999;11625.294800000001;33286.063;30949.021;2337.0416999999998;0.0;81.90635300000001;5.686044;0.0;0.0;0.0;0.0;16.212325;27.656833999999996;0.0;0.0;0.0;0.0;0.0;442.35678799999994;1297.3728800000001;4.0;VALOR
L.F.CON BIFIDUBACTE;;306933.55;1239.4746;495.99675500000006;57461.252;238720.57;195815.96999999997;42904.621999999996;0.0;64.350592;14.832851000000002;75.91695;0.0;37.471679;0.0;34.40923;15.940263;0.0;0.0;131.797171;0.0;0.0;1937.0669099999996;7064.355300000001;3.0;VALOR
O.LECHES FERMENTADS;;297690.57;1859.18048;567.2517320000001;60076.322;226318.40999999997;185280.08;41038.334;0.0;373.01582099999996;64.83975000000001;0.0;0.0;39.911849000000004;0.0;18.381880000000002;3.099631;0.0;0.0;147.48510800000003;0.0;0.0;2908.35272;5896.211;3.0;VALOR
LECHE FERM. SIN LACT;;50898.031;141.347292;329.6684369999999;12819.7697;35713.839;33376.799000000006;2337.0416999999998;0.0;81.90635300000001;5.686044;0.0;0.0;0.0;0.0;16.212325;27.656833999999996;0.0;0.0;0.0;0.0;0.0;460.696921;1427.01936;2.0;VALOR
MANTEQUILLA;;178524.95;1317.432924;386.406459;33983.958;134044.90699999998;99636.717;34408.18;13.637097;487.70688400000006;21.110003000000003;0.0;0.0;174.39327300000002;3.630043;47.245413;42.650895000000006;33.18934;0.0;249.44332999999997;0.0;13.345709999999999;4647.7576;4106.435399999999;2.0;VALOR
MANTEQ.ENV.LIGHT;;23654.44;30.520622;0.0;5595.327200000001;17244.592;10852.154700000001;6392.435600000001;6.166733;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;24.353889000000002;0.0;0.0;322.39831000000004;461.60259999999994;3.0;VALOR
MANTEQ.ENV.NORMAL;;154870.53000000003;1286.912374;386.406459;28388.631;116800.29499999998;88784.561;28015.744;7.470364;487.70688400000006;21.110003000000003;0.0;0.0;174.39327300000002;3.630043;47.245413;42.650895000000006;33.18934;0.0;225.089442;0.0;13.345709999999999;4325.3591;3644.8328;3.0;VALOR
QUESO;;3402002.5;183014.57;10845.693700000002;466110.0099999999;2575926.3000000003;2039187.2999999998;536739.17;666.00497;557.6464450000001;5809.586200000001;7.316254;182.488701;105329.59400000001;10767.84;41042.914;4592.813299999999;844.664639;243.06119499999997;7513.625899999999;646.44905;22563.201;70884.897;55434.083;2.0;VALOR
QUESO FRESCO;;632301.93;31243.666999999998;1771.58835;97894.431;473491.6099999999;361011.3999999999;112480.21500000001;205.14687899999996;194.34343;1067.40483;7.316254;15.03345;15822.0004;964.224837;7302.308000000001;1824.1091800000002;281.622152;55.010096999999995;1908.55657;50.48742;2458.5488;11395.812700000002;11964.1718;3.0;VALOR
Q.FRESCO LIGHT;;118965.112;1695.6351300000001;509.50680199999994;20236.985;92847.239;69285.093;23562.149000000005;2.5802519999999998;47.1628;23.849851;0.0;0.0;460.13030799999996;45.66405;388.65756000000005;489.23048;0.0;2.5566750000000003;0.0;0.0;0.0;974.1655999999999;2632.0688000000005;4.0;VALOR
Q.FRESCO SIN SAL;;3757.2739;176.52155999999997;100.84879800000002;672.83096;2683.2008;2536.507;146.693807;0.0;0.0;0.0;0.0;0.0;84.12827;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.5636970000000003;60.767529;60.54054;4.0;VALOR
Q.FRESCO BAJO SAL;;26168.904000000002;6587.079;50.811294000000004;1945.01285;15715.2696;14943.878000000002;771.3906799999999;0.0;0.0;458.02015100000006;0.0;0.0;3484.0630999999994;154.978007;2486.8922399999997;0.0;44.72561;0.0;116.40744;40.04457;269.515358;784.228694;163.94229;4.0;VALOR
Q.FRESCO CALCIO/VI;;9344.5828;0.0;42.140769;934.3179799999999;8126.064899999999;7330.3561;795.7087700000001;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.903499999999999;237.15572399999996;4.0;VALOR
QUESO FUNDIDO;;258766.46000000002;12302.5978;1541.76961;37602.49399999999;198903.20000000004;165534.36000000002;33368.856999999996;32.766446;12.966864000000001;106.927525;0.0;0.0;8704.6944;127.87174399999999;1916.99518;0.0;25.868389999999998;0.0;237.32703300000003;0.0;38.023461000000005;3481.5132000000003;4662.057400000001;3.0;VALOR
QUESO TIERNO;;246024.62;4962.519800000001;308.076538;26929.034;205583.41000000003;131867.94800000003;73715.472;0.0;71.15194899999999;323.234242;0.0;52.43181;2311.0044900000003;352.12918;413.88806;23.737;16.22281;0.0;100.02167299999999;0.0;816.1622800000002;2604.0071599999997;4146.0521;3.0;VALOR
QUESO SEMICURADO;;1177685.9100000001;82926.18299999999;3436.5738;143692.79999999996;884989.9600000001;727382.7100000001;157607.25999999998;378.9613059999999;201.449099;1453.8804599999999;0.0;115.02344099999999;47000.566;5305.846699999999;21544.7587;1605.3058;324.658701;136.675887;3210.4291999999996;560.80077;9951.2317;28462.491;16906.076999999997;3.0;VALOR
QUESO CURADO;;230973.45;12373.5031;1401.081668;29283.402000000002;173518.56000000003;144878.57;28639.990000000005;13.53417;19.669162;369.49054;0.0;0.0;8297.687300000001;1336.82241;2335.0370300000004;214.93809;79.54835999999999;29.082414;235.99887799999996;31.355421;3174.10994;6764.1325;2721.0125000000003;3.0;VALOR
QUESO DE BOLA;;105278.195;6947.3634999999995;535.4962400000001;13092.695099999999;79354.325;74272.50899999999;5081.814;14.240824;0.0;0.0;0.0;0.0;4540.86585;360.179674;1651.700179;0.0;0.0;12.43014;120.174459;0.0;1910.54113;1776.4083899999998;1301.1917499999997;3.0;VALOR
Q.EMMENTAL+GRUYERE;;42536.011999999995;1668.3406799999998;6.345827;6221.437800000001;33271.068999999996;21773.946999999996;11497.1216;0.0;0.0;0.0;0.0;0.0;997.0104899999999;0.0;516.68885;0.0;0.0;0.0;0.0;3.8054409999999996;105.11510000000001;339.915845;919.98311;3.0;VALOR
QUESO TIPO AZUL;;55821.487;1792.75785;560.120154;8600.2568;43087.946;31133.708000000002;11954.2371;0.0;7.553571;6.091343;0.0;0.0;1114.31509;40.658100000000005;416.27783099999994;0.0;0.0;2.846337;27.16596;0.0;193.42617;744.4781499999999;795.7526700000001;3.0;VALOR
OTROS TIPOS QUESO;;652614.56;28797.642;1284.6411199999998;102793.47700000001;483726.17;381331.99000000005;102394.20000000001;21.355243;50.512374;2482.55722;0.0;0.0;16541.4477;2280.1081000000004;4945.2588;924.72289;116.744201;7.016308;1673.95224;0.0;3916.0424600000006;15316.1365;12017.783599999999;3.0;VALOR
QUESO LECHE CABRA;;313549.16000000003;43243.90099999999;1446.69058;44408.24;199598.49999999997;165358.17000000004;34240.327999999994;72.22055;153.63415600000002;852.0202280000001;0.0;71.4948;22173.252;2795.40826;12178.2968;1382.8348250000001;177.4781;136.33369;2556.00414;557.3405399999999;5951.253;10823.159800000001;3872.6498;3.0;VALOR
QUESO LECHE OVEJA;;354390.33999999997;47003.356;3742.6273699999997;40774.719000000005;226580.47;190411.16999999998;36169.3;108.55643;23.108791999999998;1605.77959;0.0;107.72184;28832.314;3328.7392999999997;10643.5455;1254.51971;299.4677;24.736223000000003;832.9063199999999;78.87250999999999;10044.7926;17365.424899999998;3865.5714;3.0;VALOR
QUESO LECHE VACA;;389440.44;30823.200000000004;1783.38986;51354.615000000005;287467.59;236969.62999999998;50497.962;190.815542;38.490190000000005;232.561437;0.0;0.0;20233.1679;1316.3595240000002;5060.0631;201.64954;87.19570999999999;12.43014;1744.0537299999999;0.0;1501.889717;10657.169900000003;4303.6431;3.0;VALOR
QUESO LECHE OTROS;;2344622.9;61944.123999999996;3872.9858000000004;329572.44;1862279.7;1446447.9;415831.57999999996;294.412384;342.413305;3119.225;7.316254;3.2720610000000003;34090.861000000004;3327.33401;13161.0062;1753.8090699999998;280.52308700000003;69.56112999999999;2380.6616599999998;10.236;5065.265600000001;32039.139999999992;43392.219;3.0;VALOR
QUESO SIN LACTOSA;;72493.702;2365.793089999999;12.381345999999997;12718.522;53746.17600000001;38735.744999999995;15010.430499999999;1.574762;5.328761;0.0;0.0;0.0;831.819486;161.46266;1402.4801599999998;0.0;0.0;0.0;103.10427;0.0;0.0;1026.64534;2462.7209;3.0;VALOR
HELADOS Y TARTAS;;758211.0;23589.7806;650.6111260000001;83052.781;616955.2299999999;481896.47000000003;135058.77699999997;20091.6621;186.329378;8779.349100000001;0.0;9.794325;235.66203500000003;118.889403;72.752478;2.936433;692.3932400000001;125.27323;294.95095;10.69831;20.378400000000003;8373.8908;16659.3302;2.0;VALOR
HELADOS;;639699.4999999999;20538.1337;466.61645000000004;74999.36899999999;514536.22;391963.26399999997;122573.017;17415.1515;174.01983;7665.839099999999;0.0;9.794325;221.23669500000003;111.980833;58.187841;0.0;571.26743;85.18621;258.07686;10.69831;20.378400000000003;6264.304940000001;15085.892600000001;3.0;VALOR
TARTAS;;118511.45300000001;3051.64678;183.994652;8053.421200000001;102418.944;89933.18800000001;12485.766800000001;2676.5119600000003;12.309548;1113.5094230000002;0.0;0.0;14.42534;6.908564999999999;14.56463;2.936433;121.12579799999999;40.08702;36.874069999999996;0.0;0.0;2109.5846570000003;1573.43703;3.0;VALOR
NATA;;177150.74;1775.670599;129.94237800000002;24825.791999999994;144491.008;116765.406;27725.603000000003;10.780149999999999;103.280279;40.053119;0.0;0.0;141.969706;15.68458;143.43691;331.36830699999996;439.527879;0.0;184.29609000000002;0.0;14.34574;2365.4658;3492.7982;2.0;VALOR
NATILLAS;;97487.95699999998;511.88742;292.86181899999997;15759.8508;78501.013;63012.16;15488.858000000002;17.65842;43.471942;11.14409;0.0;0.0;51.600207000000005;0.0;6.802985;6.079108;0.0;0.0;17.229200000000002;0.0;26.82001;711.77253;1672.60972;2.0;VALOR
FLANES PREPARADOS;;136058.707;906.4011800000001;422.81508999999994;19517.536;111777.518;87666.90199999999;24110.617;0.0;22.907123000000002;37.023176;0.0;0.0;35.332274;0.0;39.349512000000004;451.974199;6.08239;0.0;93.611388;3.550565;38.75918;1242.47535;2112.6243;2.0;VALOR
CUAJADAS;;25833.320999999996;56.552476999999996;62.027857000000004;4629.3518;20178.482999999997;17043.167;3135.3167999999996;0.0;3.4490390000000004;27.887852000000002;0.0;0.0;13.415943;0.0;8.308093000000001;0.0;0.0;2.573004;0.0;0.0;71.09145;168.413901;639.51147;2.0;VALOR
CREMA DE CHOCOLATE;;36740.187;183.9927;52.746752;6684.4138;28228.076;21717.666;6510.4115;1.955626;4.717002;29.041468000000002;0.0;0.0;7.053657;18.2815;4.174702;3.1335059999999997;2.6993449999999997;3.1037199999999996;30.689192;10.15341;49.4165;441.15747999999996;1042.90542;2.0;VALOR
CREMA CATALANA;;8166.2114;77.386505;0.0;877.93717;7038.717600000001;6643.402999999999;395.314455;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;22.168168;15.08818;36.83929;3.290867;0.0;0.0;59.162225;113.007954;2.0;VALOR
POSTRES CON NATA;;38814.342;68.394276;15.000067000000001;5327.3257;32523.721;22125.531;10398.1892;0.0;0.0;0.0;0.0;0.0;1.633452;13.828719999999999;0.0;0.0;4.0483270000000005;0.0;0.0;0.0;0.0;180.530951;685.5408900000001;2.0;VALOR
OT.DERIVADOS LACTEOS;;310768.26999999996;3016.4192700000003;501.462818;50332.961;246041.93;191094.06;54947.867999999995;10.741331;1485.0522700000001;74.27754200000001;4.668609999999999;0.0;323.36491499999994;16.964548;130.771973;146.853862;54.561819;0.0;208.28065300000003;3.344468;44.76459;3473.8794;7262.254900000001;2.0;VALOR
OT.DERIVD.SIN LACTS;;31792.800000000003;117.19206999999999;9.034583;7593.6161;22963.700000000004;14997.223000000002;7966.475600000001;0.0;71.50909;5.423395999999999;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;198.41248500000003;905.42129;3.0;VALOR
PAN;;3358796.1;993818.1699999999;8818.071000000002;265802.15;1945528.0999999999;1538580.0999999999;406948.12;965.9745099999999;7704.441400000001;47006.78200000001;836.96374;606.2588799999999;7482.5991;6274.4181;17653.085000000003;122.042704;886333.0800000001;758.82193;22878.065;1087.5169079999998;2730.3407;51970.523;35759.723999999995;1.0;VALOR
PAN FRESCO/CONGELADO;;2390467.5;980417.8700000001;7107.354799999998;114225.225;1180252.82;917246.99;263005.83999999997;898.9409599999999;3574.8404000000005;46879.685000000005;739.78461;601.198979;6598.987;6163.2647;17186.5;122.042704;883559.5;736.7133;21512.779000000006;1069.672648;2003.54183;38200.628000000004;14147.5729;2.0;VALOR
PAN RESCO/CONG.GRAN;;1426236.4000000001;880795.06;5129.309;23861.173000000003;430325.57;280501.13;149824.43;707.51789;1212.56041;44157.55999999999;625.0353;532.080203;4401.004599999999;5191.8788;15097.427400000002;35.274328;800465.1599999999;617.4949;17281.44;1041.2676;1805.13339;27198.078999999998;6731.443800000001;3.0;VALOR
PAN RESCO/CONG.ENV.;;964231.2099999998;99622.85299999999;1978.0458;90364.054;749927.26;636745.86;113181.424;191.42306;2362.28024;2722.12466;114.74926900000003;69.11880000000001;2197.9823;971.3857999999999;2089.0704299999998;86.76836499999999;83094.36;119.21842200000002;4231.339199999999;28.405013000000004;198.40814400000002;11002.547899999998;7416.1289;3.0;VALOR
PAN FRESCO INTEGRAL;;279762.69;118730.889;968.05174;13642.336;135316.76;79097.12;56219.63100000001;147.41487099999998;1525.25054;4326.1971;41.54249099999999;99.91897200000001;216.68609899999998;767.2824480000002;3316.4787;0.0;107925.901;108.46244899999999;2811.443;77.639566;241.86786;3830.4388999999996;1861.23387;3.0;VALOR
PAN FRESCO NORMAL;;2110704.8;861686.97;6139.303100000001;100582.887;1044936.1;838149.88;206786.22000000003;751.5260899999998;2049.58994;42553.488;698.2421300000001;501.279976;6382.3009999999995;5395.982100000001;13870.0201;122.042704;775633.6200000001;628.25092;18701.335000000003;992.033078;1761.67393;34370.186;12286.338600000001;3.0;VALOR
