Alimentos;;T.ESPAÑA;CATALUÑA;ARAGÓN;ILLES BALEARS;COMUNITAT VALENCIANA;REGIÓN DE MURCIA;ANDALUCÍA;COMUNIDAD DE MADRID;CASTILLA - LA MANCHA;EXTREMADURA;CASTILLA Y LEÓN;GALICIA;PRINCIPADO DE ASTURIAS;CANTABRIA;PAIS VASCO;LA RIOJA;C. FORAL DE NAVARRA;CANARIAS;Nivel;Hoja
CARNE FRESCA;;9075551.7;1626546.9;304185.61000000004;203977.94999999998;981132.6000000001;261653.77;1343387.2200000002;1224138.0;420513.81000000006;164096.0;606655.27;558898.45;211367.26;92201.59499999999;579386.2300000001;70766.868;148467.67;278176.36999999994;2.0;VALOR
SALCHICHAS FRESCAS;;109777.23700000001;34049.424999999996;6885.179900000001;2235.1038;7192.998100000001;3721.5405000000005;11046.970000000001;9723.3129;5994.085000000001;2168.98401;11452.4674;2241.52042;1827.0995500000001;952.6656899999998;6333.1016;1155.31837;2471.6341;325.833916;3.0;VALOR
CARNE VACUNO;;1987561.2;359729.47000000003;56948.325000000004;42575.852;178879.93;44023.313;211458.61;342656.49;76500.41199999998;25769.372;135394.89599999998;138378.07;58329.83700000001;26840.505000000005;161045.08600000004;12800.1297;35134.856999999996;81096.11099999999;3.0;VALOR
TERNERA;;1435404.0599999998;305288.8;43115.54;33242.509;127849.41300000002;33282.572;145268.01299999998;209763.47;54732.438;19413.697799999998;107335.00699999998;126130.10700000002;51381.221999999994;16205.156199999998;98644.55799999999;9040.791699999998;27082.269;27628.750999999997;4.0;VALOR
AÑOJO;;435493.29999999993;37412.859000000004;9884.392999999998;6323.362900000001;42102.55299999999;8269.1689;54875.933;110499.76599999999;17731.193;4849.149700000001;21177.231;9264.754599999998;5097.946;9313.989899999999;45418.043;2529.30876;5007.1499;45736.504;4.0;VALOR
MAYOR;;116663.71399999999;17027.831000000002;3948.3922000000002;3009.9799;8927.9751;2471.57273;11314.691799999999;22393.249;4036.7805000000003;1506.526233;6882.663599999999;2983.21379;1850.6669499999998;1321.35904;16982.4817;1230.0288999999998;3045.43686;7730.8588;4.0;VALOR
CARNE POLLO;;2609081.6;440472.03;83904.089;62335.90099999999;300567.53;84169.378;456425.56000000006;346984.99999999994;122234.24199999998;51177.102999999996;148815.11000000002;138866.86;55400.932;25386.246;154512.84999999998;18832.741;36354.113;82641.947;3.0;VALOR
POLLO ENTERO;;449418.68;75090.658;17729.458;9777.4062;58658.71800000001;19141.589;72828.541;43204.58499999999;24706.307;7639.407099999999;27343.738;39440.795;6130.8212;3771.1870999999996;21375.746000000003;2861.1454999999996;7392.100700000001;12326.5011;4.0;VALOR
POLLO FILETES;;514612.1499999999;84433.42400000001;16992.163000000004;11136.851100000002;50346.640999999996;15382.7988;86627.13999999998;82134.223;19920.378;9971.0706;26947.92;22034.992000000002;15554.657099999999;5263.536099999999;31984.183000000005;3492.779;6554.414599999999;25835.004999999997;4.0;VALOR
POLLO POR PIEZAS;;1645050.7000000004;280947.95999999996;49182.466;41421.64200000001;191562.18000000002;49644.98900000001;296969.91000000003;221646.21000000002;77607.567;33566.623999999996;94523.45;77391.061;33715.452;16351.523999999998;101152.905;12478.813900000001;22407.595999999998;44480.439;4.0;VALOR
CARNE CONEJO;;224113.05999999997;50355.310999999994;9774.2379;4632.208100000001;33144.672999999995;6772.135200000001;21506.722999999998;21727.044;7138.3036;3115.955180000001;14355.914;16853.426;2948.5205499999997;1881.8481500000003;16440.1787;2863.2245000000003;5073.098599999999;5530.269799999999;3.0;VALOR
CARNE OVINO/CAPRINO;;548724.18;109781.85;35639.09299999999;11101.3707;58662.93699999999;18739.822099999998;46160.827000000005;76628.12100000001;32346.169;8575.1577;46073.822;29004.3358;11199.82138;4054.016;39326.647;7699.91721;10490.955;3239.3725299999996;3.0;VALOR
CORDERO;;482380.16000000003;92338.75200000001;33408.263;10327.9123;55197.691000000006;16859.242599999998;41592.634999999995;70271.69700000001;29384.332;6593.2699;38838.291;20511.7315;9873.93418;3742.3921;34599.187000000005;6764.6303100000005;9606.8888;2469.33144;4.0;VALOR
CABRITO;;54700.366;16542.4388;1080.78839;675.43491;2379.9309;1723.12636;3857.0643899999995;5296.299606;2146.63016;1819.92545;3071.3903099999998;8323.54076;1064.65453;253.37189999999998;4290.09776;773.3439900000001;709.832074;692.4963270000001;4.0;VALOR
OTRO OVINO/CAPRINO;;11643.6753;900.65853;1150.0407699999998;98.02353;1085.3178699999999;157.45462999999998;711.12024;1060.12288;815.2083600000001;161.96133;4164.1394;169.06042;261.232384;58.25219;437.36256000000003;161.94289999999998;174.23280999999997;77.544769;4.0;VALOR
OVINO/CAPRINO ENTE;;125009.13900000001;15978.3165;5079.4524;1418.1292;6140.36097;4215.4894;5748.697970000001;20702.779199999997;9583.49482;2750.29234;18274.905300000002;16344.0449;1606.4780700000001;1493.5511999999999;10899.3517;2482.37287;2241.4793999999997;49.944559999999996;4.0;VALOR
OVINO/CAPRINO PIEZ;;423715.06;93803.533;30559.642;9683.2422;52522.575000000004;14524.333000000002;40412.123;55925.342000000004;22762.675;5824.8646;27798.915999999997;12660.286999999998;9593.34231;2560.4651000000003;28427.2947;5217.54411;8249.4743;3189.42802;4.0;VALOR
CARNE CERDO;;2716921.5999999996;485726.33999999997;84627.859;60553.513999999996;288322.62;80358.48500000002;460827.35000000003;315148.4;138552.21300000002;57578.21199999999;195422.15000000002;186772.83000000002;60605.617000000006;23818.231000000003;140784.85;19898.651;41667.368;76256.913;3.0;VALOR
CARNE CERDO ADOBAD;;270890.94000000006;30036.625999999997;7071.295700000001;3176.0984099999996;23733.126;6150.61;29935.376;60120.897000000004;15341.728299999999;4586.5190999999995;32720.129;13309.8112;5772.614599999999;4397.420799999999;21497.239999999998;2255.1779;3356.0321;7430.2412;4.0;VALOR
CARN.CERDO IBERICO;;157905.797;29805.171;3725.5193;1231.17845;9727.996;3981.5447999999997;50715.07600000001;17793.7571;5369.6816;5087.1853;9025.778899999998;5192.013599999999;2496.34686;1450.86049;6589.8469000000005;551.961763;1440.6057300000002;3721.27444;4.0;VALOR
CARNE DESPOJOS;;160276.023;33519.490999999995;4530.375599999999;3312.5718000000006;18311.2152;5114.5704;20928.43;17133.7741;8602.390899999999;2732.09716;17379.820999999996;7543.708299999999;4574.0647;2102.95114;9020.9077;1686.4660499999998;1932.25624;1850.9172700000001;3.0;VALOR
DESPOJOS CERDO;;78343.201;18853.129800000002;2312.23853;1675.9509899999998;7914.882100000001;2262.49929;12095.1984;6751.656399999999;4628.9192;1574.8027200000001;9038.2861;3582.65956;1442.4574199999997;775.7265760000001;3343.0400000000004;903.20533;941.206043;247.34042599999998;4.0;VALOR
DESPOJOS CORDERO;;11555.9389;2204.4022499999996;1008.2223899999999;277.26016899999996;1401.4688599999997;577.0049170000001;727.6036799999999;1815.8842399999999;807.132799;131.167737;1172.03587;47.245023;58.67256899999999;182.16613099999998;469.77188000000007;337.07964699999997;336.42291000000006;2.398186;4.0;VALOR
DESPOJOS POLLO;;27527.942000000003;5422.6679;499.17381;622.9457699999999;5658.5841;1008.7099529999999;4799.2981;2553.56149;1643.20228;515.309546;1222.67094;986.0331799999999;864.314644;54.201432;885.0354300000001;74.011476;81.022382;637.1982399999999;4.0;VALOR
DESPOJOS TERNERA;;37489.202;5848.905;576.47665;465.38814399999995;2277.62102;1118.212297;2780.8681;5396.9743;1374.00756;455.833645;5660.2611;2746.5285;2173.09042;1003.8419700000001;4036.8723299999997;335.80114599999996;556.1445650000001;682.3726429999999;4.0;VALOR
DESPOJOS OT.PROCED;;5359.7257;1190.3863969999998;134.263975;271.026853;1058.65743;148.14402299999998;525.4592970000001;615.69744;149.12897199999998;54.983419999999995;286.56661199999996;181.24209100000002;35.529711;87.01494199999999;286.18800999999996;36.368413000000004;17.460186;281.607823;4.0;VALOR
OTRAS CARNES FRESCA;;828873.8400000001;146962.476;28761.623999999996;19466.549000000003;103243.73099999999;22476.06;126079.664;103859.09599999998;35140.10799999999;15148.106;49213.573;41479.23899999999;18308.479;8117.798499999999;58255.768;6985.740199999998;17815.024999999998;27560.846;3.0;VALOR
AVESTRUZ;;1017.9982590000001;126.49826;173.73870000000002;0.0;45.434805;95.27799000000002;345.503772;41.19018;21.141;0.0;61.37107099999999;21.244127;27.834386000000002;0.0;52.95699;5.806896;0.0;0.0;4.0;VALOR
PAVO;;415827.02;69899.77;16073.630999999998;9512.7875;42110.950000000004;10666.949200000001;60860.784;51836.672999999995;16447.183999999997;6714.243600000001;25584.841999999997;23338.788999999997;10559.045100000001;3544.6494999999995;37380.215;4010.3059;9727.2399;17558.982;4.0;VALOR
OTRAS AVES;;81618.09199999999;15082.020100000002;2379.00681;2813.6936;9118.743199999999;1863.90803;16494.254399999998;10936.6781;3588.3498000000004;1537.9285200000002;4227.015600000001;3858.7677000000003;816.8248100000001;459.6386500000001;5168.409200000001;572.0445269999999;1451.2839599999998;1249.52374;2.0;VALOR
CARNE CABALLO;;20867.218900000003;4364.6803;153.991375;104.94571;7949.1207;445.265359;1133.73107;1385.3178989999997;108.880053;133.882291;984.2086399999998;140.83669799999998;681.65353;624.720093;733.416592;154.88406;1727.40288;40.28118;4.0;VALOR
CARNE CONGELADA;;220769.98;26074.695;3787.8593000000005;4242.4477;21174.882;5930.511;34951.991;23236.837;13162.4707;5085.5272;10207.0394;9509.5371;2853.9131;2196.3385;6493.2963;1828.1471700000004;2098.03228;47936.471;2.0;VALOR
C.CONG.POLLO;;105349.05600000001;10771.866499999998;1782.27975;1974.1185800000003;10046.325700000001;3214.8938;15574.787200000002;10523.1977;6777.5849;2010.5539199999998;4899.9728;3722.6578;960.8445099999998;622.9535600000002;3306.3903;638.3786399999999;1107.56164;27414.694000000003;3.0;VALOR
C.CONG.CERDO;;51592.119999999995;6374.3346;1080.60813;807.841847;4304.6026;1242.36374;10246.2969;6181.8367;3006.1685500000003;1980.4648300000003;2118.83705;2356.709;618.4062689999998;743.0401199999999;898.0861800000001;744.5587300000001;756.3177929999998;8131.6445;3.0;VALOR
C.CONG.VACA;;23232.4087;2373.8552999999997;240.60659700000002;150.401045;1848.0627700000002;444.503516;3414.4849899999995;2035.3229399999998;849.9658;476.35606300000006;1670.2215400000002;956.18879;363.31879000000004;240.79918;911.2401899999999;187.12459;123.20223899999999;6946.7522;3.0;VALOR
RESTO CARNES CONG.;;40596.406;6554.637;684.3648199999998;1310.086355;4975.890890000001;1028.75022;5716.4193;4496.480100000001;2528.75184;618.151928;1518.00822;2473.98135;911.343525;589.54558;1377.579643;258.085153;110.950601;5443.380400000002;3.0;VALOR
C.CONG.CABALLO;;145.39447;6.143699;0.0;0.0;7.325888;0.0;59.84559899999999;5.017345000000001;0.0;0.0;25.720470000000002;0.0;25.58474;0.0;15.75673;0.0;0.0;0.0;4.0;VALOR
SALCHICHAS CONGELAD;;936.8808900000001;39.921876999999995;0.0;88.12937;22.696915;0.0;128.81584800000002;35.62186;0.0;4.034059;4.277708;0.0;9.759523999999999;0.0;0.0;0.0;11.99027;591.63336;3.0;VALOR
CARNE TRANSFORMADA;;4834853.1;870330.79;127118.84899999999;98202.76100000001;495099.42;155413.25;845919.14;698356.4899999999;229654.9;104739.59;267320.64;238954.17;125090.12600000002;44654.382;257033.5;31867.990000000005;58568.615;186528.52;2.0;VALOR
JAMON CURADO+PALETA;;1426479.68;266047.01;38431.813;29320.194;154472.86000000002;44277.925;248765.91;212212.22999999998;64812.42;25706.484999999997;68034.171;63451.011;38051.48;11792.6459;74561.296;9112.966100000001;20690.157000000003;56739.011000000006;3.0;VALOR
JAMON C.+P.ENTERO;;381296.44;67085.438;12902.4861;4588.51353;32607.167999999998;12980.2372;85376.401;53834.08400000001;23450.3822;10519.235499999999;23640.789800000002;13987.6032;8754.7853;1806.64475;14543.635499999999;2681.7700680000003;7066.8776;5470.4288;4.0;VALOR
JAMON C.+P.LONCHA;;1045183.1;198961.56;25529.326999999997;24731.676000000003;121865.69900000001;31297.689;163389.513;158378.13999999998;41362.041;15187.2489;44393.386999999995;49463.406;29296.693000000003;9985.9997;60017.667;6431.195600000001;13623.280400000001;51268.584;4.0;VALOR
JAMON CURADO NORMAL;;869579.6300000001;135410.901;30242.753;16548.363999999998;115310.998;32778.958;147945.15099999998;109888.98000000001;47359.979;14966.863699999998;47330.591;50204.674;27246.255;6063.903300000001;33946.199;5172.6598;15866.3362;33296.100000000006;3.0;VALOR
JAMON C.N.ENTER/PI;;207957.08000000002;29218.285000000003;10902.0619;2940.2227299999995;24378.5632;7354.7861;40336.217000000004;26629.660200000002;15958.763799999999;4291.7808700000005;14395.759100000001;10450.9129;4951.72728;729.957871;6218.1028;2001.9008179999998;5834.0908;1364.29187;4.0;VALOR
JAMON C.N.LONCHA;;661622.56;106192.62500000003;19340.691999999995;13608.143000000002;90932.42599999999;25424.172;107608.94;83259.32499999998;31401.215;10675.0816;32934.832;39753.761000000006;22294.527;5333.9454000000005;27728.097999999998;3170.759;10032.2453;31931.81;4.0;VALOR
JAMON IBERICO;;389020.25;83113.759;5429.5293;10023.931999999999;31276.042;9403.02778;73929.86;78056.20400000001;13589.2624;7950.4591;12563.1229;7444.744699999999;7542.059500000001;2674.36157;22955.695;1741.711489;3170.7547600000003;18155.7263;3.0;VALOR
JAMON IBE.ENTER/PI;;132305.107;23329.5089;1409.9508799999999;1174.212272;6776.719940000001;5297.56136;37335.205799999996;23555.519900000003;6564.04229;5363.5853099999995;5301.56057;2012.9467300000001;2663.4750799999993;425.49102;6226.99068;492.955729;968.836;3406.54234;4.0;VALOR
JAMON IBE.LONCHA;;256715.13;59784.246999999996;4019.5782999999997;8849.7196;24499.321;4105.46638;36594.654;54500.683999999994;7025.2192;2586.87346;7261.562599999999;5431.797199999999;4878.584599999999;2248.8703800000003;16728.7064;1248.75577;2201.9188599999998;14749.185;4.0;VALOR
PALETA CURADA NORM.;;55568.56900000001;10699.270800000002;2029.6506100000001;601.6806760000001;4082.3817;974.9188800000001;9463.5269;7011.8732;2090.5816999999997;650.6215700000001;3300.5688;3049.3237400000003;1475.8666600000001;558.191836;6821.8394;217.146429;727.67579;1813.4479400000002;3.0;VALOR
PALETA C.N.ENTR/PI;;13680.174299999999;3058.33088;393.89822200000003;116.471;923.987509;79.461307;2327.6132920000005;560.939024;467.76827000000003;72.23039;1295.0654570000002;1472.30464;886.3308000000001;186.097744;1630.6227200000003;11.09501;81.017027;116.941;4.0;VALOR
PALETA C.N.LONCHA;;41888.393000000004;7640.939;1635.7522599999998;485.20974600000005;3158.3942;895.45754;7135.914;6450.9344;1622.8133500000001;578.39124;2005.5031000000001;1577.01904;589.53581;372.094017;5191.216899999999;206.051424;646.658714;1696.5068600000002;4.0;VALOR
PALETA IBERICA;;112311.08899999998;36823.072;729.881677;2146.21442;3803.4514;1121.01972;17427.3679;17255.1563;1772.5979449999998;2138.54132;4839.89282;2752.26859;1787.2984900000001;2496.18858;10837.563999999998;1981.44818;925.3895580000001;3473.7340000000004;3.0;VALOR
PALETA IB.ENTER/PI;;27354.1022;11479.31492;196.57453;357.60810000000004;527.8985;248.4281;5377.357620000001;3087.95952;459.8075;791.6387;2648.4035299999996;51.43958;253.25189;465.098002;467.91918;175.81854;182.93348;582.65314;4.0;VALOR
PALETA IBE.LONCHA;;84956.98500000002;25343.759;533.307157;1788.6062299999999;3275.55281;872.5916199999999;12050.0109;14167.196100000001;1312.7904549999998;1346.90257;2191.48895;2700.82889;1534.04674;2031.0905500000001;10369.644900000001;1805.6297000000002;742.4562080000001;2891.0807000000004;4.0;VALOR
HUESOS JAMON CURADO;;14167.2865;2219.4097;279.748936;98.930313;1295.8856100000003;443.020569;2916.8439000000008;3966.1882;718.4777700000002;186.36701300000001;605.28524;380.843331;287.716449;88.443786;206.370101;9.846963;156.885853;307.02209600000003;3.0;VALOR
LOMO EMBUCHADO N+IB;;223364.36999999997;28183.308;5007.8487;3175.9786000000004;25449.937;8316.1041;35140.302;42329.842000000004;12953.918;7322.149299999999;16240.5562;10702.427499999998;6450.555300000001;1329.94834;11991.462700000002;1272.41512;2165.48888;5332.1341;3.0;VALOR
LOMO EMB.AL CORTE;;83908.091;10262.720399999998;1804.5196199999998;384.8851640000001;12631.438099999998;3597.1277;11123.786100000001;17171.6397;5949.7857;1398.7659099999998;5610.4146;3724.8269;2865.9424199999994;299.08175099999994;4017.9346599999994;340.634343;667.2656700000001;2057.32427;4.0;VALOR
LOMO EMB.ENVASADO;;139456.293;17920.587;3203.3291;2791.0935;12818.4996;4718.976899999999;24016.515000000003;25158.202;7004.131299999999;5923.3829000000005;10630.1391;6977.6006;3584.6132999999995;1030.86664;7973.5281;931.78067;1498.22318;3274.8100000000004;4.0;VALOR
LOMO EMB.NORMAL;;138394.173;16516.309999999998;3430.0448;1523.69994;17528.557699999998;7060.1744;21998.1;19518.560999999998;10195.7418;5035.9877;11980.8992;7756.364300000001;3611.2134000000005;952.80454;5735.3908;905.8060800000001;1656.85855;2987.6621;4.0;VALOR
LOMO E.N.AL CORTE;;45454.486000000004;3935.247;920.2851900000002;157.91094;7197.934599999999;2956.5602000000003;6209.0742;7115.782999999999;4678.089300000001;683.04019;3924.6391;2384.57923;1753.85554;156.513229;1683.0452800000005;324.84758999999997;318.980238;1054.1005300000002;5.0;VALOR
LOMO E.N.ENVASADO;;92939.69;12581.0646;2509.7594;1365.7891300000001;10330.6217;4103.6143;15789.025300000001;12402.7763;5517.653200000001;4352.947300000001;8056.2592;5371.7851;1857.3579399999999;796.29132;4052.3453;580.95854;1337.8781399999998;1933.56166;5.0;VALOR
LOMO EMB.IBERICO;;84970.201;11666.997800000001;1577.804047;1652.27854;7921.3817;1255.92986;13142.2002;22811.281600000002;2758.17494;2286.1615;4259.6557;2946.0635899999997;2839.3419199999994;377.143823;6256.0717;366.60898199999997;508.63038100000006;2344.4717599999994;4.0;VALOR
LOMO E.I.AL CORTE;;38453.607;6327.4727;884.234437;226.97422999999998;5433.5046;640.567319;4914.71174;10055.855599999999;1271.6966000000002;715.7257199999999;1685.7754499999999;1340.247801;1112.08673;142.568574;2334.88948;15.786755000000001;348.28538;1003.2236200000002;5.0;VALOR
LOMO E.I.ENVASADO;;46516.594000000005;5339.524300000001;693.5696099999999;1425.30426;2487.8769199999997;615.362612;8227.4882;12755.424799999999;1486.4781799999998;1570.4356579999999;2573.8799500000005;1605.815857;1727.25488;234.57524899999999;3921.1822999999995;350.822222;160.34498600000003;1341.248257;5.0;VALOR
OTRAS SALAZONES;;109047.37100000001;19746.314;3741.0289;2768.22298;12748.983699999999;3048.7823399999997;12857.504;14638.689900000001;8649.9948;2533.4322;7774.8932;8242.9338;2311.97655;1013.76109;4229.1137;753.7145800000001;1955.51637;2032.51118;3.0;VALOR
O.SALAZONES AL COR;;53772.08200000001;7639.0095;1572.0076299999998;1410.1999540000002;5810.8207;1932.87154;7037.3267000000005;7115.6835;5176.0389000000005;1369.3113799999996;5756.554300000001;3647.1836999999996;684.0490799999999;308.891879;1929.5932;298.88862099999994;1100.9904600000002;982.6582299999999;4.0;VALOR
O.SALAZONES ENVASA;;55275.294;12107.301600000003;2169.0212;1358.02353;6938.1622;1115.9108800000001;5820.1763;7523.007300000001;3473.9556;1164.1208100000001;2018.3387;4595.7503;1627.9272500000002;704.86921;2299.5206;454.825888;854.52608;1049.8529;4.0;VALOR
TOCINO Y MANTECA;;125759.699;24845.377999999997;2956.6006999999995;4709.3898;17196.828;5827.4884;23690.268;17126.167;4597.6641;3746.0762;4262.8599;3767.9132999999993;1932.0512499999998;1100.6165;3845.3010999999997;288.93032400000004;1068.47069;4797.6938;3.0;VALOR
TOCINO;;11243.112900000002;1596.3830799999998;256.677387;122.73038299999999;557.65968;677.508154;3221.40329;932.63472;580.097873;227.64034199999998;358.81774299999995;1106.034494;573.9907900000001;61.50499;652.082497;39.034752000000005;26.115310000000004;252.79753399999996;4.0;VALOR
CHORIZOS;;392546.28;50744.179;9521.491;4477.5608;29100.1;9960.190200000001;61399.674;52359.738;20451.462999999996;8441.6258;31213.020999999997;35630.781;15239.9608;6362.650100000001;36774.04400000001;3567.3327999999997;5764.057899999999;11538.4179;3.0;VALOR
CHOR.IBERICO;;70821.412;11958.0578;1334.02971;1325.54542;5120.428900000001;2010.8954999999996;13239.793199999998;11805.088600000001;3653.8080999999997;2416.5472200000004;4793.4776;3546.8849000000005;1804.0654399999999;646.27475;5205.6974;195.29021699999996;291.17398899999995;1474.34625;4.0;VALOR
CHOR.NORMAL;;321724.85;38786.12;8187.4616000000005;3152.0155;23979.670000000002;7949.2944;48159.882;40554.64599999999;16797.653;6025.0779999999995;26419.542999999998;32083.896;13435.8969;5716.3751;31568.346999999998;3372.0426;5472.8841999999995;10064.070200000002;4.0;VALOR
CHORIZO DE PAVO;;10289.1924;1683.37502;284.86943;157.133531;902.7325099999999;119.441843;2907.313;1023.2273600000001;565.130345;59.690874;434.33709;430.46963200000005;97.063767;20.777503;536.2518230000001;16.654854999999998;506.122989;544.6006;4.0;VALOR
CHORIZO DE CERDO;;378861.62;48634.350999999995;9200.9729;4298.1463;27913.144000000004;9623.41;57985.060999999994;50979.147999999994;19769.692;8241.2552;30502.307999999997;35030.477999999996;14627.874699999998;6217.022500000001;36198.467000000004;3547.5479;5238.4693;10854.2831;4.0;VALOR
SALCHICHON/SALAMI;;187902.55000000002;17456.178;4150.9294;4000.0966;19007.339;8565.9228;53276.323000000004;21320.780000000002;11344.506300000001;5559.028300000001;12896.0372;9026.001;4208.9966;1093.7787099999998;6740.2427;1529.7130399999999;1094.4280600000002;6632.2616;3.0;VALOR
SALCHICHON DE PAVO;;11392.577400000002;1350.30897;124.593917;166.75132200000002;1425.61011;217.86390600000001;5092.5532;941.9260300000001;366.79525000000007;51.265417;440.29853999999995;244.27817000000005;166.821553;33.254090999999995;233.78032699999997;13.44305;194.260336;328.77346000000006;4.0;VALOR
SALCHICHON DE CERD;;174349.09999999998;15886.992;3971.966299999999;3823.4419000000003;17388.8564;8255.3966;47750.153999999995;20246.738;10614.6016;5494.7312;12310.407099999999;8583.7436;3971.5564000000004;1012.7933999999998;6482.5960000000005;1505.51808;889.76467;6159.83;4.0;VALOR
FUET/LONGANIZAS;;298407.27999999997;92185.24100000001;11915.861200000001;5374.4334;40038.141;12729.630200000001;39966.791;32357.057;14419.203800000001;4660.883;11637.0083;9962.129000000003;4228.107;2104.9440999999997;9270.970700000002;1557.8097400000001;2404.3122000000003;3594.7556000000004;3.0;VALOR
FUET/LONGANIZ.PAVO;;18202.672999999995;6187.6939999999995;797.23387;295.86208600000003;1607.8607500000003;590.242045;3434.0353000000005;1670.3335800000002;860.3644;285.18306799999993;686.4759500000001;329.808072;105.55698600000001;46.302403;457.11832;82.041188;361.7013350000001;404.85748600000005;4.0;VALOR
FUET/LONGANIZ.CERD;;274971.16000000003;85064.69;10779.990399999999;4848.106;37961.570999999996;11898.388099999998;35356.23200000001;30213.107999999997;13098.377799999998;4277.865;10740.3967;9438.6952;4032.5466999999994;2020.8471100000002;8762.1589;1436.2468400000002;2028.46914;3013.4766;4.0;VALOR
OTROS PROD.CURADOS;;170168.25;29806.579;4624.4745;4675.04;14515.005100000002;4985.5054;22287.4044;23702.18;7619.7684;3135.6393000000003;16619.573399999997;11130.2339;7820.9151;1562.46288;7924.730899999999;1568.23315;2543.2299500000004;5647.2624000000005;3.0;VALOR
O.PROD.CURAD.CORTE;;62417.200000000004;8347.676599999999;1519.88038;1847.80045;4625.848800000001;1704.22695;6491.0518999999995;8663.8094;2656.6980000000003;850.837061;8070.354299999999;4618.0187000000005;5179.371700000001;620.541182;2401.61844;650.19008;899.95313;3269.3199;4.0;VALOR
O.PROD.CURAD.ENVAS;;107751.039;21458.902000000002;3104.5943;2827.2396;9889.156500000001;3281.27821;15796.3532;15038.3696;4963.0695000000005;2284.8019999999997;8549.2197;6512.216399999999;2641.54361;941.92172;5523.1134;918.0432000000001;1643.27679;2377.9421199999997;4.0;VALOR
SALCHICHAS;;224246.47000000003;37793.669;6521.712200000001;5081.571799999999;13330.7517;7272.9558;46161.181000000004;34230.918000000005;10012.2042;6291.077500000001;11733.4252;13133.086299999999;4444.911499999999;3372.1806;10631.681300000002;1295.01568;2486.4397;10453.7073;3.0;VALOR
