Alimentos;;T.ESPAÑA;NIVEL ALTO;NIVEL MEDIO-ALTO;NIVEL MEDIO;NIVEL MEDIO-BAJO;NIVEL BAJO;SIN NIÑOS;NIÑOS - 6 AÑOS;NIÑOS 6 A 15 AÑOS;ACTIVA;NO ACTIVA;- 35 AÑOS;35 A 49 AÑOS;50 A 64 AÑOS;65 Y MAS AÑOS;+ 50 AÑOS;1 PERSONA;2 PERSONAS;3 PERSONAS;4 Y MAS PERSONAS;NORESTE;LEVANTE;ANDALUCIA;CENTRO-SUR;CASTILLA Y LEON;NOROESTE;NORTE;T.CANARIAS;< 2000 HABIT.;2000 A 10000;10001 A 100000;100001 A 500000;+ DE 500000;JOVENES INDEPENDIENTES;PAREJ.JOVENES SIN HIJOS;PAREJ.CON HIJOS PEQUEÑOS;PAREJ.CON HIJOS EDAD MEDIA;PAREJ.CON HIJOS MAYORES;HOGARES MONOPARENTALES;PAREJAS ADULTAS SIN HIJOS;ADULTOS INDEPENDIENTES;RETIRADOS;Nivel;Hoja
TOCINO Y MANTECA;;18026.317;4975.2779;3189.8646999999996;4270.6473000000005;2442.6333000000004;3147.892099999999;14034.2438;1474.4783999999997;2517.5934;10718.395600000003;7307.9205999999995;1250.62969;5830.2549;6386.8412;4558.589900000001;10945.431;3756.2766000000006;5512.779700000001;4093.9379;4663.321300000001;4165.7464;3271.7376999999997;3342.7214999999997;3960.8144;588.30854;969.3011300000002;1103.21521;624.47055;730.0903800000001;2554.9332999999997;7129.712699999999;4156.8682;3454.7106999999996;863.63432;1472.6652;1474.4783999999997;2928.5323;2136.5114999999996;1456.8522399999997;2403.0229000000004;1537.79788;3752.821;3.0;VALOR
TOCINO;;1672.1883500000001;268.912685;187.02299799999997;419.50397000000004;300.22598;496.52272000000005;1396.1529800000003;64.646713;211.388681;626.08818;1046.10018;45.303394000000004;298.05398;617.67925;711.15174;1328.8309699999998;321.077138;621.2978800000001;351.338242;378.47512;329.53135;175.68554999999998;482.75018;312.1014;73.581096;185.575812;92.708602;20.254367;102.27014199999999;326.3195;637.55574;374.585127;231.45781799999997;20.077047;44.34136600000001;64.646713;219.77363299999996;217.70708299999998;104.394949;293.19698400000004;106.060076;601.99051;4.0;VALOR
CHORIZOS;;39487.262;9236.114599999999;5345.1042;10339.385600000001;5808.242899999999;8758.412900000001;30037.266;3178.7129;6271.2836;20678.266000000003;18808.996000000003;1539.2712;11460.57;14891.549000000003;11595.8683;26487.421000000002;6546.7068;11562.8121;8981.3869;12396.3556;5938.682000000001;4269.7337;5932.3584;8247.8738;3695.9356;5057.1912;5200.567999999999;1144.9179100000001;2744.4598;6525.2317;14948.442000000001;10031.1957;5237.931800000001;792.4003900000001;1656.1145999999999;3178.7129;7126.736;5311.8457;3321.2027000000003;6086.205400000001;2489.0124000000005;9525.030299999999;3.0;VALOR
CHOR.IBERICO;;4895.443799999999;1059.0347199999999;708.9972799999999;1340.3354800000002;583.44881;1203.62773;4013.7439;255.15975;626.54025;2452.4266000000002;2443.0170000000003;137.54036000000002;1130.00539;1882.9625999999998;1744.9354999999998;3627.8982;908.14146;1610.1634299999998;1167.0155100000002;1210.1235499999998;891.48654;489.2240499999999;878.0547199999999;1338.90728;387.78336;347.81523999999996;459.05952;103.11291800000001;217.742925;746.16646;1844.1656;1211.97204;875.39669;87.326148;196.26110699999998;255.15975;717.89241;688.75791;324.97909000000004;917.0505400000001;275.415231;1432.60187;4.0;VALOR
CHOR.NORMAL;;34591.818;8177.079900000001;4636.1073;8999.0505;5224.7943000000005;7554.784999999999;26023.522;2923.5532000000003;5644.7433999999985;18225.84;16365.977;1401.73091;10330.5651;13008.5881;9850.932200000001;22859.521;5638.5653;9952.6481;7814.3718;11186.232499999998;5047.1951;3780.5096999999996;5054.303600000001;6908.9664;3308.1525;4709.3759;4741.5085;1041.80509;2526.7171000000003;5779.0651;13104.276;8819.223;4362.5353000000005;705.07424;1459.8535100000001;2923.5532000000003;6408.843599999999;4623.0877;2996.2239000000004;5169.1548;2213.5973;8092.428800000001;4.0;VALOR
CHORIZO DE PAVO;;524.8979299999999;117.97153800000002;57.061583;151.18402300000002;92.73217799999999;105.948603;405.53231999999997;42.959854;76.40575899999999;274.13590000000005;250.76205;22.566533;173.99469700000003;205.97070999999997;122.36601899999998;328.33671;95.09039299999999;149.506385;129.01250499999998;151.288651;109.29725099999999;84.298691;155.822555;66.817258;21.543498999999997;26.893803;32.65836;27.566517000000005;20.457230999999997;110.151577;206.437313;109.67220799999997;78.17962100000001;7.045882;43.949676999999994;42.959854;87.86040999999999;64.503388;38.172771000000004;88.55276400000001;46.468765000000005;105.384442;4.0;VALOR
CHORIZO DE CERDO;;38303.773;9032.6936;5242.0962;10062.017199999998;5650.2423;8316.723199999999;29032.405;3110.2520000000004;6161.115699999999;20203.671000000006;18100.103;1487.9310399999997;11196.7486;14506.158999999998;11112.936099999999;25619.092;6357.7478;11062.545600000001;8713.181400000001;12170.2993;5779.0298;4133.4322;5724.7123999999985;8089.3821;3385.6068;4962.2682;5151.492300000001;1077.84843;2684.6225;6114.7600999999995;14594.3481;9817.7363;5092.306;777.0690100000002;1581.1657499999997;3110.2520000000004;7001.225399999999;5204.160800000001;3248.2706000000007;5908.643399999999;2389.6976;9083.2881;4.0;VALOR
SALCHICHON/SALAMI;;17242.088;4273.165599999999;2345.7328;4466.4291;2638.4016;3518.3581000000004;12554.611399999998;1580.0226999999998;3107.4536;9478.997399999998;7763.089900000001;656.7284399999999;5322.1965;6881.174200000001;4381.9881000000005;11263.1628;2610.8914000000004;4648.3529;3919.0872;6063.7558;2272.0308;2737.9057;4823.836199999999;3560.8638;1169.3400499999998;1066.87487;884.34123;726.89428;1192.94874;2745.0859;6834.427700000001;4084.649;2384.9753;255.252038;738.91906;1580.0226999999998;3419.9622;2608.3795;1385.79892;2660.6129;1081.0704999999998;3512.0694;3.0;VALOR
SALCHICHON DE PAVO;;585.4464800000001;159.135705;84.29731699999999;141.877367;80.885342;119.25075299999999;451.69282999999996;47.61630199999999;86.137343;325.78418;259.66231;20.665392;205.290203;241.36146999999997;118.129416;359.4909;97.826577;146.689226;176.37735000000004;164.553298;81.10277;114.31470300000001;228.99066;78.996218;23.699145000000005;21.782666000000006;19.741064;16.819247;38.79526;90.20839099999999;233.26500999999996;147.653106;75.524728;23.306002;31.536631000000003;47.61630199999999;94.16966499999998;92.67180499999999;63.231023;96.830946;38.048777;98.03530699999999;4.0;VALOR
SALCHICHON DE CERD;;16527.491;4068.7638;2247.2995;4298.8412;2538.1892;3374.3977999999997;12004.878299999998;1518.2432000000001;3004.3694000000005;9082.4933;7444.9985000000015;624.0543299999999;5084.9896;6581.8511;4236.596600000001;10818.4479;2494.4242;4475.169099999999;3707.6233999999995;5850.2753;2182.3136999999997;2589.6412999999993;4575.3213;3458.6819;1125.41955;1037.67629;853.16681;705.2711600000001;1134.6240799999998;2634.4744;6554.997399999998;3902.7183;2300.6776;228.45732800000005;700.9499199999999;1518.2432000000001;3301.8582;2498.1713;1302.02252;2548.7056000000002;1038.53012;3390.5531;4.0;VALOR
FUET/LONGANIZAS;;27165.798;7823.5679;4260.500999999999;6757.814;3698.2052000000003;4625.708100000001;19169.843999999997;2506.1178000000004;5489.8351999999995;16123.127999999999;11042.6706;1259.25839;9208.322;10253.5982;6444.6178;16698.216;3927.8496999999998;6777.738;6602.1985;9858.0108;9273.487200000001;5005.310099999999;3826.3628000000003;4787.2273000000005;1144.98516;1242.90108;1482.0334;403.48951;1767.4424999999999;4273.494199999999;11205.421899999998;5540.0459;4379.393;649.71777;1423.8301999999999;2506.1178000000004;6421.786599999999;3754.2093000000004;2747.3107999999997;3352.1854000000003;1246.78725;5063.8509;3.0;VALOR
FUET/LONGANIZ.PAVO;;964.9580800000001;296.12539000000004;117.88842;240.67649999999998;121.568135;188.69960999999998;743.0235200000001;73.76608700000001;148.168494;612.31864;352.63945;72.59231799999999;280.59519;385.71652;226.05401;611.7705599999999;176.640197;338.88797;215.98682000000005;233.44312;397.32143;116.620152;181.20210000000003;151.01996;17.545452;18.19921;62.984864;20.064887;74.907449;162.588391;381.62570999999997;193.944183;151.89235599999998;31.285590999999993;103.87101700000002;73.76608700000001;145.790326;108.74179699999999;72.381812;167.74921000000003;55.513228999999995;205.85897;4.0;VALOR
FUET/LONGANIZ.CERD;;25921.782000000003;7448.4219;4102.6345;6454.742199999999;3532.5888999999997;4383.394200000001;18253.536;2395.1457;5273.1001;15357.926;10563.8554;1169.66861;8818.7856;9782.091199999999;6151.236199999999;15933.327000000001;3707.3333;6378.796;6326.973100000001;9508.679800000002;8821.32;4825.281599999999;3594.6467000000002;4569.900599999999;1117.70109;1213.1596;1407.7950900000003;371.97713999999996;1670.8270000000002;4079.3167000000003;10699.877100000002;5282.704;4189.0567;616.69544;1307.32994;2395.1457;6211.6533;3619.291;2638.9067;3156.8543;1176.80971;4799.095499999999;4.0;VALOR
OTROS PROD.CURADOS;;13097.319699999998;3048.9060000000004;1749.1963;3484.8390000000004;1932.2326;2882.1440000000002;10423.472000000002;951.7553599999999;1722.0909000000001;6455.4438;6641.8745;471.2995;3353.8749;5207.0853;4065.0585;9272.1434;2306.9991;4028.2054000000003;3028.429;3733.6843999999996;2940.0825;1694.0023999999999;1685.7617;2574.8363999999997;1167.1574500000002;1408.63275;1134.9666399999999;491.87864999999994;1052.75534;1939.8410999999999;5146.009300000001;3097.4712000000004;1861.2414000000003;260.22083;588.2312900000001;951.7553599999999;1998.4409;1853.2203000000002;1097.0007099999998;2195.6075;805.89526;3346.9461;3.0;VALOR
O.PROD.CURAD.CORTE;;4990.051199999999;1161.35586;666.8472300000001;1269.863;776.0846200000001;1115.90044;4029.3316000000004;363.62066000000004;597.09901;2288.6091;2701.4422;136.076662;1138.47334;2060.5825;1654.9186799999998;3715.5011999999997;840.53256;1586.0184000000002;1167.18998;1396.31028;848.3687800000001;705.73258;599.10891;912.98554;539.38188;769.38994;328.5249299999999;286.55869;439.82185999999996;819.35549;1775.1489000000001;1283.98579;671.7391799999999;68.83656;174.30053900000001;363.62066000000004;701.61414;766.06477;376.61125000000004;848.04134;320.32866399999995;1370.63344;4.0;VALOR
O.PROD.CURAD.ENVAS;;8107.2669000000005;1887.5502;1082.3493600000002;2214.9758;1156.14796;1766.2435;6394.1402;588.13472;1124.9918799999998;4166.8346;3940.4321;335.22284;2215.4017;3146.5025000000005;2410.1397999999995;5556.642599999999;1466.4668199999999;2442.1871;1861.239;2337.3740999999995;2091.7137000000002;988.2698499999999;1086.65265;1661.8507000000002;627.7755099999999;639.24291;806.44157;205.31998;612.93353;1120.48541;3370.8604000000005;1813.4855;1189.5021499999998;191.38427;413.93073000000004;588.13472;1296.82665;1087.15531;720.3895399999999;1347.56598;485.56657000000007;1976.3127999999997;4.0;VALOR
SALCHICHAS;;58216.189999999995;15613.291000000001;8475.839100000001;14975.601;8932.4429;10219.0148;35431.758;8368.908300000001;14415.523;35552.998;22663.192;4961.4728000000005;24060.956000000002;19819.393000000004;9374.366699999999;29193.759999999995;7200.548500000001;12394.657099999999;13549.848;25071.134000000005;10089.492900000001;5938.192599999999;13360.05;14083.568;3401.1659;4838.468199999999;4171.688999999999;2333.561;3502.6766000000002;9168.909599999999;23611.856;14269.803000000002;7662.9427;1463.0206899999998;3369.0456000000004;8368.908300000001;15250.297000000002;7135.332399999999;6513.3559000000005;5817.73;3019.8459000000003;7278.6523;3.0;VALOR
JAMON COCIDO;;51915.352999999996;14418.844000000001;7977.701;12478.236;7753.2407;9287.3279;38560.58;4888.494900000001;8466.2762;29550.753;22364.597999999998;2303.3337;15902.899000000001;20249.126999999997;13459.992;33709.118;8464.6063;14755.913;12256.3667;16438.467;11838.6886;7065.1939;8801.980599999999;10074.197299999998;2755.8435999999997;4204.6408;4056.7318999999998;3118.0735999999997;2938.9849000000004;7297.5707999999995;20191.731;13367.176300000001;8119.8909;1177.83651;2589.1182000000003;4888.494900000001;10024.171599999998;7134.4776999999995;4514.2609;7272.422199999999;3321.9357999999993;10992.632300000001;3.0;VALOR
J.COC.SIN/BAJO SAL;;1292.5433400000002;336.37476;181.01487300000002;320.13867;192.70462;262.31029;986.6610000000001;104.184193;201.69799999999998;705.4790999999999;587.0641200000001;46.518364000000005;357.12455;539.0105400000001;349.88977;888.9003;197.659547;410.95512;313.99916;369.92942;393.87641;122.595553;208.65483;193.91083099999997;92.82099000000001;120.28004700000001;79.180932;81.22365800000001;88.08522000000002;175.051894;481.05036999999993;349.27196;199.08379;23.807077;41.062455;104.184193;201.803798;158.12512099999998;144.69783900000002;226.85675000000003;81.599721;310.40627;4.0;VALOR
PALETA COCIDA;;1064.11326;316.45594299999993;125.90604200000001;205.292566;135.452359;281.00634;879.75282;54.58646399999999;129.773888;517.34856;546.76469;13.503599999999999;233.946938;455.11731999999995;361.54541;816.66273;178.482994;365.06543999999997;214.92045099999996;305.64436;274.574254;84.77162299999999;228.60309099999998;120.556442;97.274753;42.763172;67.464362;148.105567;45.694168000000005;157.316836;472.76976;216.24974199999997;172.08275500000002;23.851484;59.395883999999995;54.58646399999999;158.36064700000003;174.471329;109.73682900000001;146.03486;45.559042999999996;292.11674999999997;3.0;VALOR
FIAMBRES;;97458.99399999999;25318.933;14171.298799999999;24745.268999999997;14187.971000000001;19035.524;70275.711;9988.009699999999;17195.273999999998;55520.562999999995;41938.43199999999;6194.713200000001;32806.366;35137.627;23320.288999999997;58457.919;15945.083;26565.925000000003;22763.847999999998;32184.141000000003;18686.767999999996;13650.681399999998;20158.560999999998;22331.542;5192.2486;6224.024000000001;6917.4525;4297.714899999999;5970.4646999999995;15093.377999999999;39887.825;22044.763;14462.560000000001;2853.1555;5884.393099999999;9988.009699999999;19727.868;12677.704199999998;8828.406500000001;12876.196199999998;6256.098499999999;18367.164;3.0;VALOR
PAVO;;50001.193000000014;14688.508;7511.8794;12182.563;6898.325500000001;8719.9119;35455.465;5286.9795;9258.746500000001;30528.044;19473.15;3437.7598000000003;17753.204999999998;18129.993;10680.229299999999;28810.226;8131.9026;13222.7484;11842.460500000001;16804.079;9211.338399999999;6571.2174;10341.5636;11301.9923;2573.1635000000006;3621.060100000001;4147.4029;2233.4519999999998;2828.5216;7754.308300000001;20245.019000000004;11764.577400000002;7408.7654999999995;1722.1165000000003;3502.7645;5286.9795;10453.310700000002;6553.578399999999;4448.3769;6348.746700000001;3184.5838000000003;8500.7329;4.0;VALOR
POLLO;;3683.6331;1057.36756;644.2312999999999;831.57894;482.75581999999997;667.6994199999999;2694.1827;346.61258000000004;642.8378999999999;2320.4341999999997;1363.1988;273.85107999999997;1310.2480999999998;1367.7123299999998;731.8216600000001;2099.5339;713.2683699999999;982.3721100000001;846.9985499999999;1140.99405;766.8612999999999;380.77216;910.7856999999999;764.5524;180.36565;204.02659;266.01576;210.25340699999998;168.484052;464.9510199999999;1596.2984999999999;766.17467;687.72472;196.32594999999998;283.19825000000003;346.61258000000004;726.30875;486.93093;281.29247;452.16483;305.41526999999996;605.3839899999999;4.0;VALOR
PROD.A BASE SANGRE;;6374.6875;1286.9790100000002;807.9743900000001;1789.5155300000001;970.1012499999999;1520.1173800000001;5457.2498000000005;284.769735;632.66783;2758.7629;3615.924700000001;156.82559700000002;1180.18667;2454.2297000000003;2583.4453;5037.6751;1376.2057300000001;2369.7299;1334.50097;1294.25093;1024.6654;869.1571;1044.18487;1368.28103;540.8057600000001;379.97654;1044.09415;103.52269500000001;512.11867;1019.6315399999999;2181.2599;1756.77814;904.8989899999999;80.83832100000001;239.82339000000002;284.769735;797.7433700000001;738.5534300000002;365.4409;1166.8909800000001;511.20296999999994;2189.4242;3.0;VALOR
MORCILLA;;6123.3097;1256.62055;777.42772;1731.99486;922.4177199999999;1434.8487300000002;5228.7721;273.552235;620.98524;2675.0537000000004;3448.2558;150.720932;1149.26193;2370.52802;2452.7988;4823.3266;1342.74485;2235.05083;1284.0948299999998;1261.41907;995.4685200000001;795.3702799999999;951.6697099999999;1335.5312800000004;528.71655;374.51630000000006;1038.51414;103.52269500000001;470.68805;982.5979;2110.0418999999997;1703.3175899999999;856.6639600000002;78.591176;232.85204000000002;273.552235;783.97592;698.95607;351.85445;1118.8914;496.09113;2088.5451;4.0;VALOR
FOIE-GRAS Y PATES;;11745.7693;2826.6276000000003;1649.18875;3167.0977999999996;1541.3595599999999;2561.4946999999997;8721.5843;1069.60987;1954.5744;6435.971200000001;5309.7978;589.3747800000001;3582.7659;4449.9933;3123.6348;7573.627799999999;2408.5141;3181.0894;2600.1002;3556.0647999999997;2560.7499999999995;1737.7757100000001;2843.3336;2550.312;540.58235;376.24805000000003;822.8471599999999;313.91968999999995;705.6547599999999;1701.4600999999998;4649.8387;2813.0086;1875.8061;303.65306;662.6010000000001;1069.60987;2159.0445;1417.34997;1041.2868899999999;1649.6607;848.09042;2594.4721;3.0;VALOR
COCIDOS Y OTROS;;21654.843999999997;5451.7063;3439.6471999999994;5723.6444;3225.9790999999996;3813.8664;14587.058;2455.0889;4612.6963;13096.8911;8557.9518;1851.2772;8046.0383999999995;7815.572099999999;3941.9557999999997;11757.5279;2772.9195;5103.1316;5398.329099999999;8380.463;4761.0675;3230.2945;3626.4667;5075.665000000001;1312.3054799999998;1435.27726;1418.1071;795.6596599999999;1290.9107199999999;3240.2798000000003;8858.472800000001;5092.877799999999;3172.3022;691.96706;1490.7162;2455.0889;5186.4549;3123.9982999999997;2450.9474;2278.0398;958.9666500000001;3018.6643999999997;3.0;VALOR
COCIDOS Y O. CORTE;;2680.0609000000004;459.88629;347.04567000000003;789.99228;417.76955000000004;665.36714;2217.9574;143.692893;318.41082;1296.1882400000002;1383.8726400000003;66.92240699999999;694.2596100000001;1098.4854;820.3934899999999;1918.8787999999997;486.38572;840.8029399999999;684.0779500000001;668.79433;426.85993999999994;340.87776;602.04311;541.0993400000001;193.785277;226.02064000000001;98.89114900000001;250.483769;157.745701;335.77502000000004;1111.1126;668.4506599999999;406.97701;64.306144;98.089319;143.692893;380.85409999999996;449.60384000000005;187.51208599999998;491.90024999999997;165.696669;698.4056800000001;4.0;VALOR
COCIDOS Y O.ENVASA;;18974.783999999996;4991.8197;3092.6016;4933.6521;2808.2095999999997;3148.499;12369.101299999998;2311.396;4294.285600000001;11800.7029;7174.079299999999;1784.3547999999996;7351.7788;6717.086700000001;3121.5621999999994;9838.6487;2286.5339000000004;4262.3288999999995;4714.251200000001;7711.668700000002;4334.2074;2889.4171;3024.4237;4534.565600000001;1118.52027;1209.2567000000001;1319.21609;545.1759000000001;1133.16497;2904.5045999999998;7747.360200000001;4424.4271;2765.3250999999996;627.6609199999999;1392.62692;2311.396;4805.6009;2674.3946;2263.4352;1786.1394;793.26999;2320.2591;4.0;VALOR
COCIDOS DE PAVO;;701.50938;144.46919200000002;92.088699;191.91985299999996;114.86044599999998;158.17118699999997;592.9077100000001;41.412455;67.189218;347.1427;354.36669;33.482946000000005;172.05841499999997;271.22901;224.73903900000005;495.96801999999997;130.217351;235.06306;156.66411000000002;179.564839;160.789528;68.934101;109.220587;198.527981;48.706368999999995;38.571733;27.730627;49.028416;38.078537999999995;65.128745;292.483513;152.283621;153.53498399999998;20.117812;48.53691199999999;41.412455;86.495843;113.956046;41.637308000000004;124.46660799999998;43.138398;181.74800299999998;4.0;VALOR
COCIDOS DE CERDO;;20387.017;5211.3858;3255.3515;5362.919400000001;3035.0856;3522.2741;13544.752;2373.5035;4468.763000000001;12459.7268;7927.289100000002;1803.3214000000003;7700.405500000002;7317.902999999999;3565.3865999999994;10883.2894;2516.3612000000003;4722.749999999999;5058.8098;8089.095800000001;4533.2916;3082.9737;3363.5041;4780.5131;1210.5436399999999;1334.8280799999998;1361.12595;720.2363;1218.91093;3113.6323999999995;8359.6186;4777.2218;2917.6327;646.8527899999999;1417.98522;2373.5035;5010.4521;2939.2733999999996;2377.8603000000003;2040.7556000000004;864.68719;2715.6462000000006;4.0;VALOR
TOTAL PESCA;;875565.03;219166.3;124297.319;219581.30000000002;118276.18899999998;194243.94;723233.18;52938.846999999994;99393.033;423224.48;452340.58;28971.081000000002;193243.97;329036.75;324313.27;653349.99;167052.85;295145.97000000003;193033.85;220332.39;181100.92;114627.22099999999;153599.71999999997;170878.72000000003;55224.05200000001;89715.151;81578.138;28841.17;53394.182;136749.246;342091.63;207669.44999999998;135660.55800000002;17681.509000000002;34916.206999999995;52938.846999999994;121859.08899999999;112824.275;67017.863;148962.15000000002;48877.647;270487.5;1.0;VALOR
PESCADOS;;461789.11999999994;116847.20700000001;65706.255;114051.72000000002;60844.78500000001;104339.16200000001;382471.64999999997;28514.724000000002;50802.757999999994;218293.49999999997;243495.63;13877.7554;96724.04299999998;172845.45;178341.88;351187.33;89900.60699999999;155209.74000000002;100125.505;116553.297;89699.116;56657.971;80192.83000000002;92409.84899999999;30863.496000000006;49429.908;47852.967000000004;14683.0111;26671.774999999998;72180.696;178363.03999999998;110571.578;74002.061;8525.0653;16053.829;28514.724000000002;62504.23799999999;59157.356999999996;35239.51;78099.415;24952.219999999998;148742.77;2.0;VALOR
PESCADOS FRESCOS;;362940.29000000004;91129.57499999998;51816.071;90756.64100000002;46379.83199999999;82858.189;304789.21;20296.357;37854.73299999999;169167.13999999998;193773.18;9870.515500000003;70760.589;137368.904;144940.31000000003;282309.18999999994;72380.35800000001;126819.03899999999;76930.203;86810.701;70493.232;41754.225;60859.474;72155.276;24780.338000000003;42694.46699999999;40929.81;9273.4831;19793.962999999996;57400.18100000001;137840.62699999998;88527.532;59378.01499999999;6192.139000000001;12089.151399999999;20296.357;46185.287;46162.609000000004;26984.318000000003;64157.432;19746.758;121126.252;3.0;VALOR
PESCADOS CONGELADOS;;98848.836;25717.646;13890.184099999997;23295.075;14464.955000000002;21480.978999999996;77682.451;8218.362000000001;12948.0274;49126.367;49722.469;4007.2388000000005;25963.456999999995;35476.551;33401.594;68878.14400000001;17520.248;28390.693000000003;23195.303;29742.595;19205.886;14903.745;19333.359;20254.573;6083.157999999999;6735.437600000001;6923.1548;5409.5269;6877.811699999998;14780.515000000001;40522.41900000001;22044.046;14624.0446;2332.9260999999997;3964.6773999999996;8218.362000000001;16318.952000000001;12994.745400000002;8255.189900000001;13941.9839;5205.461299999999;27616.538999999997;3.0;VALOR
MERLUZA/PESCAD;;87298.143;21813.703;11967.944099999999;21686.245000000003;10755.386499999999;21074.867;71280.22699999998;5987.0517;10030.864300000001;39697.783;47600.361000000004;2837.9218;18581.796;30848.131;35030.297;65878.428;17146.717;27878.226;19146.667999999998;23126.531;16880.509;9567.581;14061.872399999998;19349.661;6284.1164;9162.716499999999;9934.8749;2056.808;5054.6205;13461.453000000001;33474.132;20827.894;14480.042499999998;1428.12834;2857.3435000000004;5987.0517;12197.8307;11194.7183;6466.966300000001;13509.331100000001;4687.222499999999;28969.547;3.0;VALOR
MERLUZA/PESCAD.FRE;;49860.493;11759.0502;6660.210600000001;12920.316400000002;5489.6684000000005;13031.2488;42964.20100000001;2197.2056700000003;4699.087500000001;20755.058;29105.433;1048.72439;7985.676000000001;17446.802;23379.292;40826.092000000004;10982.932;18214.319299999996;9780.4104;10882.8325;10522.0953;4269.198200000001;6936.817499999998;10851.4245;3533.2884000000004;6304.2766;7070.834599999999;372.55737;2632.62154;8185.039;18227.0766;11951.377500000002;8864.3762;577.2893730000002;1316.5460600000001;2197.2056700000003;5559.4202000000005;6345.696900000001;3382.5305999999996;8249.402399999999;2726.9689;19505.430999999997;4.0;VALOR
MERLUZA/PESCAD.CON;;37437.65099999999;10054.6507;5307.7334;8765.9291;5265.717500000001;8043.619600000001;28316.028999999995;3789.8462;5331.776699999999;18942.725;18494.925;1789.1971999999998;10596.1194;13401.330400000003;11651.0053;25052.334000000003;6163.7871000000005;9663.9057;9366.258000000002;12243.6994;6358.415;5298.383;7125.0567;8498.237100000002;2750.8278999999998;2858.4390999999996;2864.0407999999998;1684.25081;2421.9988;5276.4126;15247.0544;8876.517899999999;5615.6669;850.8390400000001;1540.79768;3789.8462;6638.4098;4849.022;3084.4357999999997;5259.9301;1960.2537000000002;9464.115699999998;4.0;VALOR
SARDINA/BOQUERON;;45211.325999999994;9565.155200000001;6413.1867999999995;11883.7695;5702.7833;11646.43;38965.844999999994;2051.19564;4194.2849;18952.9691;26258.353;873.9183000000003;7494.042199999999;16857.1507;19986.214900000003;36843.363999999994;9361.7016;16537.6565;9683.2035;9628.7647;8161.4345;5684.335000000001;10761.069899999999;8544.956600000001;2530.94835;4011.4121;4709.459000000001;807.7078439999999;2806.8318;7576.0617;17154.1757;10758.8354;6915.4166000000005;665.6668999999999;1259.55448;2051.19564;4923.094799999999;5467.4801;3159.99912;8575.0198;2164.79245;16944.5196;3.0;VALOR
BOQUERONES FRESCOS;;26494.1024;5687.13638;3612.49787;7240.8088099999995;3350.6918499999997;6602.9644;22758.787800000002;1194.00776;2541.3041900000003;11022.3691;15471.732899999997;438.866667;4194.15557;9972.0759;11889.002699999997;21861.078299999997;5491.95359;9554.282399999998;5469.8832299999995;5977.981199999998;4483.7111;3207.4356900000002;7188.5156;5012.696599999999;1289.4068999999997;1535.09839;3597.5591100000006;179.675857;1464.38416;4374.21979;9970.8002;6439.2614;4245.43405;349.288805;631.35349;1194.00776;3010.3519300000003;3344.814660000001;2039.5763699999998;4607.20849;1262.7872599999998;10054.7107;4.0;VALOR
SARDINAS FRESCAS;;17018.4385;3565.3118999999992;2591.942;4242.6975;2069.19078;4549.2952000000005;14710.590200000002;785.02387;1522.8245499999998;7293.6197999999995;9724.818099999999;400.884506;2970.6856;6315.2406999999985;7331.6272;13646.8674;3402.6178;6368.450900000001;3984.2403999999997;3263.1283;3398.6926;2266.7379;3278.44029;2975.6396;1180.0598599999998;2433.04399;991.88227;493.941134;1116.43945;2898.0267999999996;6517.815599999999;4046.9499999999994;2439.2054;228.64569099999997;595.63262;785.02387;1729.76766;1969.77093;1013.77177;3659.1875;811.4726800000001;6225.165099999999;4.0;VALOR
ATUN Y BONITO;;20207.6568;5514.320700000001;3014.96191;4933.235200000001;2600.1228399999995;4145.014999999999;17244.8171;1074.68376;1888.15519;10223.342700000001;9984.3138;636.4321399999999;4167.7239;7870.3715;7533.1273;15403.4987;4047.818;7336.507499999999;3803.9347000000002;5019.3956;3198.9775;2083.45399;3096.4826;3274.9782999999998;1283.0273800000002;2346.4017499999995;3610.8250399999993;1313.50946;1009.5393199999999;3521.64922;7320.9968;5324.2919999999995;3031.1792;384.876386;924.3707800000001;1074.68376;2451.34358;2646.6340800000003;1551.3240900000003;3391.5822;1307.4320299999997;6475.409400000001;3.0;VALOR
TRUCHA FRESCA;;8156.1835;2031.6746;1187.0220900000002;1935.2885399999998;1176.7769299999998;1825.4213;6677.0399;530.82759;948.3161099999999;3926.4584999999997;4229.724899999999;214.468463;1717.7998099999998;3343.1816;2880.7337;6223.915199999999;1534.6073899999997;2355.1420000000003;1989.3488699999998;2277.0851;1473.4891499999999;1088.46008;1302.71926;2022.1119000000003;1009.2107400000001;624.8070299999999;631.74235;3.643427;619.20632;1159.77532;3228.9444000000003;1805.14184;1343.1157999999998;114.562487;200.01249399999998;530.82759;1238.57988;1010.0469600000001;601.98589;1435.6410500000004;580.0778500000001;2444.4492;3.0;VALOR
