Alimentos;;T.ESPAÑA;CATALUÑA;ARAGÓN;ILLES BALEARS;COMUNITAT VALENCIANA;REGIÓN DE MURCIA;ANDALUCÍA;COMUNIDAD DE MADRID;CASTILLA - LA MANCHA;EXTREMADURA;CASTILLA Y LEÓN;GALICIA;PRINCIPADO DE ASTURIAS;CANTABRIA;PAIS VASCO;LA RIOJA;C. FORAL DE NAVARRA;CANARIAS;Nivel;Hoja
ALMEJAS CONGELADO;;16.286;17.19;17.778;14.797;8.764;14.38;16.485;21.5;24.997;25.479;17.526;14.764;18.621;15.427;14.438;17.597;15.867;7.584;4.0;VALOR
BERBEREC.CONGELADO;;0.872;1.089;0.0;0.0;2.722;0.0;0.7;0.996;1.468;0.488;0.284;0.0;0.0;0.0;0.0;0.0;0.0;1.683;4.0;VALOR
ALMEJAS,BERB.FRESC;;34.196;39.695;31.357;20.476;23.209;45.844;47.354;29.298;33.237;27.069;31.273;36.704;43.005;26.181;41.692;23.746;17.663;6.25;4.0;VALOR
MEJILLON;;47.918;54.139;47.483;49.722;53.212;51.984;46.792;40.149;50.344;41.81;55.409;49.05;57.782;45.687;48.49;45.825;41.859;26.889;3.0;VALOR
MEJILLON CONGELADO;;8.5;9.529;8.046;16.071;5.994;9.997;8.583;5.996;7.709;11.093;9.47;3.673;9.064;10.086;8.958;4.557;12.399;20.343;4.0;VALOR
MEJILLON FRESCO;;45.16;52.032;44.743;47.819;51.761;51.239;44.644;36.945;47.125;38.466;52.869;48.375;53.714;44.338;45.349;43.908;38.62;12.006;4.0;VALOR
CALAMARES,PULPO;;65.062;72.691;64.425;56.919;64.899;67.21;66.973;63.651;67.893;66.337;65.373;60.659;59.672;48.423;62.762;56.883;61.216;56.293;3.0;VALOR
CALAMARES CONGELAD;;42.498;52.129;43.517;43.374;45.922;45.58;42.115;42.058;46.204;45.251;42.181;31.633;27.053;30.319;36.238;37.677;39.629;36.683;4.0;VALOR
PULPO CONGELADO;;6.174;10.018;4.21;3.897;1.319;8.161;5.972;4.29;4.649;6.811;10.559;8.766;9.02;3.071;3.14;8.94;3.186;12.451;4.0;VALOR
CALAMAR Y PULPO FR;;46.723;46.762;44.16;33.365;46.73;47.728;51.052;45.905;50.699;43.311;47.07;51.531;46.79;37.475;47.453;49.912;48.178;35.47;4.0;VALOR
GAMBAS/LANGOSTINOS;;83.312;85.163;84.452;84.391;82.651;79.832;85.331;81.762;87.401;81.22;87.618;82.627;83.144;78.035;85.405;79.166;85.216;66.949;3.0;VALOR
GAMBAS/LANG.CONG.;;72.398;74.202;73.732;73.558;74.183;69.481;73.611;69.866;75.461;63.194;78.073;74.178;76.055;61.307;70.693;65.407;73.584;61.115;4.0;VALOR
GAMBAS/LANG.COCIDO;;49.203;44.635;52.604;35.745;51.519;56.847;56.826;55.753;57.439;55.345;52.672;35.418;40.827;49.047;44.883;48.813;55.128;20.238;4.0;VALOR
GAMBAS/LANG.FRESCO;;37.423;42.672;30.91;35.501;32.479;32.292;46.521;35.672;37.497;39.585;38.742;30.447;36.749;41.999;39.71;27.44;30.388;24.823;4.0;VALOR
OTROS MARISC/MOLUSC;;73.713;76.13;76.667;72.328;73.825;71.762;77.12;71.287;79.566;77.31;80.878;76.594;74.642;70.132;66.392;70.749;68.821;48.967;3.0;VALOR
OTROS MARISC.CONG.;;41.703;47.16;40.355;43.754;48.466;34.737;45.148;36.464;47.262;48.126;41.069;46.377;28.103;42.519;23.115;30.221;28.759;37.938;4.0;VALOR
OTROS MARISC.COCI.;;37.376;35.077;36.849;35.337;31.248;41.327;41.967;38.907;47.137;49.848;44.601;32.519;34.335;49.384;37.173;38.687;33.953;21.852;4.0;VALOR
OTROS MARISC.FRES.;;54.511;57.857;57.746;51.213;58.293;51.362;57.155;53.013;57.944;52.129;60.422;63.731;57.441;49.477;52.066;56.18;46.201;18.141;4.0;VALOR
CONS.PESCADO/MOLUSCO;;98.387;98.319;98.961;98.554;98.43;99.492;99.024;97.954;98.357;99.504;97.805;97.553;98.718;98.874;98.908;96.101;98.846;96.425;2.0;VALOR
SARDINAS;;50.529;44.966;61.752;49.221;44.408;40.429;41.144;55.251;55.009;61.995;65.898;59.105;59.369;47.356;54.318;53.953;60.728;54.381;3.0;VALOR
ATUN;;93.602;94.424;93.732;93.441;94.187;93.681;95.411;93.509;93.857;95.491;91.336;92.955;92.138;92.016;89.977;84.617;89.111;92.762;3.0;VALOR
CHICHARRO/CABALLA;;30.772;16.867;27.543;19.857;30.96;51.045;43.267;36.607;47.27;51.285;33.617;15.556;13.962;15.72;14.817;23.195;13.158;35.28;3.0;VALOR
MEJILLONES;;54.883;45.867;59.729;55.284;64.454;66.332;51.043;60.555;66.075;64.861;62.48;51.197;64.052;44.329;43.79;43.585;48.035;43.103;3.0;VALOR
BERBERECHOS;;23.319;41.882;31.999;20.43;37.857;36.628;14.38;20.191;22.345;11.564;18.144;8.96;12.424;6.013;10.662;19.871;16.076;15.422;3.0;VALOR
ALMEJAS;;13.443;19.905;20.52;15.347;16.874;15.307;10.993;13.413;14.801;10.007;13.408;4.06;11.715;6.939;6.466;10.247;15.309;9.519;3.0;VALOR
CALAMARES;;27.396;24.693;38.346;26.657;23.898;27.965;30.684;29.607;37.901;36.81;32.408;16.889;35.544;32.219;16.658;16.813;23.4;20.232;3.0;VALOR
PULPO;;5.332;4.771;7.256;10.112;7.368;12.78;4.362;4.681;7.965;6.271;4.721;4.922;7.174;0.0;1.841;3.069;0.0;5.551;3.0;VALOR
ANCHOAS;;46.711;48.681;59.477;58.007;54.085;55.739;47.971;44.419;51.848;43.358;46.072;36.442;37.778;37.599;47.817;51.509;39.662;21.716;3.0;VALOR
SALMON AHUMADO;;50.587;53.64;59.117;50.384;54.903;60.787;48.625;61.564;53.3;50.621;47.493;38.202;33.81;40.88;45.404;47.224;31.375;32.063;3.0;VALOR
TRUCHA AHUMADA;;2.722;2.004;3.587;1.77;1.213;1.491;2.413;6.08;4.772;7.099;4.397;1.51;0.627;1.791;1.84;0.0;0.0;0.189;3.0;VALOR
OTROS AHUMADOS;;13.905;12.824;14.789;12.143;19.185;23.211;19.62;13.357;11.97;14.325;13.476;12.969;6.727;6.809;7.481;2.706;5.465;3.564;3.0;VALOR
OTRAS CONS.PESCADO;;83.278;81.833;90.166;82.436;81.601;88.095;85.412;84.81;82.855;87.328;86.092;78.724;84.733;85.328;87.729;87.664;87.673;64.927;3.0;VALOR
BOQUERONES;;22.096;23.385;26.838;29.899;22.945;26.004;16.525;32.686;28.863;20.075;18.678;11.564;14.567;16.825;21.552;22.953;22.928;13.791;4.0;VALOR
PESCADO SALADO;;33.55;33.773;35.57;28.052;40.936;47.067;37.51;31.735;35.754;39.289;35.954;32.565;25.987;14.367;26.036;23.823;33.291;24.084;4.0;VALOR
SUSHI;;9.97;11.923;17.264;16.071;10.907;10.376;10.741;9.616;6.366;10.037;8.052;6.606;7.097;10.657;7.554;9.696;8.561;5.801;4.0;VALOR
TOTAL LECHE LIQUIDA;;97.486;95.855;98.038;95.873;97.278;98.801;97.465;97.311;99.207;97.753;98.443;97.321;99.705;98.719;98.969;98.763;97.645;96.783;1.0;VALOR
LECHE PASTERIZADA;;18.826;23.244;16.531;21.507;15.839;16.549;17.279;20.267;16.955;13.943;17.443;16.398;15.791;24.144;23.95;10.459;34.306;15.932;2.0;VALOR
LECHE ESTERILIZADA;;97.019;94.866;97.353;95.803;96.897;98.345;97.195;97.054;99.056;97.479;98.009;96.981;99.711;98.765;98.063;98.778;97.181;95.751;2.0;VALOR
LECHE CRUDA;;1.865;3.229;3.953;1.972;1.792;1.061;2.041;2.171;3.206;2.767;2.518;3.924;0.797;0.668;2.899;1.554;0.554;0.0;2.0;VALOR
LECHE BOTELLA VIDRIO;;0.357;0.702;0.0;2.854;0.0;0.0;0.176;0.347;0.781;0.0;0.574;0.0;0.0;0.0;1.877;0.0;0.0;0.307;2.0;VALOR
LECHE BOTELLA PLAST.;;40.697;38.772;38.527;42.17;43.5;53.764;35.99;44.559;49.158;40.668;30.904;37.893;37.735;43.996;43.636;46.871;41.274;43.155;2.0;VALOR
LECHE CARTON;;95.998;93.959;97.183;94.358;95.447;96.192;96.522;96.187;97.244;96.641;97.991;95.413;99.376;97.561;96.444;97.278;96.606;94.551;2.0;VALOR
LECHE BOLSA;;0.153;0.0;0.0;0.0;0.0;0.0;0.493;0.285;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.637;0.0;2.0;VALOR
LECHE ENVASADA;;97.451;95.855;98.038;95.873;97.278;98.409;97.465;97.311;99.207;97.753;98.339;97.22;99.705;98.72;98.801;98.763;97.645;96.783;2.0;VALOR
LECHE ENTERA;;67.192;65.84;74.567;65.252;60.113;59.919;66.232;65.835;72.274;69.307;75.08;68.248;66.218;71.747;75.104;71.069;75.408;67.418;3.0;VALOR
LECHE DESNATADA;;51.188;45.437;46.467;45.38;52.999;49.63;43.391;58.459;58.696;47.926;52.766;55.821;62.951;54.93;52.952;56.294;54.804;57.282;3.0;VALOR
LECHE SEMIDESNATAD;;77.022;77.001;82.208;73.988;76.055;83.616;79.613;77.576;79.109;82.013;75.709;74.93;74.645;70.363;71.59;67.582;67.071;74.467;3.0;VALOR
LECHE DE CABRA;;1.883;1.995;0.802;3.525;2.589;3.453;1.752;1.717;0.805;0.984;2.987;0.361;1.322;0.939;1.721;0.663;1.08;4.24;3.0;VALOR
LECHE SIN LACTOSA;;36.584;36.46;41.371;30.6;36.252;42.827;36.536;37.684;39.533;39.979;32.808;40.996;30.677;27.932;27.44;26.788;36.667;42.084;3.0;VALOR
LECHE ENRIQUECIDA;;46.359;39.414;48.621;48.745;56.837;52.175;56.445;47.904;50.021;44.606;36.283;35.339;47.839;32.374;33.414;46.762;40.231;37.759;3.0;VALOR
L.ENRQ.CON CALCIO;;22.84;17.712;25.449;24.127;33.325;27.953;28.086;23.581;25.633;24.218;14.797;11.479;18.039;16.558;14.524;25.353;19.595;22.853;4.0;VALOR
L.ENRQ.CON VITAMIN;;31.881;26.271;33.61;29.722;35.521;38.433;43.437;31.631;34.52;26.032;26.382;26.66;33.686;19.017;23.469;29.216;31.798;22.725;4.0;VALOR
L.ENRQ.OTROS ADIT.;;2.843;2.648;3.638;1.02;3.241;2.852;2.922;3.771;4.17;5.107;0.969;1.974;6.827;2.327;2.076;1.731;0.73;2.494;4.0;VALOR
BIFIDUS+FIBRA;;0.423;0.224;1.002;0.299;0.457;1.28;0.519;0.669;1.026;2.322;0.0;0.253;0.0;0.0;0.245;0.0;0.0;0.0;5.0;VALOR
RESTO OTROS ADITI;;2.435;2.497;2.635;0.747;2.91;1.644;2.425;3.21;3.13;2.64;0.969;1.736;6.827;2.327;1.821;1.731;0.73;2.494;5.0;VALOR
TOTAL OTRAS LECHES;;41.954;33.451;40.449;46.695;44.255;46.85;45.919;42.447;42.874;50.747;40.314;38.505;36.305;40.596;32.12;38.69;44.164;63.406;1.0;VALOR
LECHE CONDENSADA;;30.135;22.743;26.813;38.62;30.162;34.877;34.232;28.8;34.924;38.976;28.622;26.436;25.557;34.458;22.773;22.923;27.473;52.46;2.0;VALOR
LECHE EN POLVO;;7.889;5.349;9.862;5.573;8.007;8.663;8.762;8.538;6.058;6.595;7.627;8.242;6.484;5.878;5.854;11.938;11.742;15.763;2.0;VALOR
LECHE EVAPORADA;;13.721;12.484;14.665;12.025;15.451;13.023;14.047;15.159;9.724;16.358;11.246;11.607;12.815;11.732;11.175;9.359;14.922;22.319;2.0;VALOR
PREPARADOS LACTEOS;;12.131;9.305;11.862;14.017;16.686;15.107;16.452;11.654;9.872;13.633;6.794;8.511;11.964;4.652;9.165;8.19;4.985;14.641;1.0;VALOR
DERIVADOS LACTEOS;;99.845;99.683;99.968;99.533;99.896;99.969;99.88;99.851;99.964;99.95;99.819;99.748;99.993;100.0;99.958;99.981;99.236;99.933;1.0;VALOR
BATIDOS DE LECHE;;40.649;42.428;45.63;44.864;42.204;49.295;51.222;36.514;51.549;42.961;37.844;26.627;24.043;25.306;30.34;35.68;29.759;29.69;2.0;VALOR
BATIDOS CON CEREAL;;0.29;0.324;0.351;0.0;0.405;1.242;0.302;0.221;0.122;0.982;0.148;0.147;0.337;0.292;0.107;0.0;0.0;0.175;3.0;VALOR
BATIDOS DE YOGURT;;41.886;37.09;34.809;44.011;42.6;40.697;45.643;44.572;39.736;43.973;41.002;38.919;37.323;41.906;44.057;39.059;30.599;49.874;2.0;VALOR
BATIDO YOG.SIN LACT;;4.63;4.06;1.857;5.379;5.696;5.044;4.608;5.871;3.754;4.107;2.579;5.681;6.102;7.921;4.638;2.467;6.752;3.778;3.0;VALOR
LECHES FERMENTADAS;;97.452;97.743;96.836;96.734;96.907;95.719;97.937;97.6;97.631;97.523;97.43;96.505;99.365;96.821;98.515;99.945;96.598;95.729;2.0;VALOR
YOGURT;;94.912;94.97;94.078;92.948;93.872;92.017;96.069;94.799;96.027;97.513;94.689;94.277;98.111;95.153;95.788;94.963;95.038;91.743;3.0;VALOR
Y.CON ADITIVOS;;73.845;71.515;74.652;71.394;66.784;70.2;78.271;73.01;75.612;78.691;72.535;77.639;80.692;72.414;76.506;61.456;71.426;76.61;4.0;VALOR
Y.SIN ADITIVOS;;91.44;92.449;89.31;88.969;90.225;88.972;91.767;91.492;93.148;93.767;90.964;92.54;91.851;90.742;92.62;93.439;92.214;87.15;4.0;VALOR
YOGURT NATURAL;;57.665;61.209;61.114;51.842;55.985;55.817;55.308;55.269;54.106;59.03;58.436;68.176;60.005;58.603;60.238;58.661;59.605;48.238;4.0;VALOR
YOGURT SABORES;;54.147;49.288;53.96;48.179;44.573;49.432;60.05;52.001;62.446;67.123;54.989;63.034;48.504;49.556;54.825;47.126;59.288;60.012;4.0;VALOR
YOGURT FRUTAS;;28.678;32.941;32.313;30.466;20.425;22.319;28.918;25.618;20.661;33.533;28.597;42.292;27.624;30.072;33.286;20.587;27.662;25.713;4.0;VALOR
YOGURT DESNATADO;;57.918;55.348;58.025;53.936;51.908;58.761;59.774;57.093;55.333;61.765;55.255;67.832;65.848;60.01;65.025;40.67;63.021;56.671;4.0;VALOR
YOGURT ENRIQUECIDO;;18.792;26.107;18.771;20.019;16.455;15.295;17.162;20.619;15.902;10.903;20.267;13.578;21.358;21.422;23.186;10.751;18.691;9.509;4.0;VALOR
OTROS;;71.318;73.29;70.662;72.389;66.839;63.556;74.11;71.183;72.651;75.338;70.773;68.996;69.055;73.049;69.137;79.649;72.317;71.011;4.0;VALOR
YOGURT SIN LACTOSA;;17.723;20.867;17.462;17.751;15.515;12.505;18.291;19.795;15.148;25.065;13.024;15.198;14.751;12.666;20.786;9.288;17.139;15.794;4.0;VALOR
L.F.CON BIFIDUBACTE;;58.359;58.072;58.321;56.819;52.884;55.473;58.97;59.581;48.567;59.173;59.553;59.442;72.269;67.057;66.259;57.46;55.59;57.089;3.0;VALOR
O.LECHES FERMENTADS;;46.233;42.998;49.257;45.566;43.297;49.499;44.142;47.208;48.463;55.361;49.33;49.076;51.451;45.483;47.832;49.823;51.386;45.691;3.0;VALOR
LECHE FERM. SIN LACT;;18.219;21.311;17.46;17.993;15.503;13.648;18.797;20.54;15.939;25.34;13.207;15.445;14.744;13.932;22.866;10.465;17.53;15.794;2.0;VALOR
MANTEQUILLA;;57.879;61.434;51.537;61.443;51.455;52.179;61.901;56.899;47.035;54.655;52.893;53.879;65.763;58.274;61.551;58.397;60.484;69.286;2.0;VALOR
MANTEQ.ENV.LIGHT;;14.415;15.773;12.435;13.21;11.163;14.597;17.235;15.723;12.103;15.105;11.519;12.922;16.233;13.066;14.372;7.98;11.799;13.943;3.0;VALOR
MANTEQ.ENV.NORMAL;;53.798;57.751;48.609;56.273;47.946;46.217;57.373;51.223;43.986;49.847;49.929;51.028;61.573;52.791;58.63;57.824;60.137;64.079;3.0;VALOR
QUESO;;99.213;98.811;98.949;98.813;99.551;99.328;99.424;99.369;99.676;99.881;99.45;99.301;99.395;98.608;97.803;98.619;98.781;99.118;2.0;VALOR
QUESO FRESCO;;91.949;89.977;92.428;91.616;93.857;94.762;92.69;92.996;90.739;94.076;92.741;91.053;94.187;86.999;88.19;92.739;92.435;90.12;3.0;VALOR
Q.FRESCO LIGHT;;59.736;60.122;59.086;57.662;56.327;65.537;59.046;63.805;61.989;62.94;58.893;59.964;65.598;55.993;55.371;55.691;64.59;53.288;4.0;VALOR
Q.FRESCO SIN SAL;;3.248;7.541;3.007;5.465;1.448;0.218;3.816;2.051;1.403;5.256;2.031;3.482;4.685;0.0;1.032;1.476;1.978;0.169;4.0;VALOR
Q.FRESCO BAJO SAL;;14.064;15.413;21.761;12.219;14.312;21.267;10.869;15.888;12.396;9.68;14.554;11.203;30.216;13.189;13.572;10.35;11.234;10.661;4.0;VALOR
Q.FRESCO CALCIO/VI;;10.557;6.759;11.533;8.306;11.275;11.596;12.154;9.348;12.057;13.626;11.99;13.975;8.985;9.483;14.019;3.348;13.523;8.197;4.0;VALOR
QUESO FUNDIDO;;77.601;75.055;80.915;68.226;74.589;79.003;80.922;79.124;80.715;86.215;83.172;77.889;77.804;72.693;76.135;80.065;82.474;61.245;3.0;VALOR
QUESO TIERNO;;59.646;64.089;58.933;68.238;64.196;67.325;56.009;59.484;59.16;45.929;45.353;68.432;61.919;59.11;51.95;51.169;54.031;62.749;3.0;VALOR
QUESO SEMICURADO;;93.625;93.808;95.052;98.575;94.988;93.394;94.342;94.439;91.013;87.484;90.405;92.924;91.128;94.56;89.287;86.339;96.129;97.893;3.0;VALOR
QUESO CURADO;;54.071;54.492;53.471;48.308;59.298;52.378;60.063;57.944;53.761;51.497;50.228;44.493;59.431;53.011;49.617;50.065;41.972;33.647;3.0;VALOR
QUESO DE BOLA;;27.654;30.015;24.89;17.779;32.327;43.969;28.233;24.557;28.42;21.729;23.625;34.443;30.926;21.225;21.382;22.81;16.499;22.613;3.0;VALOR
Q.EMMENTAL+GRUYERE;;24.331;35.892;29.413;25.118;26.717;27.574;19.381;26.688;17.642;14.822;13.989;20.389;18.362;14.218;22.31;14.083;21.125;23.471;3.0;VALOR
QUESO TIPO AZUL;;34.106;38.913;34.449;43.381;33.132;35.736;35.927;36.34;25.436;39.789;28.929;19.678;53.04;44.642;30.153;34.649;27.416;22.58;3.0;VALOR
OTROS TIPOS QUESO;;90.44;94.176;88.499;89.96;91.253;92.598;91.456;90.158;87.699;91.133;87.19;90.742;80.292;84.252;86.534;87.145;82.442;92.055;3.0;VALOR
QUESO LECHE CABRA;;63.549;70.222;64.404;68.412;68.794;69.808;64.41;60.017;53.603;63.132;57.076;45.967;66.271;62.116;58.789;55.921;44.762;77.587;3.0;VALOR
QUESO LECHE OVEJA;;63.523;67.012;65.751;53.167;61.59;61.627;69.238;67.246;68.052;66.577;60.955;48.129;62.062;66.387;62.088;65.534;64.999;45.773;3.0;VALOR
QUESO LECHE VACA;;71.633;72.824;71.153;85.879;73.958;81.401;68.856;71.057;62.296;64.857;62.867;90.127;84.565;72.59;61.524;57.346;58.614;73.824;3.0;VALOR
QUESO LECHE OTROS;;98.798;98.38;98.888;98.646;99.323;99.287;99.231;99.041;98.927;99.874;99.256;96.871;99.144;98.578;97.709;98.349;98.639;98.32;3.0;VALOR
QUESO SIN LACTOSA;;22.123;25.886;18.54;20.317;19.553;25.287;22.703;24.19;19.598;21.786;18.853;22.525;20.554;16.863;17.577;16.47;13.094;26.064;3.0;VALOR
HELADOS Y TARTAS;;86.225;85.767;87.726;87.444;88.137;81.035;88.76;87.678;87.54;87.231;86.029;82.646;79.606;79.837;81.442;87.799;83.742;85.269;2.0;VALOR
HELADOS;;83.585;83.235;82.075;85.188;85.565;79.508;86.86;84.757;85.961;85.626;81.916;80.917;74.049;76.968;76.821;85.54;80.2;84.275;3.0;VALOR
TARTAS;;43.054;43.55;47.166;39.455;48.72;40.958;41.4;42.331;51.177;44.075;44.854;35.229;39.334;43.502;43.292;32.681;45.584;39.444;3.0;VALOR
NATA;;74.892;76.906;78.871;86.602;72.975;69.398;77.275;73.693;79.114;81.697;75.394;75.113;70.659;71.325;63.32;70.073;74.459;69.3;2.0;VALOR
NATILLAS;;46.366;41.791;40.743;45.939;46.439;47.546;53.895;43.832;54.417;55.045;43.072;41.346;44.511;42.619;43.724;34.235;34.208;53.37;2.0;VALOR
FLANES PREPARADOS;;50.655;59.275;55.051;54.554;54.915;53.507;54.631;45.124;50.055;48.144;45.516;47.538;42.001;44.129;41.379;35.981;39.748;38.127;2.0;VALOR
CUAJADAS;;15.145;12.011;28.147;7.798;13.62;6.85;10.94;19.114;13.14;15.712;26.787;7.861;10.951;17.58;32.174;29.472;33.295;7.047;2.0;VALOR
CREMA DE CHOCOLATE;;26.83;21.039;29.401;21.52;23.206;34.236;30.388;25.474;31.032;36.641;26.692;32.246;28.781;26.406;26.914;18.287;29.232;27.908;2.0;VALOR
CREMA CATALANA;;7.027;10.934;6.235;8.127;7.13;7.207;7.731;5.16;5.481;8.016;6.59;5.561;3.138;11.828;5.715;2.81;4.742;4.725;2.0;VALOR
POSTRES CON NATA;;28.816;26.652;29.701;29.315;24.091;30.528;31.744;25.83;31.312;28.342;34.429;34.082;35.064;33.878;29.04;30.142;20.363;25.614;2.0;VALOR
OT.DERIVADOS LACTEOS;;73.185;71.182;68.983;72.413;73.767;80.076;78.22;75.372;70.002;76.267;71.637;64.818;70.144;73.722;67.908;53.674;69.443;77.322;2.0;VALOR
OT.DERIVD.SIN LACTS;;16.516;16.404;17.89;14.478;16.436;20.785;16.806;18.675;12.686;18.694;11.457;15.862;15.157;10.082;19.434;10.591;15.745;18.744;3.0;VALOR
PAN;;99.853;99.747;99.97;99.201;99.941;99.556;99.923;99.812;99.947;99.972;99.854;99.809;99.911;99.996;99.872;99.995;99.97;99.869;1.0;VALOR
PAN FRESCO/CONGELADO;;98.687;98.746;98.648;99.209;98.907;98.755;99.178;98.231;98.901;99.345;98.764;98.643;98.617;97.994;98.55;95.998;99.089;96.856;2.0;VALOR
PAN RESCO/CONG.GRAN;;88.184;88.208;87.768;94.829;82.016;90.113;91.275;87.497;86.49;88.025;87.846;90.391;89.367;87.277;88.305;85.561;92.976;85.243;3.0;VALOR
PAN RESCO/CONG.ENV.;;95.822;96.601;95.02;97.024;96.515;97.291;96.747;96.807;94.161;96.402;95.48;94.147;92.883;92.511;95.371;91.189;93.484;92.385;3.0;VALOR
PAN FRESCO INTEGRAL;;69.244;70.127;68.088;78.87;68.944;73.208;75.756;67.904;61.469;70.672;60.043;67.743;66.54;74.956;72.087;51.533;60.282;62.134;3.0;VALOR
PAN FRESCO NORMAL;;98.285;98.55;98.303;98.534;98.511;98.002;98.785;97.755;98.9;99.155;98.566;97.909;98.553;98.025;97.468;96.027;98.609;96.259;3.0;VALOR
PAN FRESCO SIN SAL;;40.878;43.358;47.54;53.808;40.08;39.511;42.645;40.886;41.483;48.671;47.314;34.869;39.346;44.258;50.373;54.612;47.498;31.868;3.0;VALOR
PAN INDUSTRIAL;;98.446;97.636;96.602;96.748;99.037;99.062;99.035;99.083;99.364;98.311;98.482;96.688;98.455;98.027;97.438;99.945;99.07;98.909;2.0;VALOR
PAN INDUSTRIAL FRES;;91.676;87.975;91.805;92.602;89.128;95.949;91.591;96.238;95.382;93.562;92.748;88.972;92.947;93.144;88.107;93.133;88.234;94.047;3.0;VALOR
PAN IND.F.INTEGRAL;;28.609;25.687;28.917;27.716;29.061;21.204;19.253;34.467;30.749;23.811;25.906;28.744;37.177;28.347;34.387;31.731;33.6;53.069;4.0;VALOR
PAN IND.F.NORMAL;;86.31;79.999;85.708;89.924;84.311;91.211;87.344;92.547;91.894;89.102;89.214;84.072;86.053;89.284;81.537;85.313;80.411;83.435;4.0;VALOR
PAN IND.F.S/CORTEZ;;42.878;43.842;43.507;43.111;37.444;48.589;42.075;44.977;49.528;50.673;40.229;37.655;34.891;45.941;36.013;47.592;40.492;55.94;4.0;VALOR
PAN IND.F.ENRIQUEC;;78.722;70.806;80.394;84.151;74.25;82.112;79.615;88.409;83.193;79.412;78.87;77.741;77.428;74.883;79.565;81.746;80.773;73.379;4.0;VALOR
PAN INDUSTRIAL SECO;;94.114;93.747;90.947;92.034;96.271;96.09;95.805;94.294;93.389;96.005;92.931;89.522;94.235;94.399;92.865;94.205;96.58;92.06;3.0;VALOR
PAN IND.S.INTEGRAL;;46.428;46.514;42.307;38.347;50.266;50.282;48.129;49.737;35.14;40.673;39.977;42.637;53.263;41.208;47.801;41.071;52.011;47.255;4.0;VALOR
PAN IND.S.NORMAL;;92.097;92.176;89.728;90.366;94.44;94.07;93.859;92.392;91.743;95.368;91.14;86.26;90.715;89.536;90.387;92.102;94.198;89.527;4.0;VALOR
BOLL.PAST.GALLET.CERE;;99.664;99.668;99.864;99.893;99.752;99.972;99.615;99.643;99.917;99.222;99.802;99.388;99.954;97.579;99.887;99.94;99.189;99.437;1.0;VALOR
BOLLERIA/PASTELERIA;;96.99;97.656;97.045;95.934;97.531;98.762;97.165;96.955;98.238;96.296;96.946;96.136;96.963;94.862;95.243;95.873;96.054;94.89;2.0;VALOR
BOLL./PAST.ENVASADA;;95.203;95.247;95.239;94.143;96.069;95.249;95.334;95.853;95.715;95.839;95.959;95.133;95.06;93.626;93.504;94.242;92.823;92.371;3.0;VALOR
O.PASTEL/TARTA ENV;;24.993;29.251;25.378;22.432;25.746;22.328;23.89;29.278;21.619;16.976;24.505;23.493;17.368;19.645;23.959;15.76;29.509;23.276;4.0;VALOR
BOLL./PAST.GRANEL;;75.06;78.598;67.185;81.166;76.869;78.6;76.215;73.35;75.926;71.796;74.497;67.603;77.164;64.281;73.561;69.524;70.184;76.341;3.0;VALOR
O.PASTEL/TARTA GRA;;10.928;17.871;13.378;12.212;7.801;16.342;8.148;8.67;8.969;10.269;14.731;11.539;9.114;13.941;9.46;5.654;16.248;9.919;4.0;VALOR
GALLETAS;;96.915;96.722;97.44;95.212;97.486;94.025;96.921;96.753;98.894;97.799;96.919;97.315;96.023;96.526;96.641;99.107;95.399;97.115;2.0;VALOR
GALLETAS ENVASADAS;;96.851;96.525;97.432;95.211;97.484;94.02;96.913;96.68;98.892;97.793;96.913;97.057;96.021;96.522;96.638;99.104;95.397;97.013;3.0;VALOR
GALLETAS SALADAS;;43.521;46.328;42.502;44.138;56.151;44.147;36.458;47.206;40.647;36.841;36.219;37.927;31.494;37.134;35.996;35.641;44.536;58.682;4.0;VALOR
GALLETAS DULCES;;96.159;95.986;97.066;95.178;96.158;92.908;96.455;95.88;98.114;97.813;96.81;96.711;95.438;96.546;96.032;98.941;94.872;94.519;4.0;VALOR
DIETETICAS;;35.704;34.416;40.649;40.844;34.477;36.976;32.707;35.791;36.729;40.231;34.221;42.0;34.847;32.785;40.066;36.194;32.855;36.328;5.0;VALOR
GALLETAS GRANEL;;5.169;4.85;10.166;1.871;4.049;11.431;4.397;3.578;7.713;6.618;10.276;4.553;8.828;12.016;6.405;10.626;5.016;2.987;3.0;VALOR
CEREALES;;67.13;66.956;60.5;62.925;69.084;68.1;63.763;71.358;69.275;70.238;67.569;68.616;64.139;68.107;61.823;60.202;62.581;72.755;2.0;VALOR
CEREALES DESAY.ENV.;;67.13;66.956;60.5;62.925;69.084;68.1;63.763;71.358;69.275;70.238;67.569;68.616;64.139;68.107;61.823;60.202;62.581;72.755;3.0;VALOR
CON FIBRA;;45.653;46.776;38.179;43.481;51.176;43.01;41.723;49.917;42.648;42.648;44.905;44.201;36.535;48.298;40.38;37.39;46.701;57.152;4.0;VALOR
PRODUCTOS NAVIDEÑOS;;78.108;80.559;80.266;75.578;77.566;75.781;79.766;74.611;80.112;72.49;75.892;81.914;84.676;61.94;75.568;71.633;79.675;78.822;2.0;VALOR
