Alimentos;;T.ESPAÑA;CATALUÑA;ARAGÓN;ILLES BALEARS;COMUNITAT VALENCIANA;REGIÓN DE MURCIA;ANDALUCÍA;COMUNIDAD DE MADRID;CASTILLA - LA MANCHA;EXTREMADURA;CASTILLA Y LEÓN;GALICIA;PRINCIPADO DE ASTURIAS;CANTABRIA;PAIS VASCO;LA RIOJA;C. FORAL DE NAVARRA;CANARIAS;Nivel;Hoja
.TOTAL ALIMENTACION;;2.762132966964506;2.9597672900402316;2.853145956551856;2.5741022638134186;2.648639756534286;2.6408564956686966;2.573282014051904;2.9718205897409806;2.4924951390042525;2.4253891055917243;2.6989182714209616;2.8110326422247156;2.8729683680577116;2.7477003536257207;3.273202853430086;2.9233609232698146;3.0283734797851145;2.398052588213947;0.0;VALOR
T.HUEVOS KGS;;2.978962998056501;3.132716653133296;2.7913371864213263;3.0334558642718377;2.9276275674971823;2.9464017513869307;2.928768021610373;2.866560439622903;2.7208135490516785;2.820452063975252;2.8191755193884185;3.326811207785118;3.135145303481615;2.9704117344079637;3.1043337544220675;2.865955428262263;2.9165335794663063;3.076119035123965;1.0;VALOR
T.HUEVOS UNDS.;;0.1867037865848021;0.19525693233594704;0.17210433610821124;0.18844229528002548;0.18416211784784958;0.18392747068288234;0.1830285097648378;0.18066833925504674;0.16979961174888758;0.17799994316785148;0.17720881603689878;0.20909941720024178;0.19948174918773579;0.189176966919023;0.19306401620587865;0.1800320699209069;0.18452759718609618;0.19458092509027616;1.0;VALOR
TOTAL HUEVOS GALLINA;;0.18908759068594128;0.1988198246632919;0.17603567998924188;0.19159033247817955;0.1860819718785276;0.18670234477949788;0.1856450204075182;0.18234097344363456;0.17227145165047664;0.17949009383700254;0.1790274186875191;0.2106791924965579;0.20027493598902854;0.18978470401321268;0.19650918491040806;0.18210571324096234;0.18585034725617589;0.19600123273326328;2.0;VALOR
OTRAS AVES;;0.0920032141573459;0.08372904893651274;0.08544432459652924;0.10110425107914277;0.09141292940335523;0.09159779694839662;0.09186671390458419;0.08959101856864637;0.08844544445121265;0.0890327317772834;0.09300505851804512;0.13631703936235937;0.08526077193712642;0.08489546736757868;0.09362443724160906;0.08741317569545527;0.08807116058031068;0.09300711928640423;2.0;VALOR
MIEL;;7.164032361974075;7.433785780827977;7.4773719354628;6.781331261234961;6.384305304717383;7.033167979895877;6.60065499408394;7.103885291107856;6.2133397312012235;5.538093116454175;6.938910935332635;7.971935755938776;8.13458105709894;8.208870092774436;8.857439787542036;6.544601701248606;9.119030612322415;8.065634525603427;1.0;VALOR
GRANEL;;8.795883483583427;9.903168558526955;8.897567602707982;12.036701496669858;6.980561955743572;8.429209196144217;8.133648062828563;9.090021405833225;7.505227539498571;5.574928606328839;8.102744731069702;8.78130146834469;10.127076937766894;8.961161514622356;10.02355506183737;8.612137330482229;10.997731450703878;11.981449357526081;2.0;VALOR
ENVASADA;;6.352565719011994;6.588390668291978;6.093760576509561;6.265423454032915;6.0918620527286516;6.595074428418244;5.861503291550946;6.206563485017968;5.411643673129621;5.5298198300090595;5.911848093296272;7.334449857229682;7.122920806933932;7.855207847850085;7.656020074793835;5.802578037114574;6.970608977097559;6.885119023231203;2.0;VALOR
TOTAL CARNE;;7.729992445696262;8.431911122043429;7.808248811419418;7.653206724631994;7.428448682354443;7.530147560077135;7.156922530612722;7.982715649345953;7.194388146365957;7.084224472073922;7.554848301831748;7.42622471672325;8.079671528119082;7.701985578223122;8.635879500354127;8.090407040480843;8.223926203652894;7.513992142780368;1.0;VALOR
CARNE CERTIFICADA;;9.047423284223148;9.952566205817837;9.861318963334995;8.700179989109998;8.646818400138667;9.009326044458145;7.965436111303129;9.557666309022988;8.434131881635821;8.009368900406987;8.988377577302034;8.357840608448175;9.3515162517657;9.781576521610923;10.662570610937612;9.186238960174345;10.42486866179971;8.282869011956864;2.0;VALOR
CARNE FRESCA;;6.95654443796569;7.432637297849748;7.257348544233938;6.8373648481433085;6.610675546009442;6.796729844648449;6.348827884823966;7.12713230937769;6.551330324286434;6.36576267400515;6.950646348354158;6.779328238880657;7.056065350487724;7.189415208657819;7.928284539949811;7.4158796425230635;7.656036278847048;7.083116921740796;2.0;VALOR
