Alimentos;T.ESPAÑA (T.ESPAÑA);CLASE SOCIAL (NIVEL ALTO);CLASE SOCIAL (NIVEL MEDIO-ALTO);CLASE SOCIAL (NIVEL MEDIO);CLASE SOCIAL (NIVEL MEDIO-BAJO);CLASE SOCIAL (NIVEL BAJO);NÑOS EN EL HOGAR (SIN NIÑOS);NÑOS EN EL HOGAR (NIÑOS - 6 AÑOS);NÑOS EN EL HOGAR (NIÑOS 6 A 15 AÑOS);ACTIVIDAD RESPONSABLE DE COMPRA (ACTIVA);ACTIVIDAD RESPONSABLE DE COMPRA (NO ACTIVA);EDAD RESPONSABLE DE COMPRA (- 35 AÑOS);EDAD RESPONSABLE DE COMPRA (35 A 49 AÑOS);EDAD RESPONSABLE DE COMPRA (50 A 64 AÑOS);EDAD RESPONSABLE DE COMPRA (65 Y MAS AÑOS);TAMAÑO DE HOGAR (1 PERSONA);TAMAÑO DE HOGAR (2 PERSONAS);TAMAÑO DE HOGAR (3 PERSONAS);TAMAÑO DE HOGAR (4 Y MAS PERSONAS);TAMAÑO DE HÁBITAT (< 2000 HABIT.);TAMAÑO DE HÁBITAT (2000 A 10000);TAMAÑO DE HÁBITAT (10001 A 100000);TAMAÑO DE HÁBITAT (100001 A 500000);TAMAÑO DE HÁBITAT (+ DE 500000);ÁREAS METROPOLITANAS (AREAS NO METROPOL.);ÁREAS METROPOLITANAS (AREAS METROPOLITANAS);TIPO DE HOGAR (JOVENES INDEPENDIENTES);TIPO DE HOGAR (PAREJ.JOVENES SIN HIJOS);TIPO DE HOGAR (PAREJ.CON HIJOS PEQUEÑOS);TIPO DE HOGAR (PAREJ.CON HIJOS EDAD MEDIA);TIPO DE HOGAR (PAREJ.CON HIJOS MAYORES);TIPO DE HOGAR (HOGARES MONOPARENTALES);TIPO DE HOGAR (PAREJAS ADULTAS SIN HIJOS);TIPO DE HOGAR (ADULTOS INDEPENDIENTES);TIPO DE HOGAR (RETIRADOS);Nivel
NAN;T.ESPAÑA;NIVEL ALTO;NIVEL MEDIO-ALTO;NIVEL MEDIO;NIVEL MEDIO-BAJO;NIVEL BAJO;SIN NIÑOS;NIÑOS - 6 AÑOS;NIÑOS 6 A 15 AÑOS;ACTIVA;NO ACTIVA;- 35 AÑOS;35 A 49 AÑOS;50 A 64 AÑOS;65 Y MAS AÑOS;1 PERSONA;2 PERSONAS;3 PERSONAS;4 Y MAS PERSONAS;< 2000 HABIT.;2000 A 10000;10001 A 100000;100001 A 500000;+ DE 500000;AREAS NO METROPOL.;AREAS METROPOLITANAS;JOVENES INDEPENDIENTES;PAREJ.JOVENES SIN HIJOS;PAREJ.CON HIJOS PEQUEÑOS;PAREJ.CON HIJOS EDAD MEDIA;PAREJ.CON HIJOS MAYORES;HOGARES MONOPARENTALES;PAREJAS ADULTAS SIN HIJOS;ADULTOS INDEPENDIENTES;RETIRADOS;
.TOTAL ALIMENTACION;99.656;99.724;99.685;99.601;99.598;99.671;99.702;99.302;99.716;99.706;99.598;99.414;99.681;99.878;99.599;99.714;99.642;99.705;99.591;99.851;99.785;99.627;99.588;99.618;99.647;99.679;99.915;99.34;99.302;99.695;99.91;99.762;99.878;99.88;99.564;0.0
T.HUEVOS KGS;79.219;82.657;75.979;77.474;78.529;80.368;79.88;73.69;78.891;76.359;82.828;73.074;73.865;83.159;82.34;76.31;81.634;80.145;80.146;75.053;74.59;78.78;82.049;82.045;77.655;82.84;70.376;71.813;73.69;80.025;83.783;81.176;82.389;76.808;83.023;1.0
T.HUEVOS UNDS.;79.219;82.657;75.979;77.474;78.529;80.368;79.88;73.69;78.891;76.359;82.828;73.074;73.865;83.159;82.34;76.31;81.634;80.145;80.146;75.053;74.59;78.78;82.049;82.045;77.655;82.84;70.376;71.813;73.69;80.025;83.783;81.176;82.389;76.808;83.023;1.0
TOTAL HUEVOS GALLINA;79.049;82.484;75.806;77.415;78.342;80.089;79.71;73.552;78.68;76.171;82.685;72.802;73.737;82.934;82.207;76.232;81.437;79.964;79.907;75.284;74.59;78.512;81.903;81.84;77.509;82.62;70.342;71.845;73.552;79.859;83.471;80.931;81.796;76.912;82.948;2.0
OTRAS AVES;2.614;2.263;2.524;2.97;2.414;2.764;2.42;3.115;3.602;2.301;3.027;0.658;2.814;2.763;2.716;1.867;2.806;2.611;3.341;2.714;3.209;2.562;2.082;3.016;2.622;2.63;0.963;0.523;3.115;3.159;3.933;2.634;3.606;0.535;2.818;2.0
MIEL;9.84;9.421;8.717;9.383;9.443;11.748;10.605;6.592;6.291;8.567;11.346;6.329;6.757;10.358;12.475;9.892;10.765;8.364;9.877;6.518;7.204;11.321;9.82;9.816;9.502;10.668;7.87;6.821;6.592;8.218;11.454;10.292;9.786;10.448;11.329;1.0
GRANEL;2.348;1.874;1.507;2.624;2.36;2.849;2.72;0.765;0.859;1.48;3.483;0.25;1.059;1.994;4.451;3.066;3.197;1.389;1.149;1.183;1.838;2.869;2.168;2.198;2.633;1.668;0;1.579;0.765;0.869;2.197;1.523;2.049;4.363;3.935;2.0
ENVASADA;7.853;7.763;7.243;7.473;7.454;9.014;8.384;5.468;5.484;7.166;8.734;5.936;5.718;8.57;9.255;7.514;8.066;6.977;8.814;5.388;5.468;8.989;8.125;7.689;7.313;9.153;7.87;5.312;5.468;7.388;9.489;9.008;7.828;6.278;8.665;2.0
TOTAL CARNE;97.608;98.328;97.687;97.284;97.408;97.331;97.515;97.572;98.486;97.358;97.967;95.201;97.289;98.549;97.992;96.251;97.771;98.482;98.613;97.587;98.004;98.015;97.241;96.736;97.641;97.529;95.749;94.986;97.572;98.717;99.393;98.797;98.72;95.395;97.933;1.0
CARNE CERTIFICADA;47.896;51.493;43.847;46.795;46.079;49.531;48.634;39.726;49.371;44.137;53.156;31.165;40.527;53.239;54.864;38.876;51.373;50.951;51.693;49.896;50.406;48.24;46.363;46.352;48.581;46.26;21.257;35.206;39.726;50.513;60.004;48.306;56.771;32.946;55.846;2.0
CARNE FRESCA;91.202;93.444;90.768;90.278;89.94;91.024;90.54;92.226;94.841;90.174;92.761;87.246;90.158;93.423;92.208;84.203;92.737;94.061;94.934;91.907;91.837;92.267;90.107;89.301;91.263;91.062;76.719;88.755;92.226;95.511;96.233;93.908;94.518;83.503;92.112;2.0
SALCHICHAS FRESCAS;7.793;10.487;7.7;7.556;7.619;5.66;7.57;8.463;8.756;8.268;7.328;4.925;6.871;9.765;7.452;3.051;8.715;9.578;10.847;10.038;10.07;7.699;6.893;6.668;7.84;7.687;1.292;4.652;8.463;10.682;11.59;7.5;10.646;2.365;7.409;3.0
CARNE VACUNO;50.495;55.798;51.675;51.807;45.355;46.332;50.658;47.809;51.593;48.379;53.428;40.702;45.467;53.083;55.549;37.737;53.697;56.957;56.04;52.798;46.539;51.805;49.466;51.644;49.444;52.997;21.124;45.236;47.809;54.472;61.189;55.055;55.432;33.405;55.651;3.0
TERNERA;40.881;46.798;42.382;41.969;35.054;36.614;40.572;42.896;41.979;39.707;42.456;34.07;38.053;43.665;42.633;28.083;42.792;47.019;48.55;42.483;38.128;42.982;37.903;42.126;39.947;43.114;14.865;37.344;42.896;44.585;54.075;47.143;42.679;26.003;42.552;4.0
