Alimentos;T.ESPAÑA (T.ESPAÑA);CLASE SOCIAL (NIVEL ALTO);CLASE SOCIAL (NIVEL MEDIO-ALTO);CLASE SOCIAL (NIVEL MEDIO);CLASE SOCIAL (NIVEL MEDIO-BAJO);CLASE SOCIAL (NIVEL BAJO);NÑOS EN EL HOGAR (SIN NIÑOS);NÑOS EN EL HOGAR (NIÑOS - 6 AÑOS);NÑOS EN EL HOGAR (NIÑOS 6 A 15 AÑOS);ACTIVIDAD RESPONSABLE DE COMPRA (ACTIVA);ACTIVIDAD RESPONSABLE DE COMPRA (NO ACTIVA);EDAD RESPONSABLE DE COMPRA (- 35 AÑOS);EDAD RESPONSABLE DE COMPRA (35 A 49 AÑOS);EDAD RESPONSABLE DE COMPRA (50 A 64 AÑOS);EDAD RESPONSABLE DE COMPRA (65 Y MAS AÑOS);TAMAÑO DE HOGAR (1 PERSONA);TAMAÑO DE HOGAR (2 PERSONAS);TAMAÑO DE HOGAR (3 PERSONAS);TAMAÑO DE HOGAR (4 Y MAS PERSONAS);TAMAÑO DE HÁBITAT (< 2000 HABIT.);TAMAÑO DE HÁBITAT (2000 A 10000);TAMAÑO DE HÁBITAT (10001 A 100000);TAMAÑO DE HÁBITAT (100001 A 500000);TAMAÑO DE HÁBITAT (+ DE 500000);ÁREAS METROPOLITANAS (AREAS NO METROPOL.);ÁREAS METROPOLITANAS (AREAS METROPOLITANAS);TIPO DE HOGAR (JOVENES INDEPENDIENTES);TIPO DE HOGAR (PAREJ.JOVENES SIN HIJOS);TIPO DE HOGAR (PAREJ.CON HIJOS PEQUEÑOS);TIPO DE HOGAR (PAREJ.CON HIJOS EDAD MEDIA);TIPO DE HOGAR (PAREJ.CON HIJOS MAYORES);TIPO DE HOGAR (HOGARES MONOPARENTALES);TIPO DE HOGAR (PAREJAS ADULTAS SIN HIJOS);TIPO DE HOGAR (ADULTOS INDEPENDIENTES);TIPO DE HOGAR (RETIRADOS);Nivel
NAN;T.ESPAÑA;NIVEL ALTO;NIVEL MEDIO-ALTO;NIVEL MEDIO;NIVEL MEDIO-BAJO;NIVEL BAJO;SIN NIÑOS;NIÑOS - 6 AÑOS;NIÑOS 6 A 15 AÑOS;ACTIVA;NO ACTIVA;- 35 AÑOS;35 A 49 AÑOS;50 A 64 AÑOS;65 Y MAS AÑOS;1 PERSONA;2 PERSONAS;3 PERSONAS;4 Y MAS PERSONAS;< 2000 HABIT.;2000 A 10000;10001 A 100000;100001 A 500000;+ DE 500000;AREAS NO METROPOL.;AREAS METROPOLITANAS;JOVENES INDEPENDIENTES;PAREJ.JOVENES SIN HIJOS;PAREJ.CON HIJOS PEQUEÑOS;PAREJ.CON HIJOS EDAD MEDIA;PAREJ.CON HIJOS MAYORES;HOGARES MONOPARENTALES;PAREJAS ADULTAS SIN HIJOS;ADULTOS INDEPENDIENTES;RETIRADOS;
.TOTAL ALIMENTACION;99.427;99.4;99.554;99.508;99.381;99.315;99.485;98.926;99.627;99.328;99.561;98.418;99.303;99.692;99.707;99.422;99.478;99.453;99.405;99.357;99.519;99.393;99.437;99.452;99.463;99.341;98.558;98.81;98.927;99.553;99.714;99.597;99.754;99.63;99.702;0.0
T.HUEVOS KGS;75.81;76.627;75.018;76.989;73.862;75.738;76.4;73.524;74.283;72.957;78.96;74.013;71.247;77.341;79.724;73.407;79.313;74.839;76.702;66.452;73.009;75.781;77.776;78.977;73.924;80.115;62.017;73.529;73.526;75.931;82.141;71.685;78.824;71.717;79.929;1.0
T.HUEVOS UNDS.;75.81;76.627;75.018;76.989;73.862;75.738;76.4;73.524;74.283;72.957;78.96;74.013;71.247;77.341;79.724;73.407;79.313;74.839;76.702;66.452;73.009;75.781;77.776;78.977;73.924;80.115;62.017;73.529;73.526;75.931;82.141;71.685;78.824;71.717;79.929;1.0
TOTAL HUEVOS GALLINA;75.393;76.214;74.259;76.774;73.096;75.553;76.003;73.326;73.562;72.447;78.653;74.187;70.503;76.956;79.453;72.777;79.011;74.25;76.444;65.77;73.057;75.277;77.522;78.245;73.532;79.641;61.018;72.848;73.329;75.414;81.558;71.351;78.707;70.944;79.609;2.0
OTRAS AVES;2.931;3.006;3.558;2.791;3.172;2.371;2.666;3.047;4.274;3.279;2.512;1.574;4.083;2.737;2.17;1.579;3.186;3.816;3.378;2.047;3.017;2.956;2.488;3.531;2.889;2.987;1.287;2.888;3.048;4.677;4.036;1.661;3.624;2.157;2.042;2.0
MIEL;7.455;8.659;5.692;8.397;5.586;7.335;7.637;4.849;8.209;6.568;8.315;5.53;5.245;9.263;7.973;5.508;8.516;6.543;9.186;7.95;9.04;6.622;8.043;6.788;7.321;7.763;3.664;6.162;4.849;8.704;8.372;6.333;8.985;4.524;8.652;1.0
GRANEL;1.799;1.678;1.356;3.015;0.333;1.764;1.838;1.023;2.176;1.46;2.19;0;1.528;1.311;2.799;2.024;2.587;0.467;1.605;2.473;2.767;1.769;1.8;0.623;1.971;1.397;0;1.358;1.023;1.894;0.184;0.646;2.376;0.988;3.166;2.0
ENVASADA;5.691;6.936;4.391;5.601;5.276;5.58;5.822;3.893;6.25;5.132;6.255;5.53;3.839;7.752;5.313;3.504;5.994;5.919;7.675;5.561;6.342;4.956;6.203;6.062;5.389;6.396;3.664;4.917;3.894;6.975;8.193;5.744;6.5;3.3;5.625;2.0
TOTAL CARNE;97.285;98.217;97.212;97.003;97.422;96.642;97.116;97.088;98.791;97.12;97.514;94.993;97.281;98.062;97.41;95.395;97.94;97.907;98.313;97.65;96.966;97.327;97.287;97.385;97.229;97.427;93.211;96.232;97.079;98.644;99.01;97.914;98.656;95.69;97.255;1.0
