Alimentos;T.ESPAÑA (T.ESPAÑA);CLASE SOCIAL (NIVEL ALTO);CLASE SOCIAL (NIVEL MEDIO-ALTO);CLASE SOCIAL (NIVEL MEDIO);CLASE SOCIAL (NIVEL MEDIO-BAJO);CLASE SOCIAL (NIVEL BAJO);NÑOS EN EL HOGAR (SIN NIÑOS);NÑOS EN EL HOGAR (NIÑOS - 6 AÑOS);NÑOS EN EL HOGAR (NIÑOS 6 A 15 AÑOS);ACTIVIDAD RESPONSABLE DE COMPRA (ACTIVA);ACTIVIDAD RESPONSABLE DE COMPRA (NO ACTIVA);EDAD RESPONSABLE DE COMPRA (- 35 AÑOS);EDAD RESPONSABLE DE COMPRA (35 A 49 AÑOS);EDAD RESPONSABLE DE COMPRA (50 A 64 AÑOS);EDAD RESPONSABLE DE COMPRA (65 Y MAS AÑOS);TAMAÑO DE HOGAR (1 PERSONA);TAMAÑO DE HOGAR (2 PERSONAS);TAMAÑO DE HOGAR (3 PERSONAS);TAMAÑO DE HOGAR (4 Y MAS PERSONAS);TAMAÑO DE HÁBITAT (< 2000 HABIT.);TAMAÑO DE HÁBITAT (2000 A 10000);TAMAÑO DE HÁBITAT (10001 A 100000);TAMAÑO DE HÁBITAT (100001 A 500000);TAMAÑO DE HÁBITAT (+ DE 500000);ÁREAS METROPOLITANAS (AREAS NO METROPOL.);ÁREAS METROPOLITANAS (AREAS METROPOLITANAS);TIPO DE HOGAR (JOVENES INDEPENDIENTES);TIPO DE HOGAR (PAREJ.JOVENES SIN HIJOS);TIPO DE HOGAR (PAREJ.CON HIJOS PEQUEÑOS);TIPO DE HOGAR (PAREJ.CON HIJOS EDAD MEDIA);TIPO DE HOGAR (PAREJ.CON HIJOS MAYORES);TIPO DE HOGAR (HOGARES MONOPARENTALES);TIPO DE HOGAR (PAREJAS ADULTAS SIN HIJOS);TIPO DE HOGAR (ADULTOS INDEPENDIENTES);TIPO DE HOGAR (RETIRADOS);Nivel
NAN;T.ESPAÑA;NIVEL ALTO;NIVEL MEDIO-ALTO;NIVEL MEDIO;NIVEL MEDIO-BAJO;NIVEL BAJO;SIN NIÑOS;NIÑOS - 6 AÑOS;NIÑOS 6 A 15 AÑOS;ACTIVA;NO ACTIVA;- 35 AÑOS;35 A 49 AÑOS;50 A 64 AÑOS;65 Y MAS AÑOS;1 PERSONA;2 PERSONAS;3 PERSONAS;4 Y MAS PERSONAS;< 2000 HABIT.;2000 A 10000;10001 A 100000;100001 A 500000;+ DE 500000;AREAS NO METROPOL.;AREAS METROPOLITANAS;JOVENES INDEPENDIENTES;PAREJ.JOVENES SIN HIJOS;PAREJ.CON HIJOS PEQUEÑOS;PAREJ.CON HIJOS EDAD MEDIA;PAREJ.CON HIJOS MAYORES;HOGARES MONOPARENTALES;PAREJAS ADULTAS SIN HIJOS;ADULTOS INDEPENDIENTES;RETIRADOS;
.TOTAL ALIMENTACION;5931079.678;1498373.2437;867421.8722699999;1491278.1602999999;841731.56287;1232274.0825999998;4631701.806899999;512425.14692;786952.1964;2987264.9043;2943814.2607;309381.80874;1645707.8003;2063023.2166;1912966.2460999999;1127269.7535;1756861.5229;1387055.7564;1659892.1282000002;387786.32988200005;893582.7291;2337249.1033;1395673.4296;916787.3792999999;4173618.3575;1757460.7985;146585.12449000002;289471.13992000005;512425.14692;961106.3278;738208.1248;460414.77232;888021.6118;360950.26355000003;1573896.5849000001;0.0
T.HUEVOS KGS;89351.003;21254.6953;11828.7345;21301.563899999997;13856.662869999998;21109.346100000002;71668.0153;6875.0014;10807.9928;41192.373100000004;48158.6295;4812.0932999999995;22116.1862;30372.772100000002;32049.9499;17572.4552;27020.3053;20645.3409;24112.9012;5111.1315;13705.0573;36854.748;20743.6122;12936.4576;63017.247299999995;26333.7553;2413.5405299999998;3916.50115;6875.0014;13123.6735;11830.4792;6742.6250199999995;12883.1341;4952.39691;26613.6547;1.0
T.HUEVOS UNDS.;89351.003;21254.6953;11828.7345;21301.563899999997;13856.662869999998;21109.346100000002;71668.0153;6875.0014;10807.9928;41192.373100000004;48158.6295;4812.0932999999995;22116.1862;30372.772100000002;32049.9499;17572.4552;27020.3053;20645.3409;24112.9012;5111.1315;13705.0573;36854.748;20743.6122;12936.4576;63017.247299999995;26333.7553;2413.5405299999998;3916.50115;6875.0014;13123.6735;11830.4792;6742.6250199999995;12883.1341;4952.39691;26613.6547;1.0
TOTAL HUEVOS GALLINA;88288.07;21070.71;11574.93;21080.83;13778.78;20782.82;70848.13;6763.727;10676.22;40723.04;47565.03;4756.269;21869.7;29945.45;31716.65;17363.97;26693.65;20390.12;23840.33;4966.224;13451.3;36454.31;20608.94;12807.3;62155.47;26132.6;2378.647;3884.575;6763.727;12950.2;11668.49;6675.148;12695.82;4926.807;26344.66;2.0
OTRAS AVES;1062.933;183.9853;253.8045;220.7339;77.88287;326.5261;819.8853;111.2744;131.7728;469.3331;593.5995;55.8243;246.48620000000003;427.3221;333.29990000000004;208.48520000000002;326.6553;255.2209;272.57120000000003;144.9075;253.7573;400.438;134.6722;129.1576;861.7773000000001;201.15529999999998;34.89353;31.92615;111.2744;173.4735;161.9892;67.47702000000001;187.3141;25.58991;268.9947;2.0
MIEL;6400.907;880.3749;811.5358;1938.372;870.0198;1900.605;5493.69;329.16790000000003;578.0498;2495.746;3905.162;524.1274000000001;1064.692;2263.021;2549.068;1948.708;1988.435;1183.915;1279.85;448.5129;666.1763000000001;2393.909;1578.094;1314.215;4393.955;2006.953;213.8824;362.47720000000004;329.16790000000003;656.7024;680.0757;535.6019;779.8808;684.7881;2158.331;1.0
GRANEL;2174.034;210.0077;249.94979999999998;906.9326;136.76770000000002;670.3761;1867.947;146.3537;159.7336;789.5880999999999;1384.446;100.107;339.0645;790.1129;944.7494;810.6431;526.0831;395.47159999999997;441.8361;298.7646;148.29739999999998;957.8931;357.0937;411.9852;1651.138;522.8959;31.77818;92.349;146.3537;163.577;227.8579;132.8464;165.6065;311.299;902.3663;2.0
ENVASADA;4226.874;670.3670999999999;561.586;1031.44;733.2520999999999;1230.228;3625.743;182.8141;418.3163;1706.158;2520.716;424.02029999999996;725.6270999999999;1472.908;1604.318;1138.065;1462.352;788.4433;838.0141;149.7484;517.8789;1436.016;1221;902.2298000000001;2742.817;1484.057;182.10420000000002;270.1282;182.8141;493.1254;452.2178;402.7555;614.2744;373.48909999999995;1255.965;2.0
TOTAL CARNE;1050337;262640.6;146924.4;267638.7;155000.5;218132.3;810703.3;91214.43;148418.8;529344.1;520992.5;54734.28;297014.6;378025.8;320562;171803.8;304223.4;255233.8;319075.6;77140.46;161149.5;404574.5;249266.2;158205.8;738460.9;311875.7;21793.13;48926.4;91214.43;186580.6;143186;82257.3;162388.4;53681.1;260309.2;1.0
CARNE CERTIFICADA;187665.1;45221.66;21982;51080.14;27496.6;41884.65;150648.5;12819;24197.56;83941.53;103723.5;6464.631;43385.4;64787.09;73027.93;30287.36;57126.26;45182.11;55069.31;18008.28;29944.53;67983.02;42951.23;28777.98;134911.4;52753.69;2479.863;6412.057;12819;33560.92;24850.08;12415.29;29680.68;7504.341;57942.81;2.0
CARNE FRESCA;676459.1;168245.1;94209.82;171923.3;99005.95;143074.9;523141.2;57752.12;95565.79;335874;340585.1;34097.56;185242;246017.7;211101.8;105051.5;192763.8;168212.2;210431.6;51770.26;107988.8;261124.4;156282.8;99292.69;478837;197622.1;12183.38;30601.88;57752.12;121685.4;95895.4;52606.94;103661.4;31022.49;171050.1;2.0
SALCHICHAS FRESCAS;8138.56;2066.316;1197.922;1733.432;1273.437;1867.451;6121.828;642.1546;1374.577;4242.637;3895.923;464.544;1998.206;3216.495;2459.314;971.4961999999999;2047.496;2228.646;2890.922;933.9856;1468.942;2945.922;1533.327;1256.382;6253.583;1884.977;22.46898;538.5644;642.1546;1650.792;1458.023;512.5916;1121.673;427.01340000000005;1765.279;3.0
CARNE VACUNO;148605.7;35858.08;19188.66;42950.41;20726.58;29881.98;116721.5;10724.26;21159.92;70030.86;78574.86;6804.105;34624.32;53217.27;53960.03;25206.31;42455.35;35863.99;45080.07;11523.07;22714.05;54178.94;36302.25;23887.41;101317.4;47288.32;2150.192;6060.167;10724.26;28524.78;20331.07;9948.756;21177.84;7357.277;42331.38;3.0
TERNERA;105735.1;24952.6;13373.89;31750.38;14057.74;21600.5;81672.79;7554.489;16507.84;50856.7;54878.41;4769.422;24613.52;37397.74;38954.43;16426.28;30118.47;26155.89;33034.48;8815.861;17950.34;38244.95;24088.54;16635.43;73850.2;31884.92;1624.908;4424.923;7554.489;22126.14;14657.19;6518.969;15095.27;4466.718;29266.5;4.0
AÑOJO;35185.06;8710.173;4836.391;9308.99;5265.331;7064.173;28928.09;2440.625;3816.338;15870.27;19314.79;1513.401;8105.476;13277.97;12288.21;7415.505;9975.925;7948.882;9844.745;2287.388;3713.676;13530.88;9689.774;5963.342;23093.69;12091.37;367.0408;1238.606;2440.625;5395.759;4837.332;2840.312;5268.483;2196.376;10600.53;4.0
MAYOR;7685.553;2195.307;978.3809;1891.038;1403.516;1217.312;6120.663;729.1495;835.7408;3303.897;4381.657;521.2822;1905.319;2541.572;2717.381;1364.531;2360.958;1759.219;2200.845;419.82009999999997;1050.031;2403.116;2523.942;1288.644;4373.518;3312.036;158.2428;396.6375;729.1495;1002.88;836.5486;589.4761;814.0861;694.1833;2464.349;4.0
CARNE POLLO;205668.9;53132.17;30783.62;49615.25;30418.64;41719.21;154328.9;20447.18;30892.78;106726.8;98942.12;11988.56;61302.29;75647.9;56730.14;30547.38;54498.26;51892.25;68730.99;12727.69;32335.08;83625.43;47739.42;29241.26;145623.1;60045.78;4441.397;9619.236;20447.18;38302.81;30518.16;17209.19;29071.37;10048.58;46010.96;3.0
POLLO ENTERO;32831.75;7168.8;4972.062;6624.861;4878.576;9187.456;26454.13;2576.479;3801.143;13963.05;18868.71;1198.765;7998.243;11986.35;11648.4;4146.619;10945.63;7784.885;9954.624;2867.89;5809.184;13692.95;7001.764;3459.967;24729.69;8102.065;551.7130999999999;1052.419;2576.479;5380.154;4636.402;2233.475;5813.352;906.2443000000001;9681.517;4.0
POLLO FILETES;43838;12051.55;6274.969;11271.85;6028.333;8211.296;32747.56;4148.243;6942.2;23387.03;20450.97;3117.398;13301.35;15833.83;11585.42;7845.125;10263;11356.64;14373.24;2487.318;5881.528;17244.25;10863.82;7361.084;29844.5;13993.5;1457.396;2384.366;4148.243;8415.793;6277.418;3773.095;5553.161;2406.665;9421.865;4.0
POLLO POR PIEZAS;128999.1;33911.81;19536.59;31718.54;19511.73;24320.46;95127.23;13722.46;20149.44;69376.69;59622.44;7672.394;40002.69;47827.73;33496.32;18555.64;33289.63;32750.73;44403.13;7372.484;20644.37;52688.23;29873.84;18420.21;91048.92;37950.21;2432.288;6182.452;13722.46;24506.86;19604.35;11202.62;17704.86;6735.67;26907.58;4.0
