Alimentos;T.ESPAÑA (T.ESPAÑA);CLASE SOCIAL (NIVEL ALTO);CLASE SOCIAL (NIVEL MEDIO-ALTO);CLASE SOCIAL (NIVEL MEDIO);CLASE SOCIAL (NIVEL MEDIO-BAJO);CLASE SOCIAL (NIVEL BAJO);NÑOS EN EL HOGAR (SIN NIÑOS);NÑOS EN EL HOGAR (NIÑOS - 6 AÑOS);NÑOS EN EL HOGAR (NIÑOS 6 A 15 AÑOS);ACTIVIDAD RESPONSABLE DE COMPRA (ACTIVA);ACTIVIDAD RESPONSABLE DE COMPRA (NO ACTIVA);EDAD RESPONSABLE DE COMPRA (- 35 AÑOS);EDAD RESPONSABLE DE COMPRA (35 A 49 AÑOS);EDAD RESPONSABLE DE COMPRA (50 A 64 AÑOS);EDAD RESPONSABLE DE COMPRA (65 Y MAS AÑOS);TAMAÑO DE HOGAR (1 PERSONA);TAMAÑO DE HOGAR (2 PERSONAS);TAMAÑO DE HOGAR (3 PERSONAS);TAMAÑO DE HOGAR (4 Y MAS PERSONAS);TAMAÑO DE HÁBITAT (< 2000 HABIT.);TAMAÑO DE HÁBITAT (2000 A 10000);TAMAÑO DE HÁBITAT (10001 A 100000);TAMAÑO DE HÁBITAT (100001 A 500000);TAMAÑO DE HÁBITAT (+ DE 500000);ÁREAS METROPOLITANAS (AREAS NO METROPOL.);ÁREAS METROPOLITANAS (AREAS METROPOLITANAS);TIPO DE HOGAR (JOVENES INDEPENDIENTES);TIPO DE HOGAR (PAREJ.JOVENES SIN HIJOS);TIPO DE HOGAR (PAREJ.CON HIJOS PEQUEÑOS);TIPO DE HOGAR (PAREJ.CON HIJOS EDAD MEDIA);TIPO DE HOGAR (PAREJ.CON HIJOS MAYORES);TIPO DE HOGAR (HOGARES MONOPARENTALES);TIPO DE HOGAR (PAREJAS ADULTAS SIN HIJOS);TIPO DE HOGAR (ADULTOS INDEPENDIENTES);TIPO DE HOGAR (RETIRADOS);Nivel
NAN;T.ESPAÑA;NIVEL ALTO;NIVEL MEDIO-ALTO;NIVEL MEDIO;NIVEL MEDIO-BAJO;NIVEL BAJO;SIN NIÑOS;NIÑOS - 6 AÑOS;NIÑOS 6 A 15 AÑOS;ACTIVA;NO ACTIVA;- 35 AÑOS;35 A 49 AÑOS;50 A 64 AÑOS;65 Y MAS AÑOS;1 PERSONA;2 PERSONAS;3 PERSONAS;4 Y MAS PERSONAS;< 2000 HABIT.;2000 A 10000;10001 A 100000;100001 A 500000;+ DE 500000;AREAS NO METROPOL.;AREAS METROPOLITANAS;JOVENES INDEPENDIENTES;PAREJ.JOVENES SIN HIJOS;PAREJ.CON HIJOS PEQUEÑOS;PAREJ.CON HIJOS EDAD MEDIA;PAREJ.CON HIJOS MAYORES;HOGARES MONOPARENTALES;PAREJAS ADULTAS SIN HIJOS;ADULTOS INDEPENDIENTES;RETIRADOS;
.TOTAL ALIMENTACION;99.408;99.331;99.339;99.54;99.311;99.446;99.489;98.926;99.349;99.237;99.663;98.594;99.176;99.7;99.787;99.394;99.481;99.363;99.428;99.544;99.566;99.341;99.375;99.42;99.421;99.378;98.852;98.967;98.926;99.474;99.699;99.286;99.794;99.466;99.773;0.0
T.HUEVOS KGS;79.084;81.125;78.986;77.443;78.774;79.345;79.535;76.954;78.089;75.956;82.964;79.402;73.726;81.131;82.878;73.728;83.412;79.866;79.77;77.892;75.903;78.684;80.319;81.944;77.984;81.65;76.503;73.009;76.954;79.571;83.518;83.343;82.122;67.647;83.139;1.0
T.HUEVOS UNDS.;79.084;81.125;78.986;77.443;78.774;79.345;79.535;76.954;78.089;75.956;82.964;79.402;73.726;81.131;82.878;73.728;83.412;79.866;79.77;77.892;75.903;78.684;80.319;81.944;77.984;81.65;76.503;73.009;76.954;79.571;83.518;83.343;82.122;67.647;83.139;1.0
TOTAL HUEVOS GALLINA;78.703;80.395;78.778;76.964;78.557;79.199;79.224;76.125;77.525;75.545;82.628;78.922;73.286;80.624;82.673;73.535;82.964;79.714;79.078;77.444;75.159;78.493;79.873;81.531;77.559;81.369;76.229;72.7;76.125;79.022;83.527;82.648;81.503;67.351;82.916;2.0
OTRAS AVES;2.842;3.572;2.539;2.233;3.409;2.756;2.645;3.714;3.421;2.518;3.307;1.95;2.773;3.086;2.797;1.467;3.582;2.541;3.809;2.689;4.643;2.57;2.336;2.762;2.935;2.627;1.449;1.814;3.714;3.315;2.645;3.415;4.852;0.504;2.56;2.0
MIEL;5.962;5.718;5.883;6.232;3.804;7.101;6.272;3.462;5.347;4.822;7.364;5.162;4.543;5.551;7.695;5.713;6.783;5.217;5.642;3.885;5.394;6.276;4.582;8.196;5.761;6.446;1.205;5.88;3.462;4.989;7.376;4.776;5.816;5.816;7.957;1.0
GRANEL;1.245;1.176;1.554;1.087;0.559;1.706;1.299;0.126;1.61;1.314;1.087;0.885;1.248;1.821;0.626;0.611;1.66;1.494;1.264;0;2.048;1.472;0.512;1.448;1.276;1.139;0;1.257;0.126;1.346;2.246;1.413;1.924;1.893;0.722;2.0
ENVASADA;4.809;4.609;4.649;5.175;3.264;5.542;5.101;3.18;3.828;3.669;6.225;4.941;3.33;3.881;6.985;5.133;5.402;3.691;4.532;3.885;3.412;5.113;4.095;6.508;4.63;5.24;1.205;5.338;3.18;3.737;5.277;3.349;3.955;4.14;7.152;2.0
TOTAL CARNE;97.031;97.603;96.805;96.957;96.642;96.993;96.925;96.516;98.275;96.575;97.681;91.976;96.787;97.996;98.057;95.312;97.392;98.24;97.894;97.944;97.726;96.986;96.881;96.337;97.031;97.031;88.993;95.543;96.516;98.537;98.263;97.928;98.408;96.312;98.163;1.0
