Alimentos;T.ESPAÑA (T.ESPAÑA);CLASE SOCIAL (NIVEL ALTO);CLASE SOCIAL (NIVEL MEDIO-ALTO);CLASE SOCIAL (NIVEL MEDIO);CLASE SOCIAL (NIVEL MEDIO-BAJO);CLASE SOCIAL (NIVEL BAJO);NÑOS EN EL HOGAR (SIN NIÑOS);NÑOS EN EL HOGAR (NIÑOS - 6 AÑOS);NÑOS EN EL HOGAR (NIÑOS 6 A 15 AÑOS);ACTIVIDAD RESPONSABLE DE COMPRA (ACTIVA);ACTIVIDAD RESPONSABLE DE COMPRA (NO ACTIVA);EDAD RESPONSABLE DE COMPRA (- 35 AÑOS);EDAD RESPONSABLE DE COMPRA (35 A 49 AÑOS);EDAD RESPONSABLE DE COMPRA (50 A 64 AÑOS);EDAD RESPONSABLE DE COMPRA (65 Y MAS AÑOS);TAMAÑO DE HOGAR (1 PERSONA);TAMAÑO DE HOGAR (2 PERSONAS);TAMAÑO DE HOGAR (3 PERSONAS);TAMAÑO DE HOGAR (4 Y MAS PERSONAS);TAMAÑO DE HÁBITAT (< 2000 HABIT.);TAMAÑO DE HÁBITAT (2000 A 10000);TAMAÑO DE HÁBITAT (10001 A 100000);TAMAÑO DE HÁBITAT (100001 A 500000);TAMAÑO DE HÁBITAT (+ DE 500000);ÁREAS METROPOLITANAS (AREAS NO METROPOL.);ÁREAS METROPOLITANAS (AREAS METROPOLITANAS);TIPO DE HOGAR (JOVENES INDEPENDIENTES);TIPO DE HOGAR (PAREJ.JOVENES SIN HIJOS);TIPO DE HOGAR (PAREJ.CON HIJOS PEQUEÑOS);TIPO DE HOGAR (PAREJ.CON HIJOS EDAD MEDIA);TIPO DE HOGAR (PAREJ.CON HIJOS MAYORES);TIPO DE HOGAR (HOGARES MONOPARENTALES);TIPO DE HOGAR (PAREJAS ADULTAS SIN HIJOS);TIPO DE HOGAR (ADULTOS INDEPENDIENTES);TIPO DE HOGAR (RETIRADOS);Nivel
NAN;T.ESPAÑA;NIVEL ALTO;NIVEL MEDIO-ALTO;NIVEL MEDIO;NIVEL MEDIO-BAJO;NIVEL BAJO;SIN NIÑOS;NIÑOS - 6 AÑOS;NIÑOS 6 A 15 AÑOS;ACTIVA;NO ACTIVA;- 35 AÑOS;35 A 49 AÑOS;50 A 64 AÑOS;65 Y MAS AÑOS;1 PERSONA;2 PERSONAS;3 PERSONAS;4 Y MAS PERSONAS;< 2000 HABIT.;2000 A 10000;10001 A 100000;100001 A 500000;+ DE 500000;AREAS NO METROPOL.;AREAS METROPOLITANAS;JOVENES INDEPENDIENTES;PAREJ.JOVENES SIN HIJOS;PAREJ.CON HIJOS PEQUEÑOS;PAREJ.CON HIJOS EDAD MEDIA;PAREJ.CON HIJOS MAYORES;HOGARES MONOPARENTALES;PAREJAS ADULTAS SIN HIJOS;ADULTOS INDEPENDIENTES;RETIRADOS;
.TOTAL ALIMENTACION;6756260.0305;1749104.8468;1019334.5337;1695281.8428;937378.149;1355160.4266;5230606.8965;554280.30999;971372.96187;3555810.595;3200448.9676;336697.87186;1870175.5782;2446507.5195;2102878.47578;1293172.01;1992747.8333;1524763.9312;1945575.6387;405877.21257;1030132.64075;2697331.2854;1558154.7855;1064763.70925;4745944.0797;2010315.4043;173176.13906000002;353476.84772;554280.30999;1139465.4035;852734.78906;551886.50124;987051.6183;410509.80358999997;1733678.22278;0.0
T.HUEVOS KGS;110365.6976;27871.2408;15671.6415;27535.3864;16060.8323;23226.5667;84679.8281;9438.5857;16247.2438;56509.938299999994;53855.7293;6340.701;30393.391;37885.1449;35746.4176;20825.8392;32024.7053;25310.7611;32204.352;6611.79809;17232.6097;44007.9563;26396.5513;16116.7572;78633.81229999999;31731.8453;2908.82162;5328.59453;9438.5857;19116.7278;13733.045269999999;9024.48178;15042.8177;6650.19589;29122.386300000002;1.0
T.HUEVOS UNDS.;110365.6976;27871.2408;15671.6415;27535.3864;16060.8323;23226.5667;84679.8281;9438.5857;16247.2438;56509.938299999994;53855.7293;6340.701;30393.391;37885.1449;35746.4176;20825.8392;32024.7053;25310.7611;32204.352;6611.79809;17232.6097;44007.9563;26396.5513;16116.7572;78633.81229999999;31731.8453;2908.82162;5328.59453;9438.5857;19116.7278;13733.045269999999;9024.48178;15042.8177;6650.19589;29122.386300000002;1.0
TOTAL HUEVOS GALLINA;109443.9;27698.64;15537.16;27349.45;15897.58;22961.04;84032.94;9342.56;16068.36;56057.65;53386.22;6290.907;30116.33;37565.88;35470.74;20646.58;31736.03;25137.63;31923.62;6584.425;17014.41;43724.06;26212.48;15908.5;77942.54;31501.32;2886.043;5292.723;9342.56;18922.88;13633.16;8991.83;14851.31;6624.473;28898.88;2.0
OTRAS AVES;921.7976;172.6008;134.4815;185.9364;163.2523;265.5267;646.8881;96.0257;178.88379999999998;452.2883;469.5093;49.794;277.061;319.2649;275.6776;179.25920000000002;288.6753;173.1311;280.732;27.37309;218.1997;283.8963;184.07129999999998;208.2572;691.2723000000001;230.5253;22.77862;35.87153;96.0257;193.84779999999998;99.88527;32.65178;191.5077;25.72289;223.50629999999998;2.0
MIEL;12812.35;2175.093;1541.554;3217.524;1033.781;4844.397;11439.46;558.6225999999999;814.2641;4063.265;8749.084;570.4559;1821.114;3378.098;7042.682;5796.194;3459.362;1935.362;1621.431;1871.002;1344.129;4365.695;3284.756;1946.766;9000.969;3811.38;574.5148;384.3453;558.6225999999999;974.5539;701.1101;596.5451999999999;1642.287;761.6161;6618.754;1.0
GRANEL;6657.808;738.6595;607.1164;1666.465;302.5484;3343.019;6442.736;107.4212;107.6515;1391.653;5266.156;117.823;646.1508;1316.688;4577.147;4083.538;1711.898;658.9529;203.41989999999998;1779.649;663.9544000000001;1905.745;1594.817;713.6421;4880.409;1777.399;360.29970000000003;114.8673;107.4212;95.99877000000001;75.12688;81.55125;1063.573;405.85940000000005;4353.111;2.0
ENVASADA;6154.541;1436.433;934.4373;1551.06;731.2325999999999;1501.378;4996.727;451.20140000000004;706.6125;2671.612;3482.929;452.6329;1174.963;2061.41;2465.535;1712.656;1747.465;1276.409;1418.011;91.35325999999999;680.1745;2459.95;1689.939;1233.124;4120.56;2033.981;214.2151;269.47790000000003;451.20140000000004;878.5550999999999;625.9833000000001;514.9939;578.7138;355.7566;2265.643;2.0
TOTAL CARNE;1342731;341915.5;197101.8;345339.5;189660.5;268713.4;1028473;107103.5;207154.7;712069.4;630661.2;64474.03;377842.6;507000.4;393413.6;225417.2;383754.8;307542.8;426015.7;89828.3;210442.5;532394.6;293387.8;216677.5;945823.6;396907;29402.99;68518.88;107103.5;248297.7;190142.5;110947.7;194857.7;69969.9;323489.8;1.0
CARNE CERTIFICADA;226739.7;52332.01;31579.08;63655.09;31189.94;47983.58;186767.8;12351.23;27620.69;107531.1;119208.6;6608.326;48409.49;91019.34;80702.55;38932.2;73741.32;47870.67;66195.5;14522.98;37292.36;86120.06;51003.17;37801.12;163001.9;63737.82;3234.987;8055.188;12351.23;35403.59;35748.06;15716.59;37546.35;10911.89;67771.81;2.0
CARNE FRESCA;869458.6;222776.2;128265.7;219846.1;123023.9;175546.7;668470.1;68401.17;132587.4;458607;410851.6;41155.71;239258.7;332773.2;256271;139706.8;246401.6;200672.1;282678.2;61840.81;141387.9;344066.1;184199;137964.8;617979.9;251478.7;18041.44;42151.82;68401.17;160938.9;128086.8;73280.95;126461.2;40512.64;211583.7;2.0
SALCHICHAS FRESCAS;10592.02;3208.435;1687.225;2040.698;1811.191;1844.468;7734.947;1015.21;1841.861;5788.122;4803.896;323.4574;3088.69;4058.63;3121.24;1277.131;2343.924;2416.54;4554.423;1135.134;1901.554;3772.207;2181.541;1601.582;7243.007;3349.01;89.7611;234.48520000000002;1015.21;2437.672;1822.809;859.7076;1181.899;417.1468;2533.326;3.0
CARNE VACUNO;190207.4;46058.75;29200.02;50330.62;25082.26;39535.78;152334.3;14268.94;23604.22;96655.4;93552.02;8758.904;45615.05;71914.02;63919.46;36875.45;58118.29;40616.11;54597.57;12745.89;28672.48;73925.49;40586.58;34276.99;131310.4;58896.99;4433.353;8622.095;14268.94;28769.87;29116.86;14644.13;28132.99;9221.538;52997.66;3.0
TERNERA;140064;33743.09;23089.11;36479.65;18302.09;28450.1;111630.3;11394.74;17039.01;73443.94;66620.1;6989.344;35407.62;52611.98;45055.1;26313.35;43331.16;30678.22;39741.31;9873.882;23610.31;53820.89;29504.83;23254.13;98566.14;41497.9;3749.994;6687.074;11394.74;20550.38;22251.77;10300.46;20493.79;7406.732;37229.1;4.0
