Alimentos;T.ESPAÑA (T.ESPAÑA);CLASE SOCIAL (NIVEL ALTO);CLASE SOCIAL (NIVEL MEDIO-ALTO);CLASE SOCIAL (NIVEL MEDIO);CLASE SOCIAL (NIVEL MEDIO-BAJO);CLASE SOCIAL (NIVEL BAJO);NÑOS EN EL HOGAR (SIN NIÑOS);NÑOS EN EL HOGAR (NIÑOS - 6 AÑOS);NÑOS EN EL HOGAR (NIÑOS 6 A 15 AÑOS);ACTIVIDAD RESPONSABLE DE COMPRA (ACTIVA);ACTIVIDAD RESPONSABLE DE COMPRA (NO ACTIVA);EDAD RESPONSABLE DE COMPRA (- 35 AÑOS);EDAD RESPONSABLE DE COMPRA (35 A 49 AÑOS);EDAD RESPONSABLE DE COMPRA (50 A 64 AÑOS);EDAD RESPONSABLE DE COMPRA (65 Y MAS AÑOS);TAMAÑO DE HOGAR (1 PERSONA);TAMAÑO DE HOGAR (2 PERSONAS);TAMAÑO DE HOGAR (3 PERSONAS);TAMAÑO DE HOGAR (4 Y MAS PERSONAS);TAMAÑO DE HÁBITAT (< 2000 HABIT.);TAMAÑO DE HÁBITAT (2000 A 10000);TAMAÑO DE HÁBITAT (10001 A 100000);TAMAÑO DE HÁBITAT (100001 A 500000);TAMAÑO DE HÁBITAT (+ DE 500000);ÁREAS METROPOLITANAS (AREAS NO METROPOL.);ÁREAS METROPOLITANAS (AREAS METROPOLITANAS);TIPO DE HOGAR (JOVENES INDEPENDIENTES);TIPO DE HOGAR (PAREJ.JOVENES SIN HIJOS);TIPO DE HOGAR (PAREJ.CON HIJOS PEQUEÑOS);TIPO DE HOGAR (PAREJ.CON HIJOS EDAD MEDIA);TIPO DE HOGAR (PAREJ.CON HIJOS MAYORES);TIPO DE HOGAR (HOGARES MONOPARENTALES);TIPO DE HOGAR (PAREJAS ADULTAS SIN HIJOS);TIPO DE HOGAR (ADULTOS INDEPENDIENTES);TIPO DE HOGAR (RETIRADOS);Nivel
NAN;T.ESPAÑA;NIVEL ALTO;NIVEL MEDIO-ALTO;NIVEL MEDIO;NIVEL MEDIO-BAJO;NIVEL BAJO;SIN NIÑOS;NIÑOS - 6 AÑOS;NIÑOS 6 A 15 AÑOS;ACTIVA;NO ACTIVA;- 35 AÑOS;35 A 49 AÑOS;50 A 64 AÑOS;65 Y MAS AÑOS;1 PERSONA;2 PERSONAS;3 PERSONAS;4 Y MAS PERSONAS;< 2000 HABIT.;2000 A 10000;10001 A 100000;100001 A 500000;+ DE 500000;AREAS NO METROPOL.;AREAS METROPOLITANAS;JOVENES INDEPENDIENTES;PAREJ.JOVENES SIN HIJOS;PAREJ.CON HIJOS PEQUEÑOS;PAREJ.CON HIJOS EDAD MEDIA;PAREJ.CON HIJOS MAYORES;HOGARES MONOPARENTALES;PAREJAS ADULTAS SIN HIJOS;ADULTOS INDEPENDIENTES;RETIRADOS;
.TOTAL ALIMENTACION;2151367.5426999996;556281.28315;315701.09466;529972.0086299999;302002.60494;447410.63922;1660015.0561900001;173766.666704;317585.98945;1131415.65796;1019951.98066;113893.853598;590813.33559;768296.26353;678364.2450700001;390075.3883;636029.53105;493851.68635000003;631411.0842200001;142054.70656299999;321916.6387;881479.267;498826.07193000003;307091.020883;1545591.36023;605776.17633;57847.47844300001;97780.316011;173766.666704;365537.127;298106.217306;176928.80228600002;295150.07787;127699.79457;558551.226517;0.0
T.HUEVOS KGS;34429.5464;8649.17449;5048.03459;8535.54186;4931.37324;7265.42221;26706.42423;2771.77517;4951.3489;17486.86738;16942.679;2249.190032;9071.471609999999;11991.00574;11117.8822;6318.82232;10117.59231;7790.95095;10202.18017;2285.1388190000002;4928.96309;14174.99647;8130.38193;4910.06607;24335.733050000003;10093.806919999999;1096.768883;1722.527466;2771.77517;5819.5026;4917.947389999999;2808.33174;4175.931259999999;1729.09622;9387.668210000002;1.0
T.HUEVOS UNDS.;548963.42;138459.769;80459.903;135786.186;78447.24;115810.321;425158.803;44347.337;79457.308;278779.738;270183.68;35326.893200000006;145435.581;190660.834;177540.16;100645.406;161591.331;124496.835;162229.837;35951.609899999996;79145.609;226385.467;129211.353;78269.379;387934.505;161028.812;17414.4323;27207.7746;44347.337;93523.824;77879.231;44843.076;66788.174;27217.568;149742.041;1.0
TOTAL HUEVOS GALLINA;535924.3;134529.2;78582.14;132920;76794.46;113098.5;415830.3;43116.7;76977.33;272205;263719.3;35109.65;141057.7;186748.1;173008.9;98377.19;157438.5;121221.9;158886.7;35659.68;76620.5;220576.7;126634.6;76432.82;378822;157102.2;17085.64;26860.18;43116.7;90449.34;76651.02;43701.87;64963.88;26980.01;146115.7;2.0
OTRAS AVES;13039.12;3930.569;1877.763;2866.186;1652.78;2711.821;9328.503;1230.637;2479.978;6574.738;6464.38;217.2432;4377.881;3912.734;4531.26;2268.216;4152.831;3274.935;3343.137;291.92990000000003;2525.109;5808.767;2576.753;1836.559;9112.505;3926.612;328.7923;347.59459999999996;1230.637;3074.484;1228.211;1141.206;1824.294;237.558;3626.341;2.0
MIEL;1641.719;320.63640000000004;174.8733;431.5924;230.096;484.52090000000004;1391.123;99.49163;151.1045;694.9584;946.7608;60.86491;330.3585;520.174;730.3218;438.14070000000004;507.6613;330.1461;365.771;49.37761;156.7548;773.8563;408.5649;253.1655;1063.545;578.1743;57.981739999999995;54.11218;99.49163;143.051;205.66;143.83620000000002;218.27470000000002;46.24111;673.0706;1.0
GRANEL;527.7329;72.6273;56.93992;122.1498;51.92608;224.0899;446.3363;45.4591;35.937580000000004;232.2424;295.4906;22.943939999999998;112.12219999999999;139.0144;253.6524;133.0106;178.0806;129.2863;87.35547;23.916490000000003;33.52075;257.6301;156.1614;56.504169999999995;370.44590000000005;157.2871;22.943939999999998;15.34974;45.4591;35.937580000000004;76.2823;13.541540000000001;69.74292999999999;6.08213;242.39370000000002;2.0
ENVASADA;1113.986;248.00910000000002;117.93339999999999;309.4427;178.17;260.431;944.7867;54.03253;115.1669;462.716;651.2701999999999;37.92098;218.2363;381.1595;476.66929999999996;305.1302;329.58070000000004;200.85979999999998;278.4156;25.461119999999998;123.234;516.2261;252.4035;196.66129999999998;693.0989000000001;420.8872;35.037800000000004;38.762440000000005;54.03253;107.1134;129.3777;130.2946;148.53179999999998;40.15898;430.6768;2.0
TOTAL CARNE;164830.3;42834.99;23360.43;40336.67;24079.57;34218.66;125638.9;12904.17;26287.28;88598.06;76232.26;8714.006;46269.24;62061.54;47785.52;25592.24;47205.76;39255.44;52776.86;11975.25;24414.08;67468.07;36724.15;24248.77;117109.9;47720.38;3633.672;7672.334;12904.17;31092.83;25142;14462.99;22382.18;7927.403;39612.74;1.0
CARNE CERTIFICADA;24377.99;6140.93;2675.375;6463.165;3633.359;5465.161;20060.49;1302.357;3015.146;11748.36;12629.62;952.0104;5186.323;9446.741;8792.914;3919.041;7965.847;5483.266;7009.835;1928.648;3674.746;10065.96;5098.206;3610.431;17417.54;6960.448;422.50370000000004;887.8659;1302.357;3960.092;3982.844;1833.642;3868.598;973.907;7146.179;2.0
CARNE FRESCA;121642.1;31910.53;16675.51;29644.38;17834.54;25577.11;93826.77;9222.576;18592.72;64397.28;57244.78;6212.309;32654.71;46387.36;36387.69;18654.97;35444.56;29035.5;38507.03;9171.738;18202.78;49975.5;26424.92;17867.13;86240.23;35401.84;2538.78;5684.319;9222.576;22317.69;18921.93;10513.35;16723.72;5549.381;30170.32;2.0
SALCHICHAS FRESCAS;1064.611;307.17220000000003;131.7283;241.26760000000002;140.48510000000002;243.95770000000002;793.4126;73.31474;197.8836;596.5679;468.0431;35.46124;300.3145;418.6543;310.1808;135.5915;305.2406;267.4114;356.36740000000003;118.3745;187.0129;419.3457;187.25670000000002;152.62120000000002;791.3363;273.2747;19.238799999999998;26.744259999999997;73.31474;221.66170000000002;175.2944;106.2365;154.3028;30.67898;257.1388;3.0
CARNE VACUNO;15269.37;3868.662;1989.25;4123.951;2179.007;3108.499;12106.43;1159.848;2003.09;7827.117;7442.251;740.2455;3753.918;5783.321;4991.884;2581.082;4515.012;3940.484;4232.79;844.4954;2147.934;6186.921;3489.382;2600.637;10523.12;4746.25;343.2674;699.708;1159.848;2448.504;2401.195;1288.696;2240.225;737.2437;3950.68;3.0
TERNERA;11325.27;2855.877;1478.065;3191.689;1550.021;2249.617;8848.575;950.1648;1526.53;5910.186;5415.084;615.2446;2880.58;4183.74;3645.705;1898.503;3246.663;2955.031;3225.073;603.5958;1675.55;4625.447;2560.015;1860.661;7984.644;3340.626;292.1995;502.8652;950.1648;1883.585;1785.965;961.7153000000001;1550.791;484.5657;2913.418;4.0
AÑOJO;3115.704;818.501;390.6227;730.9898000000001;501.0038;674.5866;2574.875;159.3879;381.441;1455.073;1660.631;83.86314999999999;667.5214;1288.842;1075.478;556.1693;955.5953000000001;786.5894000000001;817.3499;195.3371;353.1134;1227.269;753.9884000000001;585.9961;1981.925;1133.779;42.706360000000004;137.08620000000002;159.3879;447.6092;508.9142;261.01439999999997;526.945;198.1842;833.8566;4.0
MAYOR;828.3948;194.2835;120.56219999999999;201.2723;127.9818;184.29510000000002;682.9793000000001;50.2956;95.11994;461.8581;366.53679999999997;41.13782;205.8164;310.739;270.7016;126.4102;312.7545;198.86370000000002;190.3664;45.56249;119.2701;334.205;175.37789999999998;153.9794;556.5495999999999;271.84520000000003;8.361538000000001;59.75668;50.2956;117.30969999999999;106.31660000000001;65.96666;162.489;54.49383;203.4052;4.0
CARNE POLLO;49826.12;13520.25;7016.658;11972.78;7350.386;9966.05;37527.23;4190.083;8108.817;27322.29;22503.83;2878.768;14325.79;19209.83;13411.73;7202.612;14290.98;11903.3;16429.23;3603.341;7592.672;20518.53;11011.28;7100.302;35364.59;14461.54;991.4143;2706.555;4190.083;9692.258;7655.907;4326.978;6711.361;2361.093;11190.48;3.0
POLLO ENTERO;10881.83;2579.486;1429.693;2558.503;1848.058;2466.091;8509.042;808.9659;1563.823;5645.815;5236.016;442.018;2771.09;4075.291;3593.433;1519.963;3785.95;2375.714;3200.205;936.0526;1887.098;4390.674;2409.365;1258.641;7865.859;3015.972;170.2465;451.20640000000003;808.9659;1756.287;1548.465;811.6084000000001;1776.304;467.16409999999996;3091.584;4.0
POLLO FILETES;6974.369;2079.337;962.3393000000001;1825.412;906.7869000000001;1200.493;5107.832;609.9874;1256.55;4043.528;2930.842;381.3763;2272.47;2805.747;1514.777;1106.009;1672.672;1683.942;2511.746;453.7586;858.6634;2957.978;1690.93;1013.039;4758.022;2216.347;228.1387;415.6266;609.9874;1528.675;1163.206;645.9329;774.8231999999999;385.05109999999996;1222.928;4.0
POLLO POR PIEZAS;31969.92;8861.424;4624.626;7588.869;4595.541;6299.466;23910.35;2771.129;5288.444;17632.95;14336.97;2055.374;9282.23;12328.8;8303.524;4576.64;8832.358;7843.648;10717.28;2213.53;4846.911;13169.88;6910.987;4828.622;22740.71;9229.219;593.029;1839.722;2771.129;6407.296;4944.236;2869.436;4160.234;1508.878;6875.965;4.0
CARNE CONEJO;2291.475;579.0975;283.20570000000004;593.278;318.4422;517.4514;2018.962;63.55968;208.9529;975.3466;1316.128;64.71611;373.78229999999996;817.5363000000001;1035.44;453.0724;966.4671;338.6789;533.2565;211.46079999999998;406.8601;848.7805;460.6825;363.6909;1713.833;577.6418000000001;54.78564;85.08439;63.55968;267.17040000000003;266.45390000000003;132.9267;381.8288;98.55544;941.1099;3.0
CARNE OVINO/CAPRINO;3051.74;718.8834;296.25120000000004;811.6936;347.24629999999996;877.6654;2766.711;77.48503;207.5436;1257.742;1793.998;42.55279;468.975;1116.649;1423.563;587.4899;1197.843;596.7591;669.6481;357.8316;503.4226;1078.427;597.3989;514.6595;2041.008;1010.732;34.92219;63.908089999999994;77.48503;289.8888;525.471;148.6337;542.7181999999999;160.1915;1208.521;3.0
CORDERO;2707.356;605.0149;226.9508;739.6784;313.4753;822.2361;2454.47;56.13914;196.7465;1051.25;1656.105;35.4055;410.1687;992.9344;1268.847;551.5226;1119.68;488.5116;547.6411999999999;324.1008;453.8255;972.5856;539.3475999999999;417.49609999999996;1794.341;913.0146;34.92219;59.69204;56.13914;223.76870000000002;462.6012;120.6779;486.01509999999996;138.4119;1125.127;4.0
