Alimentos;T.ESPAÑA (T.ESPAÑA);CLASE SOCIAL (NIVEL ALTO);CLASE SOCIAL (NIVEL MEDIO-ALTO);CLASE SOCIAL (NIVEL MEDIO);CLASE SOCIAL (NIVEL MEDIO-BAJO);CLASE SOCIAL (NIVEL BAJO);NÑOS EN EL HOGAR (SIN NIÑOS);NÑOS EN EL HOGAR (NIÑOS - 6 AÑOS);NÑOS EN EL HOGAR (NIÑOS 6 A 15 AÑOS);ACTIVIDAD RESPONSABLE DE COMPRA (ACTIVA);ACTIVIDAD RESPONSABLE DE COMPRA (NO ACTIVA);EDAD RESPONSABLE DE COMPRA (- 35 AÑOS);EDAD RESPONSABLE DE COMPRA (35 A 49 AÑOS);EDAD RESPONSABLE DE COMPRA (50 A 64 AÑOS);EDAD RESPONSABLE DE COMPRA (65 Y MAS AÑOS);TAMAÑO DE HOGAR (1 PERSONA);TAMAÑO DE HOGAR (2 PERSONAS);TAMAÑO DE HOGAR (3 PERSONAS);TAMAÑO DE HOGAR (4 Y MAS PERSONAS);TAMAÑO DE HÁBITAT (< 2000 HABIT.);TAMAÑO DE HÁBITAT (2000 A 10000);TAMAÑO DE HÁBITAT (10001 A 100000);TAMAÑO DE HÁBITAT (100001 A 500000);TAMAÑO DE HÁBITAT (+ DE 500000);ÁREAS METROPOLITANAS (AREAS NO METROPOL.);ÁREAS METROPOLITANAS (AREAS METROPOLITANAS);TIPO DE HOGAR (JOVENES INDEPENDIENTES);TIPO DE HOGAR (PAREJ.JOVENES SIN HIJOS);TIPO DE HOGAR (PAREJ.CON HIJOS PEQUEÑOS);TIPO DE HOGAR (PAREJ.CON HIJOS EDAD MEDIA);TIPO DE HOGAR (PAREJ.CON HIJOS MAYORES);TIPO DE HOGAR (HOGARES MONOPARENTALES);TIPO DE HOGAR (PAREJAS ADULTAS SIN HIJOS);TIPO DE HOGAR (ADULTOS INDEPENDIENTES);TIPO DE HOGAR (RETIRADOS);Nivel
NAN;T.ESPAÑA;NIVEL ALTO;NIVEL MEDIO-ALTO;NIVEL MEDIO;NIVEL MEDIO-BAJO;NIVEL BAJO;SIN NIÑOS;NIÑOS - 6 AÑOS;NIÑOS 6 A 15 AÑOS;ACTIVA;NO ACTIVA;- 35 AÑOS;35 A 49 AÑOS;50 A 64 AÑOS;65 Y MAS AÑOS;1 PERSONA;2 PERSONAS;3 PERSONAS;4 Y MAS PERSONAS;< 2000 HABIT.;2000 A 10000;10001 A 100000;100001 A 500000;+ DE 500000;AREAS NO METROPOL.;AREAS METROPOLITANAS;JOVENES INDEPENDIENTES;PAREJ.JOVENES SIN HIJOS;PAREJ.CON HIJOS PEQUEÑOS;PAREJ.CON HIJOS EDAD MEDIA;PAREJ.CON HIJOS MAYORES;HOGARES MONOPARENTALES;PAREJAS ADULTAS SIN HIJOS;ADULTOS INDEPENDIENTES;RETIRADOS;
.TOTAL ALIMENTACION;98.911;98.814;98.792;99.111;98.885;98.893;99.001;98.655;98.746;98.974;98.856;98.245;99.024;99.292;98.777;99.049;98.771;99.122;98.776;98.787;99.003;98.997;98.913;98.671;98.945;98.832;99.294;98.132;98.655;98.85;99.346;98.995;99.499;99.142;98.873;0.0
T.HUEVOS KGS;75.485;75.986;73.251;75.181;76.498;76.302;76.042;74.598;73.973;72.208;79.174;72.94;71.292;76.237;80.308;74.59;78.315;72.765;77.028;72.809;71.811;75.051;76.231;80.05;73.463;80.148;61.679;73.656;74.598;74.465;81.08;71.473;76.245;72.263;81.224;1.0
T.HUEVOS UNDS.;75.485;75.986;73.251;75.181;76.498;76.302;76.042;74.598;73.973;72.208;79.174;72.94;71.292;76.237;80.308;74.59;78.315;72.765;77.028;72.809;71.811;75.051;76.231;80.05;73.463;80.148;61.679;73.656;74.598;74.465;81.08;71.473;76.245;72.263;81.224;1.0
TOTAL HUEVOS GALLINA;75.225;75.397;73.19;74.796;76.503;76.197;75.875;73.642;73.485;71.948;78.91;71.924;71.025;76.082;80.077;74.558;78.271;72.023;76.709;72.047;71.497;74.789;76.006;79.992;73.088;80.151;61.679;73.518;73.642;73.987;81.115;70.924;76.211;72.428;80.918;2.0
OTRAS AVES;2.206;2.197;3.01;2.307;1.581;1.848;2.237;1.427;2.273;1.928;2.519;1.047;2.068;1.828;2.81;1.494;2.497;2.397;2.418;5.097;2.311;2.321;1.37;1.966;2.096;2.431;0;1.184;1.427;2.98;2.305;1.612;2.766;1.607;2.494;2.0
MIEL;5.495;5.668;3.42;6.425;6.097;4.891;5.308;5.113;6.58;5.202;5.809;4.892;4.606;5.387;6.352;5.183;5.163;4.726;6.743;3.69;5.107;5.752;6.682;3.692;5.587;5.117;5.286;3.255;5.113;5.957;6.819;4.212;4.185;3.598;6.754;1.0
GRANEL;0.899;0.637;1.229;1.324;0.356;0.69;0.875;0.416;1.437;1.051;0.7;0;0.824;1.276;0.753;0.56;1.023;1.115;0.918;2.707;0.427;0.731;1.191;0.527;0.866;0.957;1.047;0;0.416;1.103;1.508;0.849;0.682;1.103;0.831;2.0
ENVASADA;4.608;5.062;2.172;5.054;5.774;4.258;4.452;4.703;5.2;4.15;5.117;4.892;3.815;4.254;5.504;4.654;4.116;3.689;5.863;1.554;4.593;5;5.527;3.13;4.753;4.087;4.354;3.255;4.703;4.901;5.304;3.061;3.527;2.675;5.891;2.0
TOTAL CARNE;96.019;96.499;94.679;96.64;95.811;95.891;95.875;96.455;96.955;95.884;96.23;94.803;95.67;97.019;96.111;93.588;96.38;97.106;97.498;96.957;96.695;96.046;95.84;95.242;96.275;95.414;89.149;95.471;96.455;97.671;98.549;96.196;97.402;94.372;95.924;1.0
