Alimentos;T.ESPAÑA (T.ESPAÑA);CLASE SOCIAL (NIVEL ALTO);CLASE SOCIAL (NIVEL MEDIO-ALTO);CLASE SOCIAL (NIVEL MEDIO);CLASE SOCIAL (NIVEL MEDIO-BAJO);CLASE SOCIAL (NIVEL BAJO);NÑOS EN EL HOGAR (SIN NIÑOS);NÑOS EN EL HOGAR (NIÑOS - 6 AÑOS);NÑOS EN EL HOGAR (NIÑOS 6 A 15 AÑOS);ACTIVIDAD RESPONSABLE DE COMPRA (ACTIVA);ACTIVIDAD RESPONSABLE DE COMPRA (NO ACTIVA);EDAD RESPONSABLE DE COMPRA (- 35 AÑOS);EDAD RESPONSABLE DE COMPRA (35 A 49 AÑOS);EDAD RESPONSABLE DE COMPRA (50 A 64 AÑOS);EDAD RESPONSABLE DE COMPRA (65 Y MAS AÑOS);TAMAÑO DE HOGAR (1 PERSONA);TAMAÑO DE HOGAR (2 PERSONAS);TAMAÑO DE HOGAR (3 PERSONAS);TAMAÑO DE HOGAR (4 Y MAS PERSONAS);TAMAÑO DE HÁBITAT (< 2000 HABIT.);TAMAÑO DE HÁBITAT (2000 A 10000);TAMAÑO DE HÁBITAT (10001 A 100000);TAMAÑO DE HÁBITAT (100001 A 500000);TAMAÑO DE HÁBITAT (+ DE 500000);ÁREAS METROPOLITANAS (AREAS NO METROPOL.);ÁREAS METROPOLITANAS (AREAS METROPOLITANAS);TIPO DE HOGAR (JOVENES INDEPENDIENTES);TIPO DE HOGAR (PAREJ.JOVENES SIN HIJOS);TIPO DE HOGAR (PAREJ.CON HIJOS PEQUEÑOS);TIPO DE HOGAR (PAREJ.CON HIJOS EDAD MEDIA);TIPO DE HOGAR (PAREJ.CON HIJOS MAYORES);TIPO DE HOGAR (HOGARES MONOPARENTALES);TIPO DE HOGAR (PAREJAS ADULTAS SIN HIJOS);TIPO DE HOGAR (ADULTOS INDEPENDIENTES);TIPO DE HOGAR (RETIRADOS);Nivel
NAN;T.ESPAÑA;NIVEL ALTO;NIVEL MEDIO-ALTO;NIVEL MEDIO;NIVEL MEDIO-BAJO;NIVEL BAJO;SIN NIÑOS;NIÑOS - 6 AÑOS;NIÑOS 6 A 15 AÑOS;ACTIVA;NO ACTIVA;- 35 AÑOS;35 A 49 AÑOS;50 A 64 AÑOS;65 Y MAS AÑOS;1 PERSONA;2 PERSONAS;3 PERSONAS;4 Y MAS PERSONAS;< 2000 HABIT.;2000 A 10000;10001 A 100000;100001 A 500000;+ DE 500000;AREAS NO METROPOL.;AREAS METROPOLITANAS;JOVENES INDEPENDIENTES;PAREJ.JOVENES SIN HIJOS;PAREJ.CON HIJOS PEQUEÑOS;PAREJ.CON HIJOS EDAD MEDIA;PAREJ.CON HIJOS MAYORES;HOGARES MONOPARENTALES;PAREJAS ADULTAS SIN HIJOS;ADULTOS INDEPENDIENTES;RETIRADOS;
.TOTAL ALIMENTACION;99.687;99.656;99.6;99.81;99.577;99.708;99.707;99.494;99.767;99.635;99.775;99.192;99.593;99.907;99.812;99.654;99.682;99.656;99.793;99.914;99.802;99.501;99.828;99.681;99.668;99.735;99.069;99.309;99.494;99.807;99.821;99.765;99.932;99.882;99.83;0.0
T.HUEVOS KGS;79.633;82.838;76.133;78.166;77.822;81.613;80.267;75.154;78.785;75.8;84.421;74.082;73.349;81.892;84.873;77.998;81.576;78.881;81.235;76.807;75.998;78.472;81.232;84.69;77.449;84.642;66.415;73.178;75.154;78.997;83.913;83.036;80.12;75.568;85.813;1.0
T.HUEVOS UNDS.;79.633;82.838;76.133;78.166;77.822;81.613;80.267;75.154;78.785;75.8;84.421;74.082;73.349;81.892;84.873;77.998;81.576;78.881;81.235;76.807;75.998;78.472;81.232;84.69;77.449;84.642;66.415;73.178;75.154;78.997;83.913;83.036;80.12;75.568;85.813;1.0
TOTAL HUEVOS GALLINA;79.418;82.534;75.815;77.975;77.739;81.435;80.122;75.091;78.039;75.506;84.302;74.036;72.998;81.709;84.71;78.056;81.114;78.834;80.87;76.586;75.559;78.15;81.165;84.707;77.194;84.516;66.46;72.565;75.091;78.461;83.703;82.956;79.973;75.441;85.635;2.0
OTRAS AVES;2.29;3.24;2.828;1.72;1.838;1.98;1.88;2.826;4.546;2.384;2.169;1.379;2.796;2.785;1.505;0.779;2.357;2.853;3.663;1.086;3.032;1.892;2.595;2.566;2.148;2.626;0.72;1.521;2.826;4.301;3.809;2.084;2.367;0.613;1.639;2.0
MIEL;8.276;8.725;8.249;6.739;7.253;9.951;8.691;6.104;6.612;6.663;10.076;5.609;7.164;7.437;10.33;8.064;8.702;7.355;8.106;9.439;8.227;7.795;7.413;9.889;7.802;9.346;5.469;5.83;6.104;7.272;9.312;5.531;9.311;5.886;10.633;1.0
GRANEL;1.82;1.128;1.915;1.152;2.096;2.752;2.026;0.224;1.3;1.401;2.337;0.932;1.816;1.22;2.454;2.143;2.349;1.083;1.016;3.839;2.935;1.406;1.43;1.232;1.943;1.527;1.38;1.055;0.224;1.334;1.696;0.165;2.708;1.16;2.842;2.0
ENVASADA;6.453;7.296;6.296;5.331;5.402;7.49;6.693;5.898;5.055;5.091;7.996;4.716;5.064;6.238;8.076;5.938;6.389;6.32;6.988;4.646;5.348;6.57;5.791;8.498;5.831;7.876;4.065;4.812;5.898;5.894;7.629;5.214;6.301;4.755;8.019;2.0
TOTAL CARNE;97.834;98.559;97.411;97.777;97.781;97.495;97.596;98.452;98.988;97.644;98.123;96.547;97.523;98.349;98.278;95.986;98.29;98.645;98.911;97.158;98.437;97.549;98.211;97.626;97.718;98.112;92.959;96.74;98.452;99.052;98.935;98.433;99.011;95.473;98.448;1.0
CARNE CERTIFICADA;47.999;51.829;44.158;49.373;46.708;46.351;47.878;48.498;49.682;44.417;53.271;33.189;42.842;51.313;54.794;39.071;49.267;51.963;53.952;46.953;51.411;47.53;47.916;46.691;49.144;45.25;22.233;35.61;48.498;52.991;58.899;47.836;53.351;33.383;54.79;2.0
CARNE FRESCA;91.587;94.841;90.131;90.482;91.223;90.493;90.671;94.045;95.419;90.799;92.822;89.278;90.022;93.347;92.776;85.067;92.342;94.372;95.764;89.406;91.243;91.65;92.132;91.755;91.579;91.609;76.025;88.343;94.045;95.863;95.844;94.574;93.591;83.22;93.191;2.0
SALCHICHAS FRESCAS;8.386;9.668;8.579;8.738;6.873;7.709;8.054;8.018;10.876;7.443;9.611;4.882;6.388;10.654;8.753;4.599;7.77;11.602;11.133;12.806;9.783;8.106;7.776;7.172;8.389;8.373;0.377;5.164;8.018;12.081;12.81;7.397;9.734;4.076;8.547;3.0
CARNE VACUNO;51.381;56.898;50.669;51.008;49.945;47.821;50.668;53.532;54.947;49.412;54.063;48.714;46.917;54.759;53.694;41.655;52.964;55.646;57.637;45.119;49.374;50.977;54.6;51.66;50.083;54.464;35.084;47.105;53.532;57.306;59.698;52.772;55.154;34.96;54.065;3.0
TERNERA;41.485;47.327;40.959;40.709;39.267;38.495;40.389;46.041;45.883;40.799;42.423;37.491;39.403;44.837;41.426;31.249;43.014;46.847;47.563;41.938;40.684;41.293;43.412;39.814;40.754;43.222;25.09;38.381;46.041;47.184;50.984;42.517;45.704;27.094;41.446;4.0
AÑOJO;16.603;17.93;14.722;17.356;17.284;15.352;16.76;15.709;16.63;14.523;19.392;12.589;13.776;16.891;19.942;14.838;16.382;16.219;19.496;11.501;14.964;16.653;16.269;20.645;15.039;20.316;8.974;13.89;15.709;19.879;19.73;14.526;15.489;9.845;19.973;4.0
MAYOR;5.687;6.802;5.114;5.605;5.712;4.883;5.787;5.045;5.214;5.439;5.955;6.388;4.495;6.141;6.087;4.695;5.695;6.282;6.228;3.009;4.186;4.996;7.552;6.687;5.182;6.889;3.835;3.408;5.045;6.356;5.74;6.201;5.452;3.453;6.705;4.0
CARNE POLLO;79.124;85.901;78.399;77.854;78.919;73.966;77.436;85.411;85.59;79.563;78.724;78.837;79.353;81.968;76.916;68.438;78.425;84.325;88.162;77.043;79.889;78.661;79.984;79.219;79.12;79.124;67.921;75.383;85.411;86.768;90.233;82.627;81.919;63.114;76.597;3.0
POLLO ENTERO;20.401;26.083;16.997;20.187;19.893;17.924;20.191;20.432;21.906;18.67;22.72;11.265;19.225;22.204;21.78;9.825;22.537;23.358;28.258;24.263;22.389;21.675;17.846;17.769;21.043;18.852;2.558;19.744;20.432;25.333;30.484;17.561;26.901;5.115;21.156;4.0
POLLO FILETES;33.539;41.319;34.422;31.509;31.237;29.18;32.031;41.166;38.599;34.802;32.002;31.518;37.215;34.597;29.838;23.742;31.886;39.807;42.448;30.019;30.315;34.159;34.475;35.099;32.97;34.895;25.023;38.995;41.166;40.577;46.818;33.847;33.692;21.344;28.016;4.0
POLLO POR PIEZAS;69.298;75.656;69.738;67.497;70.569;63.641;67.136;76.786;78.331;70.548;67.83;67.244;70.535;74.078;64.313;57.977;67.051;74.276;81.258;65.769;69.792;69.739;69.556;68.688;69.202;69.517;60.473;63.442;76.786;79.517;83.02;75.375;71.852;53.561;63.547;4.0
CARNE CONEJO;10.475;10.792;10.297;9.081;10.134;12.368;11.407;5.268;7.449;8.235;13.491;5.535;6.087;11.957;14.24;8.949;12.333;10.66;10.101;10.564;12.203;10.044;10.073;10.575;10.62;10.154;3.939;6.356;5.268;8.98;12.4;8.067;15.547;5.559;14.571;3.0
CARNE OVINO/CAPRINO;9.448;9.044;8.522;10.073;8.649;10.317;10.397;3.263;7.061;6.996;12.676;2.303;5.696;9.683;14.22;8.991;11.213;8.918;8.286;8.138;9.44;9.313;7.67;13.128;8.546;11.637;1.71;5.437;3.263;7.519;11.678;6.91;11.963;6.073;14.668;3.0
CORDERO;8.777;8.098;8.314;9.581;7.888;9.455;9.693;3.26;6.147;6.609;11.698;2.303;5.327;9.18;12.982;8.132;10.445;8.548;7.565;8.117;8.586;8.808;6.814;12.133;8.037;10.556;1.71;5.437;3.26;7.003;10.398;6.479;11.781;5.531;13.273;4.0
