Alimentos;T.ESPAÑA (T.ESPAÑA);CLASE SOCIAL (NIVEL ALTO);CLASE SOCIAL (NIVEL MEDIO-ALTO);CLASE SOCIAL (NIVEL MEDIO);CLASE SOCIAL (NIVEL MEDIO-BAJO);CLASE SOCIAL (NIVEL BAJO);NÑOS EN EL HOGAR (SIN NIÑOS);NÑOS EN EL HOGAR (NIÑOS - 6 AÑOS);NÑOS EN EL HOGAR (NIÑOS 6 A 15 AÑOS);ACTIVIDAD RESPONSABLE DE COMPRA (ACTIVA);ACTIVIDAD RESPONSABLE DE COMPRA (NO ACTIVA);EDAD RESPONSABLE DE COMPRA (- 35 AÑOS);EDAD RESPONSABLE DE COMPRA (35 A 49 AÑOS);EDAD RESPONSABLE DE COMPRA (50 A 64 AÑOS);EDAD RESPONSABLE DE COMPRA (65 Y MAS AÑOS);TAMAÑO DE HOGAR (1 PERSONA);TAMAÑO DE HOGAR (2 PERSONAS);TAMAÑO DE HOGAR (3 PERSONAS);TAMAÑO DE HOGAR (4 Y MAS PERSONAS);TAMAÑO DE HÁBITAT (< 2000 HABIT.);TAMAÑO DE HÁBITAT (2000 A 10000);TAMAÑO DE HÁBITAT (10001 A 100000);TAMAÑO DE HÁBITAT (100001 A 500000);TAMAÑO DE HÁBITAT (+ DE 500000);ÁREAS METROPOLITANAS (AREAS NO METROPOL.);ÁREAS METROPOLITANAS (AREAS METROPOLITANAS);TIPO DE HOGAR (JOVENES INDEPENDIENTES);TIPO DE HOGAR (PAREJ.JOVENES SIN HIJOS);TIPO DE HOGAR (PAREJ.CON HIJOS PEQUEÑOS);TIPO DE HOGAR (PAREJ.CON HIJOS EDAD MEDIA);TIPO DE HOGAR (PAREJ.CON HIJOS MAYORES);TIPO DE HOGAR (HOGARES MONOPARENTALES);TIPO DE HOGAR (PAREJAS ADULTAS SIN HIJOS);TIPO DE HOGAR (ADULTOS INDEPENDIENTES);TIPO DE HOGAR (RETIRADOS);Nivel
NAN;T.ESPAÑA;NIVEL ALTO;NIVEL MEDIO-ALTO;NIVEL MEDIO;NIVEL MEDIO-BAJO;NIVEL BAJO;SIN NIÑOS;NIÑOS - 6 AÑOS;NIÑOS 6 A 15 AÑOS;ACTIVA;NO ACTIVA;- 35 AÑOS;35 A 49 AÑOS;50 A 64 AÑOS;65 Y MAS AÑOS;1 PERSONA;2 PERSONAS;3 PERSONAS;4 Y MAS PERSONAS;< 2000 HABIT.;2000 A 10000;10001 A 100000;100001 A 500000;+ DE 500000;AREAS NO METROPOL.;AREAS METROPOLITANAS;JOVENES INDEPENDIENTES;PAREJ.JOVENES SIN HIJOS;PAREJ.CON HIJOS PEQUEÑOS;PAREJ.CON HIJOS EDAD MEDIA;PAREJ.CON HIJOS MAYORES;HOGARES MONOPARENTALES;PAREJAS ADULTAS SIN HIJOS;ADULTOS INDEPENDIENTES;RETIRADOS;
.TOTAL ALIMENTACION;2310259.73036;569584.460131;335022.66439;579013.017212;334446.58998000005;492192.93491;1776761.3541700002;213087.32551300002;320410.89512400003;1157155.3516199999;1153104.2241500001;129696.104537;657066.29725;804171.39126;719325.8466;422299.44464099995;671905.83375;535319.289714;680735.1568229999;149485.97343399998;363111.51208099996;944903.2502;528512.168045;324246.789003;1679866.58244;630393.0247899999;55138.395654;117060.32548700001;213087.32551300002;380956.600069;289408.444879;191275.293003;345907.242472;141034.66677500002;576391.3908309999;0.0
T.HUEVOS KGS;30980.99735;7388.85175;4513.97676;7710.23593;4521.21849;6846.7067400000005;24129.01856;2685.19639;4166.781120000001;15140.31893;15840.67203;1923.746174;8339.90884;10578.15356;10139.188789999998;5679.370451000001;9114.952080000001;7079.5655;9107.1042;2017.400997;4640.28943;12476.941050000001;7085.83905;4760.52939;21822.87725;9158.12011;746.48996;1494.135442;2685.19639;4989.689219999999;4030.063199;2450.4223930000003;4586.570650000001;1742.563112;8255.86507;1.0
T.HUEVOS UNDS.;491902.595;117250.135;71616.756;123085.693;71819.937;108129.954;382801.016;43117.159;65984.4;240569.333;251333.163;30579.2774;132403.444;167548.136;161371.739;89426.7371;145607.268;112301.99;144566.52;31839.791699999998;74167.303;198234.345;111740.805;75920.391;346704.065;145198.531;11825.288;23438.2402;43117.159;78936.726;63653.039899999996;38811.3793;73755.703;27277.92316;131087.107;1.0
TOTAL HUEVOS GALLINA;482629.1;115117.6;70329.8;119988.5;70426.28;106766.8;375944.6;41741.2;64943.28;235826.4;246802.6;29962.1;129923.6;164864.3;157879.1;88613.02;141831.1;110306.4;141878.5;31463.02;72196.6;194344.4;110526.5;74098.62;339922.9;142706.2;11634.02;23328.76;41741.2;77783.74;62843.2;38190.9;71278.03;27218.22;128611;2.0
OTRAS AVES;9273.495;2132.535;1286.956;3097.193;1393.657;1363.154;6856.416;1375.959;1041.12;4742.933;4530.563;617.1774;2479.844;2683.836;3492.639;813.7171;3776.168;1995.59;2688.02;376.7717;1970.703;3889.945;1214.305;1821.771;6781.165;2492.331;191.268;109.4802;1375.959;1152.986;809.8399000000001;620.4793000000001;2477.673;59.703160000000004;2476.107;2.0
MIEL;1073.529;228.064;181.77339999999998;198.5698;165.5267;299.5955;929.3592;39.739779999999996;104.43039999999999;457.1678;616.3616;34.98207;277.2305;299.45059999999995;461.86609999999996;322.6089;304.8298;237.0335;209.05720000000002;80.73205;107.137;434.7234;213.1319;237.805;686.9299;386.5994;17.217950000000002;14.07901;39.739779999999996;199.872;72.91458999999999;67.20917;207.6915;70.98362;383.8218;1.0
GRANEL;451.006;86.41253999999999;103.6922;60.01914;51.18222;149.69989999999999;428.1126;0;22.893369999999997;155.36929999999998;295.6367;0;128.708;69.35417;252.94379999999998;159.9225;125.1088;119.5482;46.426480000000005;67.9907;28.28417;151.0456;52.637519999999995;151.048;278.0021;173.0039;0;0;0;101.9174;9.496234000000001;12.4876;119.0474;4.326818;203.7306;2.0
ENVASADA;622.5234;141.6514;78.08126;138.5507;114.3445;149.8955;501.2466;39.739779999999996;81.53702;301.7985;320.7248;34.98207;148.5225;230.0965;208.92229999999998;162.6863;179.721;117.48530000000001;162.6308;12.74136;78.85285;283.6778;160.49439999999998;86.757;408.9278;213.5955;17.217950000000002;14.07901;39.739779999999996;97.95456;63.41835;54.72158;88.64411;66.6568;180.09120000000001;2.0
TOTAL CARNE;134896.8;33108.8;19141.94;34480.25;20135.99;28029.83;101724.8;12953.68;20218.34;69543.36;65353.46;8505.72;39265.94;49228.25;37896.91;20731.81;36994.54;33491.63;43678.84;10131.46;21813.16;54670.66;30286.97;17994.58;98539.78;36357.03;2988.193;6714.837;12953.68;24497.26;19540.65;11457.4;19723.15;6444.046;30577.6;1.0
