Alimentos;T.ESPAÑA (T.ESPAÑA);CLASE SOCIAL (NIVEL ALTO);CLASE SOCIAL (NIVEL MEDIO-ALTO);CLASE SOCIAL (NIVEL MEDIO);CLASE SOCIAL (NIVEL MEDIO-BAJO);CLASE SOCIAL (NIVEL BAJO);NÑOS EN EL HOGAR (SIN NIÑOS);NÑOS EN EL HOGAR (NIÑOS - 6 AÑOS);NÑOS EN EL HOGAR (NIÑOS 6 A 15 AÑOS);ACTIVIDAD RESPONSABLE DE COMPRA (ACTIVA);ACTIVIDAD RESPONSABLE DE COMPRA (NO ACTIVA);EDAD RESPONSABLE DE COMPRA (- 35 AÑOS);EDAD RESPONSABLE DE COMPRA (35 A 49 AÑOS);EDAD RESPONSABLE DE COMPRA (50 A 64 AÑOS);EDAD RESPONSABLE DE COMPRA (65 Y MAS AÑOS);TAMAÑO DE HOGAR (1 PERSONA);TAMAÑO DE HOGAR (2 PERSONAS);TAMAÑO DE HOGAR (3 PERSONAS);TAMAÑO DE HOGAR (4 Y MAS PERSONAS);TAMAÑO DE HÁBITAT (< 2000 HABIT.);TAMAÑO DE HÁBITAT (2000 A 10000);TAMAÑO DE HÁBITAT (10001 A 100000);TAMAÑO DE HÁBITAT (100001 A 500000);TAMAÑO DE HÁBITAT (+ DE 500000);ÁREAS METROPOLITANAS (AREAS NO METROPOL.);ÁREAS METROPOLITANAS (AREAS METROPOLITANAS);TIPO DE HOGAR (JOVENES INDEPENDIENTES);TIPO DE HOGAR (PAREJ.JOVENES SIN HIJOS);TIPO DE HOGAR (PAREJ.CON HIJOS PEQUEÑOS);TIPO DE HOGAR (PAREJ.CON HIJOS EDAD MEDIA);TIPO DE HOGAR (PAREJ.CON HIJOS MAYORES);TIPO DE HOGAR (HOGARES MONOPARENTALES);TIPO DE HOGAR (PAREJAS ADULTAS SIN HIJOS);TIPO DE HOGAR (ADULTOS INDEPENDIENTES);TIPO DE HOGAR (RETIRADOS);Nivel
NAN;T.ESPAÑA;NIVEL ALTO;NIVEL MEDIO-ALTO;NIVEL MEDIO;NIVEL MEDIO-BAJO;NIVEL BAJO;SIN NIÑOS;NIÑOS - 6 AÑOS;NIÑOS 6 A 15 AÑOS;ACTIVA;NO ACTIVA;- 35 AÑOS;35 A 49 AÑOS;50 A 64 AÑOS;65 Y MAS AÑOS;1 PERSONA;2 PERSONAS;3 PERSONAS;4 Y MAS PERSONAS;< 2000 HABIT.;2000 A 10000;10001 A 100000;100001 A 500000;+ DE 500000;AREAS NO METROPOL.;AREAS METROPOLITANAS;JOVENES INDEPENDIENTES;PAREJ.JOVENES SIN HIJOS;PAREJ.CON HIJOS PEQUEÑOS;PAREJ.CON HIJOS EDAD MEDIA;PAREJ.CON HIJOS MAYORES;HOGARES MONOPARENTALES;PAREJAS ADULTAS SIN HIJOS;ADULTOS INDEPENDIENTES;RETIRADOS;
.TOTAL ALIMENTACION;99.33;99.345;99.279;99.202;99.365;99.476;99.368;98.97;99.459;99.208;99.52;98.687;99.118;99.575;99.671;99.404;99.356;99.374;99.213;99.381;99.391;99.293;99.394;99.261;99.289;99.427;98.751;98.598;98.97;99.426;99.351;99.565;99.7;99.549;99.653;0.0
T.HUEVOS KGS;81.337;83.896;80.346;80.11;81.798;80.724;81.777;78.625;80.899;78.643;84.625;79.622;77.579;81.471;85.548;80.334;83.431;80.91;81.389;78.772;76.802;80.212;83.922;85.763;79.838;84.84;74.49;80.808;78.625;81.045;85.173;79.576;80.242;75.423;86.571;1.0
T.HUEVOS UNDS.;81.337;83.896;80.346;80.11;81.798;80.724;81.777;78.625;80.899;78.643;84.625;79.622;77.579;81.471;85.548;80.334;83.431;80.91;81.389;78.772;76.802;80.212;83.922;85.763;79.838;84.84;74.49;80.808;78.625;81.045;85.173;79.576;80.242;75.423;86.571;1.0
TOTAL HUEVOS GALLINA;81.076;83.476;80.367;80.013;81.622;80.216;81.523;78.06;80.784;78.412;84.332;79.555;77.113;81.392;85.228;79.935;83.049;80.894;81.217;78.744;76.1;79.93;83.849;85.587;79.565;84.609;73.889;80.586;78.06;80.987;85.191;79.685;79.661;75.344;86.209;2.0
OTRAS AVES;2.283;2.863;1.388;2.194;2.34;2.328;2.187;3.49;1.874;2.159;2.401;0.865;2.618;2.362;2.116;1.366;2.499;2.545;2.812;3.298;2.78;2.464;0.985;3.035;2.357;2.114;0.65;0.248;3.49;1.76;2.365;3.377;3.153;1.085;2.456;2.0
MIEL;5.709;4.76;4.948;5.904;6.541;6.289;5.879;4.139;5.439;5.279;6.255;2.989;4.499;6.99;6.02;5.487;5.75;4.357;6.938;4.296;6.855;5.732;4.034;7.268;4.937;7.57;2.309;1.96;4.139;6.407;7.574;4.353;5.335;7.927;6.201;1.0
GRANEL;0.901;0.549;1.054;0.63;1.089;1.225;1.003;0.382;0.59;0.675;1.185;1.007;0.474;1.082;0.999;1.031;1.067;0.347;0.844;1.788;1.19;0.971;0.42;0.77;0.748;1.266;1.268;0;0.382;0.7;1.229;0.464;1.189;1.246;0.866;2.0
ENVASADA;4.851;4.275;3.972;5.324;5.282;5.11;4.926;3.799;4.911;4.651;5.106;2.096;4.051;5.982;4.991;4.514;4.674;4.028;6.146;2.719;5.741;4.827;3.616;6.55;4.23;6.344;1.14;1.96;3.799;5.787;6.382;3.923;4.163;6.763;5.272;2.0
TOTAL CARNE;97.359;98.219;97.694;97.268;96.599;96.908;97.265;96.911;98.542;97.086;97.764;95.578;96.837;98.275;97.884;96.195;97.869;97.718;98.183;97.409;98.345;97.128;97.352;96.988;97.247;97.625;92.752;96.876;96.911;98.701;98.028;98.176;98.217;96.869;98.061;1.0
