Alimentos;T.ESPAÑA (T.ESPAÑA);CLASE SOCIAL (NIVEL ALTO);CLASE SOCIAL (NIVEL MEDIO-ALTO);CLASE SOCIAL (NIVEL MEDIO);CLASE SOCIAL (NIVEL MEDIO-BAJO);CLASE SOCIAL (NIVEL BAJO);NÑOS EN EL HOGAR (SIN NIÑOS);NÑOS EN EL HOGAR (NIÑOS - 6 AÑOS);NÑOS EN EL HOGAR (NIÑOS 6 A 15 AÑOS);ACTIVIDAD RESPONSABLE DE COMPRA (ACTIVA);ACTIVIDAD RESPONSABLE DE COMPRA (NO ACTIVA);EDAD RESPONSABLE DE COMPRA (- 35 AÑOS);EDAD RESPONSABLE DE COMPRA (35 A 49 AÑOS);EDAD RESPONSABLE DE COMPRA (50 A 64 AÑOS);EDAD RESPONSABLE DE COMPRA (65 Y MAS AÑOS);TAMAÑO DE HOGAR (1 PERSONA);TAMAÑO DE HOGAR (2 PERSONAS);TAMAÑO DE HOGAR (3 PERSONAS);TAMAÑO DE HOGAR (4 Y MAS PERSONAS);TAMAÑO DE HÁBITAT (< 2000 HABIT.);TAMAÑO DE HÁBITAT (2000 A 10000);TAMAÑO DE HÁBITAT (10001 A 100000);TAMAÑO DE HÁBITAT (100001 A 500000);TAMAÑO DE HÁBITAT (+ DE 500000);ÁREAS METROPOLITANAS (AREAS NO METROPOL.);ÁREAS METROPOLITANAS (AREAS METROPOLITANAS);TIPO DE HOGAR (JOVENES INDEPENDIENTES);TIPO DE HOGAR (PAREJ.JOVENES SIN HIJOS);TIPO DE HOGAR (PAREJ.CON HIJOS PEQUEÑOS);TIPO DE HOGAR (PAREJ.CON HIJOS EDAD MEDIA);TIPO DE HOGAR (PAREJ.CON HIJOS MAYORES);TIPO DE HOGAR (HOGARES MONOPARENTALES);TIPO DE HOGAR (PAREJAS ADULTAS SIN HIJOS);TIPO DE HOGAR (ADULTOS INDEPENDIENTES);TIPO DE HOGAR (RETIRADOS);Nivel
NAN;T.ESPAÑA;NIVEL ALTO;NIVEL MEDIO-ALTO;NIVEL MEDIO;NIVEL MEDIO-BAJO;NIVEL BAJO;SIN NIÑOS;NIÑOS - 6 AÑOS;NIÑOS 6 A 15 AÑOS;ACTIVA;NO ACTIVA;- 35 AÑOS;35 A 49 AÑOS;50 A 64 AÑOS;65 Y MAS AÑOS;1 PERSONA;2 PERSONAS;3 PERSONAS;4 Y MAS PERSONAS;< 2000 HABIT.;2000 A 10000;10001 A 100000;100001 A 500000;+ DE 500000;AREAS NO METROPOL.;AREAS METROPOLITANAS;JOVENES INDEPENDIENTES;PAREJ.JOVENES SIN HIJOS;PAREJ.CON HIJOS PEQUEÑOS;PAREJ.CON HIJOS EDAD MEDIA;PAREJ.CON HIJOS MAYORES;HOGARES MONOPARENTALES;PAREJAS ADULTAS SIN HIJOS;ADULTOS INDEPENDIENTES;RETIRADOS;
.TOTAL ALIMENTACION;98.928;98.63;99.015;98.655;99.109;99.342;99.069;98.697;98.381;98.893;99.02;98.43;98.813;99.093;99.258;99.179;99.06;98.91;98.493;98.884;99.172;98.932;99.081;98.462;99.103;98.503;99.493;98.184;98.697;98.359;99.243;98.928;99.23;99.311;99.2;0.0
T.HUEVOS KGS;78.911;80.713;78.37;77.542;78.057;79.685;79.472;72.259;79.931;76.292;82.275;73.258;74.846;80.01;83.679;78.044;79.592;78.539;80.127;77.692;75.61;78.479;81.859;79.172;78.286;80.397;73.809;70.479;72.259;80.087;84.532;80.904;79.032;71.853;84.324;1.0
T.HUEVOS UNDS.;78.911;80.713;78.37;77.542;78.057;79.685;79.472;72.259;79.931;76.292;82.275;73.258;74.846;80.01;83.679;78.044;79.592;78.539;80.127;77.692;75.61;78.479;81.859;79.172;78.286;80.397;73.809;70.479;72.259;80.087;84.532;80.904;79.032;71.853;84.324;1.0
TOTAL HUEVOS GALLINA;78.621;80.428;77.991;77.04;77.884;79.598;79.21;72.199;79.326;75.932;82.071;72.76;74.518;79.706;83.495;77.764;79.234;78.32;79.84;77.866;75.128;78.017;81.839;78.909;77.966;80.176;73.102;70.146;72.199;79.688;84.284;80.567;78.611;71.688;84.112;2.0
OTRAS AVES;2.638;2.709;2.238;2.961;2.111;2.792;2.399;3.902;3.326;2.297;3.122;2.516;2.404;2.512;3.009;2.032;2.459;2.993;3.259;1.955;2.664;2.776;2.669;2.376;2.643;2.585;0.876;0.379;3.902;2.473;4.011;1.673;3.569;1.885;2.813;2.0
MIEL;5.52;5.158;4.941;5.46;4.314;6.885;5.893;2.839;4.644;4.387;6.958;4.11;3.896;4.721;7.88;5.677;6.052;4.614;5.285;5.988;4.599;6.136;4.715;5.598;5.186;6.306;4.021;4.929;2.839;4.567;6.54;3.454;4.048;4.701;7.982;1.0
GRANEL;1.007;0.776;1.315;0.627;0.421;1.736;1.185;0;0.524;0.762;1.317;0;0.294;1.286;1.593;1.134;1.094;0.801;0.793;1.264;1.413;0.883;0.776;0.873;0.91;1.179;0;0;0;0.467;2.377;0.035;1.087;1.169;1.601;2.0
ENVASADA;4.529;4.291;3.664;4.873;3.899;5.198;4.731;2.839;4.151;3.645;5.637;4.11;3.554;3.629;6.286;4.551;4.962;3.686;4.551;4.793;3.255;5.297;3.852;4.563;4.317;5.035;4.021;4.929;2.839;4.141;4.396;3.24;3.146;3.553;6.377;2.0
TOTAL CARNE;96.206;96.354;96;95.958;95.912;96.677;96.107;96.476;96.934;95.893;96.717;94.79;95.409;97.003;97.056;94.595;96.68;97.349;96.723;96.366;96.945;96.271;96.431;94.912;96.442;95.642;92.042;93.366;96.476;96.464;97.929;96.825;97.827;95.471;97.019;1.0
