Alimentos;T.ESPAÑA (T.ESPAÑA);CLASE SOCIAL (NIVEL ALTO);CLASE SOCIAL (NIVEL MEDIO-ALTO);CLASE SOCIAL (NIVEL MEDIO);CLASE SOCIAL (NIVEL MEDIO-BAJO);CLASE SOCIAL (NIVEL BAJO);NÑOS EN EL HOGAR (SIN NIÑOS);NÑOS EN EL HOGAR (NIÑOS - 6 AÑOS);NÑOS EN EL HOGAR (NIÑOS 6 A 15 AÑOS);ACTIVIDAD RESPONSABLE DE COMPRA (ACTIVA);ACTIVIDAD RESPONSABLE DE COMPRA (NO ACTIVA);EDAD RESPONSABLE DE COMPRA (- 35 AÑOS);EDAD RESPONSABLE DE COMPRA (35 A 49 AÑOS);EDAD RESPONSABLE DE COMPRA (50 A 64 AÑOS);EDAD RESPONSABLE DE COMPRA (65 Y MAS AÑOS);TAMAÑO DE HOGAR (1 PERSONA);TAMAÑO DE HOGAR (2 PERSONAS);TAMAÑO DE HOGAR (3 PERSONAS);TAMAÑO DE HOGAR (4 Y MAS PERSONAS);TAMAÑO DE HÁBITAT (< 2000 HABIT.);TAMAÑO DE HÁBITAT (2000 A 10000);TAMAÑO DE HÁBITAT (10001 A 100000);TAMAÑO DE HÁBITAT (100001 A 500000);TAMAÑO DE HÁBITAT (+ DE 500000);ÁREAS METROPOLITANAS (AREAS NO METROPOL.);ÁREAS METROPOLITANAS (AREAS METROPOLITANAS);TIPO DE HOGAR (JOVENES INDEPENDIENTES);TIPO DE HOGAR (PAREJ.JOVENES SIN HIJOS);TIPO DE HOGAR (PAREJ.CON HIJOS PEQUEÑOS);TIPO DE HOGAR (PAREJ.CON HIJOS EDAD MEDIA);TIPO DE HOGAR (PAREJ.CON HIJOS MAYORES);TIPO DE HOGAR (HOGARES MONOPARENTALES);TIPO DE HOGAR (PAREJAS ADULTAS SIN HIJOS);TIPO DE HOGAR (ADULTOS INDEPENDIENTES);TIPO DE HOGAR (RETIRADOS);Nivel
NAN;T.ESPAÑA;NIVEL ALTO;NIVEL MEDIO-ALTO;NIVEL MEDIO;NIVEL MEDIO-BAJO;NIVEL BAJO;SIN NIÑOS;NIÑOS - 6 AÑOS;NIÑOS 6 A 15 AÑOS;ACTIVA;NO ACTIVA;- 35 AÑOS;35 A 49 AÑOS;50 A 64 AÑOS;65 Y MAS AÑOS;1 PERSONA;2 PERSONAS;3 PERSONAS;4 Y MAS PERSONAS;< 2000 HABIT.;2000 A 10000;10001 A 100000;100001 A 500000;+ DE 500000;AREAS NO METROPOL.;AREAS METROPOLITANAS;JOVENES INDEPENDIENTES;PAREJ.JOVENES SIN HIJOS;PAREJ.CON HIJOS PEQUEÑOS;PAREJ.CON HIJOS EDAD MEDIA;PAREJ.CON HIJOS MAYORES;HOGARES MONOPARENTALES;PAREJAS ADULTAS SIN HIJOS;ADULTOS INDEPENDIENTES;RETIRADOS;
.TOTAL ALIMENTACION;99.247;99.363;99.304;99.197;99.498;98.968;99.248;98.983;99.523;99.364;99.102;98.874;99.294;99.573;99.091;99.173;99.25;99.173;99.457;98.913;99.497;99.219;99.245;99.213;99.219;99.312;99.207;98.817;98.983;99.55;99.671;99.319;99.544;99.621;99.006;0.0
T.HUEVOS KGS;80.398;84.616;81.436;79.523;78.606;77.747;79.982;82.026;82.208;79.228;81.82;74.483;78.621;81.803;82.634;75.46;82.435;82.764;82.902;73.327;79.537;79.234;83.006;83.23;78.779;84.18;68.26;77.339;82.026;83.147;84.065;83.257;82.612;76.766;81.127;1.0
T.HUEVOS UNDS.;80.398;84.616;81.436;79.523;78.606;77.747;79.982;82.026;82.208;79.228;81.82;74.483;78.621;81.803;82.634;75.46;82.435;82.764;82.902;73.327;79.537;79.234;83.006;83.23;78.779;84.18;68.26;77.339;82.026;83.147;84.065;83.257;82.612;76.766;81.127;1.0
TOTAL HUEVOS GALLINA;80.267;84.397;81.123;79.424;78.68;77.683;79.929;81.586;81.809;79.063;81.721;74.71;78.242;81.741;82.578;75.335;82.412;82.615;82.655;72.998;79.415;79.182;82.87;82.937;78.65;84.048;68.223;77.331;81.586;82.898;83.848;83.233;82.616;76.73;81.033;2.0
OTRAS AVES;2.341;3.82;3.06;1.566;1.786;1.56;2.084;3.614;3.048;2.364;2.308;1.974;2.845;2.419;1.794;0.769;2.726;2.591;3.541;1.795;3.578;2.399;1.706;2.047;2.532;1.884;0.633;2.252;3.614;3.404;3.009;1.712;2.443;1.135;1.925;2.0
MIEL;8.214;9.319;7.689;7.72;7.969;8.155;8.244;6.127;8.543;7.458;9.135;6.663;7.181;8.123;9.219;8.088;7.976;7.851;8.912;7.742;6.497;8.076;8.187;9.862;7.572;9.795;7.186;7.654;6.127;8.591;7.074;7.251;8.251;6.279;9.831;1.0
GRANEL;2.252;1.433;1.936;2.582;2.967;2.208;2.608;0.396;1.302;1.606;3.056;0.856;1.307;2.147;3.614;2.832;2.662;1.572;1.426;1.498;1.782;2.318;2.644;2.011;2.532;1.338;1.705;0.874;0.396;1.014;2.047;1.451;2.284;2.499;4.137;2.0
ENVASADA;6.156;8.108;6.075;5.277;5.116;5.807;5.94;5.73;7.328;5.959;6.399;5.873;5.913;6.272;6.109;5.234;5.626;6.394;7.763;6.305;4.702;5.951;5.669;8.259;5.208;8.459;5.504;6.668;5.73;7.629;5.387;5.884;6.38;4.059;6.242;2.0
TOTAL CARNE;97.204;98.537;96.328;96.73;97.076;97.013;97.115;96.725;98.342;97.178;97.256;96.109;96.946;98.167;96.999;95.196;97.651;97.978;98.538;97.755;97.608;97.112;97.162;96.933;97.232;97.14;93.346;96.63;96.725;98.627;99.148;98.284;98.629;95.925;96.707;1.0
CARNE CERTIFICADA;48.088;54.085;44.492;47.084;48.333;45.564;48.146;44.541;51.979;45.44;51.771;29.741;44.455;53.424;52.321;36.466;50.291;53.477;54.627;54.56;48.32;47.58;46.846;48.639;48.571;46.931;21.291;36.805;44.541;55.03;61.413;47.081;56.2;40.736;50.757;2.0
CARNE FRESCA;90.947;94.814;87.993;89.883;90.63;90.1;90.263;91.104;95.057;90.291;91.841;86.791;90.305;93.03;91.066;83.332;91.998;93.879;95.669;92.522;91.945;91.592;89.288;90.246;90.983;90.868;80.475;87.931;91.104;95.822;96.827;92.928;95.171;81.869;90.326;2.0
SALCHICHAS FRESCAS;8.443;9.14;9.361;7.419;9.058;7.926;8.342;5.879;10.74;8.178;8.793;1.943;7.521;10.063;9.141;4.993;8.311;11.7;10.146;14.889;8.055;8.461;7.566;7.741;8.355;8.664;1.354;5.832;5.879;11.018;11.527;10.435;9.91;5.528;8.77;3.0
