Alimentos;T.ESPAÑA (T.ESPAÑA);CLASE SOCIAL (NIVEL ALTO);CLASE SOCIAL (NIVEL MEDIO-ALTO);CLASE SOCIAL (NIVEL MEDIO);CLASE SOCIAL (NIVEL MEDIO-BAJO);CLASE SOCIAL (NIVEL BAJO);NÑOS EN EL HOGAR (SIN NIÑOS);NÑOS EN EL HOGAR (NIÑOS - 6 AÑOS);NÑOS EN EL HOGAR (NIÑOS 6 A 15 AÑOS);ACTIVIDAD RESPONSABLE DE COMPRA (ACTIVA);ACTIVIDAD RESPONSABLE DE COMPRA (NO ACTIVA);EDAD RESPONSABLE DE COMPRA (- 35 AÑOS);EDAD RESPONSABLE DE COMPRA (35 A 49 AÑOS);EDAD RESPONSABLE DE COMPRA (50 A 64 AÑOS);EDAD RESPONSABLE DE COMPRA (65 Y MAS AÑOS);TAMAÑO DE HOGAR (1 PERSONA);TAMAÑO DE HOGAR (2 PERSONAS);TAMAÑO DE HOGAR (3 PERSONAS);TAMAÑO DE HOGAR (4 Y MAS PERSONAS);TAMAÑO DE HÁBITAT (< 2000 HABIT.);TAMAÑO DE HÁBITAT (2000 A 10000);TAMAÑO DE HÁBITAT (10001 A 100000);TAMAÑO DE HÁBITAT (100001 A 500000);TAMAÑO DE HÁBITAT (+ DE 500000);ÁREAS METROPOLITANAS (AREAS NO METROPOL.);ÁREAS METROPOLITANAS (AREAS METROPOLITANAS);TIPO DE HOGAR (JOVENES INDEPENDIENTES);TIPO DE HOGAR (PAREJ.JOVENES SIN HIJOS);TIPO DE HOGAR (PAREJ.CON HIJOS PEQUEÑOS);TIPO DE HOGAR (PAREJ.CON HIJOS EDAD MEDIA);TIPO DE HOGAR (PAREJ.CON HIJOS MAYORES);TIPO DE HOGAR (HOGARES MONOPARENTALES);TIPO DE HOGAR (PAREJAS ADULTAS SIN HIJOS);TIPO DE HOGAR (ADULTOS INDEPENDIENTES);TIPO DE HOGAR (RETIRADOS);Nivel
NAN;T.ESPAÑA;NIVEL ALTO;NIVEL MEDIO-ALTO;NIVEL MEDIO;NIVEL MEDIO-BAJO;NIVEL BAJO;SIN NIÑOS;NIÑOS - 6 AÑOS;NIÑOS 6 A 15 AÑOS;ACTIVA;NO ACTIVA;- 35 AÑOS;35 A 49 AÑOS;50 A 64 AÑOS;65 Y MAS AÑOS;1 PERSONA;2 PERSONAS;3 PERSONAS;4 Y MAS PERSONAS;< 2000 HABIT.;2000 A 10000;10001 A 100000;100001 A 500000;+ DE 500000;AREAS NO METROPOL.;AREAS METROPOLITANAS;JOVENES INDEPENDIENTES;PAREJ.JOVENES SIN HIJOS;PAREJ.CON HIJOS PEQUEÑOS;PAREJ.CON HIJOS EDAD MEDIA;PAREJ.CON HIJOS MAYORES;HOGARES MONOPARENTALES;PAREJAS ADULTAS SIN HIJOS;ADULTOS INDEPENDIENTES;RETIRADOS;
.TOTAL ALIMENTACION;99.434;99.531;99.28;99.369;99.408;99.533;99.481;99.041;99.551;99.388;99.51;98.729;99.293;99.681;99.67;99.43;99.382;99.484;99.517;99.222;99.367;99.379;99.56;99.536;99.416;99.481;98.668;98.872;99.041;99.7;99.761;99.413;99.742;99.676;99.623;0.0
T.HUEVOS KGS;77.729;79.246;74.006;78.965;74.576;79.432;78.066;74.253;78.642;74.464;81.585;70.807;73.153;80.072;81.836;75.2;79.604;78.86;79.092;80.927;73.061;76.388;80.759;80.129;77.019;79.453;69.367;71.697;74.253;80.167;83.257;77.31;81.138;71.167;81.547;1.0
T.HUEVOS UNDS.;77.729;79.246;74.006;78.965;74.576;79.432;78.066;74.253;78.642;74.464;81.585;70.807;73.153;80.072;81.836;75.2;79.604;78.86;79.092;80.927;73.061;76.388;80.759;80.129;77.019;79.453;69.367;71.697;74.253;80.167;83.257;77.31;81.138;71.167;81.547;1.0
TOTAL HUEVOS GALLINA;77.385;79.058;73.486;78.473;74.558;79.005;77.776;73.432;78.266;73.974;81.409;69.142;72.751;79.85;81.678;75.01;79.099;78.457;78.828;80.923;72.694;76.119;80.397;79.507;76.599;79.278;69.367;70.666;73.432;79.864;82.73;77.196;80.643;71.096;81.418;2.0
OTRAS AVES;2.46;2.266;2.744;2.805;1.683;2.486;2.355;2.417;3.091;2.216;2.759;3.068;2.169;2.566;2.47;1.23;2.769;3.37;2.772;1.128;2.907;2.3;2.69;2.635;2.569;2.204;0;2.809;2.417;2.621;3.621;4.157;2.534;1.397;2.083;2.0
MIEL;7.795;7.745;7.405;7.437;7.119;8.862;7.893;6.65;7.722;6.601;9.239;4.794;5.991;8.512;9.331;7.334;7.814;8.096;8.102;4.668;6.714;8.068;8.259;8.495;7.401;8.738;3.715;4.184;6.65;7.293;7.961;7.782;9.851;7.066;9.125;1.0
GRANEL;1.583;1.584;0.908;1.762;1.099;2.016;1.662;0.849;1.61;1.249;1.996;0;1.253;1.152;2.665;1.946;2.166;0.918;0.935;0.377;1.058;1.858;1.393;1.97;1.666;1.388;0;0.843;0.849;0.448;0.808;1.798;2.128;2.572;2.446;2.0
ENVASADA;6.348;6.26;6.559;5.893;5.945;7.04;6.389;5.863;6.309;5.437;7.454;4.794;4.786;7.349;7.086;5.46;5.861;7.266;7.242;4.111;5.666;6.307;7.078;6.798;5.842;7.537;3.715;3.458;5.863;6.875;7.269;6.093;7.676;4.568;7.077;2.0
TOTAL CARNE;97.57;98.25;97.145;97.652;97.57;97.119;97.348;97.877;98.873;97.488;97.699;96.408;97.333;98.209;97.766;95.881;97.979;98.445;98.532;97.114;97.683;97.598;97.659;97.459;97.525;97.684;93.159;96.755;97.877;99.031;98.929;98.111;98.4;96.791;97.66;1.0
