Alimentos;T.ESPAÑA (T.ESPAÑA);CLASE SOCIAL (NIVEL ALTO);CLASE SOCIAL (NIVEL MEDIO-ALTO);CLASE SOCIAL (NIVEL MEDIO);CLASE SOCIAL (NIVEL MEDIO-BAJO);CLASE SOCIAL (NIVEL BAJO);NÑOS EN EL HOGAR (SIN NIÑOS);NÑOS EN EL HOGAR (NIÑOS - 6 AÑOS);NÑOS EN EL HOGAR (NIÑOS 6 A 15 AÑOS);ACTIVIDAD RESPONSABLE DE COMPRA (ACTIVA);ACTIVIDAD RESPONSABLE DE COMPRA (NO ACTIVA);EDAD RESPONSABLE DE COMPRA (- 35 AÑOS);EDAD RESPONSABLE DE COMPRA (35 A 49 AÑOS);EDAD RESPONSABLE DE COMPRA (50 A 64 AÑOS);EDAD RESPONSABLE DE COMPRA (65 Y MAS AÑOS);TAMAÑO DE HOGAR (1 PERSONA);TAMAÑO DE HOGAR (2 PERSONAS);TAMAÑO DE HOGAR (3 PERSONAS);TAMAÑO DE HOGAR (4 Y MAS PERSONAS);TAMAÑO DE HÁBITAT (< 2000 HABIT.);TAMAÑO DE HÁBITAT (2000 A 10000);TAMAÑO DE HÁBITAT (10001 A 100000);TAMAÑO DE HÁBITAT (100001 A 500000);TAMAÑO DE HÁBITAT (+ DE 500000);ÁREAS METROPOLITANAS (AREAS NO METROPOL.);ÁREAS METROPOLITANAS (AREAS METROPOLITANAS);TIPO DE HOGAR (JOVENES INDEPENDIENTES);TIPO DE HOGAR (PAREJ.JOVENES SIN HIJOS);TIPO DE HOGAR (PAREJ.CON HIJOS PEQUEÑOS);TIPO DE HOGAR (PAREJ.CON HIJOS EDAD MEDIA);TIPO DE HOGAR (PAREJ.CON HIJOS MAYORES);TIPO DE HOGAR (HOGARES MONOPARENTALES);TIPO DE HOGAR (PAREJAS ADULTAS SIN HIJOS);TIPO DE HOGAR (ADULTOS INDEPENDIENTES);TIPO DE HOGAR (RETIRADOS);Nivel
NAN;T.ESPAÑA;NIVEL ALTO;NIVEL MEDIO-ALTO;NIVEL MEDIO;NIVEL MEDIO-BAJO;NIVEL BAJO;SIN NIÑOS;NIÑOS - 6 AÑOS;NIÑOS 6 A 15 AÑOS;ACTIVA;NO ACTIVA;- 35 AÑOS;35 A 49 AÑOS;50 A 64 AÑOS;65 Y MAS AÑOS;1 PERSONA;2 PERSONAS;3 PERSONAS;4 Y MAS PERSONAS;< 2000 HABIT.;2000 A 10000;10001 A 100000;100001 A 500000;+ DE 500000;AREAS NO METROPOL.;AREAS METROPOLITANAS;JOVENES INDEPENDIENTES;PAREJ.JOVENES SIN HIJOS;PAREJ.CON HIJOS PEQUEÑOS;PAREJ.CON HIJOS EDAD MEDIA;PAREJ.CON HIJOS MAYORES;HOGARES MONOPARENTALES;PAREJAS ADULTAS SIN HIJOS;ADULTOS INDEPENDIENTES;RETIRADOS;
.TOTAL ALIMENTACION;6551007.8008;1730450.6852;996190.0602999999;1622985.1611400002;901940.9256900001;1299440.3092;5107761.8605;498609.959;944635.7271;3522658.6474;3028348.7229;326572.89027;1742085.2443;2418455.7948000003;2063893.16763;1240172.8194300001;1940831.5768;1464915.1495;1905087.5344;404014.30190200004;958538.35362;2616520.1857;1557485.1487;1014449.08727;4565986.3993999995;1985020.7694;181181.05443000002;309664.59956;498609.959;1109098.02027;893988.6994500001;531249.88808;910958.6062;388227.49418;1728028.9764100001;0.0
T.HUEVOS KGS;105396.526;26582.645800000002;15325.4315;25367.0727;16317.92891;21803.497;83246.897;7275.3602;14874.3125;53406.044700000006;51990.5213;6733.95738;26233.9578;37470.7846;34957.8752;20485.5922;31547.9733;23580.682;29782.3284;5765.4911600000005;16118.6637;43459.0983;24171.4462;15881.8706;74442.51;30954.0556;3504.06375;5058.60717;7275.3602;17206.3276;15018.4683;8417.785119999999;13497.4853;5965.40179;29453.072600000003;1.0
T.HUEVOS UNDS.;105396.526;26582.645800000002;15325.4315;25367.0727;16317.92891;21803.497;83246.897;7275.3602;14874.3125;53406.044700000006;51990.5213;6733.95738;26233.9578;37470.7846;34957.8752;20485.5922;31547.9733;23580.682;29782.3284;5765.4911600000005;16118.6637;43459.0983;24171.4462;15881.8706;74442.51;30954.0556;3504.06375;5058.60717;7275.3602;17206.3276;15018.4683;8417.785119999999;13497.4853;5965.40179;29453.072600000003;1.0
TOTAL HUEVOS GALLINA;104028.3;26197.02;15117.21;25041.9;16227.47;21444.75;82242.02;7146.844;14639.48;52719.69;51308.65;6686.609;25767.36;37065.36;34509.02;20094.68;31181.43;23311.83;29440.41;5720.254;15905.56;42889.99;23754.15;15758.39;73314.97;30713.37;3464.984;5037.511;7146.844;16923.5;14891.31;8377.232;13226.23;5904.835;29055.9;2.0
OTRAS AVES;1368.226;385.62579999999997;208.2215;325.1727;90.45891;358.747;1004.877;128.5162;234.8325;686.3547;681.8713;47.34838;466.5978;405.4246;448.8552;390.9122;366.5433;268.852;341.9184;45.23716;213.1037;569.1083000000001;417.2962;123.48060000000001;1127.54;240.6856;39.07975;21.096169999999997;128.5162;282.82759999999996;127.1583;40.55312;271.2553;60.56679;397.1726;2.0
MIEL;9026.522;1635.484;1137.454;2255.262;1598.28;2400.042;7583.99;486.79179999999997;955.7404;3778.924;5247.598;325.2585;1581.448;3358.228;3761.588;2477.412;2907.405;1769.902;1871.803;545.0001;1134.592;3758.442;2121.986;1466.502;5715.271;3311.251;158.571;293.7921;486.79179999999997;1210.614;1039.252;396.4044;1156.751;744.6629;3539.683;1.0
GRANEL;2679.114;309.1876;257.99670000000003;825.3496;539.4013;747.1786;2279.18;80.15297;319.7805;752.6446;1926.469;0;223.29160000000002;1151.478;1304.344;759.6518000000001;1197.25;441.9952;280.2172;355.15290000000005;527.5411;840.7459;607.3559;348.3179;1916.846;762.2678000000001;0;38.43057;80.15297;323.94759999999997;79.39375;63.64979;557.1021;272.4925;1263.944;2.0
ENVASADA;6347.408;1326.296;879.4576999999999;1429.912;1058.878;1652.864;5304.809;406.63890000000004;635.9599000000001;3026.28;3321.129;325.2585;1358.157;2206.749;2457.244;1717.76;1710.156;1327.906;1591.586;189.84720000000002;607.0511;2917.696;1514.63;1118.184;3798.424;2548.984;158.571;255.3615;406.63890000000004;886.6666;959.8578;332.7546;599.6485;472.17040000000003;2275.739;2.0
TOTAL CARNE;1316222;338341.7;188773.3;333546.8;189013.7;266545.9;1017082;96695.56;202444.3;707607.4;608614.1;61446.47;349802.8;509778.9;395193.4;220874.7;372521.5;304276.8;418548.5;93025.79;202724.8;521366.7;300517.2;198587;925071;391150.5;28023.76;57620.69;96695.56;241454.3;200299.9;110343.1;183899;69353.5;328531.6;1.0
CARNE CERTIFICADA;224710.8;56080.78;28525.79;58338.28;34067.74;47698.25;186004.7;11032.45;27673.7;107371.4;117339.4;6102.022;43810.78;88787.05;86010.99;39156.56;70517.61;51543.69;63492.98;14168.33;36490.84;86263.31;51121.42;36666.94;159309.2;65401.65;2182.906;6593.312;11032.45;34784.16;34843.8;16376.44;36030.17;10865.86;72001.74;2.0
CARNE FRESCA;875315.5;220594.3;123534.6;221868.3;129412.8;179905.5;677656.5;63702.12;133956.9;466418.2;408897.2;40478.91;228084.5;340415.2;266336.8;141350.1;243404.3;204304.9;286256.2;63487.22;138684.6;349188.7;192887.4;131067.6;620866.2;254449.2;17666.48;35512.12;63702.12;161811.4;139401;73173.18;121146.4;41697.61;221205.2;2.0
SALCHICHAS FRESCAS;9216.859;2923.579;1400.665;2005.554;1506.7;1380.362;7213.281;512.5154;1491.063;5051.528;4165.33;206.46179999999998;1910.019;4617.658;2482.72;815.7764;2185.385;2535.706;3679.991;743.3733000000001;1409.722;3639.879;1923.403;1500.481;6324.815;2892.044;125.739;256.0428;512.5154;2076.935;1935.744;899.6044;1378.26;194.0043;1838.014;3.0
CARNE VACUNO;193212.6;48762.34;27170.76;56238.02;24638.88;36402.57;150933.4;11773.8;30505.39;101660.6;91551.94;8384.169;48222.72;74295.37;62310.31;31301.16;54054.84;46103.95;61752.6;14649.86;25122.14;73369.81;45292.64;34778.1;130561.3;62651.3;3325.218;8140.861;11773.8;35699.1;30639.01;15943.91;27838.76;8110.567;51741.33;3.0
