Alimentos;T.ESPAÑA (T.ESPAÑA);CLASE SOCIAL (NIVEL ALTO);CLASE SOCIAL (NIVEL MEDIO-ALTO);CLASE SOCIAL (NIVEL MEDIO);CLASE SOCIAL (NIVEL MEDIO-BAJO);CLASE SOCIAL (NIVEL BAJO);NÑOS EN EL HOGAR (SIN NIÑOS);NÑOS EN EL HOGAR (NIÑOS - 6 AÑOS);NÑOS EN EL HOGAR (NIÑOS 6 A 15 AÑOS);ACTIVIDAD RESPONSABLE DE COMPRA (ACTIVA);ACTIVIDAD RESPONSABLE DE COMPRA (NO ACTIVA);EDAD RESPONSABLE DE COMPRA (- 35 AÑOS);EDAD RESPONSABLE DE COMPRA (35 A 49 AÑOS);EDAD RESPONSABLE DE COMPRA (50 A 64 AÑOS);EDAD RESPONSABLE DE COMPRA (65 Y MAS AÑOS);TAMAÑO DE HOGAR (1 PERSONA);TAMAÑO DE HOGAR (2 PERSONAS);TAMAÑO DE HOGAR (3 PERSONAS);TAMAÑO DE HOGAR (4 Y MAS PERSONAS);TAMAÑO DE HÁBITAT (< 2000 HABIT.);TAMAÑO DE HÁBITAT (2000 A 10000);TAMAÑO DE HÁBITAT (10001 A 100000);TAMAÑO DE HÁBITAT (100001 A 500000);TAMAÑO DE HÁBITAT (+ DE 500000);ÁREAS METROPOLITANAS (AREAS NO METROPOL.);ÁREAS METROPOLITANAS (AREAS METROPOLITANAS);TIPO DE HOGAR (JOVENES INDEPENDIENTES);TIPO DE HOGAR (PAREJ.JOVENES SIN HIJOS);TIPO DE HOGAR (PAREJ.CON HIJOS PEQUEÑOS);TIPO DE HOGAR (PAREJ.CON HIJOS EDAD MEDIA);TIPO DE HOGAR (PAREJ.CON HIJOS MAYORES);TIPO DE HOGAR (HOGARES MONOPARENTALES);TIPO DE HOGAR (PAREJAS ADULTAS SIN HIJOS);TIPO DE HOGAR (ADULTOS INDEPENDIENTES);TIPO DE HOGAR (RETIRADOS);Nivel
NAN;T.ESPAÑA;NIVEL ALTO;NIVEL MEDIO-ALTO;NIVEL MEDIO;NIVEL MEDIO-BAJO;NIVEL BAJO;SIN NIÑOS;NIÑOS - 6 AÑOS;NIÑOS 6 A 15 AÑOS;ACTIVA;NO ACTIVA;- 35 AÑOS;35 A 49 AÑOS;50 A 64 AÑOS;65 Y MAS AÑOS;1 PERSONA;2 PERSONAS;3 PERSONAS;4 Y MAS PERSONAS;< 2000 HABIT.;2000 A 10000;10001 A 100000;100001 A 500000;+ DE 500000;AREAS NO METROPOL.;AREAS METROPOLITANAS;JOVENES INDEPENDIENTES;PAREJ.JOVENES SIN HIJOS;PAREJ.CON HIJOS PEQUEÑOS;PAREJ.CON HIJOS EDAD MEDIA;PAREJ.CON HIJOS MAYORES;HOGARES MONOPARENTALES;PAREJAS ADULTAS SIN HIJOS;ADULTOS INDEPENDIENTES;RETIRADOS;
.TOTAL ALIMENTACION;99.401;99.333;99.454;99.4;99.311;99.495;99.48;99.006;99.312;99.226;99.639;98.413;99.135;99.666;99.844;99.426;99.313;99.546;99.385;99.602;99.383;99.4;99.365;99.405;99.413;99.372;98.414;98.848;99.006;99.287;99.763;99.729;99.505;99.531;99.876;0.0
T.HUEVOS KGS;80.394;80.898;78.652;82.758;77.545;80.465;80.898;74.588;81.323;77.163;84.262;73.798;74.309;82.11;86.892;79.648;80.875;79.58;83.391;80.598;80.714;79.987;79.958;82.08;79.292;82.959;68.437;67.275;74.588;83.593;85.753;81.556;82.399;77.246;86.291;1.0
T.HUEVOS UNDS.;80.394;80.898;78.652;82.758;77.545;80.465;80.898;74.588;81.323;77.163;84.262;73.798;74.309;82.11;86.892;79.648;80.875;79.58;83.391;80.598;80.714;79.987;79.958;82.08;79.292;82.959;68.437;67.275;74.588;83.593;85.753;81.556;82.399;77.246;86.291;1.0
TOTAL HUEVOS GALLINA;79.674;79.943;77.217;82.171;76.702;80.396;80.445;73.529;79.18;76.321;83.668;73.24;73.308;81.263;86.452;79.544;80.402;78.43;82.135;79.588;79.867;79.373;79.579;80.853;78.722;81.894;67.698;67.106;73.529;81.778;84.894;80.367;81.872;77.264;85.938;2.0
OTRAS AVES;8.291;10.062;9.224;7.524;7.906;7.162;8.42;4.918;9.534;7.31;9.486;2.797;6.41;10.298;9.152;4.907;8.423;10.802;10.117;9.312;7.946;8.685;7.109;8.994;7.988;9.018;1.948;2.805;4.918;10.558;13.643;11.172;9.79;3.703;8.834;2.0
MIEL;10.338;8.914;6.147;11.908;12.49;11.098;10.692;8.166;9.366;8.304;12.755;8.346;7.321;11.254;12.473;9.161;11.845;8.605;11.286;5.311;8.357;11.322;10.793;10.755;9.58;12.153;4.741;6.099;8.166;9.107;13.229;9.315;12.462;9.46;12.149;1.0
GRANEL;2.379;0.951;0.425;4.127;3.117;2.656;2.627;0.818;1.858;1.617;3.311;0.43;0.908;2.674;3.895;3.383;2.467;1.18;2.059;1.248;2.078;2.503;2.825;1.895;2.141;2.943;0;0;0.818;1.498;2.603;1.627;3.162;2.901;3.95;2.0
ENVASADA;8.082;7.922;5.756;8.219;9.571;8.577;8.218;7.365;7.61;6.741;9.69;7.779;6.438;8.888;8.788;6.087;9.353;7.56;9.404;4.108;6.322;8.987;8.057;8.918;7.543;9.372;4.741;6.099;7.365;7.656;11.129;7.727;9.324;6.866;8.417;2.0
TOTAL CARNE;97.447;97.952;96.551;97.761;97.105;97.394;97.401;96.999;98.264;96.887;98.175;94.799;96.815;98.133;98.506;95.915;97.921;98.292;98.116;97.958;98.249;97.048;97.405;97.516;97.358;97.66;91.609;96.082;96.999;98.213;99.125;98.376;98.64;95.992;98.508;1.0
