Alimentos;T.ESPAÑA (T.ESPAÑA);CLASE SOCIAL (NIVEL ALTO);CLASE SOCIAL (NIVEL MEDIO-ALTO);CLASE SOCIAL (NIVEL MEDIO);CLASE SOCIAL (NIVEL MEDIO-BAJO);CLASE SOCIAL (NIVEL BAJO);NÑOS EN EL HOGAR (SIN NIÑOS);NÑOS EN EL HOGAR (NIÑOS - 6 AÑOS);NÑOS EN EL HOGAR (NIÑOS 6 A 15 AÑOS);ACTIVIDAD RESPONSABLE DE COMPRA (ACTIVA);ACTIVIDAD RESPONSABLE DE COMPRA (NO ACTIVA);EDAD RESPONSABLE DE COMPRA (- 35 AÑOS);EDAD RESPONSABLE DE COMPRA (35 A 49 AÑOS);EDAD RESPONSABLE DE COMPRA (50 A 64 AÑOS);EDAD RESPONSABLE DE COMPRA (65 Y MAS AÑOS);TAMAÑO DE HOGAR (1 PERSONA);TAMAÑO DE HOGAR (2 PERSONAS);TAMAÑO DE HOGAR (3 PERSONAS);TAMAÑO DE HOGAR (4 Y MAS PERSONAS);TAMAÑO DE HÁBITAT (< 2000 HABIT.);TAMAÑO DE HÁBITAT (2000 A 10000);TAMAÑO DE HÁBITAT (10001 A 100000);TAMAÑO DE HÁBITAT (100001 A 500000);TAMAÑO DE HÁBITAT (+ DE 500000);ÁREAS METROPOLITANAS (AREAS NO METROPOL.);ÁREAS METROPOLITANAS (AREAS METROPOLITANAS);TIPO DE HOGAR (JOVENES INDEPENDIENTES);TIPO DE HOGAR (PAREJ.JOVENES SIN HIJOS);TIPO DE HOGAR (PAREJ.CON HIJOS PEQUEÑOS);TIPO DE HOGAR (PAREJ.CON HIJOS EDAD MEDIA);TIPO DE HOGAR (PAREJ.CON HIJOS MAYORES);TIPO DE HOGAR (HOGARES MONOPARENTALES);TIPO DE HOGAR (PAREJAS ADULTAS SIN HIJOS);TIPO DE HOGAR (ADULTOS INDEPENDIENTES);TIPO DE HOGAR (RETIRADOS);Nivel
NAN;T.ESPAÑA;NIVEL ALTO;NIVEL MEDIO-ALTO;NIVEL MEDIO;NIVEL MEDIO-BAJO;NIVEL BAJO;SIN NIÑOS;NIÑOS - 6 AÑOS;NIÑOS 6 A 15 AÑOS;ACTIVA;NO ACTIVA;- 35 AÑOS;35 A 49 AÑOS;50 A 64 AÑOS;65 Y MAS AÑOS;1 PERSONA;2 PERSONAS;3 PERSONAS;4 Y MAS PERSONAS;< 2000 HABIT.;2000 A 10000;10001 A 100000;100001 A 500000;+ DE 500000;AREAS NO METROPOL.;AREAS METROPOLITANAS;JOVENES INDEPENDIENTES;PAREJ.JOVENES SIN HIJOS;PAREJ.CON HIJOS PEQUEÑOS;PAREJ.CON HIJOS EDAD MEDIA;PAREJ.CON HIJOS MAYORES;HOGARES MONOPARENTALES;PAREJAS ADULTAS SIN HIJOS;ADULTOS INDEPENDIENTES;RETIRADOS;
.TOTAL ALIMENTACION;99.538;99.621;99.569;99.413;99.489;99.605;99.609;99.017;99.541;99.525;99.571;99.055;99.483;99.736;99.696;99.547;99.646;99.548;99.411;99.474;99.418;99.597;99.63;99.4;99.563;99.478;99.261;99.339;99.017;99.472;99.799;99.737;99.836;99.801;99.662;0.0
T.HUEVOS KGS;79.162;79.018;75.832;78.625;80.61;81.425;80;72.861;78.434;75.227;84.035;78.337;71.828;80.824;84.937;79.649;79.121;80.486;79.483;73.577;74.986;79.142;80.87;82.692;77.189;83.67;71.348;70.627;72.861;80.057;85.469;79.232;78.492;71.674;86.295;1.0
T.HUEVOS UNDS.;79.162;79.018;75.832;78.625;80.61;81.425;80;72.861;78.434;75.227;84.035;78.337;71.828;80.824;84.937;79.649;79.121;80.486;79.483;73.577;74.986;79.142;80.87;82.692;77.189;83.67;71.348;70.627;72.861;80.057;85.469;79.232;78.492;71.674;86.295;1.0
TOTAL HUEVOS GALLINA;78.787;78.646;75.516;78.096;80.475;80.988;79.679;72.245;77.833;74.814;83.718;77.664;71.351;80.606;84.556;78.857;78.865;80.347;79.113;72.834;75.051;78.729;80.374;82.348;76.769;83.403;70.739;70.327;72.245;79.539;85.435;79.217;78.057;71.105;85.899;2.0
OTRAS AVES;2.717;3.354;3.592;2.71;1.993;2.003;2.347;4.317;4.157;2.623;2.86;1.784;3.274;2.839;2.302;1.786;2.532;3.478;3.407;1.901;2.503;2.872;3.165;2.202;2.913;2.241;1.34;0.692;4.317;4.272;2.971;1.553;4.825;1.363;2.053;2.0
MIEL;7.56;6.935;6.237;8.278;7.887;8.073;7.991;6.012;5.648;5.949;9.639;5.96;5.32;7.822;9.638;7.604;7.141;8.581;7.195;7.536;5.928;7.918;7.593;8.202;7.032;8.798;2.875;5.858;6.012;6.801;9.292;5.92;6.547;6.793;10.169;1.0
GRANEL;1.367;0.91;0.855;1.382;1.487;1.98;1.453;0.514;1.373;0.736;2.189;0;0.47;1.744;2.12;1.659;1.324;1.645;0.67;3.802;1.854;0.802;1.373;1.258;1.414;1.154;0;0.499;0.514;1.302;0.637;0.739;1.891;1.391;2.35;2.0
ENVASADA;6.367;6.113;5.539;6.825;6.606;6.516;6.731;5.471;4.596;5.301;7.744;5.96;4.878;6.363;7.82;6.083;5.979;7.043;6.662;3.903;4.382;7.22;6.364;6.895;5.804;7.683;2.875;5.376;5.471;5.755;8.738;5.256;4.946;5.521;8.184;2.0
TOTAL CARNE;97.402;98.34;97.1;97.413;97.383;96.672;97.334;97.35;98.149;97.212;97.678;94.89;96.935;98.423;97.817;95.58;97.897;98.362;98.382;97.604;97.823;97.27;97.322;97.405;97.382;97.454;92.084;96.125;97.35;98.507;99.365;98.447;98.305;96.159;97.904;1.0
