Alimentos;T.ESPAÑA (T.ESPAÑA);CLASE SOCIAL (NIVEL ALTO);CLASE SOCIAL (NIVEL MEDIO-ALTO);CLASE SOCIAL (NIVEL MEDIO);CLASE SOCIAL (NIVEL MEDIO-BAJO);CLASE SOCIAL (NIVEL BAJO);NÑOS EN EL HOGAR (SIN NIÑOS);NÑOS EN EL HOGAR (NIÑOS - 6 AÑOS);NÑOS EN EL HOGAR (NIÑOS 6 A 15 AÑOS);ACTIVIDAD RESPONSABLE DE COMPRA (ACTIVA);ACTIVIDAD RESPONSABLE DE COMPRA (NO ACTIVA);EDAD RESPONSABLE DE COMPRA (- 35 AÑOS);EDAD RESPONSABLE DE COMPRA (35 A 49 AÑOS);EDAD RESPONSABLE DE COMPRA (50 A 64 AÑOS);EDAD RESPONSABLE DE COMPRA (65 Y MAS AÑOS);TAMAÑO DE HOGAR (1 PERSONA);TAMAÑO DE HOGAR (2 PERSONAS);TAMAÑO DE HOGAR (3 PERSONAS);TAMAÑO DE HOGAR (4 Y MAS PERSONAS);TAMAÑO DE HÁBITAT (< 2000 HABIT.);TAMAÑO DE HÁBITAT (2000 A 10000);TAMAÑO DE HÁBITAT (10001 A 100000);TAMAÑO DE HÁBITAT (100001 A 500000);TAMAÑO DE HÁBITAT (+ DE 500000);ÁREAS METROPOLITANAS (AREAS NO METROPOL.);ÁREAS METROPOLITANAS (AREAS METROPOLITANAS);TIPO DE HOGAR (JOVENES INDEPENDIENTES);TIPO DE HOGAR (PAREJ.JOVENES SIN HIJOS);TIPO DE HOGAR (PAREJ.CON HIJOS PEQUEÑOS);TIPO DE HOGAR (PAREJ.CON HIJOS EDAD MEDIA);TIPO DE HOGAR (PAREJ.CON HIJOS MAYORES);TIPO DE HOGAR (HOGARES MONOPARENTALES);TIPO DE HOGAR (PAREJAS ADULTAS SIN HIJOS);TIPO DE HOGAR (ADULTOS INDEPENDIENTES);TIPO DE HOGAR (RETIRADOS);Nivel
NAN;T.ESPAÑA;NIVEL ALTO;NIVEL MEDIO-ALTO;NIVEL MEDIO;NIVEL MEDIO-BAJO;NIVEL BAJO;SIN NIÑOS;NIÑOS - 6 AÑOS;NIÑOS 6 A 15 AÑOS;ACTIVA;NO ACTIVA;- 35 AÑOS;35 A 49 AÑOS;50 A 64 AÑOS;65 Y MAS AÑOS;1 PERSONA;2 PERSONAS;3 PERSONAS;4 Y MAS PERSONAS;< 2000 HABIT.;2000 A 10000;10001 A 100000;100001 A 500000;+ DE 500000;AREAS NO METROPOL.;AREAS METROPOLITANAS;JOVENES INDEPENDIENTES;PAREJ.JOVENES SIN HIJOS;PAREJ.CON HIJOS PEQUEÑOS;PAREJ.CON HIJOS EDAD MEDIA;PAREJ.CON HIJOS MAYORES;HOGARES MONOPARENTALES;PAREJAS ADULTAS SIN HIJOS;ADULTOS INDEPENDIENTES;RETIRADOS;
.TOTAL ALIMENTACION;2294189.0549;574742.62154;340545.98313999997;568375.87874;319576.87225099996;490947.68233;1779619.36098;183163.19569;331406.3847;1205070.48689;1089118.5075899998;122290.55156;623580.89117;818308.85379;730008.77209;425025.25427;683676.07221;525102.3537;660385.3368200001;143864.474637;344563.246509;937974.72703;537796.07178;329990.58522;1640077.36364;654111.74951;64377.897781;109637.678152;183163.19569;381946.06674000004;307971.24755900004;185555.245302;318161.62491;134837.732912;608538.35971;0.0
T.HUEVOS KGS;35173.0166;8655.637449999998;5109.18671;8474.28219;5248.067639999999;7685.83876;27383.39237;2665.324542;5124.30033;17934.92569;17238.09091;2334.264224;8943.972210000002;12283.23634;11611.54383;6808.14118;10205.19119;7747.6989;10411.98533;1980.708079;5480.17374;14120.98129;8499.045460000001;5092.1106;24808.875399999997;10364.1412;1207.912644;1736.776161;2665.324542;5803.08849;5022.128289;2937.3155150000002;4097.80363;1890.0410239999999;9812.62567;1.0
T.HUEVOS UNDS.;559383.62;137655.625;81486.263;134610.939;83232.456;122398.276;434795.357;42438.8262;82149.447;285951.889;273431.731;37311.382399999995;142682.661;195203.734;184185.843;108202.978;162828.479;122791.17;165560.993;31265.779899999998;87490.254;223553.269;135839.326;81235.032;394213.06;165170.56;19446.9264;27348.0921;42438.8262;93077.055;79310.20890000001;46640.6735;65621.461;29771.980399999997;155728.387;1.0
TOTAL HUEVOS GALLINA;547762.6;134797.8;79524.52;132003.2;81773.02;119664;426582.2;41498.82;79681.59;279174.2;268588.4;36317.6;139206.4;191318.5;180920.1;106039.1;158831.6;120736.8;162155.1;30889.82;85282.8;220100.9;132234.3;79254.82;386421.2;161341.4;18767.47;27098.06;41498.82;90228.11;78315.3;45757.57;63733.13;29487.43;152876.7;2.0
OTRAS AVES;11621.02;2857.825;1961.743;2607.739;1459.436;2734.276;8213.157;940.0061999999999;2467.857;6777.689;4843.331;993.7824;3476.261;3885.234;3265.743;2163.878;3996.879;2054.37;3405.893;375.9599;2207.454;3452.369;3605.026;1980.212;7791.86;3829.16;679.4564;250.0321;940.0061999999999;2848.945;994.9089;883.1035;1888.331;284.5504;2851.687;2.0
MIEL;1119.916;202.985;147.58829999999998;312.871;128.1265;328.3453;947.0219000000001;57.7896;115.1048;426.2428;693.6734;35.29869;164.2689;378.5456;541.8031;342.1841;385.7008;145.16479999999999;246.8664;41.55125;150.6896;507.83759999999995;220.4505;199.38729999999998;755.2324;364.68379999999996;15.76776;20.519560000000002;57.7896;106.28569999999999;145.9854;68.11626;117.9144;90.58919999999999;496.94840000000005;1.0
GRANEL;350.2575;73.16559;36.99416;140.44660000000002;23.33412;76.31709;314.57759999999996;7.615024999999999;28.064880000000002;111.8852;238.3723;0;20.93969;135.341;193.9768;99.69834;155.9023;18.38907;76.26783;11.76842;42.20802;174.4014;60.566;61.31369;252.7371;97.52041;0;0;7.615024999999999;33.19235;48.98428;11.52643;40.95212;19.78228;188.205;2.0
ENVASADA;769.6587;129.8194;110.5942;172.4245;104.7924;252.0282;632.4443;50.17458;87.03989;314.3576;455.30109999999996;35.29869;143.32920000000001;243.2046;347.82620000000003;242.48579999999998;229.7986;126.7758;170.5986;29.78284;108.4816;333.4362;159.8845;138.0736;502.4953;267.1633;15.76776;20.519560000000002;50.17458;73.09333000000001;97.00115;56.58982;76.96222999999999;70.80692;308.7434;2.0
TOTAL CARNE;162185.6;40958.44;23422.45;40110.13;24102.54;33592.03;123320.6;13263.17;25601.79;87712.06;74473.54;8494.56;45416.34;60984.86;47289.84;25763.35;45558.12;38044.88;52819.24;11736.58;25047.1;65856.76;36532.59;23012.57;116174;46011.57;3767.663;7120.266;13263.17;30409.22;24803.7;13611.02;22150.84;7646.154;39413.56;1.0
