Alimentos;T.ESPAÑA (T.ESPAÑA);CLASE SOCIAL (NIVEL ALTO);CLASE SOCIAL (NIVEL MEDIO-ALTO);CLASE SOCIAL (NIVEL MEDIO);CLASE SOCIAL (NIVEL MEDIO-BAJO);CLASE SOCIAL (NIVEL BAJO);NÑOS EN EL HOGAR (SIN NIÑOS);NÑOS EN EL HOGAR (NIÑOS - 6 AÑOS);NÑOS EN EL HOGAR (NIÑOS 6 A 15 AÑOS);ACTIVIDAD RESPONSABLE DE COMPRA (ACTIVA);ACTIVIDAD RESPONSABLE DE COMPRA (NO ACTIVA);EDAD RESPONSABLE DE COMPRA (- 35 AÑOS);EDAD RESPONSABLE DE COMPRA (35 A 49 AÑOS);EDAD RESPONSABLE DE COMPRA (50 A 64 AÑOS);EDAD RESPONSABLE DE COMPRA (65 Y MAS AÑOS);TAMAÑO DE HOGAR (1 PERSONA);TAMAÑO DE HOGAR (2 PERSONAS);TAMAÑO DE HOGAR (3 PERSONAS);TAMAÑO DE HOGAR (4 Y MAS PERSONAS);TAMAÑO DE HÁBITAT (< 2000 HABIT.);TAMAÑO DE HÁBITAT (2000 A 10000);TAMAÑO DE HÁBITAT (10001 A 100000);TAMAÑO DE HÁBITAT (100001 A 500000);TAMAÑO DE HÁBITAT (+ DE 500000);ÁREAS METROPOLITANAS (AREAS NO METROPOL.);ÁREAS METROPOLITANAS (AREAS METROPOLITANAS);TIPO DE HOGAR (JOVENES INDEPENDIENTES);TIPO DE HOGAR (PAREJ.JOVENES SIN HIJOS);TIPO DE HOGAR (PAREJ.CON HIJOS PEQUEÑOS);TIPO DE HOGAR (PAREJ.CON HIJOS EDAD MEDIA);TIPO DE HOGAR (PAREJ.CON HIJOS MAYORES);TIPO DE HOGAR (HOGARES MONOPARENTALES);TIPO DE HOGAR (PAREJAS ADULTAS SIN HIJOS);TIPO DE HOGAR (ADULTOS INDEPENDIENTES);TIPO DE HOGAR (RETIRADOS);Nivel
NAN;T.ESPAÑA;NIVEL ALTO;NIVEL MEDIO-ALTO;NIVEL MEDIO;NIVEL MEDIO-BAJO;NIVEL BAJO;SIN NIÑOS;NIÑOS - 6 AÑOS;NIÑOS 6 A 15 AÑOS;ACTIVA;NO ACTIVA;- 35 AÑOS;35 A 49 AÑOS;50 A 64 AÑOS;65 Y MAS AÑOS;1 PERSONA;2 PERSONAS;3 PERSONAS;4 Y MAS PERSONAS;< 2000 HABIT.;2000 A 10000;10001 A 100000;100001 A 500000;+ DE 500000;AREAS NO METROPOL.;AREAS METROPOLITANAS;JOVENES INDEPENDIENTES;PAREJ.JOVENES SIN HIJOS;PAREJ.CON HIJOS PEQUEÑOS;PAREJ.CON HIJOS EDAD MEDIA;PAREJ.CON HIJOS MAYORES;HOGARES MONOPARENTALES;PAREJAS ADULTAS SIN HIJOS;ADULTOS INDEPENDIENTES;RETIRADOS;
.TOTAL ALIMENTACION;99.419;99.529;99.345;99.584;99.394;99.193;99.489;99.019;99.368;99.425;99.42;98.934;99.182;99.667;99.653;99.479;99.455;99.378;99.383;99.796;99.196;99.41;99.289;99.676;99.346;99.589;98.918;99.224;99.019;99.518;99.619;99.312;99.685;99.581;99.629;0.0
T.HUEVOS KGS;81.413;81.272;80.47;80.335;84.075;82.052;81.554;78.894;82.582;79.998;83.101;76.114;78.456;83.651;83.544;80.85;81.682;82.752;82.713;79.984;78.47;81.882;82.392;82.399;79.677;85.373;77.9;74.22;78.894;84.226;84.609;80.895;82.606;80.642;83.737;1.0
T.HUEVOS UNDS.;81.413;81.272;80.47;80.335;84.075;82.052;81.554;78.894;82.582;79.998;83.101;76.114;78.456;83.651;83.544;80.85;81.682;82.752;82.713;79.984;78.47;81.882;82.392;82.399;79.677;85.373;77.9;74.22;78.894;84.226;84.609;80.895;82.606;80.642;83.737;1.0
TOTAL HUEVOS GALLINA;81.014;81.175;79.889;79.889;83.062;81.925;81.175;78.446;82.075;79.611;82.685;75.55;78.161;83.289;83.049;80.387;81.31;82.48;82.264;79.037;78.073;81.515;82.12;81.888;79.225;85.093;77.401;74.021;78.446;83.839;84.032;80.758;82.304;80.399;83.173;2.0
OTRAS AVES;3.443;3.617;3.698;3.065;4.484;2.896;3.227;3.181;4.926;3.077;3.884;4.674;2.867;3.222;4.02;2.501;3.554;3.374;4.427;2.867;4.109;3.829;3.079;2.631;3.566;3.189;2.545;2.304;3.181;4.605;4.797;1.343;4.276;0.472;4.158;2.0
MIEL;9.338;9.152;9.363;8.531;11.049;9.271;9.552;7.247;9.447;8.573;10.246;5.606;7.712;11.396;9.327;8.9;8.008;10.225;10.73;9.301;9.752;8.969;9.223;10.099;9.134;9.81;7.859;6.436;7.247;10.919;11.151;8.191;9.162;9.437;9.669;1.0
GRANEL;2.083;1.778;3.704;1.777;2.155;1.383;2.282;0.793;1.653;1.777;2.422;0;0.918;3.593;1.91;1.092;2.263;2.415;2.543;4.238;1.805;1.868;1.534;2.596;2.167;1.852;0;1.351;0.793;2.582;3.476;2.267;2.507;1.698;1.935;2.0
ENVASADA;7.292;7.286;5.773;6.885;8.604;7.836;7.296;6.521;7.856;6.809;7.875;5.606;6.811;7.953;7.35;7.794;5.74;7.993;8.078;4.663;7.905;6.992;7.795;7.649;7.011;7.969;7.859;5.081;6.521;8.591;7.644;6.013;6.535;7.676;7.704;2.0
TOTAL CARNE;97.642;98.801;97.021;98.002;97.263;96.745;97.498;97.759;98.632;97.56;97.756;96.473;97.478;98.144;97.83;95.934;97.995;98.541;98.711;97.917;97.547;97.863;97.072;97.942;97.464;98.06;94.304;97.004;97.759;98.754;99.275;98.515;98.597;96.075;97.615;1.0
