Alimentos;T.ESPAÑA (T.ESPAÑA);CLASE SOCIAL (NIVEL ALTO);CLASE SOCIAL (NIVEL MEDIO-ALTO);CLASE SOCIAL (NIVEL MEDIO);CLASE SOCIAL (NIVEL MEDIO-BAJO);CLASE SOCIAL (NIVEL BAJO);NÑOS EN EL HOGAR (SIN NIÑOS);NÑOS EN EL HOGAR (NIÑOS - 6 AÑOS);NÑOS EN EL HOGAR (NIÑOS 6 A 15 AÑOS);ACTIVIDAD RESPONSABLE DE COMPRA (ACTIVA);ACTIVIDAD RESPONSABLE DE COMPRA (NO ACTIVA);EDAD RESPONSABLE DE COMPRA (- 35 AÑOS);EDAD RESPONSABLE DE COMPRA (35 A 49 AÑOS);EDAD RESPONSABLE DE COMPRA (50 A 64 AÑOS);EDAD RESPONSABLE DE COMPRA (65 Y MAS AÑOS);TAMAÑO DE HOGAR (1 PERSONA);TAMAÑO DE HOGAR (2 PERSONAS);TAMAÑO DE HOGAR (3 PERSONAS);TAMAÑO DE HOGAR (4 Y MAS PERSONAS);TAMAÑO DE HÁBITAT (< 2000 HABIT.);TAMAÑO DE HÁBITAT (2000 A 10000);TAMAÑO DE HÁBITAT (10001 A 100000);TAMAÑO DE HÁBITAT (100001 A 500000);TAMAÑO DE HÁBITAT (+ DE 500000);ÁREAS METROPOLITANAS (AREAS NO METROPOL.);ÁREAS METROPOLITANAS (AREAS METROPOLITANAS);TIPO DE HOGAR (JOVENES INDEPENDIENTES);TIPO DE HOGAR (PAREJ.JOVENES SIN HIJOS);TIPO DE HOGAR (PAREJ.CON HIJOS PEQUEÑOS);TIPO DE HOGAR (PAREJ.CON HIJOS EDAD MEDIA);TIPO DE HOGAR (PAREJ.CON HIJOS MAYORES);TIPO DE HOGAR (HOGARES MONOPARENTALES);TIPO DE HOGAR (PAREJAS ADULTAS SIN HIJOS);TIPO DE HOGAR (ADULTOS INDEPENDIENTES);TIPO DE HOGAR (RETIRADOS);Nivel
NAN;T.ESPAÑA;NIVEL ALTO;NIVEL MEDIO-ALTO;NIVEL MEDIO;NIVEL MEDIO-BAJO;NIVEL BAJO;SIN NIÑOS;NIÑOS - 6 AÑOS;NIÑOS 6 A 15 AÑOS;ACTIVA;NO ACTIVA;- 35 AÑOS;35 A 49 AÑOS;50 A 64 AÑOS;65 Y MAS AÑOS;1 PERSONA;2 PERSONAS;3 PERSONAS;4 Y MAS PERSONAS;< 2000 HABIT.;2000 A 10000;10001 A 100000;100001 A 500000;+ DE 500000;AREAS NO METROPOL.;AREAS METROPOLITANAS;JOVENES INDEPENDIENTES;PAREJ.JOVENES SIN HIJOS;PAREJ.CON HIJOS PEQUEÑOS;PAREJ.CON HIJOS EDAD MEDIA;PAREJ.CON HIJOS MAYORES;HOGARES MONOPARENTALES;PAREJAS ADULTAS SIN HIJOS;ADULTOS INDEPENDIENTES;RETIRADOS;
.TOTAL ALIMENTACION;2152844.15604;540028.97636;326480.045136;533284.10278;304312.119218;448738.983752;1650953.61867;181994.209838;319896.451661;1115506.57503;1037337.57717;108954.832298;605329.76647;768948.83565;669610.75192;400081.451724;620706.38222;497041.38023;635014.98673;130142.930926;331192.6028;887497.69503;498440.55864;305570.482327;1551896.63867;600947.6226900001;56691.702078;105845.75544;181994.209838;372485.826397;270692.112164;180450.43703200002;307204.85264999996;132704.189571;544775.1343500001;0.0
T.HUEVOS KGS;33410.2721;8438.244359999999;4914.47725;7954.80684;4975.359530000001;7127.38991;25620.71151;2999.46346;4790.1016500000005;16876.47777;16533.79437;2014.9954599999999;8805.61941;11738.24287;10851.420789999998;5859.63486;9576.75116;7664.58248;10309.306199999999;1737.8765930000002;4975.262900000001;14118.549449999999;7661.28638;4917.2968200000005;23612.27618;9798.002349999999;956.995558;1490.270513;2999.46346;5814.47531;4386.7575099999995;2922.077346;4437.36954;1778.482195;8624.38392;1.0
T.HUEVOS UNDS.;530680.91;133272.456;78119.521;125930.364;79176.191;114182.471;406273.971;47936.986;76470.027;268042.317;262638.597;31822.366;140139.861;186597.367;172121.419;93577.77;152107.976;121303.508;163691.7;27616.5713;78708.986;224932.785;121251.998;78170.574;374455.838;156225.175;15174.971800000001;23421.1073;47936.986;92390.105;69554.539;46059.7506;71079.174;28428.0595;136636.272;1.0
TOTAL HUEVOS GALLINA;520434.5;131583.7;76542.26;123990.8;77474.03;110843.8;399221.7;46668.4;74544.47;262889.9;257544.6;31421.7;137115.2;182819.8;169077.9;91182.54;149179.1;119473.1;160599.8;27068.72;77558.76;219800.4;119421.6;76585.02;367920.7;152513.9;14911.96;23260.36;46668.4;90566.19;68355.78;45582.96;69010.7;27670.4;134407.8;2.0
OTRAS AVES;10246.41;1688.756;1577.261;1939.564;1702.161;3338.671;7052.271;1268.586;1925.557;5152.417;5093.997;400.666;3024.661;3777.567;3043.519;2395.23;2928.876;1830.408;3091.9;547.8513;1150.226;5132.385;1830.398;1585.554;6535.138;3711.275;263.0118;160.7473;1268.586;1823.915;1198.759;476.7906;2068.474;757.6595;2228.472;2.0
MIEL;1497.055;224.904;236.4543;380.9683;208.0724;446.6557;1284.332;51.69168;161.0308;656.8218;840.2329;47.08009;311.6673;482.5568;655.7504;537.3136999999999;395.2873;276.0673;288.3863;25.53349;163.10729999999998;655.2727;438.54879999999997;214.5925;1035.329;461.7257;49.25528;57.2214;51.69168;203.0951;114.0749;96.15075999999999;201.3536;148.914;575.298;1.0
GRANEL;503.4643;27.73538;68.85813;148.02689999999998;83.31766;175.5263;464.8271;4.531086;34.10613;222.97629999999998;280.488;0;90.51586;171.7514;241.197;230.18370000000002;148.8556;86.23569;38.18931;0;72.19638;233.8932;157.6318;39.74292;349.98179999999996;153.4825;0;27.460639999999998;4.531086;26.415110000000002;10.41341;26.61633;95.50823;91.03566000000001;221.4838;2.0
ENVASADA;993.5904;197.1686;167.5962;232.9414;124.7548;271.12940000000003;819.5051;47.16059;126.9247;433.8455;559.7449;47.08009;221.1515;310.8054;414.5534;307.13;246.43179999999998;189.8316;250.197;25.53349;90.91088;421.3795;280.917;174.8496;685.3473;308.2432;49.25528;29.760759999999998;47.16059;176.68;103.6615;69.53442999999999;105.84530000000001;57.87838;353.8142;2.0
TOTAL CARNE;167951.9;42897.04;24765.34;41229.81;24531.36;34528.31;126927.4;13683.29;27341.16;89261.46;78690.4;8516.695;48054.04;63043.18;48337.95;26054.82;47434.55;39432.48;55030.01;10893.09;26507.62;68215.88;37884.47;24450.79;119248.1;48703.76;3738.558;7869.006;13683.29;33107.25;23637.63;14124.53;24050.57;8477.398;39263.63;1.0
