Alimentos;T.ESPAÑA (T.ESPAÑA);CLASE SOCIAL (NIVEL ALTO);CLASE SOCIAL (NIVEL MEDIO-ALTO);CLASE SOCIAL (NIVEL MEDIO);CLASE SOCIAL (NIVEL MEDIO-BAJO);CLASE SOCIAL (NIVEL BAJO);NÑOS EN EL HOGAR (SIN NIÑOS);NÑOS EN EL HOGAR (NIÑOS - 6 AÑOS);NÑOS EN EL HOGAR (NIÑOS 6 A 15 AÑOS);ACTIVIDAD RESPONSABLE DE COMPRA (ACTIVA);ACTIVIDAD RESPONSABLE DE COMPRA (NO ACTIVA);EDAD RESPONSABLE DE COMPRA (- 35 AÑOS);EDAD RESPONSABLE DE COMPRA (35 A 49 AÑOS);EDAD RESPONSABLE DE COMPRA (50 A 64 AÑOS);EDAD RESPONSABLE DE COMPRA (65 Y MAS AÑOS);TAMAÑO DE HOGAR (1 PERSONA);TAMAÑO DE HOGAR (2 PERSONAS);TAMAÑO DE HOGAR (3 PERSONAS);TAMAÑO DE HOGAR (4 Y MAS PERSONAS);TAMAÑO DE HÁBITAT (< 2000 HABIT.);TAMAÑO DE HÁBITAT (2000 A 10000);TAMAÑO DE HÁBITAT (10001 A 100000);TAMAÑO DE HÁBITAT (100001 A 500000);TAMAÑO DE HÁBITAT (+ DE 500000);ÁREAS METROPOLITANAS (AREAS NO METROPOL.);ÁREAS METROPOLITANAS (AREAS METROPOLITANAS);TIPO DE HOGAR (JOVENES INDEPENDIENTES);TIPO DE HOGAR (PAREJ.JOVENES SIN HIJOS);TIPO DE HOGAR (PAREJ.CON HIJOS PEQUEÑOS);TIPO DE HOGAR (PAREJ.CON HIJOS EDAD MEDIA);TIPO DE HOGAR (PAREJ.CON HIJOS MAYORES);TIPO DE HOGAR (HOGARES MONOPARENTALES);TIPO DE HOGAR (PAREJAS ADULTAS SIN HIJOS);TIPO DE HOGAR (ADULTOS INDEPENDIENTES);TIPO DE HOGAR (RETIRADOS);Nivel
NAN;T.ESPAÑA;NIVEL ALTO;NIVEL MEDIO-ALTO;NIVEL MEDIO;NIVEL MEDIO-BAJO;NIVEL BAJO;SIN NIÑOS;NIÑOS - 6 AÑOS;NIÑOS 6 A 15 AÑOS;ACTIVA;NO ACTIVA;- 35 AÑOS;35 A 49 AÑOS;50 A 64 AÑOS;65 Y MAS AÑOS;1 PERSONA;2 PERSONAS;3 PERSONAS;4 Y MAS PERSONAS;< 2000 HABIT.;2000 A 10000;10001 A 100000;100001 A 500000;+ DE 500000;AREAS NO METROPOL.;AREAS METROPOLITANAS;JOVENES INDEPENDIENTES;PAREJ.JOVENES SIN HIJOS;PAREJ.CON HIJOS PEQUEÑOS;PAREJ.CON HIJOS EDAD MEDIA;PAREJ.CON HIJOS MAYORES;HOGARES MONOPARENTALES;PAREJAS ADULTAS SIN HIJOS;ADULTOS INDEPENDIENTES;RETIRADOS;
.TOTAL ALIMENTACION;99.525;99.605;99.343;99.421;99.524;99.68;99.58;99.19;99.495;99.378;99.733;98.247;99.44;99.794;99.804;99.592;99.533;99.529;99.461;99.277;99.599;99.39;99.69;99.629;99.508;99.567;98.904;98.776;99.19;99.477;99.682;99.825;99.767;99.826;99.799;0.0
T.HUEVOS KGS;80.593;82.728;81.421;78.908;79.579;80.49;81.287;76.697;79.191;77.879;83.965;71.819;75.826;83.182;84.775;79.17;82.289;79.974;81.934;77.507;78.922;79.547;81.416;84.843;79.257;83.691;70.234;75.551;76.697;81.164;84.833;79.264;82.206;77.965;85.428;1.0
T.HUEVOS UNDS.;80.593;82.728;81.421;78.908;79.579;80.49;81.287;76.697;79.191;77.879;83.965;71.819;75.826;83.182;84.775;79.17;82.289;79.974;81.934;77.507;78.922;79.547;81.416;84.843;79.257;83.691;70.234;75.551;76.697;81.164;84.833;79.264;82.206;77.965;85.428;1.0
TOTAL HUEVOS GALLINA;80.415;82.524;81.031;78.667;79.445;80.516;81.191;75.688;78.963;77.629;83.874;71.416;75.439;83.014;84.799;79.265;82.184;79.673;81.457;76.349;78.635;79.454;81.329;84.745;79.032;83.62;70.094;75.121;75.688;80.9;84.497;78.797;82.2;78.056;85.503;2.0
OTRAS AVES;2.577;2.299;3.605;2.927;2.486;1.913;2.192;4.848;3.6;2.603;2.543;4.334;2.722;2.711;1.894;1.442;3.03;2.671;3.364;5.335;2.724;2.044;2.659;2.678;2.597;2.53;0.412;3.422;4.848;3.422;2.739;1.967;3.287;1.07;2.103;2.0
MIEL;8.325;8.357;6.484;9.388;7.493;8.81;8.574;7.108;7.095;6.962;10.036;6.971;5.795;8.409;10.59;7.911;9.263;7.004;8.793;8.737;11.476;8.164;6.924;7.73;8.459;7.94;4.726;5.231;7.108;6.926;9.461;7;8.895;7.186;10.557;1.0
GRANEL;2.65;1.916;2.034;3.118;1.982;3.526;2.741;2.091;2.049;1.771;3.789;0.969;1.637;2.4;4.115;3.448;2.926;0.733;2.87;4.87;4.864;1.667;2.516;2.204;3.111;1.558;2.51;1.26;2.091;1.629;1.876;1.174;2.194;2.656;4.409;2.0
ENVASADA;5.856;6.328;4.597;6.61;5.733;5.486;6.054;5.094;4.91;5.242;6.634;6.078;4.167;6.063;7.059;4.633;6.465;6.323;6.19;3.542;6.773;6.516;4.805;5.795;5.647;6.376;2.24;3.92;5.094;5.149;7.643;5.861;6.724;4.626;6.877;2.0
TOTAL CARNE;97.637;98.343;97.021;97.838;96.871;97.634;97.528;97.128;98.854;97.227;98.196;92.998;97.637;98.468;98.245;96.416;98.035;98.069;98.567;97.968;97.546;97.439;98.063;97.473;97.672;97.559;91.246;96.125;97.128;98.896;98.765;98.577;98.996;97.133;98.235;1.0
