Alimentos;T.ESPAÑA (T.ESPAÑA);CLASE SOCIAL (NIVEL ALTO);CLASE SOCIAL (NIVEL MEDIO-ALTO);CLASE SOCIAL (NIVEL MEDIO);CLASE SOCIAL (NIVEL MEDIO-BAJO);CLASE SOCIAL (NIVEL BAJO);NÑOS EN EL HOGAR (SIN NIÑOS);NÑOS EN EL HOGAR (NIÑOS - 6 AÑOS);NÑOS EN EL HOGAR (NIÑOS 6 A 15 AÑOS);ACTIVIDAD RESPONSABLE DE COMPRA (ACTIVA);ACTIVIDAD RESPONSABLE DE COMPRA (NO ACTIVA);EDAD RESPONSABLE DE COMPRA (- 35 AÑOS);EDAD RESPONSABLE DE COMPRA (35 A 49 AÑOS);EDAD RESPONSABLE DE COMPRA (50 A 64 AÑOS);EDAD RESPONSABLE DE COMPRA (65 Y MAS AÑOS);TAMAÑO DE HOGAR (1 PERSONA);TAMAÑO DE HOGAR (2 PERSONAS);TAMAÑO DE HOGAR (3 PERSONAS);TAMAÑO DE HOGAR (4 Y MAS PERSONAS);TAMAÑO DE HÁBITAT (< 2000 HABIT.);TAMAÑO DE HÁBITAT (2000 A 10000);TAMAÑO DE HÁBITAT (10001 A 100000);TAMAÑO DE HÁBITAT (100001 A 500000);TAMAÑO DE HÁBITAT (+ DE 500000);ÁREAS METROPOLITANAS (AREAS NO METROPOL.);ÁREAS METROPOLITANAS (AREAS METROPOLITANAS);TIPO DE HOGAR (JOVENES INDEPENDIENTES);TIPO DE HOGAR (PAREJ.JOVENES SIN HIJOS);TIPO DE HOGAR (PAREJ.CON HIJOS PEQUEÑOS);TIPO DE HOGAR (PAREJ.CON HIJOS EDAD MEDIA);TIPO DE HOGAR (PAREJ.CON HIJOS MAYORES);TIPO DE HOGAR (HOGARES MONOPARENTALES);TIPO DE HOGAR (PAREJAS ADULTAS SIN HIJOS);TIPO DE HOGAR (ADULTOS INDEPENDIENTES);TIPO DE HOGAR (RETIRADOS);Nivel
NAN;T.ESPAÑA;NIVEL ALTO;NIVEL MEDIO-ALTO;NIVEL MEDIO;NIVEL MEDIO-BAJO;NIVEL BAJO;SIN NIÑOS;NIÑOS - 6 AÑOS;NIÑOS 6 A 15 AÑOS;ACTIVA;NO ACTIVA;- 35 AÑOS;35 A 49 AÑOS;50 A 64 AÑOS;65 Y MAS AÑOS;1 PERSONA;2 PERSONAS;3 PERSONAS;4 Y MAS PERSONAS;< 2000 HABIT.;2000 A 10000;10001 A 100000;100001 A 500000;+ DE 500000;AREAS NO METROPOL.;AREAS METROPOLITANAS;JOVENES INDEPENDIENTES;PAREJ.JOVENES SIN HIJOS;PAREJ.CON HIJOS PEQUEÑOS;PAREJ.CON HIJOS EDAD MEDIA;PAREJ.CON HIJOS MAYORES;HOGARES MONOPARENTALES;PAREJAS ADULTAS SIN HIJOS;ADULTOS INDEPENDIENTES;RETIRADOS;
.TOTAL ALIMENTACION;99.498;99.619;99.561;99.488;99.338;99.452;99.564;99.098;99.499;99.508;99.499;99.146;99.539;99.661;99.518;99.514;99.595;99.529;99.372;99.466;99.358;99.512;99.638;99.404;99.499;99.496;99.615;99.478;99.098;99.508;99.687;99.623;99.726;99.741;99.462;0.0
T.HUEVOS KGS;78.277;78.966;76.273;79.097;76.862;79.088;78.634;74.203;79.252;75.491;81.622;73.377;73.541;79.661;83.157;74.427;82.213;79.295;78.525;70.227;76.502;79.066;78.89;80.27;76.913;81.456;63.598;75.823;74.203;79.767;82.326;79.526;83.381;71.136;82.404;1.0
T.HUEVOS UNDS.;78.277;78.966;76.273;79.097;76.862;79.088;78.634;74.203;79.252;75.491;81.622;73.377;73.541;79.661;83.157;74.427;82.213;79.295;78.525;70.227;76.502;79.066;78.89;80.27;76.913;81.456;63.598;75.823;74.203;79.767;82.326;79.526;83.381;71.136;82.404;1.0
TOTAL HUEVOS GALLINA;78.097;78.754;75.996;78.933;76.653;79.008;78.475;74.097;78.886;75.28;81.477;73.215;73.277;79.482;83.051;74.249;82.128;78.86;78.436;69.895;76.155;78.928;78.719;80.156;76.698;81.36;63.223;75.679;74.097;79.468;81.943;79.451;83.269;70.889;82.306;2.0
OTRAS AVES;2.358;2.609;2.616;2.878;1.692;1.67;2.384;1.742;2.553;2.288;2.407;1.697;1.902;2.977;2.172;1.349;2.126;2.759;3.448;2.809;2.468;2.522;1.811;2.203;2.433;2.177;1.019;1.71;1.742;3.093;5.113;3.091;2.134;0.637;1.907;2.0
MIEL;5.967;5.635;7.051;6.604;4.596;5.874;6.186;3.598;5.911;5.284;6.809;5.067;3.625;6.691;7.865;5.315;7.406;5.246;5.84;3.725;6.696;5.639;6.272;6.737;5.846;6.463;2.126;4.803;3.598;5.711;4.418;7.103;7.094;5.026;8.375;1.0
GRANEL;1.183;0.464;1.8;1.448;0.226;1.757;1.265;0.278;0.979;0.808;1.592;0.337;0.42;1.468;1.742;0.946;1.862;0.782;0.71;0;2.079;1.082;0.368;1.848;1.301;0.881;0;0.582;0.278;0.89;1.01;0.458;1.732;1.024;1.912;2.0
ENVASADA;4.947;5.271;5.679;5.399;4.382;4.078;5.082;3.345;5.008;4.583;5.394;4.771;3.25;5.373;6.286;4.525;5.494;4.487;5.228;3.725;4.441;4.619;5.845;5.476;4.61;5.806;2.126;4.296;3.345;4.877;3.606;6.399;5.589;3.575;6.651;2.0
TOTAL CARNE;97.123;97.507;96.411;97.275;96.811;97.268;96.996;96.529;98.549;96.616;97.757;95.332;96.457;97.677;98.031;95.42;97.829;97.82;97.903;95.689;97.122;97.604;97.042;96.567;97.188;96.967;91.376;96.817;96.529;98.292;98.679;98.117;98.208;95.057;97.874;1.0
